file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-01\graded_nba_2026-06-01.xlsx,ok,0,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-01\graded_nhl_2026-06-01.xlsx,ok,321,6,6,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-01\graded_mlb_2026-06-01.xlsx,ok,4572,705,705,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-01\graded_soccer_2026-06-01.xlsx,ok,451,451,451,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-01\graded_nba1h_2026-06-01.xlsx,ok,0,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-01\graded_tennis_2026-06-01.xlsx,ok,259,12,12,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-01\graded_wnba_2026-06-01.xlsx,ok,1739,89,89,0
