file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-18\graded_nba_2026-05-18.xlsx,ok,591,43,43,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-18\graded_nhl_2026-05-18.xlsx,ok,260,4,4,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-18\graded_mlb_2026-05-18.xlsx,ok,3826,164,164,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-18\graded_soccer_2026-05-18.xlsx,ok,399,198,198,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-18\graded_nba1h_2026-05-18.xlsx,ok,43,5,5,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-18\graded_nba1q_2026-05-18.xlsx,ok,75,5,5,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-18\graded_tennis_2026-05-18.xlsx,ok,975,975,975,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-18\graded_wnba_2026-05-18.xlsx,ok,556,60,60,0
