file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-08\graded_nba_2026-06-08.xlsx,ok,1244,26,26,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-08\graded_nhl_2026-06-08.xlsx,ok,249,224,224,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-08\graded_mlb_2026-06-08.xlsx,ok,4227,683,683,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-08\graded_soccer_2026-06-08.xlsx,ok,451,451,451,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-08\graded_nba1h_2026-06-08.xlsx,ok,0,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-08\graded_nba1q_2026-06-08.xlsx,ok,154,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-08\graded_tennis_2026-06-08.xlsx,ok,789,573,573,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-08\graded_wnba_2026-06-08.xlsx,ok,1173,195,195,0
