file,player,team,line,result,reason
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Jose Trevino,CIN,0.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,17.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Thomas Saggese,STL,0.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Thomas Saggese,STL,0.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Thomas Saggese,STL,0.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Chris Paddack,CIN,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Jose Trevino,CIN,1.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,83.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Chris Paddack,CIN,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Ke'Bryan Hayes,CIN,0.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Chris Paddack,CIN,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Ke'Bryan Hayes,CIN,0.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Ivan Herrera,STL,8.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Alec Burleson,STL,7.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Masyn Winn,STL,7.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Jordan Walker,STL,7.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Ivan Herrera,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Alec Burleson,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Jordan Walker,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Masyn Winn,STL,1.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Sal Stewart,CIN,8.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,JJ Bleday,CIN,7.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Nathaniel Lowe,CIN,7.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,JJ Bleday,CIN,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Sal Stewart,CIN,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Spencer Steer,CIN,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Nathaniel Lowe,CIN,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Will Benson,CIN,1.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Elly De La Cruz,CIN,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Sal Stewart,CIN,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Elly De La Cruz,CIN,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Sal Stewart,CIN,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,6.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,5.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Chris Paddack,CIN,5.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Chris Paddack,CIN,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Jose Trevino,CIN,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Jose Trevino,CIN,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Nathan Church,STL,0.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,1.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Chris Paddack,CIN,1.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Chris Paddack,CIN,3.0,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Chris Paddack,CIN,23.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Elly De La Cruz,CIN,11.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Spencer Steer,CIN,8.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Will Benson,CIN,8.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Elly De La Cruz,CIN,0.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Sal Stewart,CIN,0.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Will Benson,CIN,0.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Jose Trevino,CIN,0.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Chris Paddack,CIN,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,4.0,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,31.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,José Fermín,STL,6.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Nathan Church,STL,5.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Victor Scott II,STL,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Alec Burleson,STL,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Ivan Herrera,STL,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Jordan Walker,STL,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Masyn Winn,STL,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Nathan Church,STL,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Pedro Pagés,STL,4.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Alec Burleson,STL,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Ivan Herrera,STL,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Jordan Walker,STL,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,José Fermín,STL,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Kyle Leahy,STL,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Masyn Winn,STL,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Nathan Church,STL,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Thomas Saggese,STL,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Pedro Pagés,STL,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Victor Scott II,STL,3.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Ivan Herrera,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Alec Burleson,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Jordan Walker,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,José Fermín,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Masyn Winn,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Nathan Church,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Thomas Saggese,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-24\graded_mlb_2026-05-24.xlsx,Pedro Pagés,STL,2.5,VOID,POSTPONED · makeup 2026-08-17 · Rain
