file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-04\graded_nba_2026-06-04.xlsx,ok,0,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-04\graded_nhl_2026-06-04.xlsx,ok,315,2,2,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-04\graded_mlb_2026-06-04.xlsx,ok,4609,593,593,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-04\graded_soccer_2026-06-04.xlsx,ok,451,451,451,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-04\graded_nba1h_2026-06-04.xlsx,ok,0,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-04\graded_tennis_2026-06-04.xlsx,ok,461,213,213,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-04\graded_wnba_2026-06-04.xlsx,ok,844,66,66,0
