file,player,team,line,result,reason
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Chris Paddack,CIN,17.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Elly De La Cruz,CIN,6.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Sal Stewart,CIN,5.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Spencer Steer,CIN,5.0,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,JJ Bleday,CIN,4.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Nathaniel Lowe,CIN,4.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Will Benson,CIN,4.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Kyle Leahy,STL,23.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Ivan Herrera,STL,5.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Alec Burleson,STL,5.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Jordan Walker,STL,5.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Masyn Winn,STL,4.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Elly De La Cruz,CIN,1.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-22\graded_mlb_2026-05-22.xlsx,Sal Stewart,CIN,1.5,VOID,POSTPONED · makeup 2026-05-23 · Rain
