file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-04-25\graded_nba_2026-04-25.xlsx,ok,2188,109,109,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-04-25\graded_nhl_2026-04-25.xlsx,ok,518,300,300,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-04-25\graded_mlb_2026-04-25.xlsx,ok,2927,382,361,21
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-04-25\graded_soccer_2026-04-25.xlsx,ok,9460,4695,4695,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-04-25\graded_nba1h_2026-04-25.xlsx,ok,35,17,17,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-04-25\graded_nba1q_2026-04-25.xlsx,ok,305,91,91,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-04-25\graded_tennis_2026-04-25.xlsx,ok,150,150,150,0
