file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-13\graded_nba_2026-05-13.xlsx,ok,584,65,65,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-13\graded_nhl_2026-05-13.xlsx,ok,201,1,1,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-13\graded_mlb_2026-05-13.xlsx,ok,3737,841,841,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-13\graded_soccer_2026-05-13.xlsx,ok,6183,3054,3054,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-13\graded_nba1h_2026-05-13.xlsx,ok,27,4,4,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-13\graded_nba1q_2026-05-13.xlsx,ok,60,5,5,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-13\graded_tennis_2026-05-13.xlsx,ok,106,106,106,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-13\graded_wnba_2026-05-13.xlsx,ok,0,0,0,0
