file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-25\graded_nba_2026-05-25.xlsx,ok,747,60,60,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-25\graded_nhl_2026-05-25.xlsx,ok,266,3,3,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-25\graded_mlb_2026-05-25.xlsx,ok,3775,101,101,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-25\graded_soccer_2026-05-25.xlsx,ok,161,161,161,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-25\graded_nba1h_2026-05-25.xlsx,ok,39,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-25\graded_nba1q_2026-05-25.xlsx,ok,79,5,5,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-25\graded_tennis_2026-05-25.xlsx,ok,2578,1221,1221,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-25\graded_wnba_2026-05-25.xlsx,ok,616,255,255,0
