file,player,team,line,result,reason
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Will Warren,NYY,5.0,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Will Warren,NYY,5.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Ranger Suarez,BOS,3.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Austin Wells,NYY,1.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Austin Wells,NYY,1.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Austin Wells,NYY,0.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Will Warren,NYY,17.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Austin Wells,NYY,0.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Will Warren,NYY,16.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Isiah Kiner-Falefa,BOS,4.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Cody Bellinger,NYY,2.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Amed Rosario,NYY,2.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Will Warren,NYY,81.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Cody Bellinger,NYY,5.0,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Jazz Chisholm Jr.,NYY,1.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Ceddanne Rafaela,BOS,2.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Austin Wells,NYY,0.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Ben Rice,NYY,2.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Paul Goldschmidt,NYY,2.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Willson Contreras,BOS,2.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Masataka Yoshida,BOS,5.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Ben Rice,NYY,5.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Ranger Suarez,BOS,2.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Anthony Volpe,NYY,1.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Will Warren,NYY,22.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Wilyer Abreu,BOS,2.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Jarren Duran,BOS,3.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Marcelo Mayer,BOS,1.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Paul Goldschmidt,NYY,5.0,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,José Caballero,NYY,1.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-06-06\graded_mlb_2026-06-06.xlsx,Austin Wells,NYY,1.5,VOID,POSTPONED · makeup 2026-08-29 · Rain
