file,player,team,line,result,reason
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Roman Anthony,BOS,0.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Roman Anthony,BOS,0.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,88.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,4.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,78.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,82.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,5.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,5.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,2.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,2.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,85.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,15.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,5.0,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,5.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Roman Anthony,BOS,0.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,5.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,6.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,7.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,7.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,6.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,6.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,6.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,2.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,3.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,0.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,3.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,3.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,0.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,90.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,7.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,93.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,1.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,3.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,4.0,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,14.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,4.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Shane McClanahan,TB,4.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Roman Anthony,BOS,1.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Roman Anthony,BOS,0.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Roman Anthony,BOS,0.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Roman Anthony,BOS,2.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Roman Anthony,BOS,3.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Roman Anthony,BOS,1.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Roman Anthony,BOS,1.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-09\graded_mlb_2026-05-09.xlsx,Sonny Gray,BOS,1.5,VOID,POSTPONED · makeup 2026-07-17 · Rain
