file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-30\graded_nba_2026-05-30.xlsx,ok,1289,33,33,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-30\graded_nhl_2026-05-30.xlsx,ok,280,144,144,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-30\graded_mlb_2026-05-30.xlsx,ok,7766,1194,1194,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-30\graded_soccer_2026-05-30.xlsx,ok,1103,867,867,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-30\graded_nba1h_2026-05-30.xlsx,ok,0,0,0,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-30\graded_nba1q_2026-05-30.xlsx,ok,145,1,1,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-30\graded_tennis_2026-05-30.xlsx,ok,501,12,12,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-30\graded_wnba_2026-05-30.xlsx,ok,582,55,55,0
