file,status,rows,void_rows,acceptable_void_rows,unacceptable_void_rows
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-01\graded_nba_2026-05-01.xlsx,ok,1925,756,756,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-01\graded_nhl_2026-05-01.xlsx,ok,666,291,291,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-01\graded_mlb_2026-05-01.xlsx,ok,3937,247,247,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-01\graded_soccer_2026-05-01.xlsx,ok,739,320,320,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-01\graded_nba1h_2026-05-01.xlsx,ok,86,44,44,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-01\graded_nba1q_2026-05-01.xlsx,ok,234,67,67,0
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-01\graded_tennis_2026-05-01.xlsx,ok,0,0,0,0
