projection_id,player_id,player_name,team,position,stat_type,line_score,standard_line,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,delta_pct,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,minutes_L10_list,role_stability_score,high_variance_role,pp_toi_per_game,pp_toi_pct,pp_toi_total_sec,pp_goals_season,pp_points_season,pp_unit_tier,line_combo,line_combo_toi_pct,line_combo_cf_pct,line_combo_xgf_pct,line_sit,on_pp1_line,nst_data_source
12075054,218353,Mike Matheson,MTL,D,Time On Ice,25.0,25.0,standard,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,time_on_ice,SKATER,BUF,0,8476875,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,21.067,31.467,22.083,26.3,22.017,25.1,26.733,21.0,25.367,28.783,24.587,24.992,24.992,,,,,,,,,OK,"[21.066666666666666, 31.466666666666665, 22.083333333333332, 26.3, 22.016666666666666, 25.1, 26.733333333333334, 21.0, 25.366666666666667, 28.783333333333335]",0.867,False,0.281,0.057,1317.0,0.0,1.0,PP_FRINGE,,,,,,False,nhl_api_pp
12075053,218267,Lane Hutson,MTL,D,Time On Ice,24.0,24.0,standard,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,time_on_ice,SKATER,BUF,0,8483457,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,22.6,31.283,24.467,20.55,28.033,20.583,20.9,26.7,23.45,30.767,25.387,24.933,24.933,,,,,,,,,OK,"[22.6, 31.283333333333335, 24.466666666666665, 20.55, 28.033333333333335, 20.583333333333332, 20.9, 26.7, 23.45, 30.766666666666666]",0.845,False,3.3,0.682,16238.0,2.0,20.0,PP1,,,,,,True,nhl_api_pp
12075057,218218,Rasmus Dahlin,BUF,D,Time On Ice,23.0,23.0,standard,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,time_on_ice,SKATER,MTL,1,8480839,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,33.183,19.933,27.467,19.483,23.067,22.283,21.067,23.8,29.017,21.2,24.627,24.05,24.05,,,,,,,,,OK,"[33.18333333333333, 19.933333333333334, 27.466666666666665, 19.483333333333334, 23.066666666666666, 22.283333333333335, 21.066666666666666, 23.8, 29.016666666666666, 21.2]",0.824,False,3.47,0.694,16032.0,6.0,22.0,PP1,,,,,,True,nhl_api_pp
12075052,218322,Nick Suzuki,MTL,F,Time On Ice,21.0,21.0,standard,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,time_on_ice,SKATER,BUF,0,8480018,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,18.5,29.5,19.333,20.75,24.567,19.733,20.05,21.033,22.8,24.917,22.53,22.118,22.118,,,,,,,,,OK,"[18.5, 29.5, 19.333333333333332, 20.75, 24.566666666666666, 19.733333333333334, 20.05, 21.033333333333335, 22.8, 24.916666666666668]",0.855,False,3.541,0.731,17424.0,11.0,43.0,PP1,,,,,,True,nhl_api_pp
12075055,218653,Alex Tuch,BUF,F,Time On Ice,20.25,20.25,standard,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,time_on_ice,SKATER,MTL,1,8477949,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,21.417,19.167,16.983,21.967,20.1,20.317,19.267,20.6,23.9,18.583,19.927,20.23,20.23,,,,,,,,,OK,"[21.416666666666668, 19.166666666666668, 16.983333333333334, 21.966666666666665, 20.1, 20.316666666666666, 19.266666666666666, 20.6, 23.9, 18.583333333333332]",0.91,False,1.672,0.331,7926.0,7.0,9.0,PP2,,,,,,False,nhl_api_pp
12075056,218270,Tage Thompson,BUF,F,Time On Ice,19.5,19.5,standard,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,time_on_ice,SKATER,MTL,1,8479420,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,21.933,18.233,20.083,19.233,21.1,18.633,18.467,21.9,24.5,19.3,20.117,20.338,20.338,,,,,,,,,OK,"[21.933333333333334, 18.233333333333334, 20.083333333333332, 19.233333333333334, 21.1, 18.633333333333333, 18.466666666666665, 21.9, 24.5, 19.3]",0.907,False,3.506,0.703,17038.0,6.0,24.0,PP1,,,,,,True,nhl_api_pp
12076814,218322,Nick Suzuki,MTL,F,Faceoffs Won,10.5,10.5,standard,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,faceoffs_won,SKATER,BUF,0,8480018,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,8.0,10.0,9.0,6.0,13.0,14.0,9.0,10.0,6.0,9.0,9.2,9.4,9.4,,,,,,,,,OK,"[18.5, 29.5, 19.333333333333332, 20.75, 24.566666666666666, 19.733333333333334, 20.05, 21.033333333333335, 22.8, 24.916666666666668]",0.855,False,3.541,0.731,17424.0,11.0,43.0,PP1,,,,,,True,nhl_api_pp
12076815,287948,Phillip Danault,MTL,F,Faceoffs Won,7.5,,demon,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,faceoffs_won,SKATER,BUF,0,8476479,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,10.0,14.0,3.0,14.0,6.0,6.0,10.0,9.0,16.0,7.0,9.4,9.5,9.5,,,,,,,,,OK,"[15.816666666666666, 17.266666666666666, 12.1, 16.0, 14.7, 14.65, 14.55, 15.333333333333334, 17.933333333333334, 19.516666666666666]",0.876,False,0.606,0.114,2728.0,0.0,0.0,PP_FRINGE,,,,,,False,nhl_api_pp
12076816,88751,Jake Evans,MTL,F,Faceoffs Won,6.5,,demon,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,faceoffs_won,SKATER,BUF,0,8478133,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,6.0,7.0,8.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,6.6,6.8,6.8,,,,,,,,,OK,"[17.1, 22.55, 16.216666666666665, 17.833333333333332, 12.783333333333333, 13.2, 16.533333333333335, 15.816666666666666, 16.766666666666666, 16.133333333333333]",0.846,False,0.038,0.008,156.0,0.0,0.0,NO_PP,,,,,,False,nhl_api_pp
12076817,230933,Josh Norris,BUF,F,Faceoffs Won,6.5,6.5,standard,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,faceoffs_won,SKATER,MTL,1,8480064,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,18.0,11.0,10.0,10.0,2.0,5.0,11.0,6.0,9.0,8.0,10.2,9.0,9.0,,,,,,,,,OK,"[21.616666666666667, 15.45, 20.533333333333335, 12.683333333333334, 13.75, 17.65, 17.133333333333333, 16.75, 16.65, 16.533333333333335]",0.848,False,3.28,0.632,8660.0,2.0,9.0,PP1,,,,,,True,nhl_api_pp
