projection_id,player_id,player_name,team,position,stat_type,line_score,standard_line,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,delta_pct,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,minutes_L10_list,role_stability_score,high_variance_role,pp_toi_per_game,pp_toi_pct,pp_toi_total_sec,pp_goals_season,pp_points_season,pp_unit_tier,line_combo,line_combo_toi_pct,line_combo_cf_pct,line_combo_xgf_pct,line_sit,on_pp1_line,nst_data_source
12076818,215149,Ryan McLeod,BUF,F,Faceoffs Won,6.5,,demon,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,faceoffs_won,SKATER,MTL,1,8480802,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,11.0,11.0,9.0,6.0,6.0,4.0,3.0,5.0,10.0,4.0,8.6,6.9,6.9,,,,,,,,,OK,"[20.65, 21.933333333333334, 13.383333333333333, 9.583333333333334, 13.85, 17.283333333333335, 14.55, 14.633333333333333, 21.3, 16.933333333333334]",0.77,False,1.585,0.318,7704.0,0.0,7.0,PP2,,,,,,False,nhl_api_pp
12077767,92038,Mattias Samuelsson,BUF,D,Hits,4.5,,demon,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,MTL,1,8480807,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,0.0,1.0,1.0,6.0,5.0,10.0,2.0,2.0,4.0,1.0,2.6,3.2,3.2,,,,,,,,,OK,"[28.583333333333332, 22.883333333333333, 25.45, 23.783333333333335, 23.083333333333332, 19.783333333333335, 21.583333333333332, 22.6, 26.216666666666665, 17.916666666666668]",0.873,False,0.052,0.01,242.0,0.0,0.0,NO_PP,,,,,,False,nhl_api_pp
12077768,267797,Joseph Veleno,MTL,F,Hits,4.0,4.0,standard,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,hits,SKATER,BUF,0,8460807,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,,,,,,,,,,,,,,,,,,,,,,NO_DATA,[],,False,,,,,,,,,,,,False,
12077766,218293,Arber Xhekaj,MTL,D,Hits,3.5,,demon,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,BUF,0,8482964,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,1.0,3.0,1.0,1.0,2.0,3.0,3.0,7.0,1.0,6.0,1.6,2.8,2.8,,,,,,,,,OK,"[1.8666666666666667, 7.2, 7.266666666666667, 3.7666666666666666, 7.166666666666667, 9.533333333333333, 7.7, 11.766666666666667, 9.9, 8.3]",0.633,False,0.008,0.001,32.0,0.0,0.0,NO_PP,,,,,,False,nhl_api_pp
12077771,218294,Beck Malenstyn,BUF,F,Hits,3.5,3.5,standard,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,hits,SKATER,MTL,1,8479359,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,4.0,1.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,3.0,3.1,3.1,,,,,,,,,OK,"[10.7, 8.366666666666667, 9.35, 10.866666666666667, 12.25, 7.183333333333334, 10.6, 10.6, 12.416666666666666, 13.4]",0.83,False,,,,,,,,,,,,False,
12077769,175663,Peyton Krebs,BUF,F,Hits,2.5,,goblin,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,MTL,1,8481522,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,2.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,1.2,1.9,1.9,,,,,,,,,OK,"[11.216666666666667, 6.416666666666667, 14.766666666666667, 15.783333333333333, 16.883333333333333, 12.416666666666666, 14.033333333333333, 16.966666666666665, 24.466666666666665, 14.533333333333333]",0.702,False,,,,,,,,,,,,False,
12077770,87735,Kaiden Guhle,MTL,D,Hits,2.5,,goblin,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,BUF,0,8482087,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,1.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.4,1.9,1.9,,,,,,,,,OK,"[18.8, 22.866666666666667, 19.45, 20.633333333333333, 15.266666666666667, 17.8, 20.933333333333334, 18.366666666666667, 20.933333333333334, 24.233333333333334]",0.877,False,0.021,0.004,48.0,0.0,0.0,NO_PP,,,,,,False,nhl_api_pp
12077773,59156,Josh Anderson,MTL,F,Hits,2.5,,goblin,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,BUF,0,8476981,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,9.0,1.2,2.1,2.1,,,,,,,,,OK,"[14.6, 17.166666666666668, 14.05, 14.483333333333333, 16.583333333333332, 15.433333333333334, 14.483333333333333, 15.766666666666667, 15.55, 18.883333333333333]",0.91,False,0.077,0.015,332.0,0.0,0.0,NO_PP,,,,,,False,nhl_api_pp
12077774,173646,Jordan Greenway,BUF,F,Hits,2.5,,demon,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,MTL,1,8478413,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,1.6,2.2,2.2,,,,,,,,,OK,"[11.183333333333334, 8.25, 10.05, 9.966666666666667, 13.516666666666667, 12.916666666666666, 13.05, 10.966666666666667, 11.483333333333333, 13.433333333333334]",0.855,False,0.018,0.003,43.0,0.0,0.0,NO_PP,,,,,,False,nhl_api_pp
12077775,218653,Alex Tuch,BUF,F,Hits,2.5,2.5,standard,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,hits,SKATER,MTL,1,8477949,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,2.0,1.0,4.0,1.0,6.0,2.0,0.0,2.0,3.0,0.0,2.8,2.1,2.1,,,,,,,,,OK,"[21.416666666666668, 19.166666666666668, 16.983333333333334, 21.966666666666665, 20.1, 20.316666666666666, 19.266666666666666, 20.6, 23.9, 18.583333333333332]",0.91,False,1.672,0.331,7926.0,7.0,9.0,PP2,,,,,,False,nhl_api_pp
12077776,267720,Zachary Bolduc,MTL,F,Hits,2.5,2.5,standard,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,hits,SKATER,BUF,0,8482737,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,1.0,3.0,7.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,3.0,2.7,2.7,,,,,,,,,OK,"[11.5, 9.183333333333334, 13.65, 9.866666666666667, 9.65, 10.716666666666667, 12.033333333333333, 8.883333333333333, 8.85, 15.65]",0.806,False,,,,,,,,,,,,False,
12077772,230933,Josh Norris,BUF,F,Hits,1.5,,goblin,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,MTL,1,8480064,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,1.0,3.0,1.0,0.0,2.0,4.0,3.0,5.0,2.0,4.0,1.4,2.5,2.5,,,,,,,,,OK,"[21.616666666666667, 15.45, 20.533333333333335, 12.683333333333334, 13.75, 17.65, 17.133333333333333, 16.75, 16.65, 16.533333333333335]",0.848,False,3.28,0.632,8660.0,2.0,9.0,PP1,,,,,,True,nhl_api_pp
12077777,88751,Jake Evans,MTL,F,Hits,1.5,,goblin,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,BUF,0,8478133,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,6.0,1.0,1.7,1.7,,,,,,,,,OK,"[17.1, 22.55, 16.216666666666665, 17.833333333333332, 12.783333333333333, 13.2, 16.533333333333335, 15.816666666666666, 16.766666666666666, 16.133333333333333]",0.846,False,0.038,0.008,156.0,0.0,0.0,NO_PP,,,,,,False,nhl_api_pp
12077778,218270,Tage Thompson,BUF,F,Hits,1.5,,goblin,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,MTL,1,8479420,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,0.0,3.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,0.6,1.3,1.3,,,,,,,,,OK,"[21.933333333333334, 18.233333333333334, 20.083333333333332, 19.233333333333334, 21.1, 18.633333333333333, 18.466666666666665, 21.9, 24.5, 19.3]",0.907,False,3.506,0.703,17038.0,6.0,24.0,PP1,,,,,,True,nhl_api_pp
12077779,218366,Kirby Dach,MTL,F,Hits,1.5,1.5,standard,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,hits,SKATER,BUF,0,8481523,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,1.0,4.0,3.0,3.0,1.0,1.0,0.0,2.0,4.0,0.0,2.4,1.9,1.9,,,,,,,,,OK,"[10.65, 8.966666666666667, 11.4, 9.083333333333334, 8.85, 12.2, 11.3, 9.766666666666667, 11.033333333333333, 12.15]",0.884,False,1.371,0.256,3043.0,0.0,2.0,PP2,,,,,,False,nhl_api_pp
12077780,287948,Phillip Danault,MTL,F,Hits,1.5,,goblin,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,BUF,0,8476479,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,3.0,0.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.6,2.1,2.1,,,,,,,,,OK,"[15.816666666666666, 17.266666666666666, 12.1, 16.0, 14.7, 14.65, 14.55, 15.333333333333334, 17.933333333333334, 19.516666666666666]",0.876,False,0.606,0.114,2728.0,0.0,0.0,PP_FRINGE,,,,,,False,nhl_api_pp
12077781,171835,Alex Newhook,MTL,F,Hits,1.5,,goblin,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,BUF,0,8481618,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,2.0,3.0,2.0,1.0,3.0,4.0,0.0,3.0,1.0,0.0,2.2,1.9,1.9,,,,,,,,,OK,"[17.75, 19.866666666666667, 16.533333333333335, 16.25, 14.433333333333334, 16.716666666666665, 16.766666666666666, 16.866666666666667, 16.15, 14.516666666666667]",0.912,False,1.022,0.201,2575.0,2.0,3.0,PP2,,,,,,False,nhl_api_pp
12077782,218322,Nick Suzuki,MTL,F,Hits,1.5,1.5,standard,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,hits,SKATER,BUF,0,8480018,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,1.6,1.7,1.7,,,,,,,,,OK,"[18.5, 29.5, 19.333333333333332, 20.75, 24.566666666666666, 19.733333333333334, 20.05, 21.033333333333335, 22.8, 24.916666666666668]",0.855,False,3.541,0.731,17424.0,11.0,43.0,PP1,,,,,,True,nhl_api_pp
12077783,268183,Josh Doan,BUF,F,Hits,1.5,,goblin,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,MTL,1,8482659,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,1.0,1.0,3.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,1.4,1.7,1.7,,,,,,,,,OK,"[18.633333333333333, 16.516666666666666, 21.533333333333335, 15.5, 15.533333333333333, 16.466666666666665, 17.433333333333334, 15.85, 15.666666666666666, 12.85]",0.869,False,2.779,0.556,13674.0,9.0,17.0,PP1,,,,,,True,nhl_api_pp
12077784,218237,Juraj Slafkovský,MTL,F,Hits,1.5,,goblin,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,BUF,0,8483515,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.2,1.3,1.3,,,,,,,,,OK,"[16.683333333333334, 23.116666666666667, 17.766666666666666, 19.283333333333335, 23.166666666666668, 18.2, 17.933333333333334, 19.683333333333334, 21.416666666666668, 22.516666666666666]",0.886,False,3.292,0.68,16197.0,15.0,28.0,PP1,,,,,,True,nhl_api_pp
12077785,218267,Lane Hutson,MTL,D,Hits,0.5,,demon,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,,hits,SKATER,BUF,0,8483457,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.3,0.3,,,,,,,,,OK,"[22.6, 31.283333333333335, 24.466666666666665, 20.55, 28.033333333333335, 20.583333333333332, 20.9, 26.7, 23.45, 30.766666666666666]",0.845,False,3.3,0.682,16238.0,2.0,20.0,PP1,,,,,,True,nhl_api_pp
12085421,223068,Jakub Dobes,MTL,G,Goalie Saves,34.5,25.5,demon,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.352941,goalie_saves,GOALIE,BUF,0,8482487,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,26.0,37.0,27.0,33.0,19.0,26.0,28.0,12.0,28.0,0.97,28.4,23.697,23.697,,,,,,,,,OK,"[60.0, 71.36666666666666, 49.96666666666667, 60.0, 57.28333333333333, 59.88333333333333, 60.0, 56.8, 60.0, 69.05]",0.905,False,,,,,,,,,,,,,goalie_skip
12085420,223068,Jakub Dobes,MTL,G,Goalie Saves,32.5,25.5,demon,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.27451,goalie_saves,GOALIE,BUF,0,8482487,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,26.0,37.0,27.0,33.0,19.0,26.0,28.0,12.0,28.0,0.97,28.4,23.697,23.697,,,,,,,,,OK,"[60.0, 71.36666666666666, 49.96666666666667, 60.0, 57.28333333333333, 59.88333333333333, 60.0, 56.8, 60.0, 69.05]",0.905,False,,,,,,,,,,,,,goalie_skip
12085426,218332,Ukko-Pekka Luukkonen,BUF,G,Goalie Saves,32.5,23.5,demon,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.382979,goalie_saves,GOALIE,MTL,1,8480045,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,22.0,18.0,18.0,29.0,,,,,,,21.75,21.75,21.75,,,,,,,,,OK,"[71.36666666666666, 49.68333333333333, 40.0, 60.0]",0.789,False,,,,,,,,,,,,,goalie_skip
12085419,223068,Jakub Dobes,MTL,G,Goalie Saves,29.5,25.5,demon,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.156863,goalie_saves,GOALIE,BUF,0,8482487,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,26.0,37.0,27.0,33.0,19.0,26.0,28.0,12.0,28.0,0.97,28.4,23.697,23.697,,,,,,,,,OK,"[60.0, 71.36666666666666, 49.96666666666667, 60.0, 57.28333333333333, 59.88333333333333, 60.0, 56.8, 60.0, 69.05]",0.905,False,,,,,,,,,,,,,goalie_skip
12085425,218332,Ukko-Pekka Luukkonen,BUF,G,Goalie Saves,29.5,23.5,demon,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.255319,goalie_saves,GOALIE,MTL,1,8480045,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,22.0,18.0,18.0,29.0,,,,,,,21.75,21.75,21.75,,,,,,,,,OK,"[71.36666666666666, 49.68333333333333, 40.0, 60.0]",0.789,False,,,,,,,,,,,,,goalie_skip
12085424,218332,Ukko-Pekka Luukkonen,BUF,G,Goalie Saves,27.5,23.5,demon,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.170213,goalie_saves,GOALIE,MTL,1,8480045,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,22.0,18.0,18.0,29.0,,,,,,,21.75,21.75,21.75,,,,,,,,,OK,"[71.36666666666666, 49.68333333333333, 40.0, 60.0]",0.789,False,,,,,,,,,,,,,goalie_skip
12084040,223068,Jakub Dobes,MTL,G,Goalie Saves,25.5,25.5,standard,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,goalie_saves,GOALIE,BUF,0,8482487,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,26.0,37.0,27.0,33.0,19.0,26.0,28.0,12.0,28.0,0.97,28.4,23.697,23.697,,,,,,,,,OK,"[60.0, 71.36666666666666, 49.96666666666667, 60.0, 57.28333333333333, 59.88333333333333, 60.0, 56.8, 60.0, 69.05]",0.905,False,,,,,,,,,,,,,goalie_skip
12085423,223068,Jakub Dobes,MTL,G,Goalie Saves,24.5,25.5,goblin,False,BUF,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,0.960784,goalie_saves,GOALIE,BUF,0,8482487,False,,2.939,0.0,0.0,3.512,0.0,0.0,82.0,7.0,Elite,26.0,37.0,27.0,33.0,19.0,26.0,28.0,12.0,28.0,0.97,28.4,23.697,23.697,,,,,,,,,OK,"[60.0, 71.36666666666666, 49.96666666666667, 60.0, 57.28333333333333, 59.88333333333333, 60.0, 56.8, 60.0, 69.05]",0.905,False,,,,,,,,,,,,,goalie_skip
12084041,218332,Ukko-Pekka Luukkonen,BUF,G,Goalie Saves,23.5,23.5,standard,False,MTL,MTL,BUF,2026-05-14T19:00:00.000-04:00,158508,2026-05-14T11:41:24Z,1.0,goalie_saves,GOALIE,MTL,1,8480045,False,,3.122,0.0,0.0,3.451,0.0,0.0,82.0,18.0,Avg,22.0,18.0,18.0,29.0,,,,,,,21.75,21.75,21.75,,,,,,,,,OK,"[71.36666666666666, 49.68333333333333, 40.0, 60.0]",0.789,False,,,,,,,,,,,,,goalie_skip
