player,team,prop_type,actual,source,SOG,G,A,PTS,HIT,BS,PIM,PM,PPP,FOW,TOI,source_conflict
Jakub Dobes,MTL,Goalie Saves,33.0,nhl_api,,,,,,,,,,,,1
Carter Hart,VGK,Goalie Saves,31.0,nhl_api,,,,,,,,,,,,1
Jackson LaCombe,ANA,Time On Ice,29.6,nhl_api,,,,,,,,,,,,0
Rasmus Dahlin,BUF,Time On Ice,27.5,nhl_api,,,,,,,,,,,,0
Mike Matheson,MTL,Time On Ice,26.3,nhl_api,,,,,,,,,,,,0
Rasmus Andersson,VGK,Time On Ice,26.1,nhl_api,,,,,,,,,,,,0
Noah Hanifin,VGK,Time On Ice,25.9,nhl_api,,,,,,,,,,,,0
Mattias Samuelsson,BUF,Time On Ice,25.4,nhl_api,,,,,,,,,,,,0
Shea Theodore,VGK,Time On Ice,24.6,nhl_api,,,,,,,,,,,,0
Mikael Granlund,ANA,Time On Ice,24.1,nhl_api,,,,,,,,,,,,0
Alexandre Carrier,MTL,Time On Ice,23.4,nhl_api,,,,,,,,,,,,0
John Carlson,ANA,Time On Ice,23.0,nhl_api,,,,,,,,,,,,0
Jacob Trouba,ANA,Time On Ice,22.1,nhl_api,,,,,,,,,,,,0
Owen Power,BUF,Time On Ice,21.9,nhl_api,,,,,,,,,,,,0
Bowen Byram,BUF,Time On Ice,21.8,nhl_api,,,,,,,,,,,,0
Josh Doan,BUF,Time On Ice,21.5,nhl_api,,,,,,,,,,,,0
Alex Killorn,ANA,Time On Ice,21.2,nhl_api,,,,,,,,,,,,0
Zach Benson,BUF,Time On Ice,21.1,nhl_api,,,,,,,,,,,,0
Nick Suzuki,MTL,Time On Ice,20.8,nhl_api,,,,,,,,,,,,0
Kaiden Guhle,MTL,Time On Ice,20.6,nhl_api,,,,,,,,,,,,0
Lane Hutson,MTL,Time On Ice,20.6,nhl_api,,,,,,,,,,,,0
Josh Norris,BUF,Time On Ice,20.5,nhl_api,,,,,,,,,,,,0
Jack Eichel,VGK,Time On Ice,20.4,nhl_api,,,,,,,,,,,,0
Troy Terry,ANA,Time On Ice,20.4,nhl_api,,,,,,,,,,,,0
Noah Dobson,MTL,Time On Ice,20.3,nhl_api,,,,,,,,,,,,0
Tage Thompson,BUF,Time On Ice,20.1,nhl_api,,,,,,,,,,,,0
Beckett Sennecke,ANA,Time On Ice,20.1,nhl_api,,,,,,,,,,,,0
Dylan Coghlan,VGK,Time On Ice,19.5,nhl_api,,,,,,,,,,,,0
J. Slafkovský,MTL,Time On Ice,19.3,nhl_api,,,,,,,,,,,,0
Mitch Marner,VGK,Time On Ice,18.2,nhl_api,,,,,,,,,,,,0
Ukko-Pekka Luukkonen,BUF,Goalie Saves,18.0,nhl_api,,,,,,,,,,,,1
Jake Evans,MTL,Time On Ice,17.8,nhl_api,,,,,,,,,,,,0
Cutter Gauthier,ANA,Time On Ice,17.6,nhl_api,,,,,,,,,,,,0
William Karlsson,VGK,Time On Ice,17.5,nhl_api,,,,,,,,,,,,0
Alex Tuch,BUF,Time On Ice,17.0,nhl_api,,,,,,,,,,,,0
Ivan Barbashev,VGK,Time On Ice,17.0,nhl_api,,,,,,,,,,,,0
Cole Caufield,MTL,Time On Ice,16.8,nhl_api,,,,,,,,,,,,0
Leo Carlsson,ANA,Time On Ice,16.8,nhl_api,,,,,,,,,,,,0
Pavel Dorofeyev,VGK,Time On Ice,16.7,nhl_api,,,,,,,,,,,,0
Alex Newhook,MTL,Time On Ice,16.2,nhl_api,,,,,,,,,,,,0
Jack Quinn,BUF,Time On Ice,16.2,nhl_api,,,,,,,,,,,,0
Brett Howden,VGK,Time On Ice,16.2,nhl_api,,,,,,,,,,,,0
Phillip Danault,MTL,Time On Ice,16.0,nhl_api,,,,,,,,,,,,0
Lukas Dostal,ANA,Goalie Saves,16.0,nhl_api,,,,,,,,,,,,1
Chris Kreider,ANA,Time On Ice,15.8,nhl_api,,,,,,,,,,,,0
Nic Dowd,VGK,Time On Ice,15.0,nhl_api,,,,,,,,,,,,0
Peyton Krebs,BUF,Time On Ice,14.8,nhl_api,,,,,,,,,,,,0
Ivan Demidov,MTL,Time On Ice,14.7,nhl_api,,,,,,,,,,,,0
Josh Anderson,MTL,Time On Ice,14.5,nhl_api,,,,,,,,,,,,0
Tim Washe,ANA,Time On Ice,14.3,nhl_api,,,,,,,,,,,,0
Pavel Mintyukov,ANA,Time On Ice,13.7,nhl_api,,,,,,,,,,,,0
Jason Zucker,BUF,Time On Ice,13.6,nhl_api,,,,,,,,,,,,0
Olen Zellweger,ANA,Time On Ice,13.5,nhl_api,,,,,,,,,,,,0
Ryan McLeod,BUF,Time On Ice,13.4,nhl_api,,,,,,,,,,,,0
Alexandre Texier,MTL,Time On Ice,12.4,nhl_api,,,,,,,,,,,,0
Ben Hutton,VGK,Time On Ice,12.4,nhl_api,,,,,,,,,,,,0
Mason McTavish,ANA,Time On Ice,12.3,nhl_api,,,,,,,,,,,,0
Konsta Helenius,BUF,Time On Ice,11.8,nhl_api,,,,,,,,,,,,0
Jeffrey Viel,ANA,Time On Ice,11.6,nhl_api,,,,,,,,,,,,0
Colton Sissons,VGK,Time On Ice,11.4,nhl_api,,,,,,,,,,,,0
Conor Timmins,BUF,Time On Ice,10.9,nhl_api,,,,,,,,,,,,0
Keegan Kolesar,VGK,Time On Ice,10.9,nhl_api,,,,,,,,,,,,0
Cole Smith,VGK,Time On Ice,10.7,nhl_api,,,,,,,,,,,,0
Kaedan Korczak,VGK,Time On Ice,10.4,nhl_api,,,,,,,,,,,,0
Jordan Greenway,BUF,Time On Ice,10.1,nhl_api,,,,,,,,,,,,0
Zack Bolduc,MTL,Time On Ice,9.9,nhl_api,,,,,,,,,,,,0
Joe Veleno,MTL,Time On Ice,9.9,nhl_api,,,,,,,,,,,,0
Ian Moore,ANA,Time On Ice,9.5,nhl_api,,,,,,,,,,,,0
Beck Malenstyn,BUF,Time On Ice,9.3,nhl_api,,,,,,,,,,,,0
Kirby Dach,MTL,Time On Ice,9.1,nhl_api,,,,,,,,,,,,0
Tomas Hertl,VGK,Time On Ice,9.1,nhl_api,,,,,,,,,,,,0
Ross Johnston,ANA,Time On Ice,8.8,nhl_api,,,,,,,,,,,,0
Luke Schenn,BUF,Time On Ice,8.0,nhl_api,,,,,,,,,,,,0
Arber Xhekaj,MTL,Time On Ice,7.3,nhl_api,,,,,,,,,,,,0
Brandon Saad,VGK,Time On Ice,7.0,nhl_api,,,,,,,,,,,,0
Jansen Harkins,ANA,Time On Ice,6.1,nhl_api,,,,,,,,,,,,0
Ivan Demidov,MTL,Shots On Goal,5.0,nhl_api,,,,,,,,,,,,1
Mattias Samuelsson,BUF,Shots On Goal,5.0,nhl_api,,,,,,,,,,,,1
Beckett Sennecke,ANA,Shots On Goal,5.0,nhl_api,,,,,,,,,,,,1
Kirby Dach,MTL,Shots On Goal,4.0,nhl_api,,,,,,,,,,,,1
Josh Norris,BUF,Shots On Goal,4.0,nhl_api,,,,,,,,,,,,1
Bowen Byram,BUF,Shots On Goal,4.0,nhl_api,,,,,,,,,,,,1
Jack Eichel,VGK,Shots On Goal,4.0,nhl_api,,,,,,,,,,,,1
Mikael Granlund,ANA,Shots On Goal,4.0,nhl_api,,,,,,,,,,,,1
Cole Caufield,MTL,Shots On Goal,3.0,nhl_api,,,,,,,,,,,,1
Alexandre Texier,MTL,Shots On Goal,3.0,nhl_api,,,,,,,,,,,,1
Jack Quinn,BUF,Shots On Goal,3.0,nhl_api,,,,,,,,,,,,1
Tage Thompson,BUF,Shots On Goal,3.0,nhl_api,,,,,,,,,,,,1
Josh Doan,BUF,Shots On Goal,3.0,nhl_api,,,,,,,,,,,,1
Rasmus Dahlin,BUF,Shots On Goal,3.0,nhl_api,,,,,,,,,,,,1
Pavel Dorofeyev,VGK,Shots On Goal,3.0,nhl_api,,,,,,,,,,,,1
Brett Howden,VGK,Shots On Goal,3.0,nhl_api,,,,,,,,,,,,1
Jackson LaCombe,ANA,Shots On Goal,3.0,nhl_api,,,,,,,,,,,,1
Jacob Trouba,ANA,Shots On Goal,3.0,nhl_api,,,,,,,,,,,,1
John Carlson,ANA,Shots On Goal,3.0,nhl_api,,,,,,,,,,,,1
J. Slafkovský,MTL,Shots On Goal,2.0,nhl_api,,,,,,,,,,,,0
Jason Zucker,BUF,Shots On Goal,2.0,nhl_api,,,,,,,,,,,,1
Alex Tuch,BUF,Shots On Goal,2.0,nhl_api,,,,,,,,,,,,1
Konsta Helenius,BUF,Shots On Goal,2.0,nhl_api,,,,,,,,,,,,1
Alex Lyon,BUF,Goalie Saves,2.0,nhl_api,,,,,,,,,,,,1
Noah Hanifin,VGK,Shots On Goal,2.0,nhl_api,,,,,,,,,,,,1
Dylan Coghlan,VGK,Shots On Goal,2.0,nhl_api,,,,,,,,,,,,1
Troy Terry,ANA,Shots On Goal,2.0,nhl_api,,,,,,,,,,,,1
Mason McTavish,ANA,Shots On Goal,2.0,nhl_api,,,,,,,,,,,,1
Cutter Gauthier,ANA,Shots On Goal,2.0,nhl_api,,,,,,,,,,,,1
Olen Zellweger,ANA,Shots On Goal,2.0,nhl_api,,,,,,,,,,,,1
Nick Suzuki,MTL,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Josh Anderson,MTL,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Jake Evans,MTL,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Joe Veleno,MTL,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Mike Matheson,MTL,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Kaiden Guhle,MTL,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Alexandre Carrier,MTL,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Lane Hutson,MTL,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Noah Dobson,MTL,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Zach Benson,BUF,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Jordan Greenway,BUF,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Peyton Krebs,BUF,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Ryan McLeod,BUF,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Conor Timmins,BUF,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Brandon Saad,VGK,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Nic Dowd,VGK,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Tomas Hertl,VGK,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Mitch Marner,VGK,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Rasmus Andersson,VGK,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Ben Hutton,VGK,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Shea Theodore,VGK,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Chris Kreider,ANA,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Jansen Harkins,ANA,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Tim Washe,ANA,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Ross Johnston,ANA,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Ian Moore,ANA,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Pavel Mintyukov,ANA,Shots On Goal,1.0,nhl_api,,,,,,,,,,,,1
Alex Newhook,MTL,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Phillip Danault,MTL,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Zack Bolduc,MTL,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Arber Xhekaj,MTL,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
J. Fowler,MTL,Goalie Saves,0.0,nhl_api,,,,,,,,,,,,0
Beck Malenstyn,BUF,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Luke Schenn,BUF,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Owen Power,BUF,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Colton Sissons,VGK,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Cole Smith,VGK,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Ivan Barbashev,VGK,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Keegan Kolesar,VGK,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
William Karlsson,VGK,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Kaedan Korczak,VGK,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
A. Hill,VGK,Goalie Saves,0.0,nhl_api,,,,,,,,,,,,0
Alex Killorn,ANA,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Jeffrey Viel,ANA,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
Leo Carlsson,ANA,Shots On Goal,0.0,nhl_api,,,,,,,,,,,,0
V. Husso,ANA,Goalie Saves,0.0,nhl_api,,,,,,,,,,,,0
Alex Newhook,MTL,PIM,10.0,nhl_api,,,,,,,,,,,,0
Zach Benson,BUF,PIM,10.0,nhl_api,,,,,,,,,,,,0
Beck Malenstyn,BUF,Hits,6.0,nhl_api,,,,,,,,,,,,0
Ross Johnston,ANA,Hits,6.0,nhl_api,,,,,,,,,,,,0
Kaiden Guhle,MTL,Blocked Shots,5.0,nhl_api,,,,,,,,,,,,0
Ukko-Pekka Luukkonen,BUF,Goals Allowed,5.0,nhl_api,,,,,,,,,,,,0
Lukas Dostal,ANA,Goals Allowed,5.0,nhl_api,,,,,,,,,,,,0
Mike Matheson,MTL,Blocked Shots,4.0,nhl_api,,,,,,,,,,,,0
Alexandre Carrier,MTL,Blocked Shots,4.0,nhl_api,,,,,,,,,,,,0
Alex Tuch,BUF,Hits,4.0,nhl_api,,,,,,,,,,,,0
Nic Dowd,VGK,PIM,4.0,nhl_api,,,,,,,,,,,,0
Ivan Barbashev,VGK,Hits,4.0,nhl_api,,,,,,,,,,,,0
Dylan Coghlan,VGK,Hits,4.0,nhl_api,,,,,,,,,,,,0
Jeffrey Viel,ANA,Hits,4.0,nhl_api,,,,,,,,,,,,0
Tim Washe,ANA,Hits,4.0,nhl_api,,,,,,,,,,,,0
Jackson LaCombe,ANA,Blocked Shots,4.0,nhl_api,,,,,,,,,,,,0
Jacob Trouba,ANA,Hits,4.0,nhl_api,,,,,,,,,,,,0
Nick Suzuki,MTL,Points,3.0,nhl_api,,,,,,,,,,,,0
J. Slafkovský,MTL,Assists,3.0,nhl_api,,,,,,,,,,,,0
J. Slafkovský,MTL,Points,3.0,nhl_api,,,,,,,,,,,,0
Kirby Dach,MTL,Hits,3.0,nhl_api,,,,,,,,,,,,0
Noah Dobson,MTL,Blocked Shots,3.0,nhl_api,,,,,,,,,,,,0
Jakub Dobes,MTL,Goals Allowed,3.0,nhl_api,,,,,,,,,,,,0
Josh Doan,BUF,Hits,3.0,nhl_api,,,,,,,,,,,,0
Mattias Samuelsson,BUF,Blocked Shots,3.0,nhl_api,,,,,,,,,,,,0
Nic Dowd,VGK,Hits,3.0,nhl_api,,,,,,,,,,,,0
Nic Dowd,VGK,Blocked Shots,3.0,nhl_api,,,,,,,,,,,,0
Keegan Kolesar,VGK,Hits,3.0,nhl_api,,,,,,,,,,,,0
Shea Theodore,VGK,Plus/Minus,3.0,nhl_api,,,,,,,,,,,,0
Dylan Coghlan,VGK,Plus/Minus,3.0,nhl_api,,,,,,,,,,,,0
Pavel Mintyukov,ANA,Blocked Shots,3.0,nhl_api,,,,,,,,,,,,0
Nick Suzuki,MTL,Assists,2.0,nhl_api,,,,,,,,,,,,0
Nick Suzuki,MTL,Hits,2.0,nhl_api,,,,,,,,,,,,0
Nick Suzuki,MTL,Blocked Shots,2.0,nhl_api,,,,,,,,,,,,0
Josh Anderson,MTL,PIM,2.0,nhl_api,,,,,,,,,,,,0
Josh Anderson,MTL,Plus/Minus,2.0,nhl_api,,,,,,,,,,,,0
J. Slafkovský,MTL,PIM,2.0,nhl_api,,,,,,,,,,,,0
Phillip Danault,MTL,Assists,2.0,nhl_api,,,,,,,,,,,,0
Phillip Danault,MTL,Points,2.0,nhl_api,,,,,,,,,,,,0
Zack Bolduc,MTL,Hits,2.0,nhl_api,,,,,,,,,,,,0
Ivan Demidov,MTL,Points,2.0,nhl_api,,,,,,,,,,,,0
Ivan Demidov,MTL,Hits,2.0,nhl_api,,,,,,,,,,,,0
Lane Hutson,MTL,Assists,2.0,nhl_api,,,,,,,,,,,,0
Lane Hutson,MTL,Points,2.0,nhl_api,,,,,,,,,,,,0
Lane Hutson,MTL,PIM,2.0,nhl_api,,,,,,,,,,,,0
Noah Dobson,MTL,Hits,2.0,nhl_api,,,,,,,,,,,,0
Jack Quinn,BUF,Plus/Minus,2.0,nhl_api,,,,,,,,,,,,0
Tage Thompson,BUF,PIM,2.0,nhl_api,,,,,,,,,,,,0
Alex Tuch,BUF,Blocked Shots,2.0,nhl_api,,,,,,,,,,,,0
Bowen Byram,BUF,Blocked Shots,2.0,nhl_api,,,,,,,,,,,,0
Bowen Byram,BUF,PIM,2.0,nhl_api,,,,,,,,,,,,0
Owen Power,BUF,Hits,2.0,nhl_api,,,,,,,,,,,,0
Rasmus Dahlin,BUF,PIM,2.0,nhl_api,,,,,,,,,,,,0
Jack Eichel,VGK,Plus/Minus,2.0,nhl_api,,,,,,,,,,,,0
Pavel Dorofeyev,VGK,Goals,2.0,nhl_api,,,,,,,,,,,,0
Pavel Dorofeyev,VGK,Points,2.0,nhl_api,,,,,,,,,,,,0
Pavel Dorofeyev,VGK,Plus/Minus,2.0,nhl_api,,,,,,,,,,,,0
Brett Howden,VGK,Hits,2.0,nhl_api,,,,,,,,,,,,0
Brett Howden,VGK,Plus/Minus,2.0,nhl_api,,,,,,,,,,,,0
Cole Smith,VGK,Hits,2.0,nhl_api,,,,,,,,,,,,0
Cole Smith,VGK,PIM,2.0,nhl_api,,,,,,,,,,,,0
Ivan Barbashev,VGK,Plus/Minus,2.0,nhl_api,,,,,,,,,,,,0
William Karlsson,VGK,PIM,2.0,nhl_api,,,,,,,,,,,,0
Mitch Marner,VGK,Points,2.0,nhl_api,,,,,,,,,,,,0
Mitch Marner,VGK,Plus/Minus,2.0,nhl_api,,,,,,,,,,,,0
Noah Hanifin,VGK,PIM,2.0,nhl_api,,,,,,,,,,,,0
Shea Theodore,VGK,Points,2.0,nhl_api,,,,,,,,,,,,0
Shea Theodore,VGK,Blocked Shots,2.0,nhl_api,,,,,,,,,,,,0
Dylan Coghlan,VGK,Blocked Shots,2.0,nhl_api,,,,,,,,,,,,0
Alex Killorn,ANA,PIM,2.0,nhl_api,,,,,,,,,,,,0
Cutter Gauthier,ANA,Hits,2.0,nhl_api,,,,,,,,,,,,0
Mikael Granlund,ANA,Hits,2.0,nhl_api,,,,,,,,,,,,0
Mikael Granlund,ANA,PIM,2.0,nhl_api,,,,,,,,,,,,0
Ian Moore,ANA,Hits,2.0,nhl_api,,,,,,,,,,,,0
Jacob Trouba,ANA,PIM,2.0,nhl_api,,,,,,,,,,,,0
Cole Caufield,MTL,Goals,1.0,nhl_api,,,,,,,,,,,,0
Cole Caufield,MTL,Points,1.0,nhl_api,,,,,,,,,,,,0
Cole Caufield,MTL,Hits,1.0,nhl_api,,,,,,,,,,,,0
Nick Suzuki,MTL,Goals,1.0,nhl_api,,,,,,,,,,,,0
Nick Suzuki,MTL,Power Play Points,1.0,nhl_api,,,,,,,,,,,,0
Alex Newhook,MTL,Assists,1.0,nhl_api,,,,,,,,,,,,0
Alex Newhook,MTL,Points,1.0,nhl_api,,,,,,,,,,,,0
Alex Newhook,MTL,Hits,1.0,nhl_api,,,,,,,,,,,,0
Alex Newhook,MTL,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Alex Newhook,MTL,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Josh Anderson,MTL,Goals,1.0,nhl_api,,,,,,,,,,,,0
Josh Anderson,MTL,Points,1.0,nhl_api,,,,,,,,,,,,0
Josh Anderson,MTL,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
J. Slafkovský,MTL,Hits,1.0,nhl_api,,,,,,,,,,,,0
J. Slafkovský,MTL,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Phillip Danault,MTL,Hits,1.0,nhl_api,,,,,,,,,,,,0
Phillip Danault,MTL,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Phillip Danault,MTL,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Jake Evans,MTL,Goals,1.0,nhl_api,,,,,,,,,,,,0
Jake Evans,MTL,Points,1.0,nhl_api,,,,,,,,,,,,0
Jake Evans,MTL,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Jake Evans,MTL,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Alexandre Texier,MTL,Goals,1.0,nhl_api,,,,,,,,,,,,0
Alexandre Texier,MTL,Points,1.0,nhl_api,,,,,,,,,,,,0
Alexandre Texier,MTL,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Ivan Demidov,MTL,Goals,1.0,nhl_api,,,,,,,,,,,,0
Ivan Demidov,MTL,Assists,1.0,nhl_api,,,,,,,,,,,,0
Ivan Demidov,MTL,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Ivan Demidov,MTL,Power Play Points,1.0,nhl_api,,,,,,,,,,,,0
Mike Matheson,MTL,Hits,1.0,nhl_api,,,,,,,,,,,,0
Kaiden Guhle,MTL,Hits,1.0,nhl_api,,,,,,,,,,,,0
Kaiden Guhle,MTL,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Alexandre Carrier,MTL,Assists,1.0,nhl_api,,,,,,,,,,,,0
Alexandre Carrier,MTL,Points,1.0,nhl_api,,,,,,,,,,,,0
Alexandre Carrier,MTL,Hits,1.0,nhl_api,,,,,,,,,,,,0
Lane Hutson,MTL,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Noah Dobson,MTL,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Arber Xhekaj,MTL,Hits,1.0,nhl_api,,,,,,,,,,,,0
Arber Xhekaj,MTL,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Zach Benson,BUF,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Josh Norris,BUF,Hits,1.0,nhl_api,,,,,,,,,,,,0
Jordan Greenway,BUF,Hits,1.0,nhl_api,,,,,,,,,,,,0
Jordan Greenway,BUF,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Jason Zucker,BUF,Goals,1.0,nhl_api,,,,,,,,,,,,0
Jason Zucker,BUF,Points,1.0,nhl_api,,,,,,,,,,,,0
Jason Zucker,BUF,Hits,1.0,nhl_api,,,,,,,,,,,,0
Jason Zucker,BUF,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Jack Quinn,BUF,Assists,1.0,nhl_api,,,,,,,,,,,,0
Jack Quinn,BUF,Points,1.0,nhl_api,,,,,,,,,,,,0
Beck Malenstyn,BUF,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Ryan McLeod,BUF,Hits,1.0,nhl_api,,,,,,,,,,,,0
Josh Doan,BUF,Goals,1.0,nhl_api,,,,,,,,,,,,0
Josh Doan,BUF,Points,1.0,nhl_api,,,,,,,,,,,,0
Konsta Helenius,BUF,Goals,1.0,nhl_api,,,,,,,,,,,,0
Konsta Helenius,BUF,Points,1.0,nhl_api,,,,,,,,,,,,0
Konsta Helenius,BUF,Hits,1.0,nhl_api,,,,,,,,,,,,0
Konsta Helenius,BUF,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Conor Timmins,BUF,Assists,1.0,nhl_api,,,,,,,,,,,,0
Conor Timmins,BUF,Points,1.0,nhl_api,,,,,,,,,,,,0
Conor Timmins,BUF,Hits,1.0,nhl_api,,,,,,,,,,,,0
Mattias Samuelsson,BUF,Assists,1.0,nhl_api,,,,,,,,,,,,0
Mattias Samuelsson,BUF,Points,1.0,nhl_api,,,,,,,,,,,,0
Mattias Samuelsson,BUF,Hits,1.0,nhl_api,,,,,,,,,,,,0
Owen Power,BUF,Assists,1.0,nhl_api,,,,,,,,,,,,0
Owen Power,BUF,Points,1.0,nhl_api,,,,,,,,,,,,0
Owen Power,BUF,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Rasmus Dahlin,BUF,Assists,1.0,nhl_api,,,,,,,,,,,,0
Rasmus Dahlin,BUF,Points,1.0,nhl_api,,,,,,,,,,,,0
Alex Lyon,BUF,Goals Allowed,1.0,nhl_api,,,,,,,,,,,,0
Jack Eichel,VGK,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Colton Sissons,VGK,Hits,1.0,nhl_api,,,,,,,,,,,,0
Colton Sissons,VGK,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Brandon Saad,VGK,Hits,1.0,nhl_api,,,,,,,,,,,,0
Brett Howden,VGK,Goals,1.0,nhl_api,,,,,,,,,,,,0
Brett Howden,VGK,Points,1.0,nhl_api,,,,,,,,,,,,0
Cole Smith,VGK,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Tomas Hertl,VGK,Assists,1.0,nhl_api,,,,,,,,,,,,0
Tomas Hertl,VGK,Points,1.0,nhl_api,,,,,,,,,,,,0
Tomas Hertl,VGK,Hits,1.0,nhl_api,,,,,,,,,,,,0
Ivan Barbashev,VGK,Assists,1.0,nhl_api,,,,,,,,,,,,0
Ivan Barbashev,VGK,Points,1.0,nhl_api,,,,,,,,,,,,0
William Karlsson,VGK,Assists,1.0,nhl_api,,,,,,,,,,,,0
William Karlsson,VGK,Points,1.0,nhl_api,,,,,,,,,,,,0
William Karlsson,VGK,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Mitch Marner,VGK,Goals,1.0,nhl_api,,,,,,,,,,,,0
Mitch Marner,VGK,Assists,1.0,nhl_api,,,,,,,,,,,,0
Mitch Marner,VGK,Hits,1.0,nhl_api,,,,,,,,,,,,0
Rasmus Andersson,VGK,Assists,1.0,nhl_api,,,,,,,,,,,,0
Rasmus Andersson,VGK,Points,1.0,nhl_api,,,,,,,,,,,,0
Rasmus Andersson,VGK,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Kaedan Korczak,VGK,Hits,1.0,nhl_api,,,,,,,,,,,,0
Kaedan Korczak,VGK,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Noah Hanifin,VGK,Assists,1.0,nhl_api,,,,,,,,,,,,0
Noah Hanifin,VGK,Points,1.0,nhl_api,,,,,,,,,,,,0
Noah Hanifin,VGK,Hits,1.0,nhl_api,,,,,,,,,,,,0
Noah Hanifin,VGK,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Noah Hanifin,VGK,Plus/Minus,1.0,nhl_api,,,,,,,,,,,,0
Ben Hutton,VGK,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Shea Theodore,VGK,Goals,1.0,nhl_api,,,,,,,,,,,,0
Shea Theodore,VGK,Assists,1.0,nhl_api,,,,,,,,,,,,0
Shea Theodore,VGK,Power Play Points,1.0,nhl_api,,,,,,,,,,,,0
Carter Hart,VGK,Goals Allowed,1.0,nhl_api,,,,,,,,,,,,0
Troy Terry,ANA,Assists,1.0,nhl_api,,,,,,,,,,,,0
Troy Terry,ANA,Points,1.0,nhl_api,,,,,,,,,,,,0
Troy Terry,ANA,Blocked Shots,1.0,nhl_api,,,,,,,,,,,,0
Chris Kreider,ANA,Hits,1.0,nhl_api,,,,,,,,,,,,0
