player,team,prop_type,actual,source,SOG,G,A,PTS,HIT,BS,PIM,PM,PPP,FOW,TOI,source_conflict
Luke Schenn,BUF,Plus/Minus,-1.0,nhl_api,,,,,,,,,,,,0
Conor Timmins,BUF,Plus/Minus,-1.0,nhl_api,,,,,,,,,,,,0
Mason McTavish,ANA,Plus/Minus,-1.0,nhl_api,,,,,,,,,,,,0
Jansen Harkins,ANA,Plus/Minus,-1.0,nhl_api,,,,,,,,,,,,0
Tim Washe,ANA,Plus/Minus,-1.0,nhl_api,,,,,,,,,,,,0
Ross Johnston,ANA,Plus/Minus,-1.0,nhl_api,,,,,,,,,,,,0
John Carlson,ANA,Plus/Minus,-1.0,nhl_api,,,,,,,,,,,,0
Peyton Krebs,BUF,Plus/Minus,-2.0,nhl_api,,,,,,,,,,,,0
Tage Thompson,BUF,Plus/Minus,-2.0,nhl_api,,,,,,,,,,,,0
Alex Tuch,BUF,Plus/Minus,-2.0,nhl_api,,,,,,,,,,,,0
Beckett Sennecke,ANA,Plus/Minus,-2.0,nhl_api,,,,,,,,,,,,0
Cutter Gauthier,ANA,Plus/Minus,-2.0,nhl_api,,,,,,,,,,,,0
Mikael Granlund,ANA,Plus/Minus,-2.0,nhl_api,,,,,,,,,,,,0
Jacob Trouba,ANA,Plus/Minus,-2.0,nhl_api,,,,,,,,,,,,0
Alex Killorn,ANA,Plus/Minus,-3.0,nhl_api,,,,,,,,,,,,0
Jackson LaCombe,ANA,Plus/Minus,-4.0,nhl_api,,,,,,,,,,,,0
Alexandre Texier,MTL,Faceoffs Won,100.0,espn,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,100.0,12.4,0
Cutter Gauthier,ANA,Faceoffs Won,100.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,100.0,17.6,0
Ivan Barbashev,VGK,Faceoffs Won,100.0,espn,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,100.0,17.0,0
Jordan Greenway,BUF,Faceoffs Won,100.0,espn,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,100.0,10.1,0
Josh Anderson,MTL,Faceoffs Won,100.0,espn,0.0,1.0,0.0,1.0,,1.0,2.0,2.0,,100.0,14.5,0
Alex Tuch,BUF,Faceoffs Won,100.0,espn,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,100.0,17.0,0
Brett Howden,VGK,Faceoffs Won,100.0,espn,0.0,1.0,0.0,1.0,,0.0,0.0,2.0,,100.0,16.2,0
Keegan Kolesar,VGK,Faceoffs Won,100.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,100.0,10.9,0
Phillip Danault,MTL,Faceoffs Won,77.8,espn,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,77.8,16.0,0
Ryan McLeod,BUF,Faceoffs Won,75.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,75.0,13.4,0
Tim Washe,ANA,Faceoffs Won,63.2,espn,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,63.2,14.3,0
Tomas Hertl,VGK,Faceoffs Won,60.0,espn,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,60.0,9.1,0
Leo Carlsson,ANA,Faceoffs Won,60.0,espn,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,60.0,16.8,0
Joe Veleno,MTL,Faceoffs Won,60.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,60.0,9.9,0
William Karlsson,VGK,Faceoffs Won,58.8,espn,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,58.8,17.5,0
Nic Dowd,VGK,Faceoffs Won,56.3,espn,0.0,0.0,0.0,0.0,,3.0,4.0,0.0,,56.3,15.0,0
Jake Evans,MTL,Faceoffs Won,53.8,espn,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,,53.8,17.8,0
Josh Norris,BUF,Faceoffs Won,52.6,espn,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,52.6,20.5,0
Kirby Dach,MTL,Faceoffs Won,50.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,50.0,9.1,0
Jansen Harkins,ANA,Faceoffs Won,50.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,50.0,6.1,0
Nick Suzuki,MTL,Faceoffs Won,37.5,espn,0.0,1.0,2.0,3.0,,2.0,0.0,0.0,,37.5,20.8,0
Jack Eichel,VGK,Faceoffs Won,36.8,espn,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,,36.8,20.4,0
Colton Sissons,VGK,Faceoffs Won,33.3,espn,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,33.3,11.4,0
Mikael Granlund,ANA,Faceoffs Won,31.6,espn,0.0,1.0,0.0,1.0,,0.0,2.0,-2.0,,31.6,24.1,0
Mason McTavish,ANA,Faceoffs Won,28.6,espn,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,28.6,12.3,0
Peyton Krebs,BUF,Faceoffs Won,25.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,25.0,14.8,0
Konsta Helenius,BUF,Faceoffs Won,20.0,espn,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,20.0,11.8,0
Juraj Slafkovsky,MTL,Time On Ice,19.3,espn,0.0,0.0,3.0,3.0,,1.0,2.0,-1.0,,0.0,19.3,0
Tage Thompson,BUF,Faceoffs Won,18.2,espn,0.0,0.0,0.0,0.0,,0.0,2.0,-2.0,,18.2,20.1,0
Juraj Slafkovsky,MTL,Points,3.0,espn,0.0,0.0,3.0,3.0,,1.0,2.0,-1.0,,0.0,19.3,0
Juraj Slafkovsky,MTL,Assists,3.0,espn,0.0,0.0,3.0,3.0,,1.0,2.0,-1.0,,0.0,19.3,0
Juraj Slafkovsky,MTL,PIM,2.0,espn,0.0,0.0,3.0,3.0,,1.0,2.0,-1.0,,0.0,19.3,0
Juraj Slafkovsky,MTL,Blocked Shots,1.0,espn,0.0,0.0,3.0,3.0,,1.0,2.0,-1.0,,0.0,19.3,0
Cole Caufield,MTL,Faceoffs Won,0.0,espn,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,16.8,0
Ian Moore,ANA,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,9.5,0
Pavel Mintyukov,ANA,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,,0.0,13.7,0
Olen Zellweger,ANA,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,13.5,0
Jason Zucker,BUF,Faceoffs Won,0.0,espn,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,0.0,13.6,0
Rasmus Dahlin,BUF,Faceoffs Won,0.0,espn,0.0,0.0,1.0,1.0,,0.0,2.0,0.0,,0.0,27.5,0
Bowen Byram,BUF,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,0.0,21.8,0
Beck Malenstyn,BUF,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,9.3,0
Owen Power,BUF,Faceoffs Won,0.0,espn,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,21.9,0
Luke Schenn,BUF,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,0.0,8.0,0
Mattias Samuelsson,BUF,Faceoffs Won,0.0,espn,0.0,0.0,1.0,1.0,,3.0,0.0,0.0,,0.0,25.4,0
Conor Timmins,BUF,Faceoffs Won,0.0,espn,0.0,0.0,1.0,1.0,,0.0,0.0,-1.0,,0.0,10.9,0
Josh Doan,BUF,Faceoffs Won,0.0,espn,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,21.5,0
Pavel Dorofeyev,VGK,Faceoffs Won,0.0,espn,0.0,2.0,0.0,2.0,,0.0,0.0,2.0,,0.0,16.7,0
Zach Benson,BUF,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,1.0,10.0,0.0,,0.0,21.1,0
Mitch Marner,VGK,Faceoffs Won,0.0,espn,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,0.0,18.2,0
Arber Xhekaj,MTL,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,7.3,0
Mike Matheson,MTL,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,4.0,0.0,-1.0,,0.0,26.3,0
Kaiden Guhle,MTL,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,5.0,0.0,1.0,,0.0,20.6,0
Brandon Saad,VGK,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,7.0,0
Rasmus Andersson,VGK,Faceoffs Won,0.0,espn,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,0.0,26.1,0
Cole Smith,VGK,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,0.0,10.7,0
Lane Hutson,MTL,Faceoffs Won,0.0,espn,0.0,0.0,2.0,2.0,,0.0,2.0,1.0,,0.0,20.6,0
Noah Dobson,MTL,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,3.0,0.0,1.0,,0.0,20.3,0
Alexandre Carrier,MTL,Faceoffs Won,0.0,espn,0.0,0.0,1.0,1.0,,4.0,0.0,0.0,,0.0,23.4,0
Noah Hanifin,VGK,Faceoffs Won,0.0,espn,0.0,0.0,1.0,1.0,,1.0,2.0,1.0,,0.0,25.9,0
Dylan Coghlan,VGK,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,2.0,0.0,3.0,,0.0,19.5,0
Ben Hutton,VGK,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,12.4,0
Shea Theodore,VGK,Faceoffs Won,0.0,espn,0.0,1.0,1.0,2.0,,2.0,0.0,3.0,,0.0,24.6,0
Kaedan Korczak,VGK,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,10.4,0
Juraj Slafkovsky,MTL,Shots On Goal,0.0,espn,0.0,0.0,3.0,3.0,,1.0,2.0,-1.0,,0.0,19.3,0
Alex Newhook,MTL,Faceoffs Won,0.0,espn,0.0,0.0,1.0,1.0,,1.0,10.0,1.0,,0.0,16.2,0
Juraj Slafkovsky,MTL,Faceoffs Won,0.0,espn,0.0,0.0,3.0,3.0,,1.0,2.0,-1.0,,0.0,19.3,0
Juraj Slafkovsky,MTL,Goals,0.0,espn,0.0,0.0,3.0,3.0,,1.0,2.0,-1.0,,0.0,19.3,0
Alex Killorn,ANA,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,0.0,2.0,-3.0,,0.0,21.2,0
Ross Johnston,ANA,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,0.0,8.8,0
Ivan Demidov,MTL,Faceoffs Won,0.0,espn,0.0,1.0,1.0,2.0,,1.0,0.0,0.0,,0.0,14.7,0
Chris Kreider,ANA,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,15.8,0
Beckett Sennecke,ANA,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,0.0,20.1,0
John Carlson,ANA,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,0.0,23.0,0
Jeffrey Viel,ANA,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,11.6,0
Troy Terry,ANA,Faceoffs Won,0.0,espn,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,20.4,0
Jacob Trouba,ANA,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,1.0,2.0,-2.0,,0.0,22.1,0
Zack Bolduc,MTL,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,0.0,9.9,0
Jackson LaCombe,ANA,Faceoffs Won,0.0,espn,0.0,0.0,0.0,0.0,,4.0,0.0,-4.0,,0.0,29.6,0
Jack Quinn,BUF,Faceoffs Won,0.0,espn,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,0.0,16.2,0
Juraj Slafkovsky,MTL,Plus/Minus,-1.0,espn,0.0,0.0,3.0,3.0,,1.0,2.0,-1.0,,0.0,19.3,0
