player,team,prop_type,actual,league,espn_player_id,SOT,SH,G,A,SV,PA,KP,TK
Emerson Royal,FLA,Goal + Assist,0.0,bra.copa_do_brazil,246844,,,,,,,,
Emerson Royal,FLA,Goals,0.0,bra.copa_do_brazil,246844,,1.0,0.0,0.0,,,,
Emerson Royal,FLA,Shots,1.0,bra.copa_do_brazil,246844,,1.0,0.0,0.0,,,,
Emerson Royal,FLA,Yellow Cards,0.0,bra.copa_do_brazil,246844,,1.0,0.0,0.0,,,,
Emmanuel Martínez,VIT,Assists,0.0,bra.copa_do_brazil,218649,,0.0,0.0,0.0,,,,
Emmanuel Martínez,VIT,Fouls,1.0,bra.copa_do_brazil,218649,,0.0,0.0,0.0,,,,
Emmanuel Martínez,VIT,Goal + Assist,0.0,bra.copa_do_brazil,218649,,,,,,,,
Emmanuel Martínez,VIT,Goals,0.0,bra.copa_do_brazil,218649,,0.0,0.0,0.0,,,,
Emmanuel Martínez,VIT,Shots,0.0,bra.copa_do_brazil,218649,,0.0,0.0,0.0,,,,
Emmanuel Martínez,VIT,Yellow Cards,0.0,bra.copa_do_brazil,218649,,0.0,0.0,0.0,,,,
Enner Valencia,PAC,Assists,0.0,mex.1,171771,,2.0,0.0,0.0,,,,
Enner Valencia,PAC,Fouls,2.0,mex.1,171771,,2.0,0.0,0.0,,,,
Enner Valencia,PAC,Goal + Assist,0.0,mex.1,171771,,,,,,,,
Enner Valencia,PAC,Goals,0.0,mex.1,171771,,2.0,0.0,0.0,,,,
Enner Valencia,PAC,Shots,2.0,mex.1,171771,,2.0,0.0,0.0,,,,
Enner Valencia,PAC,Yellow Cards,0.0,mex.1,171771,,2.0,0.0,0.0,,,,
Enzo Rocha,CON,Assists,0.0,bra.copa_do_brazil,381519,,0.0,0.0,0.0,,,,
Enzo Rocha,CON,Fouls,0.0,bra.copa_do_brazil,381519,,0.0,0.0,0.0,,,,
Enzo Rocha,CON,Goal + Assist,0.0,bra.copa_do_brazil,381519,,,,,,,,
Enzo Rocha,CON,Goals,0.0,bra.copa_do_brazil,381519,,0.0,0.0,0.0,,,,
Enzo Rocha,CON,Shots,0.0,bra.copa_do_brazil,381519,,0.0,0.0,0.0,,,,
Enzo Rocha,CON,Yellow Cards,0.0,bra.copa_do_brazil,381519,,0.0,0.0,0.0,,,,
Eray Cömert,VAL,Assists,0.0,esp.1,231697,,1.0,0.0,0.0,,,,
Eray Cömert,VAL,Fouls,0.0,esp.1,231697,,1.0,0.0,0.0,,,,
Eray Cömert,VAL,Goal + Assist,0.0,esp.1,231697,,,,,,,,
Eray Cömert,VAL,Goals,0.0,esp.1,231697,,1.0,0.0,0.0,,,,
Eray Cömert,VAL,Shots,1.0,esp.1,231697,,1.0,0.0,0.0,,,,
Eray Cömert,VAL,Yellow Cards,0.0,esp.1,231697,,1.0,0.0,0.0,,,,
Eric Bailly,OVI,Assists,0.0,esp.1,212342,,0.0,0.0,0.0,,,,
Eric Bailly,OVI,Fouls,0.0,esp.1,212342,,0.0,0.0,0.0,,,,
Eric Bailly,OVI,Goal + Assist,0.0,esp.1,212342,,,,,,,,
Eric Bailly,OVI,Goals,0.0,esp.1,212342,,0.0,0.0,0.0,,,,
Eric Bailly,OVI,Shots,0.0,esp.1,212342,,0.0,0.0,0.0,,,,
Eric Bailly,OVI,Yellow Cards,0.0,esp.1,212342,,0.0,0.0,0.0,,,,
Erick,VIT,Assists,0.0,bra.copa_do_brazil,256044,,1.0,1.0,0.0,,,,
Erick,VIT,Fouls,1.0,bra.copa_do_brazil,256044,,1.0,1.0,0.0,,,,
Erick,VIT,Goal + Assist,1.0,bra.copa_do_brazil,256044,,,,,,,,
Erick,VIT,Goals,1.0,bra.copa_do_brazil,256044,,1.0,1.0,0.0,,,,
Erick,VIT,Shots,1.0,bra.copa_do_brazil,256044,,1.0,1.0,0.0,,,,
Erick,VIT,Yellow Cards,0.0,bra.copa_do_brazil,256044,,1.0,1.0,0.0,,,,
Erick Noriega,GRE,Assists,0.0,bra.copa_do_brazil,303030,,0.0,0.0,0.0,,,,
Erick Noriega,GRE,Fouls,3.0,bra.copa_do_brazil,303030,,0.0,0.0,0.0,,,,
Erick Noriega,GRE,Goal + Assist,0.0,bra.copa_do_brazil,303030,,,,,,,,
Erick Noriega,GRE,Goals,0.0,bra.copa_do_brazil,303030,,0.0,0.0,0.0,,,,
Erick Noriega,GRE,Shots,0.0,bra.copa_do_brazil,303030,,0.0,0.0,0.0,,,,
Erick Noriega,GRE,Yellow Cards,0.0,bra.copa_do_brazil,303030,,0.0,0.0,0.0,,,,
Ethan Alagich,ADE,Assists,0.0,aus.1,328924,,2.0,0.0,0.0,,,,
Ethan Alagich,ADE,Fouls,1.0,aus.1,328924,,2.0,0.0,0.0,,,,
Ethan Alagich,ADE,Goal + Assist,0.0,aus.1,328924,,,,,,,,
Ethan Alagich,ADE,Goals,0.0,aus.1,328924,,2.0,0.0,0.0,,,,
Ethan Alagich,ADE,Shots,2.0,aus.1,328924,,2.0,0.0,0.0,,,,
Ethan Alagich,ADE,Yellow Cards,1.0,aus.1,328924,,2.0,0.0,0.0,,,,
Ethan Cox,ADE,Assists,0.0,aus.1,328534,,0.0,0.0,0.0,0.0,,,
Ethan Cox,ADE,Fouls,0.0,aus.1,328534,,0.0,0.0,0.0,0.0,,,
Ethan Cox,ADE,Goal + Assist,0.0,aus.1,328534,,,,,,,,
Ethan Cox,ADE,Goalkeeper Saves,0.0,aus.1,328534,,0.0,0.0,0.0,0.0,,,
Ethan Cox,ADE,Goals,0.0,aus.1,328534,,0.0,0.0,0.0,0.0,,,
Ethan Cox,ADE,Shots,0.0,aus.1,328534,,0.0,0.0,0.0,0.0,,,
Ethan Cox,ADE,Yellow Cards,0.0,aus.1,328534,,0.0,0.0,0.0,0.0,,,
Evailton de França Rocha,BAR,Assists,0.0,bra.copa_do_brazil,217100,,0.0,0.0,0.0,,,,
Evailton de França Rocha,BAR,Fouls,2.0,bra.copa_do_brazil,217100,,0.0,0.0,0.0,,,,
Evailton de França Rocha,BAR,Goal + Assist,0.0,bra.copa_do_brazil,217100,,,,,,,,
Evailton de França Rocha,BAR,Goals,0.0,bra.copa_do_brazil,217100,,0.0,0.0,0.0,,,,
Evailton de França Rocha,BAR,Shots,0.0,bra.copa_do_brazil,217100,,0.0,0.0,0.0,,,,
Evailton de França Rocha,BAR,Yellow Cards,1.0,bra.copa_do_brazil,217100,,0.0,0.0,0.0,,,,
Everton,CHA,Assists,1.0,bra.copa_do_brazil,314590,,0.0,0.0,1.0,,,,
Everton,CHA,Fouls,1.0,bra.copa_do_brazil,314590,,0.0,0.0,1.0,,,,
Everton,CHA,Goal + Assist,1.0,bra.copa_do_brazil,314590,,,,,,,,
Everton,CHA,Goals,0.0,bra.copa_do_brazil,314590,,0.0,0.0,1.0,,,,
Everton,CHA,Shots,0.0,bra.copa_do_brazil,314590,,0.0,0.0,1.0,,,,
Everton,CHA,Yellow Cards,0.0,bra.copa_do_brazil,314590,,0.0,0.0,1.0,,,,
Everton,FLA,Assists,0.0,bra.copa_do_brazil,198940,,3.0,0.0,0.0,,,,
Everton,FLA,Fouls,0.0,bra.copa_do_brazil,198940,,3.0,0.0,0.0,,,,
Everton,FLA,Goal + Assist,0.0,bra.copa_do_brazil,198940,,,,,,,,
Everton,FLA,Goals,0.0,bra.copa_do_brazil,198940,,3.0,0.0,0.0,,,,
Everton,FLA,Shots,3.0,bra.copa_do_brazil,198940,,3.0,0.0,0.0,,,,
Everton,FLA,Yellow Cards,0.0,bra.copa_do_brazil,198940,,3.0,0.0,0.0,,,,
Evertton,FLA,Assists,0.0,bra.copa_do_brazil,334752,,4.0,0.0,0.0,,,,
Evertton,FLA,Fouls,2.0,bra.copa_do_brazil,334752,,4.0,0.0,0.0,,,,
Evertton,FLA,Goal + Assist,0.0,bra.copa_do_brazil,334752,,,,,,,,
Evertton,FLA,Goals,0.0,bra.copa_do_brazil,334752,,4.0,0.0,0.0,,,,
Evertton,FLA,Shots,4.0,bra.copa_do_brazil,334752,,4.0,0.0,0.0,,,,
Evertton,FLA,Yellow Cards,0.0,bra.copa_do_brazil,334752,,4.0,0.0,0.0,,,,
Ewerton,AGO,Assists,0.0,bra.copa_do_brazil,292255,,1.0,0.0,0.0,,,,
Ewerton,AGO,Fouls,1.0,bra.copa_do_brazil,292255,,1.0,0.0,0.0,,,,
Ewerton,AGO,Goal + Assist,0.0,bra.copa_do_brazil,292255,,,,,,,,
Ewerton,AGO,Goals,0.0,bra.copa_do_brazil,292255,,1.0,0.0,0.0,,,,
Ewerton,AGO,Shots,1.0,bra.copa_do_brazil,292255,,1.0,0.0,0.0,,,,
Ewerton,AGO,Yellow Cards,0.0,bra.copa_do_brazil,292255,,1.0,0.0,0.0,,,,
Ewerton,BAR,Assists,0.0,bra.copa_do_brazil,286700,,0.0,0.0,0.0,9.0,,,
Ewerton,BAR,Fouls,0.0,bra.copa_do_brazil,286700,,0.0,0.0,0.0,9.0,,,
Ewerton,BAR,Goal + Assist,0.0,bra.copa_do_brazil,286700,,,,,,,,
Ewerton,BAR,Goalkeeper Saves,9.0,bra.copa_do_brazil,286700,,0.0,0.0,0.0,9.0,,,
Ewerton,BAR,Goals,0.0,bra.copa_do_brazil,286700,,0.0,0.0,0.0,9.0,,,
Ewerton,BAR,Shots,0.0,bra.copa_do_brazil,286700,,0.0,0.0,0.0,9.0,,,
Ewerton,BAR,Yellow Cards,0.0,bra.copa_do_brazil,286700,,0.0,0.0,0.0,9.0,,,
Fabian Volpi,BAR,Assists,0.0,bra.copa_do_brazil,333847,,0.0,0.0,0.0,0.0,,,
Fabian Volpi,BAR,Fouls,0.0,bra.copa_do_brazil,333847,,0.0,0.0,0.0,0.0,,,
Fabian Volpi,BAR,Goal + Assist,0.0,bra.copa_do_brazil,333847,,,,,,,,
Fabian Volpi,BAR,Goalkeeper Saves,0.0,bra.copa_do_brazil,333847,,0.0,0.0,0.0,0.0,,,
Fabian Volpi,BAR,Goals,0.0,bra.copa_do_brazil,333847,,0.0,0.0,0.0,0.0,,,
Fabian Volpi,BAR,Shots,0.0,bra.copa_do_brazil,333847,,0.0,0.0,0.0,0.0,,,
Fabian Volpi,BAR,Yellow Cards,0.0,bra.copa_do_brazil,333847,,0.0,0.0,0.0,0.0,,,
Fabián Balbuena,GRE,Assists,0.0,bra.copa_do_brazil,199101,,0.0,0.0,0.0,,,,
Fabián Balbuena,GRE,Fouls,0.0,bra.copa_do_brazil,199101,,0.0,0.0,0.0,,,,
Fabián Balbuena,GRE,Goal + Assist,0.0,bra.copa_do_brazil,199101,,,,,,,,
Fabián Balbuena,GRE,Goals,0.0,bra.copa_do_brazil,199101,,0.0,0.0,0.0,,,,
Fabián Balbuena,GRE,Shots,0.0,bra.copa_do_brazil,199101,,0.0,0.0,0.0,,,,
Fabián Balbuena,GRE,Yellow Cards,0.0,bra.copa_do_brazil,199101,,0.0,0.0,0.0,,,,
Fabrizio Angileri,COR,Assists,0.0,bra.copa_do_brazil,195756,,0.0,0.0,0.0,,,,
Fabrizio Angileri,COR,Fouls,0.0,bra.copa_do_brazil,195756,,0.0,0.0,0.0,,,,
Fabrizio Angileri,COR,Goal + Assist,0.0,bra.copa_do_brazil,195756,,,,,,,,
Fabrizio Angileri,COR,Goals,0.0,bra.copa_do_brazil,195756,,0.0,0.0,0.0,,,,
Fabrizio Angileri,COR,Shots,0.0,bra.copa_do_brazil,195756,,0.0,0.0,0.0,,,,
Fabrizio Angileri,COR,Yellow Cards,0.0,bra.copa_do_brazil,195756,,0.0,0.0,0.0,,,,
Fabrício Oya,CON,Assists,0.0,bra.copa_do_brazil,257044,,2.0,0.0,0.0,,,,
Fabrício Oya,CON,Fouls,1.0,bra.copa_do_brazil,257044,,2.0,0.0,0.0,,,,
Fabrício Oya,CON,Goal + Assist,0.0,bra.copa_do_brazil,257044,,,,,,,,
Fabrício Oya,CON,Goals,0.0,bra.copa_do_brazil,257044,,2.0,0.0,0.0,,,,
Fabrício Oya,CON,Shots,2.0,bra.copa_do_brazil,257044,,2.0,0.0,0.0,,,,
Fabrício Oya,CON,Yellow Cards,0.0,bra.copa_do_brazil,257044,,2.0,0.0,0.0,,,,
Federico Viñas,OVI,Assists,0.0,esp.1,295847,,1.0,0.0,0.0,,,,
Federico Viñas,OVI,Fouls,2.0,esp.1,295847,,1.0,0.0,0.0,,,,
Federico Viñas,OVI,Goal + Assist,0.0,esp.1,295847,,,,,,,,
Federico Viñas,OVI,Goals,0.0,esp.1,295847,,1.0,0.0,0.0,,,,
Federico Viñas,OVI,Shots,1.0,esp.1,295847,,1.0,0.0,0.0,,,,
Federico Viñas,OVI,Yellow Cards,0.0,esp.1,295847,,1.0,0.0,0.0,,,,
Felipe Guimarães Da Silva,AGO,Assists,0.0,bra.copa_do_brazil,385164,,0.0,0.0,0.0,,,,
Felipe Guimarães Da Silva,AGO,Fouls,1.0,bra.copa_do_brazil,385164,,0.0,0.0,0.0,,,,
Felipe Guimarães Da Silva,AGO,Goal + Assist,0.0,bra.copa_do_brazil,385164,,,,,,,,
Felipe Guimarães Da Silva,AGO,Goals,0.0,bra.copa_do_brazil,385164,,0.0,0.0,0.0,,,,
Felipe Guimarães Da Silva,AGO,Shots,0.0,bra.copa_do_brazil,385164,,0.0,0.0,0.0,,,,
Felipe Guimarães Da Silva,AGO,Yellow Cards,0.0,bra.copa_do_brazil,385164,,0.0,0.0,0.0,,,,
Fernando Marçal,BOT,Assists,0.0,bra.copa_do_brazil,170362,,0.0,0.0,0.0,,,,
Fernando Marçal,BOT,Fouls,0.0,bra.copa_do_brazil,170362,,0.0,0.0,0.0,,,,
Fernando Marçal,BOT,Goal + Assist,0.0,bra.copa_do_brazil,170362,,,,,,,,
Fernando Marçal,BOT,Goals,0.0,bra.copa_do_brazil,170362,,0.0,0.0,0.0,,,,
Fernando Marçal,BOT,Shots,0.0,bra.copa_do_brazil,170362,,0.0,0.0,0.0,,,,
Fernando Marçal,BOT,Yellow Cards,0.0,bra.copa_do_brazil,170362,,0.0,0.0,0.0,,,,
Filip Ugrinic,VAL,Assists,0.0,esp.1,248681,,0.0,0.0,0.0,,,,
Filip Ugrinic,VAL,Fouls,0.0,esp.1,248681,,0.0,0.0,0.0,,,,
Filip Ugrinic,VAL,Goal + Assist,0.0,esp.1,248681,,,,,,,,
Filip Ugrinic,VAL,Goals,0.0,esp.1,248681,,0.0,0.0,0.0,,,,
Filip Ugrinic,VAL,Shots,0.0,esp.1,248681,,0.0,0.0,0.0,,,,
Filip Ugrinic,VAL,Yellow Cards,0.0,esp.1,248681,,0.0,0.0,0.0,,,,
Filipinho,CAP,Assists,0.0,bra.copa_do_brazil,315789,,0.0,0.0,0.0,,,,
Filipinho,CAP,Fouls,2.0,bra.copa_do_brazil,315789,,0.0,0.0,0.0,,,,
Filipinho,CAP,Goal + Assist,0.0,bra.copa_do_brazil,315789,,,,,,,,
Filipinho,CAP,Goals,0.0,bra.copa_do_brazil,315789,,0.0,0.0,0.0,,,,
Filipinho,CAP,Shots,0.0,bra.copa_do_brazil,315789,,0.0,0.0,0.0,,,,
Filipinho,CAP,Yellow Cards,0.0,bra.copa_do_brazil,315789,,0.0,0.0,0.0,,,,
Finn Mckenlay,AFC,Assists,0.0,aus.1,386307,,0.0,0.0,0.0,,,,
Finn Mckenlay,AFC,Fouls,0.0,aus.1,386307,,0.0,0.0,0.0,,,,
Finn Mckenlay,AFC,Goal + Assist,0.0,aus.1,386307,,,,,,,,
Finn Mckenlay,AFC,Goals,0.0,aus.1,386307,,0.0,0.0,0.0,,,,
Finn Mckenlay,AFC,Shots,0.0,aus.1,386307,,0.0,0.0,0.0,,,,
Finn Mckenlay,AFC,Yellow Cards,0.0,aus.1,386307,,0.0,0.0,0.0,,,,
Florian Lejeune,RAY,Assists,0.0,esp.1,140754,,1.0,1.0,0.0,,,,
Florian Lejeune,RAY,Fouls,0.0,esp.1,140754,,1.0,1.0,0.0,,,,
Florian Lejeune,RAY,Goal + Assist,1.0,esp.1,140754,,,,,,,,
Florian Lejeune,RAY,Goals,1.0,esp.1,140754,,1.0,1.0,0.0,,,,
Florian Lejeune,RAY,Shots,1.0,esp.1,140754,,1.0,1.0,0.0,,,,
Florian Lejeune,RAY,Yellow Cards,0.0,esp.1,140754,,1.0,1.0,0.0,,,,
Fran Beltrán,GIR,Assists,0.0,esp.1,242383,,1.0,0.0,0.0,,,,
Fran Beltrán,GIR,Fouls,0.0,esp.1,242383,,1.0,0.0,0.0,,,,
Fran Beltrán,GIR,Goal + Assist,0.0,esp.1,242383,,,,,,,,
Fran Beltrán,GIR,Goals,0.0,esp.1,242383,,1.0,0.0,0.0,,,,
Fran Beltrán,GIR,Shots,1.0,esp.1,242383,,1.0,0.0,0.0,,,,
Fran Beltrán,GIR,Yellow Cards,0.0,esp.1,242383,,1.0,0.0,0.0,,,,
Fran García,RMA,Assists,0.0,esp.1,213050,,0.0,0.0,0.0,,,,
Fran García,RMA,Fouls,0.0,esp.1,213050,,0.0,0.0,0.0,,,,
Fran García,RMA,Goal + Assist,0.0,esp.1,213050,,,,,,,,
Fran García,RMA,Goals,0.0,esp.1,213050,,0.0,0.0,0.0,,,,
Fran García,RMA,Shots,0.0,esp.1,213050,,0.0,0.0,0.0,,,,
Fran García,RMA,Yellow Cards,0.0,esp.1,213050,,0.0,0.0,0.0,,,,
Fran González,RMA,Assists,0.0,esp.1,362874,,0.0,0.0,0.0,0.0,,,
Fran González,RMA,Fouls,0.0,esp.1,362874,,0.0,0.0,0.0,0.0,,,
Fran González,RMA,Goal + Assist,0.0,esp.1,362874,,,,,,,,
Fran González,RMA,Goalkeeper Saves,0.0,esp.1,362874,,0.0,0.0,0.0,0.0,,,
Fran González,RMA,Goals,0.0,esp.1,362874,,0.0,0.0,0.0,0.0,,,
Fran González,RMA,Shots,0.0,esp.1,362874,,0.0,0.0,0.0,0.0,,,
Fran González,RMA,Yellow Cards,0.0,esp.1,362874,,0.0,0.0,0.0,0.0,,,
Fran Pérez,RAY,Assists,0.0,esp.1,324505,,0.0,0.0,0.0,,,,
Fran Pérez,RAY,Fouls,4.0,esp.1,324505,,0.0,0.0,0.0,,,,
Fran Pérez,RAY,Goal + Assist,0.0,esp.1,324505,,,,,,,,
Fran Pérez,RAY,Goals,0.0,esp.1,324505,,0.0,0.0,0.0,,,,
Fran Pérez,RAY,Shots,0.0,esp.1,324505,,0.0,0.0,0.0,,,,
Fran Pérez,RAY,Yellow Cards,0.0,esp.1,324505,,0.0,0.0,0.0,,,,
Francis Amuzu,GRE,Assists,0.0,bra.copa_do_brazil,269079,,2.0,0.0,0.0,,,,
Francis Amuzu,GRE,Fouls,0.0,bra.copa_do_brazil,269079,,2.0,0.0,0.0,,,,
Francis Amuzu,GRE,Goal + Assist,0.0,bra.copa_do_brazil,269079,,,,,,,,
Francis Amuzu,GRE,Goals,0.0,bra.copa_do_brazil,269079,,2.0,0.0,0.0,,,,
Francis Amuzu,GRE,Shots,2.0,bra.copa_do_brazil,269079,,2.0,0.0,0.0,,,,
Francis Amuzu,GRE,Yellow Cards,0.0,bra.copa_do_brazil,269079,,2.0,0.0,0.0,,,,
Francis DeVries,AFC,Assists,0.0,aus.1,254441,,0.0,0.0,0.0,,,,
Francis DeVries,AFC,Fouls,0.0,aus.1,254441,,0.0,0.0,0.0,,,,
Francis DeVries,AFC,Goal + Assist,0.0,aus.1,254441,,,,,,,,
Francis DeVries,AFC,Goals,0.0,aus.1,254441,,0.0,0.0,0.0,,,,
Francis DeVries,AFC,Shots,0.0,aus.1,254441,,0.0,0.0,0.0,,,,
Francis DeVries,AFC,Yellow Cards,0.0,aus.1,254441,,0.0,0.0,0.0,,,,
Franco Mastantuono,RMA,Assists,0.0,esp.1,376473,,2.0,0.0,0.0,,,,
Franco Mastantuono,RMA,Fouls,0.0,esp.1,376473,,2.0,0.0,0.0,,,,
Franco Mastantuono,RMA,Goal + Assist,0.0,esp.1,376473,,,,,,,,
Franco Mastantuono,RMA,Goals,0.0,esp.1,376473,,2.0,0.0,0.0,,,,
Franco Mastantuono,RMA,Shots,2.0,esp.1,376473,,2.0,0.0,0.0,,,,
Franco Mastantuono,RMA,Yellow Cards,0.0,esp.1,376473,,2.0,0.0,0.0,,,,
Fábio,BAR,Assists,0.0,bra.copa_do_brazil,384029,,0.0,0.0,0.0,,,,
Fábio,BAR,Fouls,0.0,bra.copa_do_brazil,384029,,0.0,0.0,0.0,,,,
Fábio,BAR,Goal + Assist,0.0,bra.copa_do_brazil,384029,,,,,,,,
Fábio,BAR,Goals,0.0,bra.copa_do_brazil,384029,,0.0,0.0,0.0,,,,
Fábio,BAR,Shots,0.0,bra.copa_do_brazil,384029,,0.0,0.0,0.0,,,,
Fábio,BAR,Yellow Cards,0.0,bra.copa_do_brazil,384029,,0.0,0.0,0.0,,,,
Fábio,CRB,Assists,0.0,bra.copa_do_brazil,338658,,0.0,0.0,0.0,0.0,,,
Fábio,CRB,Fouls,0.0,bra.copa_do_brazil,338658,,0.0,0.0,0.0,0.0,,,
Fábio,CRB,Goal + Assist,0.0,bra.copa_do_brazil,338658,,,,,,,,
Fábio,CRB,Goalkeeper Saves,0.0,bra.copa_do_brazil,338658,,0.0,0.0,0.0,0.0,,,
Fábio,CRB,Goals,0.0,bra.copa_do_brazil,338658,,0.0,0.0,0.0,0.0,,,
Fábio,CRB,Shots,0.0,bra.copa_do_brazil,338658,,0.0,0.0,0.0,0.0,,,
Fábio,CRB,Yellow Cards,0.0,bra.copa_do_brazil,338658,,0.0,0.0,0.0,0.0,,,
Fábio Augusto Schirmann,CRB,Assists,0.0,bra.copa_do_brazil,267956,,0.0,0.0,0.0,,,,
Fábio Augusto Schirmann,CRB,Fouls,2.0,bra.copa_do_brazil,267956,,0.0,0.0,0.0,,,,
Fábio Augusto Schirmann,CRB,Goal + Assist,0.0,bra.copa_do_brazil,267956,,,,,,,,
Fábio Augusto Schirmann,CRB,Goals,0.0,bra.copa_do_brazil,267956,,0.0,0.0,0.0,,,,
Fábio Augusto Schirmann,CRB,Shots,0.0,bra.copa_do_brazil,267956,,0.0,0.0,0.0,,,,
Fábio Augusto Schirmann,CRB,Yellow Cards,0.0,bra.copa_do_brazil,267956,,0.0,0.0,0.0,,,,
Gabriel,VIT,Assists,0.0,bra.copa_do_brazil,155156,,0.0,0.0,0.0,0.0,,,
Gabriel,VIT,Fouls,0.0,bra.copa_do_brazil,155156,,0.0,0.0,0.0,0.0,,,
Gabriel,VIT,Goal + Assist,0.0,bra.copa_do_brazil,155156,,,,,,,,
Gabriel,VIT,Goalkeeper Saves,0.0,bra.copa_do_brazil,155156,,0.0,0.0,0.0,0.0,,,
Gabriel,VIT,Goals,0.0,bra.copa_do_brazil,155156,,0.0,0.0,0.0,0.0,,,
Gabriel,VIT,Shots,0.0,bra.copa_do_brazil,155156,,0.0,0.0,0.0,0.0,,,
Gabriel,VIT,Yellow Cards,0.0,bra.copa_do_brazil,155156,,0.0,0.0,0.0,0.0,,,
Gabriel Baralhas,VIT,Assists,1.0,bra.copa_do_brazil,269852,,0.0,0.0,1.0,,,,
Gabriel Baralhas,VIT,Fouls,3.0,bra.copa_do_brazil,269852,,0.0,0.0,1.0,,,,
Gabriel Baralhas,VIT,Goal + Assist,1.0,bra.copa_do_brazil,269852,,,,,,,,
Gabriel Baralhas,VIT,Goals,0.0,bra.copa_do_brazil,269852,,0.0,0.0,1.0,,,,
Gabriel Baralhas,VIT,Shots,0.0,bra.copa_do_brazil,269852,,0.0,0.0,1.0,,,,
Gabriel Baralhas,VIT,Yellow Cards,0.0,bra.copa_do_brazil,269852,,0.0,0.0,1.0,,,,
Gabriel Mec,GRE,Assists,0.0,bra.copa_do_brazil,399421,,2.0,0.0,0.0,,,,
Gabriel Mec,GRE,Fouls,0.0,bra.copa_do_brazil,399421,,2.0,0.0,0.0,,,,
Gabriel Mec,GRE,Goal + Assist,0.0,bra.copa_do_brazil,399421,,,,,,,,
Gabriel Mec,GRE,Goals,0.0,bra.copa_do_brazil,399421,,2.0,0.0,0.0,,,,
Gabriel Mec,GRE,Shots,2.0,bra.copa_do_brazil,399421,,2.0,0.0,0.0,,,,
Gabriel Mec,GRE,Yellow Cards,0.0,bra.copa_do_brazil,399421,,2.0,0.0,0.0,,,,
Gabriel Paulista,COR,Assists,0.0,bra.copa_do_brazil,192226,,3.0,0.0,0.0,,,,
Gabriel Paulista,COR,Fouls,1.0,bra.copa_do_brazil,192226,,3.0,0.0,0.0,,,,
Gabriel Paulista,COR,Goal + Assist,0.0,bra.copa_do_brazil,192226,,,,,,,,
Gabriel Paulista,COR,Goals,0.0,bra.copa_do_brazil,192226,,3.0,0.0,0.0,,,,
Gabriel Paulista,COR,Shots,3.0,bra.copa_do_brazil,192226,,3.0,0.0,0.0,,,,
Gabriel Paulista,COR,Yellow Cards,0.0,bra.copa_do_brazil,192226,,3.0,0.0,0.0,,,,
Gabriel Pereira Justino,BOT,Assists,0.0,bra.copa_do_brazil,411648,,0.0,0.0,0.0,,,,
Gabriel Pereira Justino,BOT,Fouls,0.0,bra.copa_do_brazil,411648,,0.0,0.0,0.0,,,,
Gabriel Pereira Justino,BOT,Goal + Assist,0.0,bra.copa_do_brazil,411648,,,,,,,,
Gabriel Pereira Justino,BOT,Goals,0.0,bra.copa_do_brazil,411648,,0.0,0.0,0.0,,,,
Gabriel Pereira Justino,BOT,Shots,0.0,bra.copa_do_brazil,411648,,0.0,0.0,0.0,,,,
Gabriel Pereira Justino,BOT,Yellow Cards,0.0,bra.copa_do_brazil,411648,,0.0,0.0,0.0,,,,
Gabriel Santos Silva,BAR,Assists,0.0,bra.copa_do_brazil,311126,,2.0,0.0,0.0,,,,
Gabriel Santos Silva,BAR,Fouls,2.0,bra.copa_do_brazil,311126,,2.0,0.0,0.0,,,,
Gabriel Santos Silva,BAR,Goal + Assist,0.0,bra.copa_do_brazil,311126,,,,,,,,
Gabriel Santos Silva,BAR,Goals,0.0,bra.copa_do_brazil,311126,,2.0,0.0,0.0,,,,
Gabriel Santos Silva,BAR,Shots,2.0,bra.copa_do_brazil,311126,,2.0,0.0,0.0,,,,
Gabriel Santos Silva,BAR,Yellow Cards,0.0,bra.copa_do_brazil,311126,,2.0,0.0,0.0,,,,
Gabriel Souza,CON,Assists,0.0,bra.copa_do_brazil,318186,,1.0,0.0,0.0,,,,
Gabriel Souza,CON,Fouls,4.0,bra.copa_do_brazil,318186,,1.0,0.0,0.0,,,,
Gabriel Souza,CON,Goal + Assist,0.0,bra.copa_do_brazil,318186,,,,,,,,
Gabriel Souza,CON,Goals,0.0,bra.copa_do_brazil,318186,,1.0,0.0,0.0,,,,
Gabriel Souza,CON,Shots,1.0,bra.copa_do_brazil,318186,,1.0,0.0,0.0,,,,
Gabriel Souza,CON,Yellow Cards,1.0,bra.copa_do_brazil,318186,,1.0,0.0,0.0,,,,
Gael Álvarez,PAC,Assists,0.0,mex.1,371475,,0.0,0.0,0.0,,,,
Gael Álvarez,PAC,Fouls,0.0,mex.1,371475,,0.0,0.0,0.0,,,,
Gael Álvarez,PAC,Goal + Assist,0.0,mex.1,371475,,,,,,,,
Gael Álvarez,PAC,Goals,0.0,mex.1,371475,,0.0,0.0,0.0,,,,
Gael Álvarez,PAC,Shots,0.0,mex.1,371475,,0.0,0.0,0.0,,,,
Gael Álvarez,PAC,Yellow Cards,0.0,mex.1,371475,,0.0,0.0,0.0,,,,
Gastón Benavídez,CAP,Assists,0.0,bra.copa_do_brazil,287688,,0.0,0.0,0.0,,,,
Gastón Benavídez,CAP,Fouls,2.0,bra.copa_do_brazil,287688,,0.0,0.0,0.0,,,,
Gastón Benavídez,CAP,Goal + Assist,0.0,bra.copa_do_brazil,287688,,,,,,,,
