player_norm,espn_athlete_id,team_norm
brian farinas,403575,barcelona
tomas marques,403590,barcelona
orian goren,416496,barcelona
ebrima tunkara,416502,barcelona
raphinha,231050,barcelona
ferran torres,265869,barcelona
anthony gordon,268782,barcelona
karim adeyemi,274913,barcelona
ibrahim diarra,276128,barcelona
roony bardghji,331152,barcelona
lamine yamal,362150,barcelona
toni fernandez,388285,barcelona
hamza abdelkarim,399200,barcelona
shane kluivert,403580,barcelona
oscar gistau,403585,barcelona
marko dmitrovic,179211,espanyol
angel fortuno,307419,espanyol
pol tristan,331757,espanyol
leandro cabrera,133259,espanyol
miguel rubio,273291,espanyol
pablo ramon,282672,espanyol
omar el hilali,310682,espanyol
ruben sanchez,319781,espanyol
clemens riedel,323737,espanyol
quilindschy hartman,346210,espanyol
roger hinojo,401377,espanyol
pere milla,196914,espanyol
edu exposito,255272,espanyol
pol lozano,260242,espanyol
urko gonzalez,307915,espanyol
gabriel moscardo,361468,espanyol
javi hernandez,278174,leganes
rafael bauza,383900,espanyol
enrique garcia,135422,espanyol
javier puado,260243,espanyol
tyrhys dolan,306520,espanyol
jofre carreras,307270,espanyol
roberto fernandez,318773,
marcos fernandez,129098,atleticorafaela
cala,355902,espanyol
matias dituro,173749,elche
alejandro iturbe,330433,elche
pedro bigas,167297,elche
victor chust,265995,elche
bambo diaby,267530,elche
david affengruber,313230,elche
buba sangare,371608,elche
matia barzic,389448,elche
josan,214330,elche
gonzalo villar,273424,elche
marc aguado,301406,elche
federico redondo,318181,elche
martim neto,340677,elche
grady diangana,242739,elche
jose antonio morente,259916,elche
german valera,297358,elche
fernando nino,301684,elche
lucas cepeda,320648,elche
yago alonso,326234,elche
abiel osorio,336840,elche
nordin al lal,368877,elche
ali houary,376156,elche
rafael nunez,379842,elche
aitor fernandez,144759,osasuna
sergio herrera,191360,osasuna
valentin rosier,238252,osasuna
alejandro catena,264175,osasuna
abel bretones,300284,osasuna
jorge herrando,307019,osasuna
enzo boyomo,307905,osasuna
inigo arguibide,380918,osasuna
lucas torro,170154,osasuna
ruben garcia,178328,
jon moncayola,286176,osasuna
aimar oroz,288760,osasuna
iker munoz,359154,osasuna
asier osambela,381628,osasuna
moi gomez,169089,osasuna
ante budimir,207288,osasuna
enrique barja,209580,osasuna
raul garcia,296163,osasuna
raul moro,303906,osasuna
jonathan dubasin,311969,osasuna
iker benito,333379,osasuna
simon eriksson,400222,racingsantander
jorge salinas,178237,racingsantander
manu,259839,racingsantander
alvaro mantilla,300471,racingsantander
facundo gonzalez,411159,riverplate
sergio canales,125383,racingsantander
inigo sainz,279699,racingsantander
gustavo puerta,341736,racingsantander
maguette gueye,342654,racingsantander
sergio martinez,409318,racingsantander
andres martin,3141,racingsantander
asier villalibre,222365,racingsantander
inigo vicente,284699,racingsantander
giorgi guliashvili,289439,racingsantander
suleiman camara,310419,racingsantander
juan carlos arana,334268,racingsantander
david soria,196339,getafe
jiri letacek,344245,getafe
kiko femenia,125749,getafe
djene,181355,getafe
juan berrocal,262061,getafe
abdel abqar,277876,getafe
zaid romero,300111,getafe
andres garcia,356080,getafe
sebastian boselli,359826,getafe
jean ives valou,395479,getafe
davinchi,406832,getafe
javi munoz,214275,getafe
yvan neyou,252477,getafe
ramon terrats,309838,getafe
mario martin,357147,getafe
christantus uche,386256,getafe
juanmi,143643,getafe
borja mayoral,218793,getafe
martin satriano,284854,getafe
alex sancris,354342,getafe
alfonso herrero,240624,malaga
carlos lopez,355503,malaga
andres cespedes,388600,malaga
alejandro mateos guirado,3110514,malaga
jose salinas,184488,malaga
einar galilea,192430,malaga
fernando calero,261199,malaga
alex pastor,310869,malaga
dani sanchez,311578,malaga
angel recio,319783,malaga
carlos puga,331785,malaga
diego murillo,350947,malaga
pablo arriaza,351294,malaga
oscar gonzalez,3105917,newcastlejets
miguel santaella,376164,malaga
rafa garrido,376166,malaga
juan cruz,155392,realoviedo
juampe,248684,malaga
ramon enriquez,292225,malaga
carlos dotor,324098,malaga
daniel lorenzo,331533,malaga
rafa rodriguez,357858,malaga
izan merino,371564,malaga
aaron moloney,377777,malaga
joseph otunenche otu,3110515,malaga
joaquin munoz,180444,malaga
eneko jauregui,270610,malaga
david larrubia,297828,malaga
julen lobete,301869,malaga
haitam abaida,312338,malaga
adrian nino,373542,malaga
chupete,388602,malaga
juan francisco fernandez martin,3110513,malaga
diego conde,279660,realbetis
alvaro valles,283892,realbetis
marc bartra,145078,realbetis
hector bellerin,178978,realbetis
diego llorente,181530,realbetis
fran garcia,213050,
junior firpo,269655,realbetis
natan,301526,realbetis
valentin gomez,336480,realbetis
angel ortiz,395941,realbetis
rodrigo riquelme,70224,realbetis
isco,143564,realbetis
giovani lo celso,207343,realbetis
pablo fornals,227714,realbetis
marc roca,242008,realbetis
alvaro fidalgo,283827,realbetis
nelson deossa,322908,realbetis
facundo bernal,359912,realbetis
aitor ruibal,268601,realbetis
antony,315294,portlandtimbers
iker losada,292222,realbetis
abde ezzalzouli,300912,realbetis
cucho hernandez,336809,realbetis
gonzalo petit,361366,realbetis
jose morante,411284,realbetis
pablo cunat,316040,levante
alejandro primo,340744,levante
daniel martin,388809,levante
aissa mandi,150451,levante
jeremy toljan,186024,levante
victor garcia,203680,levante
unai elgezabel,231214,levante
adrian de la fuente,276841,levante
xavi grande,367655,levante
jorge cabello,381071,levante
nacho perez,409383,levante
carlos alvarez,3731,levante
kervin arriaga,260554,levante
roger brugue,267591,levante
orio rey,269339,levante
jon ander olasagasti,317784,levante
hugo sotelo,319114,levante
enzo bardeli,334794,levante
edgar alcaniz,361195,levante
dani requena,362752,levante
ivan romero,311054,levante
tai abed,324954,levante
etta eyong,346676,levante
carlos espi,380286,levante
paco cortes,384985,levante
kareem tunde,415819,levante
alex remiro,217319,realsociedad
unai marrero,312011,realsociedad
igor zubeldia,235693,realsociedad
alvaro odriozola,236156,realsociedad
aihen munoz,283891,realsociedad
javi lopez,347354,cdsabadell
jon pacheco,297359,realsociedad
jon aramburu,318063,realsociedad
kazunari kita,360178,realsociedad
jon martin,366885,realsociedad
inaki ruperez,379457,realsociedad
carlos soler,235072,realsociedad
yangel herrera,236185,realsociedad
benat turrientes,297371,realsociedad
luka sucic,306263,realsociedad
arsen zakharyan,307487,realsociedad
pablo marin,326900,realsociedad
jon gorrotxategi,388601,realsociedad
mikel goti,396611,realsociedad
goncalo guedes,213141,realsociedad
mikel oyarzabal,229018,realsociedad
takefusa kubo,256587,realsociedad
sergio gomez,265993,realsociedad
ander barrenetxea,283941,realsociedad
jon karrikaburu,324350,realsociedad
orri oskarsson,341367,realsociedad
thibaut courtois,134283,realmadrid
andriy lunin,257237,realmadrid
antonio rudiger,169438,realmadrid
denzel dumfries,213248,realmadrid
ferland mendy,217475,realmadrid
trent alexander-arnold,223532,realmadrid
eder militao,228402,realmadrid
ibrahima konate,251634,realmadrid
marc cucurella,259910,realmadrid
alvaro carreras,310637,realmadrid
dean huijsen,356000,realmadrid
raul asencio,388338,realmadrid
bernardo silva,199833,realmadrid
federico valverde,235818,realmadrid
brahim diaz,246532,realmadrid
aurelien tchouameni,265919,realmadrid
eduardo camavinga,285150,realmadrid
jude bellingham,291281,realmadrid
arda guler,310452,realmadrid
gonzalo garcia,87297,realmadrid
kylian mbappe,231388,realmadrid
vinicius junior,252107,realmadrid
rodrygo,267804,realmadrid
endrick,346612,realmadrid
franco mastantuono,376473,realmadrid
odisseas vlachodimos,159135,sevilla
marcao,421401,vascodagama
fabio cardoso,215386,sevilla
gabriel suazo,222037,sevilla
jose angel carmona,250508,sevilla
federico gattoni,276026,sevilla
adria pedrosa,277292,sevilla
juan iglesias,279738,sevilla
arouna sangante,304213,sevilla
andres castrin,332246,sevilla
enrique salas,334163,sevilla
oso,377782,sevilla
joan jordan,208850,sevilla
djibril sow,222446,sevilla
jon guridi,254320,sevilla
ruben vargas,259513,sevilla
lucien agoume,282289,sevilla
juanlu sanchez,303804,
manu bueno,356228,sevilla
julio diaz,387493,sevilla
alexis sanchez,92055,sevilla
rafa mir,230974,sevilla
chidera ejuke,254270,sevilla
alfonso gonzalez,12425,atlas
peque,347359,sevilla
isaac romero,365821,sevilla
daniel cardenas,192893,rayovallecano
augusto batalla,195032,rayovallecano
miguel angel morro,277615,rayovallecano
florian lejeune,140754,rayovallecano
ivan balliu,158151,rayovallecano
luiz felipe,402694,
andrei ratiu,287224,rayovallecano
pep chavarria,300331,rayovallecano
jozhua vertrouwd,319231,rayovallecano
nobel mendy,356212,rayovallecano
pelayo fernandez,386579,rayovallecano
alvaro garcia,125200,rayovallecano
unai lopez,203711,rayovallecano
pedro diaz,264078,rayovallecano
isi palazon,264197,rayovallecano
oscar valentin,264217,rayovallecano
randy nteka,276847,rayovallecano
pathe ciss,294228,rayovallecano
fran perez,324505,rayovallecano
raul de tomas,174971,rayovallecano
jorge de frutos,260740,rayovallecano
sergio camello,276652,rayovallecano
alexandre alemao,313024,rayovallecano
etienne eto'o pineda,389446,rayovallecano
luiz junior,307648,villarreal
ruben gomez,343640,villarreal
yakiv kinareykin,347568,villarreal
moussa diallo,240484,villarreal
juan foyth,242710,villarreal
alex freeman,248276,villarreal
logan costa,271129,villarreal
carlos romero,271904,villarreal
sergi cardona,289072,villarreal
santiago mourino,318098,villarreal
willy kambwala,325553,villarreal
renato veiga,337011,villarreal
lautaro spatz,354532,villarreal
pau navarro,368878,villarreal
daniel budesca,381110,villarreal
cesar bonafe ceita,3101339,villarreal
santi comesana,240623,villarreal
pape gueye,255889,villarreal
alberto moleiro,307390,villarreal
alassane diatta,396751,villarreal
carlos macia,415438,villarreal
cheikh ahmad tidiane thiam,3101325,villarreal
gerard moreno,156172,villarreal
ayoze perez,192133,villarreal
nicolas pepe,210397,villarreal
tajon buchanan,284769,villarreal
tani oluwaseyi,294039,villarreal
georges mikautadze,300002,villarreal
ilias akhomach,331047,villarreal
thiago fernandez,339195,villarreal
alex fores,343629,villarreal
pau cabanes,384544,villarreal
nizar el jmili ben hamou,3101324,villarreal
frederik ronnow,165424,1fcunionberlin
carl klaus,221460,1fcunionberlin
matheo raab,238706,1fcunionberlin
christopher trimmel,146485,1fcunionberlin
marvin friedrich,202642,
josip juranovic,222567,1fcunionberlin
derrick kohn,263202,1fcunionberlin
stanley n'soki,268808,1fcunionberlin
zeno van den bosch,314184,1fcunionberlin
tom rothe,324269,1fcunionberlin
leopold querfeld,330455,1fcunionberlin
oluwaseun ogbemudia,377552,1fcunionberlin
andrik markgraf,406371,1fcunionberlin
rani khedira,159152,1fcunionberlin
janik haberer,170604,1fcunionberlin
robert skov,218596,1fcunionberlin
tim skarke,220796,1fcunionberlin
jeong woo-yeong,276323,1fcunionberlin
andras schafer,284702,1fcunionberlin
aljoscha kemlein,349922,1fcunionberlin
julien piet friedrich,3101887,1fcunionberlin
tim blaszczak,3113345,1fcunionberlin
oliver burke,212478,1fcunionberlin
marin ljubicic,322098,1fcunionberlin
andrej ilic,341441,1fcunionberlin
ilyas ansah,366363,1fcunionberlin
livan burcu,366823,1fcunionberlin
dmytro bohdanov,386460,1fcunionberlin
linus guther,421735,1fcunionberlin
mekhi anthony gray,3113344,1fcunionberlin
manuel neuer,84774,bayernmunich
sven ulreich,113733,bayernmunich
jonas urbig,323790,bayernmunich
leon klanac,388141,bayernmunich
david podar-stiube,3110056,bayernmunich
hiroki ito,97111,bayernmunich
nathaniel brown,120829,bayernmunich
kim min-jae,157688,bayernmunich
jonathan tah,188052,bayernmunich
dayot upamecano,222793,bayernmunich
alphonso davies,236721,bayernmunich
josip stanisic,276329,bayernmunich
sacha boey,287225,bayernmunich
vincent manuba,388224,bayernmunich
roko mijatovic,403803,bayernmunich
raphael pavlic,403935,bayernmunich
adam el-chaar,410638,bayernmunich
filip pavic,420811,bayernmunich
richard ajayi oluwaseyi,3110059,bayernmunich
konrad laimer,169189,bayernmunich
joshua kimmich,190161,bayernmunich
joao palhinha,224144,bayernmunich
michael olise,286831,bayernmunich
jamal musiala,303821,bayernmunich
ismael saibari,304572,bayernmunich
tom bischof,324660,bayernmunich
arijon ibrahimovic,333400,bayernmunich
aleksandar pavlovic,359370,bayernmunich
guido rovere,379223,bayernmunich
lennart karl,402841,bayernmunich
felipe chavez,408344,bayernmunich
maycon cardozo,417373,bayernmunich
tim binder,3104151,bayernmunich
simon schaff,3104162,bayernmunich
michael matosevic,3110058,bayernmunich
harry kane,142200,bayernmunich
serge gnabry,178980,bayernmunich
luis diaz,257390,bayernmunich
armindo sieb,308843,bayernmunich
bryan zaragoza,311571,bayernmunich
bastian assomo,422013,bayernmunich
oluwaseyi wilson,3104227,bayernmunich
skender nuraj,3110057,bayernmunich
finn dahmen,228507,fcaugsburg
nediljko labrovic,322693,fcaugsburg
tom wisbereit,422096,fcaugsburg
jeffrey gouweleeuw,140624,fcaugsburg
mads pedersen,162386,fcaugsburg
dimitris giannoulis,223139,fcaugsburg
keven schlotterbeck,274893,fcaugsburg
chrislain matsima,297165,fcaugsburg
robin fellhauer,306928,fcaugsburg
calvin brackelmann,345106,fcaugsburg
noahkai banks,376514,fcaugsburg
marius wolf,207623,fcaugsburg
alexis claude-maurice,228503,fcaugsburg
kristijan jakic,238929,fcaugsburg
yannik keitel,266657,fcaugsburg
han-noah massengo,282885,fcaugsburg
fabian rieder,308908,fcaugsburg
tim breithaupt,309634,fcaugsburg
anton kade,333837,fcaugsburg
mert komur,359207,fcaugsburg
klaus suso,373992,fcaugsburg
mahmut kucuksahin,384502,fcaugsburg
faik sakar,397212,fcaugsburg
hennes behrens,399214,fcaugsburg
michael gregoritsch,146804,fcaugsburg
steve mounie,192672,fcaugsburg
nathanael mbuku,291750,fcaugsburg
rodrigo ribeiro,366083,fcfamalicao
thomas kastanaras,345393,fcaugsburg
yusuf kabadayi,346745,fcaugsburg
uchenna ogundu,406851,fcaugsburg
jens grahl,122396,eintrachtfrankfurt
michael zetterer,184550,eintrachtfrankfurt
kaua santos,338950,eintrachtfrankfurt
amil siljevic,397160,eintrachtfrankfurt
robin koch,208285,eintrachtfrankfurt
niels nkounkou,298030,eintrachtfrankfurt
arthur theate,304222,eintrachtfrankfurt
nnamdi collins,305556,eintrachtfrankfurt
keita kosugi,371596,eintrachtfrankfurt
elias baum,372788,eintrachtfrankfurt
otavio,201547,fluminense
jeremiaha maluze,406374,eintrachtfrankfurt
julian etse,408339,eintrachtfrankfurt
niklas scheller,413824,eintrachtfrankfurt
timothy chandler,128521,eintrachtfrankfurt
mario gotze,143020,eintrachtfrankfurt
ellyes skhiri,209595,eintrachtfrankfurt
ritsu doan,219627,eintrachtfrankfurt
junior dina ebimbe,287645,eintrachtfrankfurt
hugo larsson,336460,eintrachtfrankfurt
fares chaibi,337306,eintrachtfrankfurt
noel aseko,352179,eintrachtfrankfurt
can uzun,355369,eintrachtfrankfurt
oscar højlund,365997,eintrachtfrankfurt
eba is,397536,eintrachtfrankfurt
love arrhov,399423,eintrachtfrankfurt
niko ilicevic,3109554,eintrachtfrankfurt
michy batshuayi,156479,eintrachtfrankfurt
jessic ngankam,266659,eintrachtfrankfurt
jonathan burkardt,274887,eintrachtfrankfurt
ansgar knauff,305555,eintrachtfrankfurt
noel futkeu,306991,eintrachtfrankfurt
elye wahi,311118,eintrachtfrankfurt
jean-matteo bahoya,346662,eintrachtfrankfurt
younes ebnoutalib,359793,eintrachtfrankfurt
ayoube amaimouni,416636,eintrachtfrankfurt
malik pimpong,418030,eintrachtfrankfurt
keito kumashiro,3109553,eintrachtfrankfurt
ron-robert zieler,121007,fccologne
marvin schwabe,205751,fccologne
matthias kobbing,258973,fccologne
martin james,415149,fccologne
luka lochoshvili,222477,fccologne
timo hubers,238520,fccologne
gideon mensah,264484,fccologne
sebastian sebulonsen,302981,fccologne
rav van den berg,306161,fccologne
joel schmied,306378,fccologne
jahmai simpson-pusey,357337,fccologne
elias-geoffrey bakatukanda,357685,fccologne
julian pauli,387975,fccologne
linton maina,231173,fccologne
alessio castro-montes,236136,fccologne
tom krauss,283683,fccologne
isak johannesson,286815,fccologne
jan thielmann,300444,fccologne
fayssal harchaoui,372029,fccologne
said el mala,380795,
paul okon-engstler,403528,fccologne
luca waldschmidt,191352,fccologne
ragnar ache,255355,fccologne
marius bulter,275797,fccologne
imad rondic,306653,fccologne
reigan heskey,378369,fccologne
malek el mala,384155,fccologne
youssoupha niang,417605,fccologne
janis blaswich,161825,bayerleverkusen
niklas lomb,175069,bayerleverkusen
mark flekken,177821,bayerleverkusen
abdoulaye faye,21990,bayerleverkusen
lucas vazquez,399731,nuevachicago
edmond tapsoba,257287,bayerleverkusen
jarell quansah,298524,bayerleverkusen
loic bade,300410,bayerleverkusen
jeanuel belocian,333927,bayerleverkusen
tim oermann,346376,bayerleverkusen
axel tape,396655,bayerleverkusen
jonas hofmann,174617,bayerleverkusen
robert andrich,180998,bayerleverkusen
aleix garcia,219294,bayerleverkusen
exequiel palacios,228393,bayerleverkusen
malik tillman,301416,bayerleverkusen
noah mbamba,315454,bayerleverkusen
ibrahim maza,361212,bayerleverkusen
ezequiel fernandez,364080,bayerleverkusen
kennet eichhorn,408246,bayerleverkusen
montrell culbreath,408703,bayerleverkusen
patrik schick,212330,bayerleverkusen
martin terrier,241662,bayerleverkusen
nathan tella,263134,bayerleverkusen
victor boniface,287276,bayerleverkusen
ernest poku,318534,bayerleverkusen
eliesse ben seghir,346947,bayerleverkusen
afonso moreira,361258,bayerleverkusen
farid alfa-ruprecht,365357,bayerleverkusen
kerim alajbegovic,391034,bayerleverkusen
christian kofane,398709,bayerleverkusen
ndjicoura bomba,404386,bayerleverkusen
aleksa damjanovic,407628,bayerleverkusen
cristian rivero,76884,valencia
stole dimitrievski,165334,valencia
dimitri foulquier,157739,valencia
jose gaya,178747,valencia
jesus vazquez,189804,valencia
mouctar diakhaby,241117,valencia
justin de haas,282086,valencia
copete,300927,valencia
cesar tarrega,330552,valencia
iker cordoba,388076,valencia
javi guerra,16340,valencia
guido rodriguez,212185,valencia
pepelu,231603,valencia
aliou dieng,232803,valencia
filip ugrinic,248681,valencia
andre almeida,286604,valencia
ryunosuke sato,360096,valencia
umar sadiq,211770,valencia
sergi canos,226140,valencia
arnaut danjuma,231618,valencia
dani raba,253763,valencia
luis rioja,264177,valencia
hugo duro,267477,valencia
alberto mari,290764,valencia
diego lopez,200277,gimnasiayesgrimajujuy
daniel heuer fernandes,180162,hamburgsv
sander tangvik,304258,hamburgsv
fernando dickes,388681,hamburgsv
miro muheim,243626,hamburgsv
jordan torunarigha,251061,hamburgsv
mario vuskovic,307725,hamburgsv
warmed omari,309840,hamburgsv
joel agyekum,399587,hamburgsv
louis lemke,410645,hamburgsv
shafiq nandja,415376,hamburgsv
bakery jatta,238542,hamburgsv
albert sambi lokonga,268239,hamburgsv
nicolas capaldo,284835,hamburgsv
immanuel pherai,290412,hamburgsv
albert grønbaek,297750,hamburgsv
nicolai remberg,321226,hamburgsv
bilal nadir,324567,hamburgsv
martin adeline,332878,hamburgsv
daniel elfadli,343993,hamburgsv
kofi amoako,377704,hamburgsv
yussuf poulsen,182245,hamburgsv
jean-luc dompe,206999,hamburgsv
patson daka,232662,hamburgsv
emir sahiti,237432,hamburgsv
rayan philippe,291849,hamburgsv
otto stange,376056,hamburgsv
alexander røssing-lelesiit,384471,hamburgsv
fabio balde,388392,hamburgsv
florian muller,122292,scfreiburg
jannik huth,224246,scfreiburg
noah atubolu,321064,scfreiburg
mio backhaus,338852,scfreiburg
anthony jung,169753,scfreiburg
matthias ginter,170209,scfreiburg
lukas kubler,171701,scfreiburg
christian gunter,174618,scfreiburg
philipp lienhart,219316,scfreiburg
niklas beste,231190,scfreiburg
philipp treu,364596,scfreiburg
max rosenfelder,367557,scfreiburg
jordy makengo,367558,scfreiburg
berkay yilmaz,387472,scfreiburg
ifechukwu ogbus,387474,scfreiburg
karl steinmann,416415,scfreiburg
vincenzo grifo,179571,scfreiburg
maximilian eggestein,214203,scfreiburg
florent muslija,256768,scfreiburg
patrick osterhage,291203,scfreiburg
yuito suzuki,303031,scfreiburg
yannick engelhardt,337079,scfreiburg
rihito yamamoto,347980,scfreiburg
rouven tarnutzer,419274,scfreiburg
lucas holer,238525,scfreiburg
igor matanovic,310883,scfreiburg
eren dinkci,312112,scfreiburg
keisuke goto,346208,scfreiburg
derry scherhant,346619,scfreiburg
cyriaque irie,390031,scfreiburg
patrick drewes,174521,borussiadortmund
alexander meyer,178380,borussiadortmund
gregor kobel,238544,borussiadortmund
diant ramaj,287713,borussiadortmund
silas ostrzinski,331297,borussiadortmund
ramy bensebaini,220703,borussiadortmund
waldemar anton,220714,borussiadortmund
julian ryerson,222991,borussiadortmund
nico schlotterbeck,286828,borussiadortmund
yan couto,297084,borussiadortmund
daniel svensson,310709,borussiadortmund
kouakou gadou,371500,borussiadortmund
almugera kabar,372034,borussiadortmund
filippo mane,387437,borussiadortmund
elias benkara,387529,borussiadortmund
kaua prates,399455,borussiadortmund
luca reggiani,413817,borussiadortmund
miguel adje,414315,borussiadortmund
romeo ritter,3102553,borussiadortmund
jan-luca riedl,3102556,borussiadortmund
emre can,159142,borussiadortmund
marcel sabitzer,173907,borussiadortmund
felix nmecha,281122,borussiadortmund
carney chukwuemeka,294317,borussiadortmund
ayman azhil,298348,borussiadortmund
jobe bellingham,324820,borussiadortmund
justin lerma,383070,borussiadortmund
enzo de pina duarte dos santos,401450,borussiadortmund
mussa kaba,403933,borussiadortmund
takato yamamoto,410768,borussiadortmund
tom lasse faust,3102554,borussiadortmund
serhou guirassy,186381,borussiadortmund
maximilian beier,290639,borussiadortmund
fabio silva,291629,borussiadortmund
mathis albert,403781,borussiadortmund
samuele inacio,403833,borussiadortmund
marwan mirza,410643,borussiadortmund
arne wessels,3102555,borussiadortmund
tobias sippel,122273,borussiamonchengladbach
daniel batz,149297,borussiamonchengladbach
moritz nicolas,238536,borussiamonchengladbach
jan olschowsky,304631,borussiamonchengladbach
kevin diks,206863,borussiamonchengladbach
nico elvedi,212237,borussiamonchengladbach
daiki hashioka,256966,borussiamonchengladbach
joe scally,272135,borussiamonchengladbach
yukhym konoplia,276082,borussiamonchengladbach
fabio chiarodia,323061,borussiamonchengladbach
david herold,345873,borussiamonchengladbach
lukas ullrich,346617,borussiamonchengladbach
jan leszczynski,384410,borussiamonchengladbach
kevin stoger,175006,borussiamonchengladbach
franck honorat,196029,borussiamonchengladbach
florian neuhaus,238527,borussiamonchengladbach
robin hack,258876,borussiamonchengladbach
philipp sander,275805,borussiamonchengladbach
nathan n'goumou,282676,borussiamonchengladbach
giovanni reyna,290230,borussiamonchengladbach
jens castrop,304793,borussiamonchengladbach
hugo bolin,330239,borussiamonchengladbach
zento uno,341707,borussiamonchengladbach
enzo leopold,343990,borussiamonchengladbach
wael mohya,408539,borussiamonchengladbach
tim kleindienst,185906,borussiamonchengladbach
isac lidberg,221690,borussiamonchengladbach
shuto machino,271352,borussiamonchengladbach
tomas cvancara,307755,borussiamonchengladbach
alexander schwolow,156416,mainz
robin zentner,206114,mainz
stefan bell,144620,mainz
danny da costa,154603,mainz
silvan widmer,175905,mainz
andreas hanche-olsen,218646,mainz
phillipp mwene,239574,mainz
anthony caci,241297,mainz
kacper potulski,375371,mainz
fabio gruber,399746,mainz
lee jae-sung,134103,mainz
dominik kohr,172997,mainz
nadiem amiri,210818,mainz
marco richter,259053,mainz
lennard maloney,267798,mainz
hong hyun-seok,271701,mainz
eric martel,290398,mainz
paul nebel,307282,mainz
sota kawasaki,333646,mainz
otto ruoppi,342667,mainz
kaishu sano,357030,mainz
sheraldo becker,195027,mainz
phillip tietz,234376,mainz
silas katompa-mvumpa,279282,mainz
ransford-yeboah konigsdorffer,300961,mainz
william bøving,303116,mainz
benedict hollerbach,307515,mainz
alynho haidara,404381,mainz
frank lehmann,123772,svelversberg
tim boss,275817,svelversberg
nicolas kristof,324021,svelversberg
elias etringer,3113346,svelversberg
jan gyamerah,188031,svelversberg
maximilian rohr,190167,svelversberg
florian le joncour,215035,svelversberg
nicholas mickelson,275987,svelversberg
lasse gunther,321061,svelversberg
luca sirch,323882,svelversberg
felix keidel,340739,svelversberg
lukas finn pinckert,341826,svelversberg
luis seifert,377481,svelversberg
luca schnellbacher,207335,svelversberg
amara conde,222614,svelversberg
lukasz poreba,326499,svelversberg
maurice krattenmacher,358496,svelversberg
noah darvich,372032,svelversberg
francis-ikechukwu onyeka,379180,svelversberg
frederik schmahl,386454,svelversberg
luca pfeiffer,279959,svelversberg
jason ceka,290512,svelversberg
lukas petkov,310692,svelversberg
tom zimmerschied,364790,svelversberg
cole campbell,379024,svelversberg
filimon gerezgiher,386469,svelversberg
david mokwa,398004,svelversberg
raif adam,417336,svelversberg
peter gulacsi,119620,rbleipzig
leopold zingerle,200079,rbleipzig
maarten vandevoordt,277377,rbleipzig
willi orban,162162,rbleipzig
lukas klostermann,201803,rbleipzig
benjamin henrichs,220711,rbleipzig
david raum,249548,rbleipzig
ridle baku,258963,rbleipzig
lutsharel geertruida,264828,rbleipzig
el chadaille bitshiabu,304740,rbleipzig
maxime esteve,318316,rbleipzig
castello lukeba,319100,rbleipzig
max finkgrafe,368003,rbleipzig
abdoul kone,384380,rbleipzig
eljif elmas,237435,rbleipzig
christoph baumgartner,274897,rbleipzig
nicolas seiwald,305956,rbleipzig
rocco reitz,307364,rbleipzig
antonio nusa,319368,rbleipzig
ezechiel banzuzi,330233,rbleipzig
arthur vermeeren,345805,rbleipzig
assan ouedraogo,364897,rbleipzig
andrija maksimovic,372232,rbleipzig
viggo gebel,388683,rbleipzig
joyeux masanka bungi,406372,rbleipzig
benno kaltefleiter,413837,rbleipzig
johan bakayoko,310131,rbleipzig
romulo,290441,tigresuanl
brajan gruda,357683,rbleipzig
conrad harder,362794,rbleipzig
tidiam gomis,366911,rbleipzig
robert ramsak,372038,rbleipzig
ayodele thomas,380942,rbleipzig
sani suleiman,387845,rbleipzig
yan diomande,402479,rbleipzig
samba konate,413839,rbleipzig
markus schubert,225579,scpaderborn07
nahuel nicolas noll,319415,scpaderborn07
florian pruhs,366362,scpaderborn07
felix gotze,245940,scpaderborn07
marcel hoffmeier,291207,scpaderborn07
laurin curda,364593,scpaderborn07
mattes hansen,364892,scpaderborn07
jano horst,366370,scpaderborn07
nyamekye awortwie-grant,367058,scpaderborn07
tjark scheller,371806,scpaderborn07
tristan zobel,401325,scpaderborn07
clemens lippmann,3098337,scpaderborn07
tom baack,220823,scpaderborn07
raphael obermair,251639,scpaderborn07
sebastian klaas,267513,scpaderborn07
oliver batista meier,276330,scpaderborn07
nick batzner,304766,scpaderborn07
santiago castaneda,338837,scpaderborn07
timur gayret,364789,scpaderborn07
jonah sticker,366828,scpaderborn07
mika baur,367926,scpaderborn07
luka djuric,399219,scpaderborn07
niklas mohr,409108,scpaderborn07
sven michel,197796,scpaderborn07
steffen tigges,231764,scpaderborn07
stefano marino,332543,scpaderborn07
kennedy okpala,361085,scpaderborn07
ruben muller,406466,scpaderborn07
lasse eickel,414361,scpaderborn07
albert millgramm,416412,scpaderborn07
fabian bredlow,201123,vfbstuttgart
marius funk,238129,vfbstuttgart
stefan drljaca,301319,vfbstuttgart
dennis seimen,362585,vfbstuttgart
maximilian mittelstadt,216225,vfbstuttgart
dan-axel zagadou,258870,vfbstuttgart
jeff chabot,258909,vfbstuttgart
josha vagnoman,266839,vfbstuttgart
leonidas stergiou,285866,vfbstuttgart
ramon hendriks,289322,vfbstuttgart
lorenz assignon,308461,vfbstuttgart
ameen al dakhil,323847,vfbstuttgart
luca jaquez,332574,vfbstuttgart
finn jeltsch,372026,vfbstuttgart
grischa promel,218714,vfbstuttgart
atakan karazor,241742,vfbstuttgart
nikolas nartey,259878,vfbstuttgart
chris fuhrich,268951,vfbstuttgart
