player_norm,espn_athlete_id,team_norm
ricardo centurion,193851,racingcordoba
ignacio valsangiacomo,205209,racingcordoba
facundo taborda,233683,racingcordoba
alan olinick,364835,racingcordoba
leandro cordoba,418960,racingcordoba
franco rivasseau,312418,patronato
matias caballero,379941,patronato
roman peralta,403423,patronato
fernando moreyra,165356,patronato
fernando evangelista,178046,patronato
juan salas,290729,patronato
franco meritello,292179,patronato
facundo heredia,316143,patronato
nahuel genez,324032,patronato
federico bravo,183279,
agustin araujo,245772,patronato
facundo diaz,260679,patronato
brandon cortes,287301,patronato
walter rueda,292021,patronato
marcos enrique,301993,patronato
valentin pereyra,336508,patronato
santiago piccioni,341940,patronato
benjamin bravo,343828,patronato
bartolome velasquez,365016,patronato
alejo miro,365051,patronato
augusto picco,365161,patronato
luciano pacco,399778,patronato
luciano strey,420364,patronato
franco soldano,212338,patronato
hernan rivero,217368,patronato
tomas attis,251085,patronato
renzo reynaga,268224,patronato
joaquin barolin,346903,patronato
ramon villarreal,365162,patronato
agustin cardoso,399777,patronato
matias escobar,353401,sanmiguel
andres sosa,358278,sanmiguel
mateo reynoso,378771,sanmiguel
facundo cardozo,159375,sanmiguel
kevin ceceri,235732,sanmiguel
damian adin,271793,sanmiguel
dixon renteria,285192,sanmiguel
franco aguirre,302054,sanmiguel
felipe coronel,318280,sanmiguel
lucio perez,380049,sanmiguel
alexis cruz,418849,
david muller,122371,sanmiguel
leandro ortiz,141079,sanmiguel
ivan ramirez,181660,sanmiguel
leandro desabato,186450,sanmiguel
jorge ferrer,189021,sanmiguel
tomas diaz grassano,302510,sanmiguel
matias benitez,378769,sanmiguel
mateo serra,395264,sanmiguel
fabricio almeida,399818,sanmiguel
thomas carosio,399870,sanmiguel
tiago gordillo,411594,sanmiguel
elian de la cruz,412311,sanmiguel
daniel juarez,68339,sanmiguel
bruno nasta,216714,sanmiguel
lucas delgado,268527,sanmiguel
lucas brochero,309123,sanmiguel
tomas jerez,379991,sanmiguel
maximo oses,382901,sanmiguel
sebastian lopez,88276,losandes
javier bustillos,269798,losandes
marko brey,399788,losandes
julian rodriguez,172029,
daniel franco,200005,losandes
julian navas,234360,losandes
gabriel carrasco,254140,losandes
nazareno fernandez colombo,277733,losandes
brian leizza,301758,losandes
peter martinez grance,335967,losandes
cristian linares,412043,losandes
gonzalo cozzoni,135232,losandes
franco rodriguez,153285,losandes
aaron sandoval,176176,losandes
juan manuel vazquez,208627,losandes
gabriel canete,294448,losandes
benjamin garay,300921,losandes
tomas diaz,324042,losandes
sergio ortiz,338871,losandes
facundo villarreal,399782,losandes
leandro alegre,420920,losandes
thiago cicerone,420927,losandes
mauricio asenjo,201195,losandes
tomas blanco,279075,losandes
mario galeano,313993,losandes
matias gonzalez,335965,losandes
camilo viganoni,361655,losandes
luciano jachfe,278512,nuevachicago
juan carranza,302298,nuevachicago
facundo masuero,309423,nuevachicago
lucas bersce,419604,nuevachicago
dylan gissi,150232,nuevachicago
guillermo ferracuti,189913,nuevachicago
ivan antunes,284861,nuevachicago
elias machuca,301757,nuevachicago
rodrigo ramirez,309576,nuevachicago
bruno palazzo,312145,nuevachicago
gonzalo paz,315927,nuevachicago
gonzalo trindade,360997,nuevachicago
diego arroyo,363096,nuevachicago
roman zalazar,396963,nuevachicago
geronimo velozo,401384,nuevachicago
gabriel reta,418946,nuevachicago
emerson silveira,418947,nuevachicago
enzo carrizo,422260,nuevachicago
emiliano mendez,147487,nuevachicago
alan ruiz,154912,nuevachicago
lucas lopez,186458,nuevachicago
mauro perez,216671,nuevachicago
evelio cardozo,285034,nuevachicago
tomas rodriguez,288563,nuevachicago
enzo roldan,303318,nuevachicago
ramiro balbuena,310223,nuevachicago
maximiliano rogoski,313871,nuevachicago
gabriel vega,324041,nuevachicago
german mansilla,399732,nuevachicago
tomas orqueida,399734,nuevachicago
javier pereyra,401864,nuevachicago
braian toloza,403341,nuevachicago
leonel ortiz,408793,nuevachicago
nazareno petrecca,408795,nuevachicago
alejo gonzalez,411176,
joaquin gonzalez,418948,nuevachicago
facundo castro,202487,nuevachicago
lucas ambrogio,290713,nuevachicago
sebastian cocimano,301957,nuevachicago
diego barros,382941,nuevachicago
gonzalo marinelli,128752,quilmes
mateo rodriguez,258694,quilmes
esteban glellel,285703,quilmes
joaquin canadell,405587,quilmes
leonel vangioni,91536,quilmes
nicolas colazo,136168,quilmes
ariel kippes,212861,quilmes
agustin bindella,278516,quilmes
joaquin novillo,283899,quilmes
thomas ortega,301964,
martin vallejos,335369,quilmes
lucas romeo,388730,quilmes
julian gurzi,388732,quilmes
agustin ortega,395345,quilmes
tiago marghetich,395346,quilmes
santiago luna,403201,quilmes
pedro paredes,74008,quilmes
ramiro martinez,208646,quilmes
agustin bolivar,262488,quilmes
agustin lavezzi,278609,quilmes
juan yangali,335866,quilmes
ulises vera,358117,quilmes
mirko juarez,380004,quilmes
mauro fernandez,162587,quilmes
aaron spetale,332517,quilmes
axel batista,338689,quilmes
pio bonacci,358116,quilmes
jano coronel,401598,quilmes
gabriel vazquez,403737,quilmes
sebastian diaz,204911,sanmartinsanjuan
federico bonansea,216786,sanmartinsanjuan
maximiliano velazco,233941,sanmartinsanjuan
lautaro garzon,339192,sanmartinsanjuan
francisco emanuel valenzuela baron,3112558,sanmartinsanjuan
emanuel aguilera,149462,sanmartinsanjuan
leonel alvarez,235161,sanmartinsanjuan
federico murillo,251837,sanmartinsanjuan
mauro osores,259442,sanmartinsanjuan
facundo nadalin,268605,sanmartinsanjuan
hernan zuliani,335366,sanmartinsanjuan
lucas veron,418949,sanmartinsanjuan
sebastian gonzalez,128222,sanmartinsanjuan
guillermo acosta,181820,
leonardo monje,199805,sanmartinsanjuan
nicolas pelaitay,200290,sanmartinsanjuan
carlo lattanzio,223078,sanmartinsanjuan
diego mercado,268844,sanmartinsanjuan
gonzalo lucero,276912,sanmartinsanjuan
sebastian jaurena,277735,sanmartinsanjuan
luciano ferreyra,297046,sanmartinsanjuan
ramiro rumbolo,316130,sanmartinsanjuan
manuel cocca,354627,sanmartinsanjuan
luciano riveros,380147,sanmartinsanjuan
nicolas iachetti,418950,sanmartinsanjuan
rodrigo nieva,3101226,sanmartinsanjuan
gabriel hachen,169177,sanmartinsanjuan
franco coronel,258593,sanmartinsanjuan
nahuel acosta,317952,sanmartinsanjuan
genaro rossi,318278,sanmartinsanjuan
nazareno funez,318281,sanmartinsanjuan
bruno juncos,368338,sanmartinsanjuan
francisco valenzuela,376556,sanmartinsanjuan
lautaro aguero,421861,sanmartinsanjuan
mauro leguiza,147550,midland
lucas escobar,339194,midland
luciano recalde,234983,midland
emilio porro,242653,midland
pablo casarico,336818,midland
mariano penepil,338142,midland
bautista lamosa,400808,midland
mirko olavarria,400814,midland
pedro castoran,400818,midland
genaro cepeda,401406,midland
tomas muia,417989,midland
joel canalda,417990,midland
mauro frattini,146346,midland
gonzalo gomez,264094,midland
ramiro luna,309121,midland
matias flores,316070,midland
jesus camano,345262,midland
matias abbruzzese,358730,midland
lautaro diaz laharque,378768,midland
dylan aguilar,400809,midland
nicolas violini,400817,midland
facundo marin,402903,midland
rodrigo cao,302052,midland
amos perales,309405,midland
marcos roseti,316285,midland
matteo cucinotta,360193,midland
santino primante,388462,midland
uriel guzman,417992,midland
valentino madalon,417993,midland
david bulacio,418906,midland
juan rial,107409,santelmo
joaquin enrico,338909,santelmo
facundo roncaglia,99484,santelmo
patricio romero,206669,santelmo
emanuel diaz,233445,santelmo
martin gonzalez,336487,
carlos casas,342276,santelmo
juan motroni,399733,santelmo
lazaro britez,418909,
rodrigo dinocco,418910,santelmo
lautaro buteler,3098411,santelmo
cristian nunez,200334,santelmo
fabian henriquez,227699,santelmo
javier iritier,249224,santelmo
matias ledesma,262486,santelmo
juan zurbriggen,269804,santelmo
inaki lartirigoyen,324011,santelmo
elias britez,333704,santelmo
gabriel paredes,342199,santelmo
ian pardo,342277,santelmo
leonel pollacchi,358394,santelmo
evan alvarez,368687,santelmo
cristian ortiz,379788,santelmo
roman gamarra,385918,santelmo
renzo uriburu,399738,santelmo
joel gonzalez,170703,santelmo
nicolas molina,188381,santelmo
facundo baez,234460,santelmo
jeronimo porto,315618,santelmo
martin batallini,315727,santelmo
gaston viera,327005,santelmo
elias peralta,361414,santelmo
matias salerno,380045,santelmo
mateo cardozo,421741,santelmo
juan jaime,118892,sanmartintucuman
dario sand,264825,sanmartintucuman
nahuel manganelli,301956,sanmartintucuman
nicolas ferreyra,180904,sanmartintucuman
victor salazar,184044,sanmartintucuman
ezequiel parnisari,199029,sanmartintucuman
rodrigo ayala,216059,sanmartintucuman
nahuel gallardo,267577,sanmartintucuman
jorge emanuel juarez,310760,sanmartintucuman
thiago penalba,358111,sanmartintucuman
guillermo rodriguez,359185,
laureano rodriguez,379680,
alejandro galvan,421297,sanmartintucuman
nicolas castro,57149,sanmartintucuman
anibal paz,78802,sanmartintucuman
matias ariel garcia,176235,sanmartintucuman
gabriel carabajal,200429,sanmartintucuman
leonardo monroy,241623,sanmartintucuman
jesus soraire,278505,sanmartintucuman
kevin lopez,324349,sanmartintucuman
milton rios,359441,sanmartintucuman
alan cisnero,393465,sanmartintucuman
agustin graneros,399776,sanmartintucuman
octavio zamora,421298,sanmartintucuman
juan valdez,421676,sanmartintucuman
diego diellos,180322,sanmartintucuman
gonzalo rodriguez,242669,sanmartintucuman
santiago brinone,277209,sanmartintucuman
alvaro veliez,277731,sanmartintucuman
nicolas moreno,315803,sanmartintucuman
lautaro ovando,318178,sanmartintucuman
mauro veron,335513,sanmartintucuman
luca arfaras,402556,sanmartintucuman
leonel sir,422170,sanmartintucuman
ezequiel mastriola,195684,temperley
jeronimo pourtau,254138,temperley
valentin diaz,380091,
lisandro morrone,395651,temperley
rodrigo mazur,188942,temperley
pedro souto,287502,temperley
lucas angelini,292133,temperley
santiago flores,309434,temperley
valentino werro,339019,temperley
valentin aguinagalde,340892,temperley
matias calzon,384972,temperley
franco tirotta,3102242,temperley
luciano nieto,126566,temperley
adrian arregui,184039,temperley
geronimo tomasetti,285025,temperley
franco diaz,287505,
nicolas avalos,336415,temperley
lucas richarte,384053,temperley
lorenzo monti azpiazu,399705,temperley
gabriel hauche,83587,temperley
brandan fernando,84281,temperley
jonathan diaz,124734,temperley
eduardo melo,187476,temperley
marcos echeverria,197040,temperley
franco benitez,206644,temperley
oswaldo pacheco,358113,temperley
facundo kruger,358118,temperley
julian carrasco,359444,temperley
bautista fernandez,421302,temperley
roman quiroga,3098919,temperley
tiziano lionel noriega,3102218,tristansuarez
daniel monllor,206706,tristansuarez
joaquin mendive,253971,tristansuarez
joaquin bigo,292104,tristansuarez
marcos funes,418935,tristansuarez
nicolas henry,255645,tristansuarez
alejandro molina,264954,tristansuarez
matias olguin,289049,tristansuarez
mauricio guzman,303580,tristansuarez
brian caraballo,318298,tristansuarez
ayrton sanchez,335493,
manuel agustin guillen,361002,tristansuarez
nicolas sanchez,83555,tristansuarez
diego becker,255930,tristansuarez
nicolas del priore,276006,tristansuarez
joaquin trasante,276060,tristansuarez
agustin baldi,292058,tristansuarez
maximiliano luayza,307318,tristansuarez
walter berrondo,358889,tristansuarez
maximo ferulano,358895,tristansuarez
fernando alvarez,361412,
gianluca banuera,364403,tristansuarez
kevin colli,388341,tristansuarez
santiago aquino,399793,tristansuarez
cesar romero,403333,tristansuarez
mateo bustamante,421292,tristansuarez
maximiliano alvarez,140673,tristansuarez
renzo conechny,318180,tristansuarez
jonathan beron,346965,tristansuarez
santiago magnotta,381649,tristansuarez
leo,200660,athleticopr
guido herrera,173174,bahia
ronaldo,229574,internacional
victor,417810,
fabio,158382,fluminense
iuri jean carlo neres dos santos,422022,
santiago ramos,82782,bahia
david duarte,219090,bahia
iago,252800,bahia
kanu,252973,bahia
marco moreno,294932,bahia
luciano juba,304757,bahia
marcos victor,334243,bahia
ze guilherme,360186,bahia
luiz gustavo,371496,corinthians
roman gomez,381149,bahia
fredi lippert,400318,bahia
gerald,418962,bahia
everton ribeiro,199017,bahia
michel araujo,227241,bahia
erick,256044,vitoria
rodrigo nestor,266664,bahia
jean lucas,269910,bahia
nicolas acevedo,285757,bahia
caio alexandre,299932,bahia
roger gabriel,360136,bahia
david martins,400314,bahia
pedrinho,400322,bahia
wendel passos,400328,bahia
cristian olivera,124439,bahia
everaldo,167845,bahia
willian jose,198360,bahia
ademir,269675,bahia
alejo veliz,318291,bahia
erick pulga,333907,bahia
mateo sanabria,335673,bahia
ruan pablo,387949,bahia
dell,400315,bahia
joao coni,400320,bahia
kaue furquim,407479,bahia
lyan araujo santos,410922,bahia
caio suassuna,417809,bahia
ryan nascimento,418963,bahia
gabriel batista,228401,botafogo
raul,233826,botafogo
warleson,250143,botafogo
cristian loor,361362,botafogo
cleber lucas chieppe chagas,414541,botafogo
fernando marcal,170362,botafogo
alex telles,199734,botafogo
kaio,347456,corinthians
nahuel ferraresi,245291,botafogo
lucas monzon,277069,botafogo
mateo ponte,359977,botafogo
jhoan hernandez,362496,botafogo
ythallo,365558,botafogo
caio roque,367088,botafogo
anthony,380536,botafogo
kadu,400952,botafogo
marcos vinagre,402669,botafogo
riquelme felipe,407245,botafogo
gabriel pereira justino,411648,botafogo
gabriel da silva abdias,411889,botafogo
kaua serafim,419140,botafogo
herick garcia da silva neves,3102503,botafogo
allan,223437,corinthians
edenilson,402426,vitoria
domingos,297039,botafogo
cristian medina,297056,botafogo
danilo santos,306764,
bernardo valim,355366,botafogo
jordan barrera,360063,botafogo
alvaro montoro,379785,botafogo
wallace davi,382972,botafogo
victor hugo,334382,atleticomg
caua zappelini,399181,botafogo
caio valle,399182,botafogo
kauan toledo,400067,botafogo
arthur novaes,417755,botafogo
miguel caldas,417757,botafogo
victor hugo goncalves dos santos,3102502,
lucas villalba,176810,botafogo
joaquin correa,195638,botafogo
arthur cabral,224103,botafogo
junior santos,269843,botafogo
danilo,170369,flamengo
matheus martins,314841,botafogo
nathan fernandes,362784,botafogo
jose kadir,411290,botafogo
felipe januario,417805,botafogo
arthur izaque,417806,botafogo
matheusinho,315766,vitoria
lucas emanuel jales do nascimento,3102504,botafogo
gabriel delfim,318191,atleticomg
pedro cobra,376488,atleticomg
vitor hugo,404207,cruzeiro
lyanco,220747,atleticomg
leo duarte,234015,atleticomg
renan lodi,245858,atleticomg
angelo preciado,256560,atleticomg
natanael,304699,atleticomg
julio vargas,337868,atleticomg
ivan roman,357697,atleticomg
samuel barros,379721,atleticomg
vitao,254145,flamengo
wanderson junior de souza vaz,401051,atleticomg
pedro francisco fachinetti dos santos,415445,
luis gustavo,417567,atleticomg
kaua pascini,417569,atleticomg
bernard,158272,atleticomg
gustavo scarpa,205074,atleticomg
maycon,233416,atleticomg
alan franco,228493,tigresuanl
igor gomes,268472,atleticomg
reiner,286703,atleticomg
alexsander,336386,atleticomg
patrick silva,361460,
eric,398929,atleticomg
hendel dos santos,398946,atleticomg
mamady cisse,417570,atleticomg
mateus romero,421541,atleticomg
joao pedro porto lucrecio,3103553,atleticomg
mateo casierra,215934,atleticomg
tomas cuello,252197,atleticomg
alan minda,319422,atleticomg
lucas louback,383035,atleticomg
gabriel veneno,410939,atleticomg
wallysson da silva,413673,atleticomg
caua soares,417568,atleticomg
murillo fernandes,417574,atleticomg
riquelme henrique,421540,atleticomg
joao teixeira,421542,atleticomg
mycael,322655,athleticopr
matheus rocha,361393,athleticopr
maksym voronov,382868,athleticopr
carlos eduardo souza de barros,403290,athleticopr
carlos teran,192080,athleticopr
gilberto,198761,athleticopr
juan felipe aguirre,270242,athleticopr
gaston benavidez,287688,athleticopr
lucas esquivel,309499,athleticopr
filipinho,315789,athleticopr
leonardo derik,338881,athleticopr
dantas,360826,athleticopr
gilberto junior,361454,athleticopr
arthur dias,381170,athleticopr
victor vinicius teodoro ferraz,405455,athleticopr
claudinho,417345,athleticopr
gustavo veiga,417346,athleticopr
murilo camargo,417506,athleticopr
arthur monteiro,422534,athleticopr
juan portilla,94976,athleticopr
jadson,173351,athleticopr
alejandro garcia,268187,athleticopr
bruno zapelli,296574,athleticopr
eduardo,421488,palmeiras
joao cruz,361359,athleticopr
chiqueti,361383,athleticopr
diogo riquelme,382858,athleticopr
guilherme back,382862,athleticopr
bruninho,417344,athleticopr
kauan stabelini,417347,athleticopr
lucas marezi,417348,athleticopr
benjamin brito,418052,athleticopr
stiven mendoza,197049,athleticopr
kevin viveros,268476,athleticopr
renan,318152,athleticopr
jorge rivaldo,378910,athleticopr
lucas amorim,380149,athleticopr
leozinho,380327,athleticopr
juliano santini,418051,athleticopr
hugo souza,257051,corinthians
matheus donelli,284998,corinthians
kaue camargo,361442,corinthians
felipe longo,361463,corinthians
matheus correa,376482,corinthians
gustavo milani,421612,corinthians
gustavo henrique,399297,santos
gabriel paulista,192226,corinthians
andre ramalho,194090,corinthians
fabrizio angileri,195756,corinthians
mateuzinho,272533,corinthians
matheus bidu,287774,corinthians
hugo,399074,saopaulo
pedro milans,359849,corinthians
guilherme pellegrin almeida,379516,corinthians
jacare,399414,corinthians
yago veloso,415446,corinthians
iago machado,421414,corinthians
caua ribeiro,421614,corinthians
levi dias,421618,corinthians
joao vitor,417751,vascodagama
andre carrillo,148189,corinthians
jesse lingard,169136,corinthians
alex santana,196879,corinthians
raniele,236099,corinthians
rodrigo garro,270562,corinthians
breno bidon,338898,corinthians
luiz eduardo,379848,corinthians
dieguinho,382944,corinthians
luiz fabio,417419,corinthians
pedro thomas,421613,corinthians
guilherme caragua,421615,corinthians
guilherme pires,421616,corinthians
zakaria labyad,144324,corinthians
memphis depay,159255,corinthians
pedro raul,234070,corinthians
yuri alberto,266666,corinthians
kayke ferrari,361467,corinthians
gui negao,382959,corinthians
luiz fernando,421505,palmeiras
nicollas,400429,corinthians
nicolas araujo,400447,corinthians
christian santos,421609,corinthians
kayque,421617,corinthians
cassio,108347,cruzeiro
otavio costa,337996,cruzeiro
leo aragao,361949,cruzeiro
marcelo,383087,
vitor lamounier,404611,cruzeiro
fagner,108342,cruzeiro
william,212077,cruzeiro
fabricio bruno,236111,cruzeiro
gabriel rojas,238734,cruzeiro
joao marcelo,286558,cruzeiro
jonathan jesus,363020,cruzeiro
nicolas pontes,383098,cruzeiro
kaua moraes silva,403572,
gustavo carvalho,421405,cruzeiro
kelvin coutinho,421406,cruzeiro
lucas romero,77577,cruzeiro
gerson,210135,cruzeiro
matheus henrique,268221,cruzeiro
neyser villareal,370814,cruzeiro
rhuan gabriel,371530,cruzeiro
alessandro,383088,cruzeiro
murilo rhikman,383097,cruzeiro
ze lucas,402423,cruzeiro
felipe morais,404202,cruzeiro
eduardo pape,421402,cruzeiro
andre balbino,421403,cruzeiro
wanderson,421952,vitoria
chico,198273,mirassol
bruno rodrigues,227737,cruzeiro
luis sinisterra,235116,cruzeiro
kaio jorge,280978,cruzeiro
gabriel pec,295005,cruzeiro
keny arroyo,371534,cruzeiro
ruan silva fonseca,374514,cruzeiro
kaique kenji,383096,cruzeiro
pietro tavares,413768,cruzeiro
rayan lelis,414352,cruzeiro
danilo gimenes,421404,cruzeiro
gabriel leite,203222,coritiba
keiller,234080,coritiba
pedro rangel,311037,coritiba
benassi,334277,coritiba
pedro luccas,364880,coritiba
maicon,124025,coritiba
rodrigo moledo,155268,coritiba
tinga,200826,coritiba
bruno melo,243831,coritiba
jacy maranhao,256018,coritiba
felipe jonatan,272437,coritiba
joao pedro chermont,371527,coritiba
joao almeida,402816,coritiba
lucas taverna,403736,coritiba
josue pesqueira,150215,coritiba
willian,178487,gremio
thiago santos,188143,coritiba
fernando sobral,201942,coritiba
wallison luiz,269848,coritiba
thiago azaf,384026,coritiba
tissi,402818,coritiba
alejandro ararat,404711,coritiba
paulo roberto,417356,coritiba
keno,203693,coritiba
pedro rocha,216846,coritiba
breno,398657,fluminense
rodrigo rodrigues,236410,coritiba
brian ocampo,276058,coritiba
fabinho,307934,redbullbragantino
vini paulista,316781,coritiba
joaquin lavega,333306,coritiba
renato marques,338053,coritiba
lucas ronier,360137,coritiba
eberth,377787,coritiba
enzo vagner,417822,coritiba
david alves,421314,coritiba
tulio eduardo silva de oliveira,3108270,chapecoense
walter,196851,mirassol
georgemy,199011,mirassol
thomazella,203754,mirassol
alex muralha,204095,mirassol
gabriel,357722,vascodagama
reinaldo,115379,mirassol
victor luis,198108,
lucas oliveira,233888,mirassol
joao victor carroll,250899,mirassol
elias lira nogueira junior,256905,mirassol
willian machado,270797,mirassol
igor marques,299967,mirassol
gabriel knesowitsch,338674,mirassol
caua victor soares da silva,418795,mirassol
marcelo barbosa de santos,418796,
neto moura,203715,mirassol
gustavo cazonatti,235998,mirassol
gustavo mosquito,250904,mirassol
shaylon,252610,mirassol
jose aldo,290092,mirassol
denilson,325101,mirassol
joao wellington,358337,mirassol
giovanni pacheco,421445,mirassol
edson carioca,94310,mirassol
negueba,153646,mirassol
andre luis,205448,mirassol
alesson,250388,mirassol
antonio galeano,254464,mirassol
bruno santos,314915,mirassol
vinicius bacchi de castro,418797,mirassol
felipe pereira dos,421444,mirassol
vitor eudes,255327,fluminense
marcelo pitaluga,269546,fluminense
gustavo ramalho,315456,fluminense
gustavo felix,398661,fluminense
thiago silva,96254,fluminense
samuel xavier,146162,fluminense
rene,379359,vitoria
guilherme arana,207269,fluminense
igor rabello,212879,fluminense
julian millan,235941,fluminense
guga,271557,fluminense
juan freytes,276023,fluminense
ignacio,281559,fluminense
julio fidelis,373775,fluminense
jemmes,384032,fluminense
kaio borges,398663,fluminense
gorgulho,421388,fluminense
ganso,175902,fluminense
alisson,412558,internacional
david terans,207912,fluminense
lima,222955,fluminense
nonato,238342,fluminense
martinelli,307946,fluminense
hercules,336622,fluminense
vagno,403160,fluminense
naara,404205,fluminense
peter,421385,fluminense
paulo guilherme,421389,fluminense
ruan sales,421390,fluminense
rodrigo castillo,116395,fluminense
hulk,124068,fluminense
german cano,165749,fluminense
jefferson savarino,177219,fluminense
yeferson soteldo,194039,fluminense
agustin canobbio,241466,fluminense
kevin serna,287633,fluminense
john kennedy,312741,fluminense
joao pedro silverio lourenco,357484,fluminense
matheus reis,371529,fluminense
isack pele,379485,fluminense
riquelme,301860,vascodagama
wesley nata,403159,fluminense
keven samuel,403162,fluminense
enzo,421387,fluminense
ivan,417834,vitoria
marcelo rangel,206952,remo
ygor vinhas,269643,remo
alexandre,400948,
joao victor,259879,saopaulo
marllon,157743,remo
cristian tassano,217550,remo
braian cufre,227931,remo
duplexe tchamba,254447,remo
leo andrade,265535,remo
matheus piaui,271706,remo
mayk,277092,remo
matheus alexandre,280678,remo
joao,402708,flamengo
marcelinho,304826,remo
ze ivaldo,319270,remo
kerlon ormerode brito da cruz,3096158,remo
kauan garcia ferreira,3096162,remo
yago pikachu,186832,remo
patrick,198362,remo
jose welison,201793,remo
ze ricardo,276661,remo
leonel picco,286532,remo
edson fernando,290028,remo
franco catarozzi,317381,remo
david francisco,359364,remo
tico,400953,remo
miguel,421940,remo
vitor bueno,200775,remo
gabriel taliari,235385,remo
jaderson,252833,remo
gabriel poveda,274517,remo
alef manga,301188,remo
rafael monti,398996,remo
andres gonzalez,421939,remo
agustin rossi,215388,flamengo
andrew,278802,flamengo
dyogo alves,343843,flamengo
leo nannetti,399456,flamengo
gabriel laizo werneck,415444,flamengo
alex sandro,125514,flamengo
leo pereira,145405,flamengo
guillermo varela,188368,flamengo
ayrton lucas,203077,
emerson royal,246844,flamengo
daniel sales,357115,flamengo
gusttavo sousa,389773,flamengo
johnny monteiro goes,401309,flamengo
daniel carvalho marinho da silva,417897,flamengo
ernest munoz,421502,flamengo
saul niguez,172269,flamengo
giorgian de arrascaeta,179767,flamengo
erick pulgar,202533,flamengo
jorge carrascal,208700,flamengo
lucas paqueta,234715,flamengo
nicolas de la cruz,251889,flamengo
samuel lino,253937,flamengo
evertton,334752,flamengo
lorran,357117,flamengo
guilherme gomes,379497,flamengo
pablo lucio,398646,flamengo
lucas santos,399720,
joshua,402494,flamengo
jhefinho,402709,flamengo
kaio nobrega,409577,flamengo
gabriel amancio,419154,flamengo
juan sayago,421508,flamengo
everton,198940,flamengo
bruno henrique,188485,internacional
luiz araujo,234765,flamengo
pedro,235017,flamengo
gonzalo plata,277352,flamengo
wallace yan,358167,flamengo
douglas telles,402703,flamengo
josmar,414359,flamengo
gustavo rodrigues nunes,415443,flamengo
alan santos,417653,flamengo
tiago volpi,145092,redbullbragantino
cleiton,239368,redbullbragantino
fernando costa,361620,redbullbragantino
gustavo reis,386191,redbullbragantino
pedro henrique,202485,redbullbragantino
juninho capixaba,229555,redbullbragantino
agustin sant'anna,253486,redbullbragantino
alix vinicius,257335,redbullbragantino
eduardo santos,296900,
guzman rodriguez,302225,redbullbragantino
vanderlan,307933,redbullbragantino
jose hurtado,311087,redbullbragantino
gustavo marques,334375,redbullbragantino
weimar vivas,405498,redbullbragantino
caue nascimento santos,407650,redbullbragantino
ryan augusto,418512,redbullbragantino
breno de moraes,421626,redbullbragantino
matheus fernandes,225538,redbullbragantino
lucas barbosa,248584,redbullbragantino
ramires,279941,redbullbragantino
ignacio laquintana,285233,redbullbragantino
bruno conceicao,289910,redbullbragantino
joao neto,291053,redbullbragantino
ignacio sosa,317370,redbullbragantino
rodriguinho,339001,redbullbragantino
gustavinho,357358,redbullbragantino
marcelinho braz,361621,redbullbragantino
gabriel lopes,381282,redbullbragantino
davi gomes,398850,redbullbragantino
yuri,400891,redbullbragantino
eduardo sasha,199680,redbullbragantino
isidro pitta,287035,redbullbragantino
thiago borbas,302628,redbullbragantino
bruno goncalves,319950,redbullbragantino
henry mosquera,333314,redbullbragantino
jose herrera,335360,redbullbragantino
filipe,381283,redbullbragantino
vinicinho,383987,redbullbragantino
jhuan nunes,421416,redbullbragantino
gustavo caballero,154853,santos
joao paulo,421507,palmeiras
gabriel brazao,266665,santos
diogenes,322630,santos
rodrigo falcao,379464,santos
arthur vale,421473,santos
mayke,178927,santos
luan peres,198546,santos
lucas verissimo,231324,santos
adonis frias,234447,santos
igor,235894,santos
gonzalo escobar,236353,santos
marcelo torrez,390968,santos
vinicius lira,399409,santos
joao alencar,403721,santos
rafael gonzaga,404206,santos
joao ananias,408862,santos
willian arao,173621,santos
joao schmidt,196856,santos
ze rafael,201660,santos
thaciano,218938,santos
christian oliva,270486,santos
alvaro barreal,279454,santos
gabriel menino,301544,santos
miguel terceros,330665,santos
nicola profeta,374817,santos
gabriel bontempo,399179,santos
vinicius rocha,413770,
pepe fermino,417617,santos
kauan barreto,421476,santos
kenay,421477,santos
samuel mendes,421478,santos
vinicius fabri,421479,santos
neymar,132948,santos
gabriel barbosa,182522,santos
rony,236314,santos
benjamin rollheiser,269813,santos
moises,304365,santos
joao victor dos santos alves,380360,santos
mateus xavier,386311,santos
kaio ganga,399724,santos
nadson,400876,santos
robinho junior,407480,santos
pedro assis,417953,santos
fernando pradella rocha,418214,santos
david nogueira,421474,santos
gabriel follmer,421475,santos
davizinho,422922,santos
sergio rochet,184206,internacional
matheus cunha queiroz,315201,internacional
anthoni,315428,internacional
kauan,361392,internacional
diego esser,379787,internacional
henrique menke,382893,internacional
filipe borba sirio,3106016,internacional
gabriel mercado,76818,internacional
guillermo maripan,200562,internacional
juninho,239983,pumasunam
felix torres,251963,internacional
alexander bernabei,285029,internacional
matheus bahia,304656,internacional
victor gabriel,405272,
pedro kaua,382898,internacional
denis marfo,417351,internacional
luiz felipe de morais francisco,422157,internacional
alan patrick,165232,internacional
richard,198346,internacional
thiago maia,213239,internacional
rodrigo villagra,286704,internacional
paulinho,189480,toluca
bruno gomes,295006,internacional
calebe,304469,internacional
allex,361374,internacional
alan rodriguez,363477,internacional
kauan alves,402688,internacional
benjamin arhin,413248,internacional
joao kempes,417353,internacional
gabriel vinicius oliveira da silva,422158,internacional
