PLAYER_NAME,PLAYER_NORM,team_pp,def_league,season_avg,games,category,prop_norm,team_slate,TEAM,rank_on_team,leader_side,PLAYER_NAME_split,league,def_bucket,n_games,n,n_elite,n_weak,over_rate,avg_delta_all,avg_delta_vs_elite,avg_delta_vs_weak,avg_delta_vs_mid,def_rank_corr,weak_over_rate,elite_over_rate,def_boost,def_boost_hist,overperform_vs_weak,fades_vs_elite,player,player_slate,team,opp_team,prop_norm_slate,line,slate_opp_def_rank,slate_opp_def_tier,line_hit_rate_over_ou_5,stat_last5_avg,player_norm,on_slate,slate_edge_signal
Alan Sosa,alan sosa,ALDOSIVI,Argentina,0.0,5,assists,assists,ALDOSIVI,ALDOSIVI,1,bottom,Alan Sosa,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Alan Sosa,,,,,,,,,,,True,False
Andrés Chávez,andres chavez,ALDOSIVI,Argentina,0.0,5,assists,assists,ALDOSIVI,ALDOSIVI,2,bottom,Andrés Chávez,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Andrés Chávez,,,,,,,,,,,True,False
Bautista Dadín,bautista dadin,ALDOSIVI,Argentina,0.0,5,assists,assists,ALDOSIVI,ALDOSIVI,3,bottom,Bautista Dadín,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Bautista Dadín,,,,,,,,,,,True,False
Alan Sosa,alan sosa,ALDOSIVI,Argentina,0.0,5,assists,assists,ALDOSIVI,ALDOSIVI,1,top,Alan Sosa,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Alan Sosa,,,,,,,,,,,True,False
Andrés Chávez,andres chavez,ALDOSIVI,Argentina,0.0,5,assists,assists,ALDOSIVI,ALDOSIVI,2,top,Andrés Chávez,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Andrés Chávez,,,,,,,,,,,True,False
Bautista Dadín,bautista dadin,ALDOSIVI,Argentina,0.0,5,assists,assists,ALDOSIVI,ALDOSIVI,3,top,Bautista Dadín,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Bautista Dadín,,,,,,,,,,,True,False
Andrés Chávez,andres chavez,ALDOSIVI,Argentina,0.0,5,goals,goals,ALDOSIVI,ALDOSIVI,1,bottom,Andrés Chávez,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Andrés Chávez,,,,,,,,,,,True,False
Bautista Dadín,bautista dadin,ALDOSIVI,Argentina,0.0,5,goals,goals,ALDOSIVI,ALDOSIVI,2,bottom,Bautista Dadín,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Bautista Dadín,,,,,,,,,,,True,False
Elías López,elias lopez,ALDOSIVI,Argentina,0.0,5,goals,goals,ALDOSIVI,ALDOSIVI,3,bottom,Elías López,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Elías López,,,,,,,,,,,True,False
Alan Sosa,alan sosa,ALDOSIVI,Argentina,0.2,5,goals,goals,ALDOSIVI,ALDOSIVI,1,top,Alan Sosa,Argentina,elite,2,2,2,0,0.5,0.375,0.375,,,,,0.5,,,False,False,Alan Sosa,,,,,,,,,,,True,False
Nicolás Cordero,nicolas cordero,ALDOSIVI,Argentina,0.2,5,goals,goals,ALDOSIVI,ALDOSIVI,2,top,Nicolás Cordero,Argentina,elite,2,2,2,0,0.0,-0.29166666666666663,-0.29166666666666663,,,,,0.0,,,False,False,Nicolás Cordero,,,,,,,,,,,True,False
Andrés Chávez,andres chavez,ALDOSIVI,Argentina,0.0,5,goals,goals,ALDOSIVI,ALDOSIVI,3,top,Andrés Chávez,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Andrés Chávez,,,,,,,,,,,True,False
Lucas Acosta,lucas acosta,ALDOSIVI,Argentina,1.0,5,saves,saves,ALDOSIVI,ALDOSIVI,1,bottom,Lucas Acosta,Argentina,elite,2,2,2,0,1.0,2.125,2.125,,,,,1.0,,,False,False,Lucas Acosta,,,,,,,,,,,True,False
Ignacio Chicco,ignacio chicco,ALDOSIVI,Argentina,1.8,5,saves,saves,ALDOSIVI,ALDOSIVI,2,bottom,Ignacio Chicco,Argentina,elite,2,2,2,0,0.0,-2.625,-2.625,,,,,0.0,,,False,True,Ignacio Chicco,,,,,,,,,,,True,False
Ignacio Chicco,ignacio chicco,ALDOSIVI,Argentina,1.8,5,saves,saves,ALDOSIVI,ALDOSIVI,1,top,Ignacio Chicco,Argentina,elite,2,2,2,0,0.0,-2.625,-2.625,,,,,0.0,,,False,True,Ignacio Chicco,,,,,,,,,,,True,False
Lucas Acosta,lucas acosta,ALDOSIVI,Argentina,1.0,5,saves,saves,ALDOSIVI,ALDOSIVI,2,top,Lucas Acosta,Argentina,elite,2,2,2,0,1.0,2.125,2.125,,,,,1.0,,,False,False,Lucas Acosta,,,,,,,,,,,True,False
Bautista Dadín,bautista dadin,ALDOSIVI,Argentina,0.0,5,shots,shots,ALDOSIVI,ALDOSIVI,1,bottom,Bautista Dadín,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Bautista Dadín,,,,,,,,,,,True,False
Ignacio Chicco,ignacio chicco,ALDOSIVI,Argentina,0.0,5,shots,shots,ALDOSIVI,ALDOSIVI,2,bottom,Ignacio Chicco,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Ignacio Chicco,,,,,,,,,,,True,False
Leonardo Sigali,leonardo sigali,ALDOSIVI,Argentina,0.0,5,shots,shots,ALDOSIVI,ALDOSIVI,3,bottom,Leonardo Sigali,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Leonardo Sigali,,,,,,,,,,,True,False
Alan Sosa,alan sosa,ALDOSIVI,Argentina,2.6,5,shots,shots,ALDOSIVI,ALDOSIVI,1,top,Alan Sosa,Argentina,elite,2,2,2,0,1.0,2.2916666666666665,2.2916666666666665,,,,,1.0,,,False,False,Alan Sosa,,,,,,,,,,,True,False
Nicolás Cordero,nicolas cordero,ALDOSIVI,Argentina,2.0,5,shots,shots,ALDOSIVI,ALDOSIVI,2,top,Nicolás Cordero,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Nicolás Cordero,,,,,,,,,,,True,False
Martín García,martin garcia,ALDOSIVI,Argentina,1.8,5,shots,shots,ALDOSIVI,ALDOSIVI,3,top,Martín García,Argentina,elite,2,2,2,0,0.0,-0.5,-0.5,,,,,0.0,,,False,True,Martín García,,,,,,,,,,,True,False
Bautista Dadín,bautista dadin,ALDOSIVI,Argentina,0.0,5,shots_on_target,shots_on_target,ALDOSIVI,ALDOSIVI,1,bottom,Bautista Dadín,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Bautista Dadín,,,,,,,,,,,True,False
Elías López,elias lopez,ALDOSIVI,Argentina,0.0,5,shots_on_target,shots_on_target,ALDOSIVI,ALDOSIVI,2,bottom,Elías López,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Elías López,,,,,,,,,,,True,False
Federico Laurelli,federico laurelli,ALDOSIVI,Argentina,0.0,5,shots_on_target,shots_on_target,ALDOSIVI,ALDOSIVI,3,bottom,Federico Laurelli,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Federico Laurelli,,,,,,,,,,,True,False
Nicolás Cordero,nicolas cordero,ALDOSIVI,Argentina,0.8,5,shots_on_target,shots_on_target,ALDOSIVI,ALDOSIVI,1,top,Nicolás Cordero,Argentina,elite,2,2,2,0,1.0,0.9583333333333334,0.9583333333333334,,,,,1.0,,,False,False,Nicolás Cordero,,,,,,,,,,,True,False
Alan Sosa,alan sosa,ALDOSIVI,Argentina,0.6,5,shots_on_target,shots_on_target,ALDOSIVI,ALDOSIVI,2,top,Alan Sosa,Argentina,elite,2,2,2,0,0.5,0.45833333333333337,0.45833333333333337,,,,,0.5,,,False,False,Alan Sosa,,,,,,,,,,,True,False
Lucas Castro,lucas castro,ALDOSIVI,Argentina,0.4,5,shots_on_target,shots_on_target,ALDOSIVI,ALDOSIVI,3,top,Lucas Castro,Argentina,elite,2,2,2,0,0.5,0.20833333333333334,0.20833333333333334,,,,,0.5,,,False,False,Lucas Castro,,,,,,,,,,,True,False
Ally Sentnor,ally sentnor,ANGEL CITY,NWSL,0.0,7,assists,assists,ANGEL CITY,ANGEL CITY,1,bottom,Ally Sentnor,NWSL,weak,4,4,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Ally Sentnor,,,,,,,,,,,True,False
Angelina Anderson,angelina anderson,ANGEL CITY,NWSL,0.0,7,assists,assists,ANGEL CITY,ANGEL CITY,2,bottom,Angelina Anderson,NWSL,weak,4,4,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Angelina Anderson,,,,,,,,,,,True,False
Casey Phair,casey phair,ANGEL CITY,NWSL,0.0,6,assists,assists,ANGEL CITY,ANGEL CITY,3,bottom,Casey Phair,NWSL,weak,3,3,0,2,0.0,0.0,,0.0,0.0,,0.0,,,,False,False,Casey Phair,,,,,,,,,,,True,False
Evelyn Shores,evelyn shores,ANGEL CITY,NWSL,0.4,5,assists,assists,ANGEL CITY,ANGEL CITY,1,top,Evelyn Shores,NWSL,elite,2,2,1,0,0.5,0.08333333333333337,-0.5,,0.6666666666666667,,,0.0,,,False,False,Evelyn Shores,,,,,,,,,,,True,False
Ary Borges,ary borges,ANGEL CITY,NWSL,0.14285714285714285,7,assists,assists,ANGEL CITY,ANGEL CITY,2,top,Ary Borges,NWSL,weak,4,4,1,2,0.25,0.20833333333333334,-0.16666666666666666,0.0,1.0,,0.0,0.0,0.16666666666666666,0.16666666666666666,False,False,Ary Borges,,,,,,,,,,,True,False
Carina Lageyre,carina lageyre,ANGEL CITY,NWSL,0.14285714285714285,7,assists,assists,ANGEL CITY,ANGEL CITY,3,top,Carina Lageyre,NWSL,weak,4,4,1,2,0.25,0.15833333333333335,-0.16666666666666666,0.5,-0.2,,0.5,0.0,0.6666666666666666,0.6666666666666666,False,False,Carina Lageyre,,,,,,,,,,,True,False
Angelina Anderson,angelina anderson,ANGEL CITY,NWSL,0.0,7,goals,goals,ANGEL CITY,ANGEL CITY,1,bottom,Angelina Anderson,NWSL,weak,4,4,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Angelina Anderson,,,,,,,,,,,True,False
Carina Lageyre,carina lageyre,ANGEL CITY,NWSL,0.0,7,goals,goals,ANGEL CITY,ANGEL CITY,2,bottom,Carina Lageyre,NWSL,weak,4,4,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Carina Lageyre,,,,,,,,,,,True,False
Casey Phair,casey phair,ANGEL CITY,NWSL,0.0,6,goals,goals,ANGEL CITY,ANGEL CITY,3,bottom,Casey Phair,NWSL,weak,3,3,0,2,0.0,0.0,,0.0,0.0,,0.0,,,,False,False,Casey Phair,,,,,,,,,,,True,False
Maiara Niehues,maiara niehues,ANGEL CITY,NWSL,0.6,5,goals,goals,ANGEL CITY,ANGEL CITY,1,top,Maiara Niehues,NWSL,weak,2,2,0,2,0.0,-0.875,,-0.875,,,0.0,,,,False,False,Maiara Niehues,,,,,,,,,,,True,False
Sveindís Jónsdóttir,sveindis jonsdottir,ANGEL CITY,NWSL,0.6,5,goals,goals,ANGEL CITY,ANGEL CITY,2,top,Sveindís Jónsdóttir,NWSL,weak,2,2,0,2,0.5,-0.20833333333333331,,-0.20833333333333331,,,0.5,,,,False,False,Sveindís Jónsdóttir,,,,,,,,,,,True,False
Ally Sentnor,ally sentnor,ANGEL CITY,NWSL,0.14285714285714285,7,goals,goals,ANGEL CITY,ANGEL CITY,3,top,Ally Sentnor,NWSL,weak,4,4,1,2,0.25,0.25,1.0,0.0,0.0,,0.0,1.0,-1.0,-1.0,False,False,Ally Sentnor,,,,,,,,,,,True,False
Faith Nguyen,faith nguyen,ANGEL CITY,NWSL,0.0,6,saves,saves,ANGEL CITY,ANGEL CITY,1,bottom,Faith Nguyen,NWSL,elite,3,3,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Faith Nguyen,,,,,,,,,,,True,False
Angelina Anderson,angelina anderson,ANGEL CITY,NWSL,4.0,7,saves,saves,ANGEL CITY,ANGEL CITY,2,bottom,Angelina Anderson,NWSL,weak,4,4,1,2,0.5,0.48333333333333317,-2.333333333333333,2.333333333333333,-0.40000000000000036,,1.0,0.0,4.666666666666666,4.666666666666666,True,False,Angelina Anderson,,,,,,,,,,,True,False
Angelina Anderson,angelina anderson,ANGEL CITY,NWSL,4.0,7,saves,saves,ANGEL CITY,ANGEL CITY,1,top,Angelina Anderson,NWSL,weak,4,4,1,2,0.5,0.48333333333333317,-2.333333333333333,2.333333333333333,-0.40000000000000036,,1.0,0.0,4.666666666666666,4.666666666666666,True,False,Angelina Anderson,,,,,,,,,,,True,False
Faith Nguyen,faith nguyen,ANGEL CITY,NWSL,0.0,6,saves,saves,ANGEL CITY,ANGEL CITY,2,top,Faith Nguyen,NWSL,elite,3,3,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Faith Nguyen,,,,,,,,,,,True,False
Angelina Anderson,angelina anderson,ANGEL CITY,NWSL,0.0,7,shots,shots,ANGEL CITY,ANGEL CITY,1,bottom,Angelina Anderson,NWSL,weak,4,4,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Angelina Anderson,,,,,,,,,,,True,False
Faith Nguyen,faith nguyen,ANGEL CITY,NWSL,0.0,6,shots,shots,ANGEL CITY,ANGEL CITY,2,bottom,Faith Nguyen,NWSL,elite,3,3,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Faith Nguyen,,,,,,,,,,,True,False
Karsyn Cherry,karsyn cherry,ANGEL CITY,NWSL,0.0,7,shots,shots,ANGEL CITY,ANGEL CITY,3,bottom,Karsyn Cherry,NWSL,weak,4,4,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Karsyn Cherry,,,,,,,,,,,True,False
Ally Sentnor,ally sentnor,ANGEL CITY,NWSL,4.142857142857143,7,shots,shots,ANGEL CITY,ANGEL CITY,1,top,Ally Sentnor,NWSL,weak,4,4,1,2,0.25,-0.6000000000000001,-0.16666666666666696,-0.4166666666666665,-1.4000000000000004,,0.5,0.0,-0.24999999999999956,-0.24999999999999956,False,False,Ally Sentnor,,,,,,,,,,,True,False
Maiara Niehues,maiara niehues,ANGEL CITY,NWSL,2.4,5,shots,shots,ANGEL CITY,ANGEL CITY,2,top,Maiara Niehues,NWSL,weak,2,2,0,2,0.0,-2.166666666666667,,-2.166666666666667,,,0.0,,,,False,False,Maiara Niehues,,,,,,,,,,,True,False
Sveindís Jónsdóttir,sveindis jonsdottir,ANGEL CITY,NWSL,2.2,5,shots,shots,ANGEL CITY,ANGEL CITY,3,top,Sveindís Jónsdóttir,NWSL,weak,2,2,0,2,0.5,1.0416666666666665,,1.0416666666666665,,,0.5,,,,False,False,Sveindís Jónsdóttir,,,,,,,,,,,True,False
Angelina Anderson,angelina anderson,ANGEL CITY,NWSL,0.0,7,shots_on_target,shots_on_target,ANGEL CITY,ANGEL CITY,1,bottom,Angelina Anderson,NWSL,weak,4,4,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Angelina Anderson,,,,,,,,,,,True,False
Casey Phair,casey phair,ANGEL CITY,NWSL,0.0,6,shots_on_target,shots_on_target,ANGEL CITY,ANGEL CITY,2,bottom,Casey Phair,NWSL,weak,3,3,0,2,0.0,0.0,,0.0,0.0,,0.0,,,,False,False,Casey Phair,,,,,,,,,,,True,False
Evelyn Shores,evelyn shores,ANGEL CITY,NWSL,0.0,5,shots_on_target,shots_on_target,ANGEL CITY,ANGEL CITY,3,bottom,Evelyn Shores,NWSL,elite,2,2,1,0,0.0,0.0,0.0,,0.0,,,0.0,,,False,False,Evelyn Shores,,,,,,,,,,,True,False
Ally Sentnor,ally sentnor,ANGEL CITY,NWSL,1.1428571428571428,7,shots_on_target,shots_on_target,ANGEL CITY,ANGEL CITY,1,top,Ally Sentnor,NWSL,weak,4,4,1,2,0.75,0.675,2.1666666666666665,0.16666666666666674,0.19999999999999996,,0.5,1.0,-1.9999999999999998,-1.9999999999999998,False,False,Ally Sentnor,,,,,,,,,,,True,False
Maiara Niehues,maiara niehues,ANGEL CITY,NWSL,0.8,5,shots_on_target,shots_on_target,ANGEL CITY,ANGEL CITY,2,top,Maiara Niehues,NWSL,weak,2,2,0,2,0.0,-1.1666666666666665,,-1.1666666666666665,,,0.0,,,,False,False,Maiara Niehues,,,,,,,,,,,True,False
Sveindís Jónsdóttir,sveindis jonsdottir,ANGEL CITY,NWSL,0.8,5,shots_on_target,shots_on_target,ANGEL CITY,ANGEL CITY,3,top,Sveindís Jónsdóttir,NWSL,weak,2,2,0,2,0.0,-0.5,,-0.5,,,0.0,,,,False,False,Sveindís Jónsdóttir,,,,,,,,,,,True,False
Cristian Romero,cristian romero,ARG,fifa.world,0.0,5,assists,assists,ARG,ARG,1,bottom,Cristian Romero,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Cristian Romero,,,,,,,,,,,True,False
Emiliano Martínez,emiliano martinez,ARG,fifa.world,0.0,5,assists,assists,ARG,ARG,2,bottom,Emiliano Martínez,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Emiliano Martínez,,,,,,,,,,,True,False
Enzo Fernández,enzo fernandez,ARG,fifa.world,0.0,5,assists,assists,ARG,ARG,3,bottom,Enzo Fernández,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Enzo Fernández,,,,,,,,,,,True,False
Lionel Messi,lionel messi,ARG,fifa.world,0.8,5,assists,assists,ARG,ARG,1,top,Lionel Messi,fifa.world,unknown,2,2,0,0,0.5,0.16666666666666674,,,,,,,,,False,False,Lionel Messi,,,,,,,,,,,True,False
Alexis Mac Allister,alexis mac allister,ARG,fifa.world,0.2,5,assists,assists,ARG,ARG,2,top,Alexis Mac Allister,fifa.world,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Alexis Mac Allister,,,,,,,,,,,True,False
Gonzalo Montiel,gonzalo montiel,ARG,fifa.world,0.2,5,assists,assists,ARG,ARG,3,top,Gonzalo Montiel,fifa.world,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Gonzalo Montiel,,,,,,,,,,,True,False
Emiliano Martínez,emiliano martinez,ARG,fifa.world,0.0,5,goals,goals,ARG,ARG,1,bottom,Emiliano Martínez,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Emiliano Martínez,,,,,,,,,,,True,False
Exequiel Palacios,exequiel palacios,ARG,fifa.world,0.0,5,goals,goals,ARG,ARG,2,bottom,Exequiel Palacios,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Exequiel Palacios,,,,,,,,,,,True,False
Facundo Medina,facundo medina,ARG,fifa.world,0.0,5,goals,goals,ARG,ARG,3,bottom,Facundo Medina,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Facundo Medina,,,,,,,,,,,True,False
Enzo Fernández,enzo fernandez,ARG,fifa.world,0.4,5,goals,goals,ARG,ARG,1,top,Enzo Fernández,fifa.world,unknown,2,2,0,0,0.5,0.08333333333333337,,,,,,,,,False,False,Enzo Fernández,,,,,,,,,,,True,False
Lautaro Martínez,lautaro martinez,ARG,fifa.world,0.4,5,goals,goals,ARG,ARG,2,top,Lautaro Martínez,fifa.world,unknown,2,2,0,0,0.5,0.08333333333333337,,,,,,,,,False,False,Lautaro Martínez,,,,,,,,,,,True,False
Lionel Messi,lionel messi,ARG,fifa.world,0.4,5,goals,goals,ARG,ARG,3,top,Lionel Messi,fifa.world,unknown,2,2,0,0,0.0,-0.5833333333333333,,,,,,,,,False,False,Lionel Messi,,,,,,,,,,,True,False
Emiliano Martínez,emiliano martinez,ARG,fifa.world,3.8,5,saves,saves,ARG,ARG,1,bottom,Emiliano Martínez,fifa.world,unknown,2,2,0,0,0.5,3.833333333333333,,,,,,,,,False,False,Emiliano Martínez,,,,,,,,,,,True,False
Emiliano Martínez,emiliano martinez,ARG,fifa.world,3.8,5,saves,saves,ARG,ARG,1,top,Emiliano Martínez,fifa.world,unknown,2,2,0,0,0.5,3.833333333333333,,,,,,,,,False,False,Emiliano Martínez,,,,,,,,,,,True,False
Emiliano Martínez,emiliano martinez,ARG,fifa.world,0.0,5,shots,shots,ARG,ARG,1,bottom,Emiliano Martínez,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Emiliano Martínez,,,,,,,,,,,True,False
Exequiel Palacios,exequiel palacios,ARG,fifa.world,0.0,5,shots,shots,ARG,ARG,2,bottom,Exequiel Palacios,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Exequiel Palacios,,,,,,,,,,,True,False
Facundo Medina,facundo medina,ARG,fifa.world,0.0,5,shots,shots,ARG,ARG,3,bottom,Facundo Medina,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Facundo Medina,,,,,,,,,,,True,False
Lionel Messi,lionel messi,ARG,fifa.world,4.0,5,shots,shots,ARG,ARG,1,top,Lionel Messi,fifa.world,unknown,2,2,0,0,0.0,-4.375,,,,,,,,,False,False,Lionel Messi,,,,,,,,,,,True,False
Alexis Mac Allister,alexis mac allister,ARG,fifa.world,2.2,5,shots,shots,ARG,ARG,2,top,Alexis Mac Allister,fifa.world,unknown,2,2,0,0,0.5,-1.2083333333333333,,,,,,,,,False,False,Alexis Mac Allister,,,,,,,,,,,True,False
Enzo Fernández,enzo fernandez,ARG,fifa.world,2.0,5,shots,shots,ARG,ARG,3,top,Enzo Fernández,fifa.world,unknown,2,2,0,0,0.5,-0.25,,,,,,,,,False,False,Enzo Fernández,,,,,,,,,,,True,False
Emiliano Martínez,emiliano martinez,ARG,fifa.world,0.0,5,shots_on_target,shots_on_target,ARG,ARG,1,bottom,Emiliano Martínez,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Emiliano Martínez,,,,,,,,,,,True,False
Exequiel Palacios,exequiel palacios,ARG,fifa.world,0.0,5,shots_on_target,shots_on_target,ARG,ARG,2,bottom,Exequiel Palacios,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Exequiel Palacios,,,,,,,,,,,True,False
Facundo Medina,facundo medina,ARG,fifa.world,0.0,5,shots_on_target,shots_on_target,ARG,ARG,3,bottom,Facundo Medina,fifa.world,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Facundo Medina,,,,,,,,,,,True,False
Lionel Messi,lionel messi,ARG,fifa.world,1.8,5,shots_on_target,shots_on_target,ARG,ARG,1,top,Lionel Messi,fifa.world,unknown,2,2,0,0,0.0,-2.625,,,,,,,,,False,False,Lionel Messi,,,,,,,,,,,True,False
Enzo Fernández,enzo fernandez,ARG,fifa.world,0.8,5,shots_on_target,shots_on_target,ARG,ARG,2,top,Enzo Fernández,fifa.world,unknown,2,2,0,0,0.0,-0.5,,,,,,,,,False,False,Enzo Fernández,,,,,,,,,,,True,False
Alexis Mac Allister,alexis mac allister,ARG,fifa.world,0.6,5,shots_on_target,shots_on_target,ARG,ARG,3,top,Alexis Mac Allister,fifa.world,unknown,2,2,0,0,0.5,-0.20833333333333331,,,,,,,,,False,False,Alexis Mac Allister,,,,,,,,,,,True,False
Brayan Cortés,brayan cortes,ARGENTINOS,Argentina,0.0,5,assists,assists,ARGENTINOS,ARGENTINOS,1,bottom,Brayan Cortés,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Brayan Cortés,,,,,,,,,,,True,False
Claudio Bravo,claudio bravo,ARGENTINOS,Argentina,0.0,5,assists,assists,ARGENTINOS,ARGENTINOS,2,bottom,Claudio Bravo,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Claudio Bravo,,,,,,,,,,,True,False
Diego Rodríguez,diego rodriguez,ARGENTINOS,Argentina,0.0,5,assists,assists,ARGENTINOS,ARGENTINOS,3,bottom,Diego Rodríguez,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Diego Rodríguez,,,,,,,,,,,True,False
Tomás Molina,tomas molina,ARGENTINOS,Argentina,0.4,5,assists,assists,ARGENTINOS,ARGENTINOS,1,top,Tomás Molina,Argentina,elite,2,2,2,0,0.0,-0.5833333333333333,-0.5833333333333333,,,,,0.0,,,False,True,Tomás Molina,,,,,,,,,,,True,False
Gabriel Florentín,gabriel florentin,ARGENTINOS,Argentina,0.2,5,assists,assists,ARGENTINOS,ARGENTINOS,2,top,Gabriel Florentín,Argentina,elite,2,2,2,0,0.0,-0.29166666666666663,-0.29166666666666663,,,,,0.0,,,False,False,Gabriel Florentín,,,,,,,,,,,True,False
Hernan Lopez,hernan lopez,ARGENTINOS,Argentina,0.2,5,assists,assists,ARGENTINOS,ARGENTINOS,3,top,Hernan Lopez,Argentina,elite,2,2,2,0,0.0,-0.29166666666666663,-0.29166666666666663,,,,,0.0,,,False,False,Hernan Lopez,,,,,,,,,,,True,False
Brayan Cortés,brayan cortes,ARGENTINOS,Argentina,0.0,5,goals,goals,ARGENTINOS,ARGENTINOS,1,bottom,Brayan Cortés,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Brayan Cortés,,,,,,,,,,,True,False
Claudio Bravo,claudio bravo,ARGENTINOS,Argentina,0.0,5,goals,goals,ARGENTINOS,ARGENTINOS,2,bottom,Claudio Bravo,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Claudio Bravo,,,,,,,,,,,True,False
Diego Rodríguez,diego rodriguez,ARGENTINOS,Argentina,0.0,5,goals,goals,ARGENTINOS,ARGENTINOS,3,bottom,Diego Rodríguez,Argentina,elite,2,2,2,0,0.0,0.0,0.0,,,,,0.0,,,False,False,Diego Rodríguez,,,,,,,,,,,True,False
Hernan Lopez,hernan lopez,ARGENTINOS,Argentina,0.4,5,goals,goals,ARGENTINOS,ARGENTINOS,1,top,Hernan Lopez,Argentina,elite,2,2,2,0,0.5,0.08333333333333337,0.08333333333333337,,,,,0.5,,,False,False,Hernan Lopez,,,,,,,,,,,True,False
Francisco Álvarez,francisco alvarez,ARGENTINOS,Argentina,0.2,5,goals,goals,ARGENTINOS,ARGENTINOS,2,top,Francisco Álvarez,Argentina,elite,2,2,2,0,0.0,-0.29166666666666663,-0.29166666666666663,,,,,0.0,,,False,False,Francisco Álvarez,,,,,,,,,,,True,False
Gastón Verón,gaston veron,ARGENTINOS,Argentina,0.2,5,goals,goals,ARGENTINOS,ARGENTINOS,3,top,Gastón Verón,Argentina,elite,2,2,2,0,0.0,-0.29166666666666663,-0.29166666666666663,,,,,0.0,,,False,False,Gastón Verón,,,,,,,,,,,True,False
Brayan Cortés,brayan cortes,ARGENTINOS,Argentina,2.0,5,saves,saves,ARGENTINOS,ARGENTINOS,1,bottom,Brayan Cortés,Argentina,elite,2,2,2,0,0.0,-0.7916666666666667,-0.7916666666666667,,,,,0.0,,,False,True,Brayan Cortés,,,,,,,,,,,True,False
