ticket_id,n_legs,composition,est_ticket_hit_prob,avg_leg_hit_prob,avg_leg_edge,avg_rank_score
T00019015,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019016,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019017,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019018,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019019,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019020,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019021,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019022,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019023,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019024,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019025,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019026,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019027,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.4,5.836666666666667
T00019028,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.760000000000001,5.836666666666667
T00019029,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,4.36,5.836666666666667
T00019030,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,3.973333333333333,5.836666666666667
T00019031,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,3.323333333333333,5.836666666666667
T00019032,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,4.743333333333333,5.836666666666667
T00019033,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.18,5.836666666666667
T00019034,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.513333333333333,5.836666666666667
T00019035,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.8166666666666664,5.836666666666667
T00019036,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,3.283333333333333,5.836666666666667
T00019037,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,3.66,5.836666666666667
T00019038,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.766666666666666,5.836666666666667
T00019039,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019040,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019041,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019042,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019043,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019044,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019045,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019046,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019047,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019048,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019049,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019050,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019051,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019052,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019053,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019054,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019055,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019056,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019057,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019058,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019059,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019060,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019061,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019062,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019063,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019064,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019065,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019066,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019067,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019068,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019069,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019070,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019071,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019072,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019073,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019074,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019075,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019076,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019077,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019078,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019079,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019080,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019081,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019082,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019083,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019084,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019085,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019086,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019087,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019088,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019089,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019090,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019091,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019092,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019093,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019094,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019095,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019096,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019097,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019098,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019099,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019100,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019101,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019102,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019103,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019104,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019105,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019106,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019107,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019108,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019109,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019110,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019111,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019112,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019113,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019114,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019115,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019116,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019117,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019118,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019119,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019120,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019121,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019122,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019123,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019124,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019125,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019126,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019127,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019128,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019129,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019130,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019131,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019132,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019133,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019134,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019135,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019136,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019137,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019138,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019139,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019140,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019141,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019142,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019143,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019144,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019145,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019146,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019147,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019148,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019149,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019150,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019151,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019152,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019153,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019154,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019155,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019156,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00019157,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.5666666666666664,5.836666666666667
T00013303,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.9933333333333336,5.816666666666666
T00016231,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.3266666666666667,5.816666666666666
T00019158,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,3.3266666666666667,5.816666666666666
T00013304,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,4.306666666666667,5.8133333333333335
T00016232,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,3.64,5.8133333333333335
T00019159,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,4.64,5.8133333333333335
T00013305,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,4.19,5.8066666666666675
T00016233,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,3.5233333333333334,5.8066666666666675
T00019160,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,4.523333333333333,5.8066666666666675
T00013306,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.41,5.8
T00016234,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,4.743333333333333,5.8
T00019161,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.743333333333333,5.8
T00013307,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,6.426666666666667,5.796666666666667
T00013308,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.390000000000001,5.796666666666667
T00016235,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.760000000000001,5.796666666666667
T00016236,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,4.723333333333334,5.796666666666667
T00019162,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,6.760000000000001,5.796666666666667
T00019163,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.723333333333334,5.796666666666667
T00013309,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.366666666666667,5.78
T00016237,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,4.7,5.78
T00019164,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.7,5.78
T00013310,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.4499999999999997,5.776666666666667
T00016238,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,1.7833333333333332,5.776666666666667
T00019165,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.783333333333333,5.776666666666667
T00013311,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.056666666666667,5.773333333333333
T00016239,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,4.39,5.773333333333333
T00019166,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,5.390000000000001,5.773333333333333
T00013312,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.6,5.763333333333333
T00016240,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,1.9333333333333333,5.763333333333333
T00019167,3,1S+2G+0D,0.9702989999999999,0.9899999999999999,2.9333333333333336,5.763333333333333
T00010384,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,1.15,5.640000000000001
T00010385,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,1.15,5.609999999999999
T00013313,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.0666666666666664,5.56
T00016241,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,1.3999999999999997,5.56
T00019168,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.4,5.56
T00013314,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.0666666666666664,5.53
T00016242,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,1.3999999999999997,5.53
T00019169,3,2S+1G+0D,0.9702989999999999,0.9899999999999999,2.4,5.53
T00020001,4,1S+3G+0D,0.96059601,0.99,2.8874999999999997,6.3275
T00020002,4,1S+3G+0D,0.96059601,0.99,3.6374999999999997,6.3275
T00020003,4,1S+3G+0D,0.96059601,0.99,3.3874999999999997,6.3275
T00022930,4,1S+3G+0D,0.96059601,0.99,3.1374999999999997,6.3275
T00022931,4,1S+3G+0D,0.96059601,0.99,2.8874999999999997,6.3275
T00025858,4,1S+3G+0D,0.96059601,0.99,3.6374999999999997,6.3275
T00020004,4,1S+3G+0D,0.96059601,0.99,3.55,6.3225
T00020005,4,1S+3G+0D,0.96059601,0.99,3.8,6.3225
T00020006,4,1S+3G+0D,0.96059601,0.99,2.675,6.3225
T00020007,4,1S+3G+0D,0.96059601,0.99,2.9499999999999997,6.3225
T00022932,4,1S+3G+0D,0.96059601,0.99,3.05,6.3225
T00022933,4,1S+3G+0D,0.96059601,0.99,3.3,6.3225
T00022934,4,1S+3G+0D,0.96059601,0.99,2.175,6.3225
T00022935,4,1S+3G+0D,0.96059601,0.99,2.4499999999999997,6.3225
T00025859,4,1S+3G+0D,0.96059601,0.99,3.8,6.3225
T00025860,4,1S+3G+0D,0.96059601,0.99,4.05,6.3225
T00025861,4,1S+3G+0D,0.96059601,0.99,2.925,6.3225
T00025862,4,1S+3G+0D,0.96059601,0.99,3.1999999999999997,6.3225
T00028785,4,1S+3G+0D,0.96059601,0.99,3.55,6.3225
T00028786,4,1S+3G+0D,0.96059601,0.99,3.8,6.3225
T00028787,4,1S+3G+0D,0.96059601,0.99,2.675,6.3225
T00028788,4,1S+3G+0D,0.96059601,0.99,2.9499999999999997,6.3225
T00020008,4,1S+3G+0D,0.96059601,0.99,2.5875,6.3175
T00020009,4,1S+3G+0D,0.96059601,0.99,3.25,6.3175
T00020010,4,1S+3G+0D,0.96059601,0.99,2.6125,6.3175
T00022936,4,1S+3G+0D,0.96059601,0.99,2.0875,6.3175
T00022937,4,1S+3G+0D,0.96059601,0.99,2.75,6.3175
T00022938,4,1S+3G+0D,0.96059601,0.99,2.1125,6.3175
T00025863,4,1S+3G+0D,0.96059601,0.99,2.8375,6.3175
T00025864,4,1S+3G+0D,0.96059601,0.99,3.5,6.3175
T00025865,4,1S+3G+0D,0.96059601,0.99,2.8625,6.3175
T00028789,4,1S+3G+0D,0.96059601,0.99,2.5875,6.3175
T00028790,4,1S+3G+0D,0.96059601,0.99,3.25,6.3175
T00028791,4,1S+3G+0D,0.96059601,0.99,2.6125,6.3175
T00020011,4,1S+3G+0D,0.96059601,0.99,4.0,6.3125
T00022939,4,1S+3G+0D,0.96059601,0.99,3.5,6.3125
T00025866,4,1S+3G+0D,0.96059601,0.99,4.25,6.3125
T00028792,4,1S+3G+0D,0.96059601,0.99,4.0,6.3125
T00020012,4,1S+3G+0D,0.96059601,0.99,2.5999999999999996,6.3025
T00022940,4,1S+3G+0D,0.96059601,0.99,2.0999999999999996,6.3025
T00025867,4,1S+3G+0D,0.96059601,0.99,2.8499999999999996,6.3025
T00028793,4,1S+3G+0D,0.96059601,0.99,2.5999999999999996,6.3025
T00020013,4,1S+3G+0D,0.96059601,0.99,2.5875,6.2825
T00022941,4,1S+3G+0D,0.96059601,0.99,2.0875,6.2825
T00025868,4,1S+3G+0D,0.96059601,0.99,2.8375,6.2825
T00028794,4,1S+3G+0D,0.96059601,0.99,2.5875,6.2825
T00020014,4,1S+3G+0D,0.96059601,0.99,3.4875,6.2725
T00020015,4,1S+3G+0D,0.96059601,0.99,3.4375,6.2725
T00020016,4,1S+3G+0D,0.96059601,0.99,3.425,6.2725
T00022942,4,1S+3G+0D,0.96059601,0.99,2.9875,6.2725
T00022943,4,1S+3G+0D,0.96059601,0.99,2.9375,6.2725
T00022944,4,1S+3G+0D,0.96059601,0.99,2.925,6.2725
T00025869,4,1S+3G+0D,0.96059601,0.99,3.7375,6.2725
T00025870,4,1S+3G+0D,0.96059601,0.99,3.6875,6.2725
T00025871,4,1S+3G+0D,0.96059601,0.99,3.675,6.2725
T00028795,4,1S+3G+0D,0.96059601,0.99,3.4875,6.2725
T00028796,4,1S+3G+0D,0.96059601,0.99,3.4375,6.2725
T00028797,4,1S+3G+0D,0.96059601,0.99,3.425,6.2725
T00020017,4,2S+2G+0D,0.96059601,0.99,3.3874999999999997,6.2524999999999995
T00022945,4,2S+2G+0D,0.96059601,0.99,2.8874999999999997,6.2524999999999995
T00025872,4,2S+2G+0D,0.96059601,0.99,3.6374999999999997,6.2524999999999995
T00028798,4,2S+2G+0D,0.96059601,0.99,3.3874999999999997,6.2524999999999995
T00020018,4,1S+3G+0D,0.96059601,0.99,2.6374999999999997,6.25
T00022946,4,1S+3G+0D,0.96059601,0.99,2.1374999999999997,6.25
T00025873,4,1S+3G+0D,0.96059601,0.99,2.8874999999999997,6.25
T00028799,4,1S+3G+0D,0.96059601,0.99,2.6374999999999997,6.25
T00020019,4,1S+3G+0D,0.96059601,0.99,3.25,6.2475
T00022947,4,1S+3G+0D,0.96059601,0.99,2.75,6.2475
T00025874,4,1S+3G+0D,0.96059601,0.99,3.5,6.2475
T00028800,4,1S+3G+0D,0.96059601,0.99,3.25,6.2475
T00020020,4,1S+3G+0D,0.96059601,0.99,2.5974999999999997,6.235
T00022948,4,1S+3G+0D,0.96059601,0.99,2.0974999999999997,6.235
T00025875,4,1S+3G+0D,0.96059601,0.99,2.8474999999999997,6.235
T00028801,4,1S+3G+0D,0.96059601,0.99,2.5974999999999997,6.235
T00020021,4,1S+3G+0D,0.96059601,0.99,2.55,6.23
T00022949,4,1S+3G+0D,0.96059601,0.99,2.05,6.23
T00025876,4,1S+3G+0D,0.96059601,0.99,2.8,6.23
T00028802,4,1S+3G+0D,0.96059601,0.99,2.55,6.23
T00020022,4,1S+3G+0D,0.96059601,0.99,2.5124999999999997,6.225
T00020023,4,1S+3G+0D,0.96059601,0.99,3.725,6.225
T00020024,4,1S+3G+0D,0.96059601,0.99,2.8499999999999996,6.225
T00022950,4,1S+3G+0D,0.96059601,0.99,2.0124999999999997,6.225
T00022951,4,1S+3G+0D,0.96059601,0.99,3.225,6.225
T00022952,4,1S+3G+0D,0.96059601,0.99,2.3499999999999996,6.225
T00025877,4,1S+3G+0D,0.96059601,0.99,2.7624999999999997,6.225
T00025878,4,1S+3G+0D,0.96059601,0.99,3.975,6.225
T00025879,4,1S+3G+0D,0.96059601,0.99,3.0999999999999996,6.225
T00028803,4,1S+3G+0D,0.96059601,0.99,2.5124999999999997,6.225
T00028804,4,1S+3G+0D,0.96059601,0.99,3.725,6.225
T00028805,4,1S+3G+0D,0.96059601,0.99,2.8499999999999996,6.225
T00020025,4,1S+3G+0D,0.96059601,0.99,3.2375,6.2025
T00022953,4,1S+3G+0D,0.96059601,0.99,2.7375,6.2025
T00025880,4,1S+3G+0D,0.96059601,0.99,3.4875,6.2025
T00028806,4,1S+3G+0D,0.96059601,0.99,3.2375,6.2025
T00020026,4,1S+3G+0D,0.96059601,0.99,2.4875,6.1925
T00020027,4,1S+3G+0D,0.96059601,0.99,2.5749999999999997,6.1925
T00020028,4,1S+3G+0D,0.96059601,0.99,2.625,6.1925
T00022954,4,1S+3G+0D,0.96059601,0.99,1.9874999999999998,6.1925
T00022955,4,1S+3G+0D,0.96059601,0.99,2.0749999999999997,6.1925
T00022956,4,1S+3G+0D,0.96059601,0.99,2.125,6.1925
T00025881,4,1S+3G+0D,0.96059601,0.99,2.7375,6.1925
T00025882,4,1S+3G+0D,0.96059601,0.99,2.8249999999999997,6.1925
T00025883,4,1S+3G+0D,0.96059601,0.99,2.875,6.1925
T00028807,4,1S+3G+0D,0.96059601,0.99,2.4875,6.1925
T00028808,4,1S+3G+0D,0.96059601,0.99,2.5749999999999997,6.1925
T00028809,4,1S+3G+0D,0.96059601,0.99,2.625,6.1925
T00020029,4,1S+3G+0D,0.96059601,0.99,2.525,6.1825
T00020030,4,1S+3G+0D,0.96059601,0.99,2.525,6.1825
T00022957,4,1S+3G+0D,0.96059601,0.99,2.025,6.1825
T00022958,4,1S+3G+0D,0.96059601,0.99,2.025,6.1825
T00025884,4,1S+3G+0D,0.96059601,0.99,2.775,6.1825
T00025885,4,1S+3G+0D,0.96059601,0.99,2.775,6.1825
T00028810,4,1S+3G+0D,0.96059601,0.99,2.525,6.1825
T00028811,4,1S+3G+0D,0.96059601,0.99,2.525,6.1825
T00020031,4,1S+3G+0D,0.96059601,0.99,2.4899999999999998,6.18
T00022959,4,1S+3G+0D,0.96059601,0.99,1.9899999999999998,6.18
T00025886,4,1S+3G+0D,0.96059601,0.99,2.7399999999999998,6.18
T00028812,4,1S+3G+0D,0.96059601,0.99,2.4899999999999998,6.18
T00020032,4,1S+3G+0D,0.96059601,0.99,3.1875,6.17
T00022960,4,1S+3G+0D,0.96059601,0.99,2.6875,6.17
T00025887,4,1S+3G+0D,0.96059601,0.99,3.4375,6.17
T00028813,4,1S+3G+0D,0.96059601,0.99,3.1875,6.17
T00020033,4,1S+3G+0D,0.96059601,0.99,3.175,6.1625
T00022961,4,1S+3G+0D,0.96059601,0.99,2.675,6.1625
T00025888,4,1S+3G+0D,0.96059601,0.99,3.425,6.1625
T00028814,4,1S+3G+0D,0.96059601,0.99,3.175,6.1625
T00020034,4,2S+2G+0D,0.96059601,0.99,2.495,6.14
T00022962,4,2S+2G+0D,0.96059601,0.99,1.9949999999999999,6.14
T00025889,4,2S+2G+0D,0.96059601,0.99,2.745,6.14
T00028815,4,2S+2G+0D,0.96059601,0.99,2.495,6.14
T00020035,4,1S+3G+0D,0.96059601,0.99,2.46,6.1225
T00020036,4,1S+3G+0D,0.96059601,0.99,3.7375,6.1225
T00022963,4,1S+3G+0D,0.96059601,0.99,1.96,6.1225
