ticket_id,n_legs,composition,est_ticket_hit_prob,avg_leg_hit_prob,avg_leg_edge,avg_rank_score
T00000001,2,1S+1G+0D,0.9801,0.99,1.9749999999999999,8.875
T00000002,2,1S+1G+0D,0.9801,0.99,3.3499999999999996,8.755
T00000003,2,1S+1G+0D,0.9801,0.99,2.3499999999999996,8.755
T00000004,2,1S+1G+0D,0.9801,0.99,3.8499999999999996,8.755
T00000005,2,1S+1G+0D,0.9801,0.99,3.3499999999999996,8.755
T00000006,2,1S+1G+0D,0.9801,0.99,3.675,8.745000000000001
T00000007,2,1S+1G+0D,0.9801,0.99,4.175,8.745000000000001
T00000008,2,1S+1G+0D,0.9801,0.99,1.9249999999999998,8.745000000000001
T00000009,2,1S+1G+0D,0.9801,0.99,2.4749999999999996,8.745000000000001
T00000010,2,1S+1G+0D,0.9801,0.99,1.75,8.735
T00000011,2,1S+1G+0D,0.9801,0.99,3.075,8.735
T00000012,2,1S+1G+0D,0.9801,0.99,1.7999999999999998,8.735
T00000013,2,1S+1G+0D,0.9801,0.99,4.575,8.725
T00000014,2,1S+1G+0D,0.9801,0.99,1.775,8.705
T00000015,2,1S+1G+0D,0.9801,0.99,1.75,8.665000000000001
T00000016,2,1S+1G+0D,0.9801,0.99,3.55,8.645
T00000017,2,1S+1G+0D,0.9801,0.99,3.45,8.645
T00000018,2,1S+1G+0D,0.9801,0.99,3.425,8.645
T00000019,2,2S+0G+0D,0.9801,0.99,3.3499999999999996,8.605
T00000020,2,1S+1G+0D,0.9801,0.99,1.85,8.6
T00000021,2,1S+1G+0D,0.9801,0.99,3.075,8.595
T00000022,2,1S+1G+0D,0.9801,0.99,1.77,8.57
T00000023,2,1S+1G+0D,0.9801,0.99,1.6749999999999998,8.56
T00000024,2,1S+1G+0D,0.9801,0.99,1.6,8.55
T00000025,2,1S+1G+0D,0.9801,0.99,4.025,8.55
T00000026,2,1S+1G+0D,0.9801,0.99,2.275,8.55
T00000027,2,1S+1G+0D,0.9801,0.99,3.05,8.505
T00000028,2,1S+1G+0D,0.9801,0.99,1.5499999999999998,8.485
T00000029,2,1S+1G+0D,0.9801,0.99,1.725,8.485
T00000030,2,1S+1G+0D,0.9801,0.99,1.825,8.485
T00000031,2,1S+1G+0D,0.9801,0.99,1.625,8.465
T00000032,2,1S+1G+0D,0.9801,0.99,1.625,8.465
T00000033,2,1S+1G+0D,0.9801,0.99,1.555,8.46
T00000034,2,1S+1G+0D,0.9801,0.99,2.95,8.44
T00000035,2,1S+1G+0D,0.9801,0.99,2.925,8.425
T00000036,2,2S+0G+0D,0.9801,0.99,1.565,8.38
T00000037,2,1S+1G+0D,0.9801,0.99,1.495,8.345
T00000038,2,1S+1G+0D,0.9801,0.99,4.05,8.345
T00000039,2,1S+1G+0D,0.9801,0.99,1.5,8.34
T00000040,2,1S+1G+0D,0.9801,0.99,2.575,8.325
T00000041,2,1S+1G+0D,0.9801,0.99,1.5,8.3
T00000042,2,1S+1G+0D,0.9801,0.99,2.48,8.290000000000001
T00000043,2,1S+1G+0D,0.9801,0.99,1.7,8.265
T00000044,2,1S+1G+0D,0.9801,0.99,1.525,8.255
T00000045,2,1S+1G+0D,0.9801,0.99,1.45,8.235
T00000046,2,1S+1G+0D,0.9801,0.99,1.45,8.235
T00000047,2,1S+1G+0D,0.9801,0.99,2.4,8.23
T00000048,2,1S+1G+0D,0.9801,0.99,1.5,8.22
T00000049,2,1S+1G+0D,0.9801,0.99,3.2249999999999996,8.17
T00000050,2,1S+1G+0D,0.9801,0.99,1.595,8.145
T00000051,2,1S+1G+0D,0.9801,0.99,2.575,8.095
T00000052,2,2S+0G+0D,0.9801,0.99,1.5,8.085
T00000053,2,1S+1G+0D,0.9801,0.99,1.555,8.07
T00000054,2,1S+1G+0D,0.9801,0.99,5.63,8.05
T00000055,2,2S+0G+0D,0.9801,0.99,3.175,8.015
T00000056,2,1S+1G+0D,0.9801,0.99,1.4249999999999998,8.01
T00000057,2,1S+1G+0D,0.9801,0.99,1.625,8.005
T00000058,2,1S+1G+0D,0.9801,0.99,2.825,8.005
T00000059,2,1S+1G+0D,0.9801,0.99,1.475,7.99
T00000060,2,1S+1G+0D,0.9801,0.99,1.4249999999999998,7.98
T00000061,2,1S+1G+0D,0.9801,0.99,3.5250000000000004,7.965
T00000062,2,1S+1G+0D,0.9801,0.99,1.455,7.955
T00000063,2,1S+1G+0D,0.9801,0.99,1.35,7.955
T00000064,2,2S+0G+0D,0.9801,0.99,1.575,7.945
T00000065,2,2S+0G+0D,0.9801,0.99,1.41,7.94
T00000066,2,1S+1G+0D,0.9801,0.99,3.87,7.94
T00000067,2,1S+1G+0D,0.9801,0.99,4.125,7.93
T00000068,2,1S+1G+0D,0.9801,0.99,2.7,7.9
T00000069,2,1S+1G+0D,0.9801,0.99,1.65,7.86
T00000070,2,1S+1G+0D,0.9801,0.99,2.425,7.86
T00000071,2,1S+1G+0D,0.9801,0.99,1.35,7.845000000000001
T00000072,2,1S+1G+0D,0.9801,0.99,2.075,7.825
T00000073,2,1S+1G+0D,0.9801,0.99,1.2999999999999998,7.825
T00000074,2,1S+1G+0D,0.9801,0.99,3.55,7.815
T00000075,2,1S+1G+0D,0.9801,0.99,1.85,7.815
T00000076,2,2S+0G+0D,0.9801,0.99,3.825,7.800000000000001
T00000077,2,1S+1G+0D,0.9801,0.99,3.8,7.800000000000001
T00000078,2,1S+1G+0D,0.9801,0.99,1.375,7.78
T00000079,2,1S+1G+0D,0.9801,0.99,1.225,7.755
T00000080,2,1S+1G+0D,0.9801,0.99,5.13,7.75
T00000081,2,1S+1G+0D,0.9801,0.99,1.45,7.745
T00000082,2,2S+0G+0D,0.9801,0.99,1.355,7.74
T00000083,2,2S+0G+0D,0.9801,0.99,4.665,7.715
T00000084,2,2S+0G+0D,0.9801,0.99,1.2999999999999998,7.705
T00000085,2,1S+1G+0D,0.9801,0.99,2.7249999999999996,7.6850000000000005
T00000086,2,1S+1G+0D,0.9801,0.99,5.05,7.68
T00000087,2,2S+0G+0D,0.9801,0.99,6.58,7.68
T00000088,2,1S+1G+0D,0.9801,0.99,3.4000000000000004,7.67
T00000089,2,1S+1G+0D,0.9801,0.99,1.65,7.665
T00000090,2,1S+1G+0D,0.9801,0.99,5.3950000000000005,7.655
T00000091,2,2S+0G+0D,0.9801,0.99,3.575,7.65
T00000092,2,1S+1G+0D,0.9801,0.99,3.625,7.6450000000000005
T00000093,2,1S+1G+0D,0.9801,0.99,2.9749999999999996,7.625
T00000094,2,1S+1G+0D,0.9801,0.99,2.15,7.625
T00000095,2,1S+1G+0D,0.9801,0.99,1.85,7.6000000000000005
T00000096,2,1S+1G+0D,0.9801,0.99,2.075,7.59
T00000097,2,1S+1G+0D,0.9801,0.99,3.3449999999999998,7.59
T00000098,2,1S+1G+0D,0.9801,0.99,5.26,7.585
T00000099,2,2S+0G+0D,0.9801,0.99,1.315,7.58
T00000100,2,1S+1G+0D,0.9801,0.99,1.25,7.575
T00000101,2,1S+1G+0D,0.9801,0.99,3.37,7.57
T00000102,2,1S+1G+0D,0.9801,0.99,5.3,7.565
T00000103,2,1S+1G+0D,0.9801,0.99,1.98,7.550000000000001
T00000104,2,1S+1G+0D,0.9801,0.99,1.6,7.550000000000001
T00000105,2,1S+1G+0D,0.9801,0.99,2.825,7.535
T00000106,2,1S+1G+0D,0.9801,0.99,3.3,7.53
T00000107,2,1S+1G+0D,0.9801,0.99,2.5999999999999996,7.525
T00000108,2,1S+1G+0D,0.9801,0.99,1.225,7.525
T00000109,2,1S+1G+0D,0.9801,0.99,1.95,7.5200000000000005
T00000110,2,1S+1G+0D,0.9801,0.99,6.1850000000000005,7.515000000000001
T00000111,2,1S+1G+0D,0.9801,0.99,3.05,7.51
T00000112,2,1S+1G+0D,0.9801,0.99,2.2,7.485
T00000113,2,2S+0G+0D,0.9801,0.99,4.39,7.48
T00000114,2,1S+1G+0D,0.9801,0.99,2.2,7.4750000000000005
T00000115,2,2S+0G+0D,0.9801,0.99,1.75,7.455
T00000116,2,2S+0G+0D,0.9801,0.99,3.0250000000000004,7.455
T00000117,2,1S+1G+0D,0.9801,0.99,5.6850000000000005,7.4350000000000005
T00000118,2,1S+1G+0D,0.9801,0.99,4.26,7.42
T00000119,2,1S+1G+0D,0.9801,0.99,2.4749999999999996,7.3950000000000005
T00000120,2,1S+1G+0D,0.9801,0.99,4.05,7.3950000000000005
T00000121,2,1S+1G+0D,0.9801,0.99,1.375,7.38
T00000122,2,1S+1G+0D,0.9801,0.99,4.725,7.38
T00000123,2,1S+1G+0D,0.9801,0.99,1.625,7.38
T00000124,2,1S+1G+0D,0.9801,0.99,1.5499999999999998,7.375
T00000125,2,2S+0G+0D,0.9801,0.99,2.2249999999999996,7.3500000000000005
T00000126,2,1S+1G+0D,0.9801,0.99,3.0999999999999996,7.335
T00000127,2,1S+1G+0D,0.9801,0.99,5.09,7.33
T00000128,2,1S+1G+0D,0.9801,0.99,1.7999999999999998,7.325
T00000129,2,1S+1G+0D,0.9801,0.99,4.25,7.32
T00000130,2,1S+1G+0D,0.9801,0.99,3.6049999999999995,7.32
T00000131,2,1S+1G+0D,0.9801,0.99,3.29,7.315
T00000132,2,1S+1G+0D,0.9801,0.99,3.76,7.315
T00000133,2,1S+1G+0D,0.9801,0.99,2.325,7.3100000000000005
T00000134,2,1S+1G+0D,0.9801,0.99,4.225,7.305000000000001
T00000135,2,1S+1G+0D,0.9801,0.99,2.95,7.295
T00000136,2,1S+1G+0D,0.9801,0.99,3.8,7.29
T00000137,2,1S+1G+0D,0.9801,0.99,1.475,7.285
T00000138,2,1S+1G+0D,0.9801,0.99,4.685,7.285
T00000139,2,1S+1G+0D,0.9801,0.99,6.045,7.275
T00000140,2,1S+1G+0D,0.9801,0.99,5.085,7.26
T00000141,2,1S+1G+0D,0.9801,0.99,1.4,7.26
T00000142,2,1S+1G+0D,0.9801,0.99,5.955,7.255
T00000143,2,1S+1G+0D,0.9801,0.99,1.65,7.245
T00000144,2,2S+0G+0D,0.9801,0.99,1.6,7.24
T00000145,2,1S+1G+0D,0.9801,0.99,3.7249999999999996,7.235
T00000146,2,1S+1G+0D,0.9801,0.99,2.9799999999999995,7.235
T00000147,2,1S+1G+0D,0.9801,0.99,2.5999999999999996,7.23
T00000148,2,1S+1G+0D,0.9801,0.99,3.3,7.220000000000001
T00000149,2,1S+1G+0D,0.9801,0.99,7.625,7.220000000000001
T00000150,2,1S+1G+0D,0.9801,0.99,4.585,7.21
T00000151,2,1S+1G+0D,0.9801,0.99,2.55,7.21
T00000152,2,1S+1G+0D,0.9801,0.99,4.28,7.2
T00000153,2,1S+1G+0D,0.9801,0.99,1.575,7.195
T00000154,2,1S+1G+0D,0.9801,0.99,1.85,7.195
T00000155,2,2S+0G+0D,0.9801,0.99,3.125,7.1850000000000005
T00000156,2,1S+1G+0D,0.9801,0.99,4.92,7.180000000000001
T00000157,2,1S+1G+0D,0.9801,0.99,1.275,7.17
T00000158,2,1S+1G+0D,0.9801,0.99,5.15,7.16
T00000159,2,1S+1G+0D,0.9801,0.99,4.795,7.155
T00000160,2,1S+1G+0D,0.9801,0.99,1.9249999999999998,7.15
T00000161,2,2S+0G+0D,0.9801,0.99,3.2249999999999996,7.1450000000000005
T00000162,2,1S+1G+0D,0.9801,0.99,2.76,7.1450000000000005
T00000163,2,2S+0G+0D,0.9801,0.99,2.8499999999999996,7.1450000000000005
T00000164,2,1S+1G+0D,0.9801,0.99,6.19,7.140000000000001
T00000165,2,1S+1G+0D,0.9801,0.99,2.67,7.13
T00000166,2,1S+1G+0D,0.9801,0.99,1.4,7.125
T00000167,2,1S+1G+0D,0.9801,0.99,1.5,7.125
T00000168,2,1S+1G+0D,0.9801,0.99,4.525,7.125
T00000169,2,1S+1G+0D,0.9801,0.99,3.7800000000000002,7.115
T00000170,2,2S+0G+0D,0.9801,0.99,3.4349999999999996,7.11
T00000171,2,1S+1G+0D,0.9801,0.99,2.5,7.11
T00000172,2,1S+1G+0D,0.9801,0.99,2.775,7.105
T00000173,2,1S+1G+0D,0.9801,0.99,5.16,7.1000000000000005
T00000174,2,1S+1G+0D,0.9801,0.99,2.025,7.1000000000000005
T00000175,2,1S+1G+0D,0.9801,0.99,6.125,7.095000000000001
T00000176,2,2S+0G+0D,0.9801,0.99,4.375,7.08
T00000177,2,1S+1G+0D,0.9801,0.99,5.19,7.0600000000000005
T00000178,2,1S+1G+0D,0.9801,0.99,6.76,7.0600000000000005
T00000179,2,1S+1G+0D,0.9801,0.99,4.66,7.055000000000001
T00000180,2,2S+0G+0D,0.9801,0.99,1.575,7.045
T00000181,2,1S+1G+0D,0.9801,0.99,2.2249999999999996,7.0200000000000005
T00000182,2,1S+1G+0D,0.9801,0.99,4.495,7.015000000000001
T00000183,2,1S+1G+0D,0.9801,0.99,2.735,6.995
T00000184,2,1S+1G+0D,0.9801,0.99,2.17,6.995
T00000185,2,1S+1G+0D,0.9801,0.99,5.125,6.985
T00000186,2,2S+0G+0D,0.9801,0.99,2.025,6.98
T00000187,2,1S+1G+0D,0.9801,0.99,2.545,6.98
T00000188,2,2S+0G+0D,0.9801,0.99,3.4400000000000004,6.98
T00000189,2,1S+1G+0D,0.9801,0.99,4.585,6.9750000000000005
T00000190,2,2S+0G+0D,0.9801,0.99,1.6749999999999998,6.970000000000001
T00000191,2,2S+0G+0D,0.9801,0.99,1.575,6.970000000000001
T00000192,2,2S+0G+0D,0.9801,0.99,2.17,6.970000000000001
T00000193,2,1S+1G+0D,0.9801,0.99,3.5250000000000004,6.970000000000001
T00000194,2,1S+1G+0D,0.9801,0.99,5.22,6.955
T00000195,2,1S+1G+0D,0.9801,0.99,1.85,6.945
T00000196,2,2S+0G+0D,0.9801,0.99,0.7,6.94
T00000197,2,2S+0G+0D,0.9801,0.99,0.7,6.94
T00000198,2,2S+0G+0D,0.9801,0.99,1.85,6.94
T00000199,2,2S+0G+0D,0.9801,0.99,1.92,6.930000000000001
T00000200,2,1S+1G+0D,0.9801,0.99,1.825,6.91
T00000201,2,1S+1G+0D,0.9801,0.99,4.125,6.905
T00000202,2,1S+1G+0D,0.9801,0.99,1.35,6.9
T00000203,2,1S+1G+0D,0.9801,0.99,1.525,6.890000000000001
T00000204,2,2S+0G+0D,0.9801,0.99,1.9749999999999999,6.885
T00000205,2,1S+1G+0D,0.9801,0.99,4.56,6.885
T00000206,2,2S+0G+0D,0.9801,0.99,1.45,6.88
T00000207,2,1S+1G+0D,0.9801,0.99,4.93,6.88
T00000208,2,1S+1G+0D,0.9801,0.99,4.385,6.875
T00000209,2,2S+0G+0D,0.9801,0.99,1.75,6.875
T00000210,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000211,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000212,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000213,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000214,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000215,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000216,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000217,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000218,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000219,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000220,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000221,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000222,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000223,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000224,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000225,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000226,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000227,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000228,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000229,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000230,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000231,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000232,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000233,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000234,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000235,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000236,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000237,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000238,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000239,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000240,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000241,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000242,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000243,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000244,2,1S+1G+0D,0.9801,0.99,0.7,6.865
T00000245,2,1S+1G+0D,0.9801,0.99,5.74,6.865
T00000246,2,1S+1G+0D,0.9801,0.99,3.6399999999999997,6.865
T00000247,2,1S+1G+0D,0.9801,0.99,3.0599999999999996,6.865
T00000248,2,1S+1G+0D,0.9801,0.99,2.085,6.865
T00000249,2,1S+1G+0D,0.9801,0.99,4.215,6.865
T00000250,2,1S+1G+0D,0.9801,0.99,4.87,6.865
T00000251,2,1S+1G+0D,0.9801,0.99,5.37,6.865
T00000252,2,1S+1G+0D,0.9801,0.99,1.325,6.865
T00000253,2,2S+0G+0D,0.9801,0.99,2.025,6.865
T00000254,2,1S+1G+0D,0.9801,0.99,2.59,6.865
T00000255,2,2S+0G+0D,0.9801,0.99,1.25,6.865
T00000256,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000257,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000258,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000259,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000260,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000261,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000262,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000263,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000264,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000265,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000266,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000267,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000268,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000269,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000270,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000271,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000272,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000273,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000274,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000275,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000276,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000277,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000278,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000279,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000280,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000281,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000282,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000283,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000284,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000285,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000286,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000287,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000288,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000289,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000290,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000291,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000292,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000293,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000294,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000295,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000296,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000297,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000298,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000299,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000300,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000301,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000302,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000303,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000304,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000305,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000306,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000307,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000308,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000309,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000310,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000311,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000312,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000313,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000314,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000315,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000316,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000317,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000318,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000319,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000320,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000321,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000322,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000323,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000324,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000325,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000326,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000327,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000328,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000329,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000330,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000331,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000332,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000333,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000334,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000335,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000336,2,1S+1G+0D,0.9801,0.99,0.95,6.865
T00000337,2,1S+1G+0D,0.9801,0.99,0.95,6.865
T00000338,2,1S+1G+0D,0.9801,0.99,0.95,6.865
T00000339,2,1S+1G+0D,0.9801,0.99,0.95,6.865
T00000340,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000341,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000342,2,1S+1G+0D,0.9801,0.99,0.95,6.865
T00000343,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000344,2,1S+1G+0D,0.9801,0.99,0.95,6.865
T00000345,2,1S+1G+0D,0.9801,0.99,0.95,6.865
T00000346,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000347,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000348,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000349,2,1S+1G+0D,0.9801,0.99,0.95,6.865
T00000350,2,1S+1G+0D,0.9801,0.99,0.95,6.865
T00000351,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000352,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000353,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000354,2,1S+1G+0D,0.9801,0.99,0.95,6.865
T00000355,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000356,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000357,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000358,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000359,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000360,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000361,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000362,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000363,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000364,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000365,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000366,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000367,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000368,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000369,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000370,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000371,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000372,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000373,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000374,2,2S+0G+0D,0.9801,0.99,0.95,6.865
T00000375,2,1S+1G+0D,0.9801,0.99,2.09,6.835
T00000376,2,1S+1G+0D,0.9801,0.99,4.06,6.83
T00000377,2,1S+1G+0D,0.9801,0.99,3.885,6.82
T00000378,2,1S+1G+0D,0.9801,0.99,5.715,6.8100000000000005
T00000379,2,1S+1G+0D,0.9801,0.99,7.24,6.805000000000001
T00000380,2,1S+1G+0D,0.9801,0.99,5.6850000000000005,6.805000000000001
T00000381,2,1S+1G+0D,0.9801,0.99,5.65,6.78
T00000382,2,2S+0G+0D,0.9801,0.99,1.275,6.775
T00000383,2,1S+1G+0D,0.9801,0.99,5.1850000000000005,6.7700000000000005
T00000384,2,1S+1G+0D,0.9801,0.99,1.5,6.755
T00000385,2,2S+0G+0D,0.9801,0.99,0.7,6.45
T00000386,2,2S+0G+0D,0.9801,0.99,0.7,6.405
T00002932,2,0S+2G+0D,0.9801,0.99,3.425,3.8999999999999995
T00002933,2,0S+2G+0D,0.9801,0.99,2.425,3.8999999999999995
T00002934,2,0S+2G+0D,0.9801,0.99,3.925,3.8999999999999995
T00002935,2,0S+2G+0D,0.9801,0.99,3.425,3.8999999999999995
T00002936,2,0S+2G+0D,0.9801,0.99,3.75,3.8899999999999997
T00002937,2,0S+2G+0D,0.9801,0.99,4.25,3.8899999999999997
T00002938,2,0S+2G+0D,0.9801,0.99,2.0,3.8899999999999997
T00002939,2,0S+2G+0D,0.9801,0.99,2.55,3.8899999999999997
T00002940,2,0S+2G+0D,0.9801,0.99,1.825,3.88
T00002941,2,0S+2G+0D,0.9801,0.99,3.15,3.88
T00002942,2,0S+2G+0D,0.9801,0.99,1.875,3.88
T00002943,2,0S+2G+0D,0.9801,0.99,4.65,3.87
T00002944,2,0S+2G+0D,0.9801,0.99,1.8499999999999999,3.8499999999999996
T00002945,2,0S+2G+0D,0.9801,0.99,1.825,3.8099999999999996
T00002946,2,0S+2G+0D,0.9801,0.99,3.625,3.79
T00002947,2,0S+2G+0D,0.9801,0.99,3.525,3.79
T00002948,2,0S+2G+0D,0.9801,0.99,3.5,3.79
T00005862,2,0S+2G+0D,0.9801,0.99,3.8,3.78
T00005863,2,0S+2G+0D,0.9801,0.99,5.3,3.78
T00005864,2,0S+2G+0D,0.9801,0.99,4.8,3.78
