nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,is_combo_player,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,ESPN_ATHLETE_ID,data_source,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5
1630163,10939095,10939095,56699,139688,2026-03-29T18:00:00.000-04:00,,,LaMelo Ball,G,CHA,BOS,43.0,Fantasy Score,fantasy,Demon,37.0,1,https://static.prizepicks.com/images/players/NBA/LaMelo_Ball_NBA_player_vSSpDQXCeqiNwRWls7uAuty.webp,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,4432816.0,nba_db,44.6,43.0,52.7,57.1,51.2,69.7,42.8,53.7,31.8,44.9,49.72,49.15,49.15,4.0,0.0,1.0,0.8,1.0,0.0,0.778,0.222,OK,29.0,OK,5.0,4.0,0.0,1.0,0.8,0.0
1641706,10939071,10939071,174280,139688,2026-03-29T18:00:00.000-04:00,,,Brandon Miller,F,CHA,BOS,40.0,Fantasy Score,fantasy,Demon,33.5,1,https://static.prizepicks.com/images/players/NBA/Brandon_Miller_NBA_player_9WQeuljz80xiUpTgVMGct8zK.webp,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,4433287.0,nba_db,45.6,39.6,33.6,41.5,47.8,30.9,20.2,41.1,52.8,33.8,41.62,38.69,38.69,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,30.4,OK,5.0,3.0,2.0,0.0,0.6,0.4
1628401,10939078,10939078,60021,139688,2026-03-29T18:00:00.000-04:00,,,Derrick White,G,BOS,CHA,40.0,Fantasy Score,fantasy,Demon,34.0,1,https://static.prizepicks.com/images/players/NBA/Derrick_White_NBA_player_j31gwnz7z94eWcwKbT1RB8J.webp,,,,,OK,0,111.7,88.1,41.1,35.6,12.8,20.7,12.6,52.49999999999999,28.3,56.6,8.0,10.0,8.0,11.0,10.0,16.0,12.0,12.0,1.0,28.0,9.010752688172042,8.0,Above Avg,3078576.0,nba_db,25.3,28.4,36.2,38.5,35.7,44.3,40.7,59.0,21.9,48.3,32.82,37.83,37.83,0.0,5.0,0.0,0.0,0.0,1.0,0.4,0.6,OK,34.0,OK,5.0,0.0,5.0,0.0,0.0,1.0
1630202,10939092,10939092,25443,139688,2026-03-29T18:00:00.000-04:00,,,Payton Pritchard,G,BOS,CHA,38.0,Fantasy Score,fantasy,Demon,31.5,1,https://static.prizepicks.com/images/players/NBA/Payton_Pritchard_NBA_player_mETqObZeSRGUv7JuHzL8Roy.webp,,,,,OK,0,111.7,88.1,41.1,35.6,12.8,20.7,12.6,52.49999999999999,28.3,56.6,8.0,10.0,8.0,11.0,10.0,16.0,12.0,12.0,1.0,28.0,9.010752688172042,8.0,Above Avg,4066354.0,nba_db,55.4,26.9,23.7,34.7,38.0,41.8,23.8,29.3,39.6,46.4,35.74,35.96,35.96,1.0,3.0,1.0,0.2,0.25,0.75,0.444,0.556,OK,31.6,OK,5.0,1.0,3.0,1.0,0.2,0.6
1627759,10939068,10939068,188003,139688,2026-03-29T18:00:00.000-04:00,,,Jaylen Brown,G-F,BOS,CHA,35.5,Fantasy Score,fantasy,Goblin,41.5,1,https://static.prizepicks.com/images/players/NBA/Jaylen_Brown_NBA_player_utxCqIIRlnJz1PvPg4Ljnl44.webp,,,,,OK,0,111.7,88.1,41.1,35.6,12.8,20.7,12.6,52.49999999999999,28.3,56.6,8.0,10.0,8.0,11.0,10.0,16.0,12.0,12.0,1.0,28.0,9.010752688172042,8.0,Above Avg,3917376.0,nba_db,61.1,47.4,51.2,55.2,67.9,31.3,62.7,22.9,48.8,52.9,56.56,50.14,50.14,5.0,0.0,0.0,1.0,1.0,0.0,0.8,0.2,OK,37.4,OK,5.0,5.0,0.0,0.0,1.0,0.0
1642851,10939075,10939075,271661,139688,2026-03-29T18:00:00.000-04:00,,,Kon Knueppel,G-F,CHA,BOS,35.5,Fantasy Score,fantasy,Demon,30.0,1,https://static.prizepicks.com/images/manual/Kon_Knueppel.png,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,5061575.0,nba_db,38.2,63.7,29.3,20.1,35.7,41.9,37.7,43.4,35.3,27.7,37.4,37.3,37.3,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,OK,28.0,OK,5.0,3.0,2.0,0.0,0.6,0.4
1628369,10939073,10939073,187999,139688,2026-03-29T18:00:00.000-04:00,,,Jayson Tatum,F-G,BOS,CHA,33.5,Fantasy Score,fantasy,Goblin,39.5,1,https://static.prizepicks.com/images/players/NBA/Jayson_Tatum_NBA_player_m62yMQl0xSxuv8M28c75TQG0.webp,,,,,OK,0,111.7,88.1,41.1,35.6,12.8,20.7,12.6,52.49999999999999,28.3,56.6,8.0,10.0,8.0,11.0,10.0,16.0,12.0,12.0,1.0,28.0,9.010752688172042,8.0,Above Avg,4065648.0,nba_db,58.4,65.4,49.2,27.8,53.0,42.9,64.3,45.0,31.6,53.9,50.76,49.15,49.15,4.0,1.0,0.0,0.8,0.8,0.2,0.8,0.2,OK,33.0,OK,5.0,4.0,1.0,0.0,0.8,0.2
1628970,10939094,10939094,1540,139688,2026-03-29T18:00:00.000-04:00,,,Miles Bridges,F,CHA,BOS,33.5,Fantasy Score,fantasy,Demon,27.5,1,https://static.prizepicks.com/images/players/NBA/Miles_Bridges_NBA_player_fauJ9jwCuF1qkviRJLIaP9Pl.webp,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,4066383.0,nba_db,24.7,31.5,23.6,26.3,19.1,49.0,38.3,43.9,26.9,29.9,25.04,31.32,31.32,0.0,5.0,0.0,0.0,0.0,1.0,0.3,0.7,OK,27.2,OK,5.0,0.0,5.0,0.0,0.0,1.0
1631217,10939090,10939090,227548,139688,2026-03-29T18:00:00.000-04:00,,,Moussa Diabaté,F,CHA,BOS,32.5,Fantasy Score,fantasy,Demon,27.0,1,https://static.prizepicks.com/images/players/NBA/Moussa_Diabate_NBA_player_PX12w9abd1Sn5rkkzKRFcYOJ.webp,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,4433249.0,nba_db,39.2,27.0,52.2,50.3,12.0,43.6,14.0,26.0,35.3,20.8,36.14,32.04,32.04,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,27.2,OK,5.0,3.0,2.0,0.0,0.6,0.4
1630163,10939087,10939087,56699,139688,2026-03-29T18:00:00.000-04:00,,,LaMelo Ball,G,CHA,BOS,31.0,Fantasy Score,fantasy,Goblin,37.0,1,https://static.prizepicks.com/images/players/NBA/LaMelo_Ball_NBA_player_vSSpDQXCeqiNwRWls7uAuty.webp,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,4432816.0,nba_db,44.6,43.0,52.7,57.1,51.2,69.7,42.8,53.7,31.8,44.9,49.72,49.15,49.15,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,OK,29.0,OK,5.0,5.0,0.0,0.0,1.0,0.0
1629632,10939064,10939064,302616,139688,2026-03-29T18:00:00.000-04:00,,,Coby White,G,CHA,BOS,29.0,Fantasy Score,fantasy,Demon,23.5,1,https://static.prizepicks.com/images/manual/coby_white.png,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,4395651.0,nba_db,31.8,27.1,42.0,34.6,43.1,38.1,40.3,15.4,13.7,27.5,35.72,31.36,31.36,4.0,1.0,0.0,0.8,0.8,0.2,0.6,0.4,OK,20.4,OK,5.0,4.0,1.0,0.0,0.8,0.2
1641706,10939063,10939063,174280,139688,2026-03-29T18:00:00.000-04:00,,,Brandon Miller,F,CHA,BOS,28.0,Fantasy Score,fantasy,Goblin,33.5,1,https://static.prizepicks.com/images/players/NBA/Brandon_Miller_NBA_player_9WQeuljz80xiUpTgVMGct8zK.webp,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,4433287.0,nba_db,45.6,39.6,33.6,41.5,47.8,30.9,20.2,41.1,52.8,33.8,41.62,38.69,38.69,5.0,0.0,0.0,1.0,1.0,0.0,0.9,0.1,OK,30.4,OK,5.0,5.0,0.0,0.0,1.0,0.0
1628401,10939067,10939067,60021,139688,2026-03-29T18:00:00.000-04:00,,,Derrick White,G,BOS,CHA,28.0,Fantasy Score,fantasy,Goblin,34.0,1,https://static.prizepicks.com/images/players/NBA/Derrick_White_NBA_player_j31gwnz7z94eWcwKbT1RB8J.webp,,,,,OK,0,111.7,88.1,41.1,35.6,12.8,20.7,12.6,52.49999999999999,28.3,56.6,8.0,10.0,8.0,11.0,10.0,16.0,12.0,12.0,1.0,28.0,9.010752688172042,8.0,Above Avg,3078576.0,nba_db,25.3,28.4,36.2,38.5,35.7,44.3,40.7,59.0,21.9,48.3,32.82,37.83,37.83,4.0,1.0,0.0,0.8,0.8,0.2,0.8,0.2,OK,34.0,OK,5.0,4.0,1.0,0.0,0.8,0.2
1630202,10939084,10939084,25443,139688,2026-03-29T18:00:00.000-04:00,,,Payton Pritchard,G,BOS,CHA,26.0,Fantasy Score,fantasy,Goblin,31.5,1,https://static.prizepicks.com/images/players/NBA/Payton_Pritchard_NBA_player_mETqObZeSRGUv7JuHzL8Roy.webp,,,,,OK,0,111.7,88.1,41.1,35.6,12.8,20.7,12.6,52.49999999999999,28.3,56.6,8.0,10.0,8.0,11.0,10.0,16.0,12.0,12.0,1.0,28.0,9.010752688172042,8.0,Above Avg,4066354.0,nba_db,55.4,26.9,23.7,34.7,38.0,41.8,23.8,29.3,39.6,46.4,35.74,35.96,35.96,4.0,1.0,0.0,0.8,0.8,0.2,0.8,0.2,OK,31.6,OK,5.0,4.0,1.0,0.0,0.8,0.2
1642851,10939083,10939083,271661,139688,2026-03-29T18:00:00.000-04:00,,,Kon Knueppel,G-F,CHA,BOS,24.5,Fantasy Score,fantasy,Goblin,30.0,1,https://static.prizepicks.com/images/manual/Kon_Knueppel.png,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,5061575.0,nba_db,38.2,63.7,29.3,20.1,35.7,41.9,37.7,43.4,35.3,27.7,37.4,37.3,37.3,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,28.0,OK,5.0,4.0,1.0,0.0,0.8,0.2
1628970,10939086,10939086,1540,139688,2026-03-29T18:00:00.000-04:00,,,Miles Bridges,F,CHA,BOS,22.5,Fantasy Score,fantasy,Goblin,27.5,1,https://static.prizepicks.com/images/players/NBA/Miles_Bridges_NBA_player_fauJ9jwCuF1qkviRJLIaP9Pl.webp,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,4066383.0,nba_db,24.7,31.5,23.6,26.3,19.1,49.0,38.3,43.9,26.9,29.9,25.04,31.32,31.32,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,27.2,OK,5.0,4.0,1.0,0.0,0.8,0.2
1631217,10939082,10939082,227548,139688,2026-03-29T18:00:00.000-04:00,,,Moussa Diabaté,F,CHA,BOS,21.5,Fantasy Score,fantasy,Goblin,27.0,1,https://static.prizepicks.com/images/players/NBA/Moussa_Diabate_NBA_player_PX12w9abd1Sn5rkkzKRFcYOJ.webp,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,4433249.0,nba_db,39.2,27.0,52.2,50.3,12.0,43.6,14.0,26.0,35.3,20.8,36.14,32.04,32.04,4.0,1.0,0.0,0.8,0.8,0.2,0.7,0.3,OK,27.2,OK,5.0,4.0,1.0,0.0,0.8,0.2
1629632,10939070,10939070,302616,139688,2026-03-29T18:00:00.000-04:00,,,Coby White,G,CHA,BOS,19.5,Fantasy Score,fantasy,Goblin,23.5,1,https://static.prizepicks.com/images/manual/coby_white.png,,,,,OK,0,106.9,86.6,38.2,39.1,13.9,21.4,12.4,47.49999999999999,24.300000000000004,48.60000000000001,1.0,22.0,25.0,6.0,2.0,1.0,2.0,2.0,4.0,29.0,4.43010752688172,1.0,Elite,4395651.0,nba_db,31.8,27.1,42.0,34.6,43.1,38.1,40.3,15.4,13.7,27.5,35.72,31.36,31.36,5.0,0.0,0.0,1.0,1.0,0.0,0.8,0.2,OK,20.4,OK,5.0,5.0,0.0,0.0,1.0,0.0
1630567,10939176,10939176,188002,139689,2026-03-29T18:00:00.000-04:00,,,Scottie Barnes,F-G,TOR,ORL,51.5,Fantasy Score,fantasy,Demon,44.5,1,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,,,,,OK,0,114.8,87.5,41.7,33.8,11.9,24.9,14.7,53.7,29.800000000000004,59.60000000000001,12.0,1.0,3.0,7.0,14.0,23.0,25.0,25.0,24.0,13.0,13.838709677419354,13.0,Above Avg,4433134.0,nba_db,71.7,51.6,58.4,41.0,52.6,37.4,60.0,39.2,33.7,40.0,55.06,48.56,48.56,4.0,1.0,0.0,0.8,0.8,0.2,0.5,0.5,OK,31.6,OK,5.0,4.0,1.0,0.0,0.8,0.2
1631094,10939171,10939171,188001,139689,2026-03-29T18:00:00.000-04:00,,,Paolo Banchero,F,ORL,TOR,49.5,Fantasy Score,fantasy,Demon,42.5,1,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,,,,,OK,0,112.3,86.2,40.2,36.1,12.8,24.1,15.9,50.1,27.4,54.8,9.0,10.0,10.0,5.0,5.0,7.0,7.0,7.0,19.0,6.0,8.35483870967742,7.0,Elite,4432573.0,nba_db,55.8,60.2,59.8,46.0,43.6,64.5,50.5,50.1,46.5,49.6,53.08,52.66,52.66,3.0,2.0,0.0,0.6,0.6,0.4,0.7,0.3,OK,35.8,OK,5.0,3.0,2.0,0.0,0.6,0.4
1627742,10939155,10939155,269517,139689,2026-03-29T18:00:00.000-04:00,,,Brandon Ingram,F,TOR,ORL,42.0,Fantasy Score,fantasy,Demon,36.0,1,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,,,,,OK,0,114.8,87.5,41.7,33.8,11.9,24.9,14.7,53.7,29.800000000000004,59.60000000000001,12.0,1.0,3.0,7.0,14.0,23.0,25.0,25.0,24.0,13.0,13.838709677419354,13.0,Above Avg,3913176.0,nba_db,33.7,41.2,18.8,31.5,33.0,40.2,58.9,52.2,20.3,33.2,31.64,36.3,36.3,0.0,5.0,0.0,0.0,0.0,1.0,0.2,0.8,OK,31.8,OK,5.0,0.0,5.0,0.0,0.0,1.0
1630217,10939159,10939159,271602,139689,2026-03-29T18:00:00.000-04:00,,,Desmond Bane,G,ORL,TOR,40.0,Fantasy Score,fantasy,Demon,34.0,1,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp,,,,,OK,0,112.3,86.2,40.2,36.1,12.8,24.1,15.9,50.1,27.4,54.8,9.0,10.0,10.0,5.0,5.0,7.0,7.0,7.0,19.0,6.0,8.35483870967742,7.0,Elite,4066320.0,nba_db,37.0,39.9,39.7,38.8,43.4,30.6,34.9,38.3,46.2,59.7,39.76,40.85,40.85,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,OK,33.4,OK,5.0,1.0,4.0,0.0,0.2,0.8
1629628,10939172,10939172,183185,139689,2026-03-29T18:00:00.000-04:00,,,RJ Barrett,F-G,TOR,ORL,40.0,Fantasy Score,fantasy,Demon,33.5,1,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,,,,,OK,0,114.8,87.5,41.7,33.8,11.9,24.9,14.7,53.7,29.800000000000004,59.60000000000001,12.0,1.0,3.0,7.0,14.0,23.0,25.0,25.0,24.0,13.0,13.838709677419354,13.0,Above Avg,4395625.0,nba_db,35.7,32.2,44.9,24.6,33.5,38.8,43.7,50.2,32.9,41.7,34.18,37.82,37.82,1.0,4.0,0.0,0.2,0.2,0.8,0.4,0.6,OK,29.0,OK,5.0,1.0,4.0,0.0,0.2,0.8
1630591,10939161,10939161,53830,139689,2026-03-29T18:00:00.000-04:00,,,Jalen Suggs,G,ORL,TOR,39.0,Fantasy Score,fantasy,Demon,32.5,1,https://static.prizepicks.com/images/players/NBA/Jalen_Suggs_NBA_player_I7jpOaNuORX9n8iyAuZi5K2s.webp,,,,,OK,0,112.3,86.2,40.2,36.1,12.8,24.1,15.9,50.1,27.4,54.8,9.0,10.0,10.0,5.0,5.0,7.0,7.0,7.0,19.0,6.0,8.35483870967742,7.0,Elite,4432165.0,nba_db,21.8,33.6,19.0,42.9,27.2,36.0,55.3,33.4,36.1,39.3,28.9,34.46,34.46,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,OK,30.2,OK,5.0,1.0,4.0,0.0,0.2,0.8
1630567,10939166,10939166,188002,139689,2026-03-29T18:00:00.000-04:00,,,Scottie Barnes,F-G,TOR,ORL,38.5,Fantasy Score,fantasy,Goblin,44.5,1,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,,,,,OK,0,114.8,87.5,41.7,33.8,11.9,24.9,14.7,53.7,29.800000000000004,59.60000000000001,12.0,1.0,3.0,7.0,14.0,23.0,25.0,25.0,24.0,13.0,13.838709677419354,13.0,Above Avg,4433134.0,nba_db,71.7,51.6,58.4,41.0,52.6,37.4,60.0,39.2,33.7,40.0,55.06,48.56,48.56,5.0,0.0,0.0,1.0,1.0,0.0,0.8,0.2,OK,31.6,OK,5.0,5.0,0.0,0.0,1.0,0.0
1631094,10939160,10939160,188001,139689,2026-03-29T18:00:00.000-04:00,,,Paolo Banchero,F,ORL,TOR,36.5,Fantasy Score,fantasy,Goblin,42.5,1,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,,,,,OK,0,112.3,86.2,40.2,36.1,12.8,24.1,15.9,50.1,27.4,54.8,9.0,10.0,10.0,5.0,5.0,7.0,7.0,7.0,19.0,6.0,8.35483870967742,7.0,Elite,4432573.0,nba_db,55.8,60.2,59.8,46.0,43.6,64.5,50.5,50.1,46.5,49.6,53.08,52.66,52.66,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,OK,35.8,OK,5.0,5.0,0.0,0.0,1.0,0.0
1627751,10939157,10939157,96540,139689,2026-03-29T18:00:00.000-04:00,,,Jakob Poeltl,C,TOR,ORL,34.5,Fantasy Score,fantasy,Demon,28.5,1,https://static.prizepicks.com/images/players/NBA/Jakob_Poeltl_NBA_player_ju9rfJBLTXIDW3saYYyfg8xR.webp,,,,,OK,0,114.8,87.5,41.7,33.8,11.9,24.9,14.7,53.7,29.800000000000004,59.60000000000001,12.0,1.0,3.0,7.0,14.0,23.0,25.0,25.0,24.0,13.0,13.838709677419354,13.0,Above Avg,3134908.0,nba_db,51.7,25.7,9.0,55.7,39.1,63.6,13.7,23.0,53.0,31.9,36.24,36.64,36.64,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,25.0,OK,5.0,3.0,2.0,0.0,0.6,0.4
1628976,10939182,10939182,37711,139689,2026-03-29T18:00:00.000-04:00,,,Wendell Carter,C-F,ORL,TOR,32.5,Fantasy Score,fantasy,Demon,26.5,1,https://static.prizepicks.com/images/players/NBA/Wendell_Carter_NBA_player_D8fHvKLdHu6fJ37Fbvf4voGd.webp,,,,,OK,0,112.3,86.2,40.2,36.1,12.8,24.1,15.9,50.1,27.4,54.8,9.0,10.0,10.0,5.0,5.0,7.0,7.0,7.0,19.0,6.0,8.35483870967742,7.0,Elite,4277847.0,nba_db,38.7,35.5,32.5,34.3,28.5,29.6,32.1,59.2,44.2,26.5,33.9,36.11,36.11,3.0,1.0,1.0,0.6,0.75,0.25,0.556,0.444,OK,30.0,OK,5.0,3.0,1.0,1.0,0.6,0.2
1627742,10939149,10939149,269517,139689,2026-03-29T18:00:00.000-04:00,,,Brandon Ingram,F,TOR,ORL,30.0,Fantasy Score,fantasy,Goblin,36.0,1,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,,,,,OK,0,114.8,87.5,41.7,33.8,11.9,24.9,14.7,53.7,29.800000000000004,59.60000000000001,12.0,1.0,3.0,7.0,14.0,23.0,25.0,25.0,24.0,13.0,13.838709677419354,13.0,Above Avg,3913176.0,nba_db,33.7,41.2,18.8,31.5,33.0,40.2,58.9,52.2,20.3,33.2,31.64,36.3,36.3,4.0,1.0,0.0,0.8,0.8,0.2,0.8,0.2,OK,31.8,OK,5.0,4.0,1.0,0.0,0.8,0.2
1630217,10939151,10939151,271602,139689,2026-03-29T18:00:00.000-04:00,,,Desmond Bane,G,ORL,TOR,28.0,Fantasy Score,fantasy,Goblin,34.0,1,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp,,,,,OK,0,112.3,86.2,40.2,36.1,12.8,24.1,15.9,50.1,27.4,54.8,9.0,10.0,10.0,5.0,5.0,7.0,7.0,7.0,19.0,6.0,8.35483870967742,7.0,Elite,4066320.0,nba_db,37.0,39.9,39.7,38.8,43.4,30.6,34.9,38.3,46.2,59.7,39.76,40.85,40.85,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,OK,33.4,OK,5.0,5.0,0.0,0.0,1.0,0.0
1629628,10939163,10939163,183185,139689,2026-03-29T18:00:00.000-04:00,,,RJ Barrett,F-G,TOR,ORL,28.0,Fantasy Score,fantasy,Goblin,33.5,1,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,,,,,OK,0,114.8,87.5,41.7,33.8,11.9,24.9,14.7,53.7,29.800000000000004,59.60000000000001,12.0,1.0,3.0,7.0,14.0,23.0,25.0,25.0,24.0,13.0,13.838709677419354,13.0,Above Avg,4395625.0,nba_db,35.7,32.2,44.9,24.6,33.5,38.8,43.7,50.2,32.9,41.7,34.18,37.82,37.82,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,29.0,OK,5.0,4.0,1.0,0.0,0.8,0.2
,10939169,10939169,218628,139689,2026-03-29T18:00:00.000-04:00,,,Tristan Silva,F,ORL,TOR,27.0,Fantasy Score,fantasy,Demon,22.0,1,https://static.prizepicks.com/images/players/NBA/Tristan_Da_Silva_NBA_player_P4N0KaXAPN3h5k1IVKetUs5m.webp,,,,,UNRESOLVED_SINGLE,0,112.3,86.2,40.2,36.1,12.8,24.1,15.9,50.1,27.4,54.8,9.0,10.0,10.0,5.0,5.0,7.0,7.0,7.0,19.0,6.0,8.35483870967742,7.0,Elite,4702382.0,nba_db,28.4,35.2,44.1,19.9,13.9,26.3,11.4,36.1,60.4,41.3,28.3,31.7,31.7,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,OK,29.0,OK,5.0,3.0,2.0,0.0,0.6,0.4
1630591,10939173,10939173,53830,139689,2026-03-29T18:00:00.000-04:00,,,Jalen Suggs,G,ORL,TOR,27.0,Fantasy Score,fantasy,Goblin,32.5,1,https://static.prizepicks.com/images/players/NBA/Jalen_Suggs_NBA_player_I7jpOaNuORX9n8iyAuZi5K2s.webp,,,,,OK,0,112.3,86.2,40.2,36.1,12.8,24.1,15.9,50.1,27.4,54.8,9.0,10.0,10.0,5.0,5.0,7.0,7.0,7.0,19.0,6.0,8.35483870967742,7.0,Elite,4432165.0,nba_db,21.8,33.6,19.0,42.9,27.2,36.0,55.3,33.4,36.1,39.3,28.9,34.46,34.46,3.0,2.0,0.0,0.6,0.6,0.4,0.8,0.2,OK,30.2,OK,5.0,3.0,2.0,0.0,0.6,0.4
1642266,10939153,10939153,220934,139689,2026-03-29T18:00:00.000-04:00,,,Ja'Kobe Walter,G,TOR,ORL,25.0,Fantasy Score,fantasy,Demon,19.5,1,https://static.prizepicks.com/images/players/NBA/Ja'Kobe_Walter_NBA_player_4doPm9Lbi8qPzZMbOibxbZs.webp,,,,,OK,0,114.8,87.5,41.7,33.8,11.9,24.9,14.7,53.7,29.800000000000004,59.60000000000001,12.0,1.0,3.0,7.0,14.0,23.0,25.0,25.0,24.0,13.0,13.838709677419354,13.0,Above Avg,4684272.0,nba_db,31.2,6.7,43.0,23.6,31.9,32.8,11.9,27.3,5.7,19.9,27.28,23.4,23.4,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,25.2,OK,5.0,3.0,2.0,0.0,0.6,0.4
