nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,is_combo_player,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,ESPN_ATHLETE_ID,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg
1641705,10804995,10804995,173819,138259,2026-03-23T19:00:00.000-04:00,,,Victor Wembanyama,F-C,SAS,MIA,28.5,Pts+Asts,pa,Goblin,30.5,1,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,5104157,26,35,21,23,40,42,30,28,41,14,29,30,30,2,3,0,0.4,0.4,0.6,0.5,0.5,OK,29.6
1626181,10806641,10806641,271615,138259,2026-03-23T19:00:00.000-04:00,,,Norman Powell,G,MIA,SAS,28.5,Fantasy Score,fantasy,Standard,28.5,0,https://static.prizepicks.com/images/players/NBA/Norman_Powell_NBA_player_iZ2Zi8YLXUk9dnKXL0euVv1I.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,2595516,37.4,36.7,33.2,9.6,39.2,50.4,29.1,8.9,1,35.3,31.22,28.08,28.08,4,1,0,0.8,0.8,0.2,0.7,0.3,OK,27
1628389,10796650,10796650,188000,138259,2026-03-23T19:00:00.000-04:00,,,Bam Adebayo,C-F,MIA,SAS,27.5,Points,pts,Demon,21.5,3,https://static.prizepicks.com/images/players/NBA/Bam_Adebayo_NBA_player_k5AKrt98DD5x7VKXQ6GPiPz1.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4066261,32,28,20,21,83,24,24,21,23,24,36.8,30,30,3,2,0,0.6,0.6,0.4,0.3,0.7,OK,39.6
1626181,10796835,10796835,271615,138259,2026-03-23T19:00:00.000-04:00,,,Norman Powell,G,MIA,SAS,27.5,Pts+Rebs+Asts,pra,Demon,24.5,1,https://static.prizepicks.com/images/players/NBA/Norman_Powell_NBA_player_iZ2Zi8YLXUk9dnKXL0euVv1I.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,2595516,25,26,24,8,32,33,20,8,1,25,23,20.2,20.2,1,4,0,0.2,0.2,0.8,0.2,0.8,OK,27
1642264,10796905,10796905,217804,138259,2026-03-23T19:00:00.000-04:00,,,Stephon Castle,G,SAS,MIA,27.5,Pts+Rebs+Asts,pra,Goblin,30.5,2,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4845367,16,38,32,51,33,31,22,24,29,21,34,29.7,29.7,4,1,0,0.8,0.8,0.2,0.6,0.4,OK,31.2
1628368,10804969,10804969,226913,138259,2026-03-23T19:00:00.000-04:00,,,De'Aaron Fox,G,SAS,MIA,27.5,Pts+Rebs+Asts,pra,Goblin,29.5,1,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4066259,24,33,26,27,27,39,37,32,30,37,27.4,31.2,31.2,1,4,0,0.2,0.2,0.8,0.6,0.4,OK,29
1641705,10796539,10796539,173819,138259,2026-03-23T19:00:00.000-04:00,,,Victor Wembanyama,F-C,SAS,MIA,26.5,Points,pts,Standard,26.5,0,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,5104157,20,34,18,21,32,39,29,27,38,10,25,26.8,26.8,2,3,0,0.4,0.4,0.6,0.6,0.4,OK,29.6
1628368,10796713,10796713,226913,138259,2026-03-23T19:00:00.000-04:00,,,De'Aaron Fox,G,SAS,MIA,26.5,Pts+Rebs+Asts,pra,Goblin,29.5,2,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4066259,24,33,26,27,27,39,37,32,30,37,27.4,31.2,31.2,3,2,0,0.6,0.6,0.4,0.8,0.2,OK,29
1630170,10796734,10796734,56347,138259,2026-03-23T19:00:00.000-04:00,,,Devin Vassell,G-F,SAS,MIA,26.5,Pts+Rebs+Asts,pra,Demon,20.5,3,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4395630,16,27,17,22,18,13,18,14,28,28,20,20.1,20.1,1,4,0,0.2,0.2,0.8,0.3,0.7,OK,33.2
1629639,10796930,10796930,10776,138259,2026-03-23T19:00:00.000-04:00,,,Tyler Herro,G,MIA,SAS,26.5,Points,pts,Demon,21.5,2,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4395725,25,21,20,10,25,33,25,22,18,25,20.2,22.4,22.4,0,5,0,0,0,1,0.1,0.9,OK,32.8
1629639,10796935,10796935,10776,138259,2026-03-23T19:00:00.000-04:00,,,Tyler Herro,G,MIA,SAS,26.5,Pts+Rebs,pr,Standard,26.5,0,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4395725,31,29,28,16,31,42,29,25,20,29,27,28,28,4,1,0,0.8,0.8,0.2,0.7,0.3,OK,32.8
203952,10806635,10806635,227725,138259,2026-03-23T19:00:00.000-04:00,,,Andrew Wiggins,F,MIA,SAS,26.5,Fantasy Score,fantasy,Standard,26.5,0,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,3059319,20.3,40.9,38.7,30.9,51.6,49.9,32.9,44,47,45.7,36.48,40.19,40.19,4,1,0,0.8,0.8,0.2,0.9,0.1,OK,29
1628368,10796452,10796452,226913,138259,2026-03-23T19:00:00.000-04:00,,,De'Aaron Fox,G,SAS,MIA,25.5,Pts+Asts,pa,Standard,25.5,0,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4066259,21,26,21,24,21,36,34,30,28,32,22.6,27.3,27.3,1,4,0,0.2,0.2,0.8,0.6,0.4,OK,29
1628389,10796649,10796649,188000,138259,2026-03-23T19:00:00.000-04:00,,,Bam Adebayo,C-F,MIA,SAS,25.5,Points,pts,Demon,21.5,2,https://static.prizepicks.com/images/players/NBA/Bam_Adebayo_NBA_player_k5AKrt98DD5x7VKXQ6GPiPz1.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4066261,32,28,20,21,83,24,24,21,23,24,36.8,30,30,3,2,0,0.6,0.6,0.4,0.3,0.7,OK,39.6
1629640,10796806,10796806,55140,138259,2026-03-23T19:00:00.000-04:00,,,Keldon Johnson,F-G,SAS,MIA,25.5,Pts+Rebs+Asts,pra,Demon,19.5,3,https://static.prizepicks.com/images/players/NBA/Keldon_Johnson_NBA_player_ytnN6jT7zYkcukGvVWoYp2zk.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4395723,32,11,20,13,18,15,14,23,16,13,18.8,17.5,17.5,1,4,0,0.2,0.2,0.8,0.1,0.9,OK,21.6
1641796,10796877,10796877,233790,138259,2026-03-23T19:00:00.000-04:00,,,Pelle Larsson,G,MIA,SAS,25.5,Pts+Rebs+Asts,pra,Demon,18.5,3,https://static.prizepicks.com/images/players/NBA/Pelle_Larsson_NBA_player_Jx5ZqeLyqZECGQziJT6zXdNr.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4601025,27,18,16,21,40,13,20,17,21,8,24.4,20.1,20.1,2,3,0,0.4,0.4,0.6,0.2,0.8,OK,33
1629639,10796934,10796934,10776,138259,2026-03-23T19:00:00.000-04:00,,,Tyler Herro,G,MIA,SAS,25.5,Pts+Asts,pa,Standard,25.5,0,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4395725,29,26,25,15,28,42,30,24,21,32,24.6,27.2,27.2,3,2,0,0.6,0.6,0.4,0.6,0.4,OK,32.8
1629639,10804993,10804993,10776,138259,2026-03-23T19:00:00.000-04:00,,,Tyler Herro,G,MIA,SAS,25.5,Pts+Rebs,pr,Goblin,26.5,1,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4395725,31,29,28,16,31,42,29,25,20,29,27,28,28,4,1,0,0.8,0.8,0.2,0.7,0.3,OK,32.8
1631170,10806639,10806639,177386,138259,2026-03-23T19:00:00.000-04:00,,,Jaime Jaquez,G,MIA,SAS,25.5,Fantasy Score,fantasy,Standard,25.5,0,https://static.prizepicks.com/images/players/NBA/Jaime_Jaquez_NBA_player_93WtzdYg1jI8Uxy2vKBQ4a6X.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4432848,15.7,47.9,21.3,24.7,44.2,34.9,40.4,43,25.6,36.8,30.76,33.45,33.45,2,3,0,0.4,0.4,0.6,0.7,0.3,OK,27.8
1630170,10806649,10806649,56347,138259,2026-03-23T19:00:00.000-04:00,,,Devin Vassell,G-F,SAS,MIA,25.5,Fantasy Score,fantasy,Standard,25.5,0,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4395630,21.9,39.1,19.5,35.7,27.9,18,28.8,19.1,45.5,38.9,28.82,29.44,29.44,3,2,0,0.6,0.6,0.4,0.6,0.4,OK,33.2
1642264,10796523,10796523,217804,138259,2026-03-23T19:00:00.000-04:00,,,Stephon Castle,G,SAS,MIA,24.5,Pts+Asts,pa,Standard,24.5,0,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4845367,15,31,25,40,24,28,14,23,25,17,27,24.2,24.2,3,2,0,0.6,0.6,0.4,0.5,0.5,OK,31.2
1630170,10796732,10796732,56347,138259,2026-03-23T19:00:00.000-04:00,,,Devin Vassell,G-F,SAS,MIA,24.5,Pts+Rebs+Asts,pra,Demon,20.5,2,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4395630,16,27,17,22,18,13,18,14,28,28,20,20.1,20.1,1,4,0,0.2,0.2,0.8,0.3,0.7,OK,33.2
1630577,10796784,10796784,125266,138259,2026-03-23T19:00:00.000-04:00,,,Julian Champagnie,F,SAS,MIA,24.5,Pts+Rebs+Asts,pra,Demon,18.5,3,https://static.prizepicks.com/images/players/NBA/Julian_Champagnie_NBA_player_wWXts7QJavucRoRUsMbfxn9.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4592479,19,18,19,16,15,16,5,20,30,24,17.4,18.2,18.2,0,5,0,0,0,1,0.1,0.9,OK,29.4
1626181,10796834,10796834,271615,138259,2026-03-23T19:00:00.000-04:00,,,Norman Powell,G,MIA,SAS,24.5,Pts+Rebs+Asts,pra,Standard,24.5,0,https://static.prizepicks.com/images/players/NBA/Norman_Powell_NBA_player_iZ2Zi8YLXUk9dnKXL0euVv1I.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,2595516,25,26,24,8,32,33,20,8,1,25,23,20.2,20.2,3,2,0,0.6,0.6,0.4,0.5,0.5,OK,27
1629639,10796931,10796931,10776,138259,2026-03-23T19:00:00.000-04:00,,,Tyler Herro,G,MIA,SAS,24.5,Points,pts,Demon,21.5,1,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4395725,25,21,20,10,25,33,25,22,18,25,20.2,22.4,22.4,2,3,0,0.4,0.4,0.6,0.5,0.5,OK,32.8
1641705,10797254,10797254,173819,138259,2026-03-23T19:00:00.000-04:00,,,Victor Wembanyama,F-C,SAS,MIA,24.5,Points,pts,Goblin,26.5,1,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,5104157,20,34,18,21,32,39,29,27,38,10,25,26.8,26.8,2,3,0,0.4,0.4,0.6,0.6,0.4,OK,29.6
203952,10800243,10800243,227725,138259,2026-03-23T19:00:00.000-04:00,,,Andrew Wiggins,F,MIA,SAS,24.5,Pts+Rebs,pr,Demon,16.5,2,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,3059319,12,20,18,20,24,35,20,31,21,32,18.8,23.3,23.3,0,5,0,0,0,1,0.3,0.7,OK,29
1630558,10800273,10800273,227883,138259,2026-03-23T19:00:00.000-04:00,,,Davion Mitchell,G,MIA,SAS,24.5,Pts+Rebs+Asts,pra,Demon,17.5,2,https://static.prizepicks.com/images/players/NBA/Davion_Mitchell_NBA_player_ZoDFOmDX207i6ik62UoG3uK.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4278053,25,25,12,20,23,24,14,22,8,15,21,18.8,18.8,2,3,0,0.4,0.4,0.6,0.2,0.8,OK,29.6
1631170,10800285,10800285,177386,138259,2026-03-23T19:00:00.000-04:00,,,Jaime Jaquez,G,MIA,SAS,24.5,Pts+Asts,pa,Demon,,2,https://static.prizepicks.com/images/players/NBA/Jaime_Jaquez_NBA_player_93WtzdYg1jI8Uxy2vKBQ4a6X.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4432848,12,29,13,13,26,25,25,24,17,21,18.6,20.5,20.5,2,3,0,0.4,0.4,0.6,0.4,0.6,OK,27.8
1631170,10800289,10800289,177386,138259,2026-03-23T19:00:00.000-04:00,,,Jaime Jaquez,G,MIA,SAS,24.5,Pts+Rebs,pr,Demon,16.5,2,https://static.prizepicks.com/images/players/NBA/Jaime_Jaquez_NBA_player_93WtzdYg1jI8Uxy2vKBQ4a6X.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4432848,7,24,10,11,25,23,25,25,17,23,15.4,19,19,1,4,0,0.2,0.2,0.8,0.3,0.7,OK,27.8
1631170,10800292,10800292,177386,138259,2026-03-23T19:00:00.000-04:00,,,Jaime Jaquez,G,MIA,SAS,24.5,Pts+Rebs+Asts,pra,Demon,21.5,2,https://static.prizepicks.com/images/players/NBA/Jaime_Jaquez_NBA_player_93WtzdYg1jI8Uxy2vKBQ4a6X.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4432848,13,31,17,19,32,27,32,29,20,25,22.4,24.5,24.5,2,3,0,0.4,0.4,0.6,0.6,0.4,OK,27.8
1626181,10800298,10800298,271615,138259,2026-03-23T19:00:00.000-04:00,,,Norman Powell,G,MIA,SAS,24.5,Pts+Asts,pa,Demon,21.5,1,https://static.prizepicks.com/images/players/NBA/Norman_Powell_NBA_player_iZ2Zi8YLXUk9dnKXL0euVv1I.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,2595516,23,20,23,5,26,31,17,6,1,21,19.4,17.3,17.3,1,4,0,0.2,0.2,0.8,0.2,0.8,OK,27
1626181,10800302,10800302,271615,138259,2026-03-23T19:00:00.000-04:00,,,Norman Powell,G,MIA,SAS,24.5,Pts+Rebs,pr,Demon,22.5,1,https://static.prizepicks.com/images/players/NBA/Norman_Powell_NBA_player_iZ2Zi8YLXUk9dnKXL0euVv1I.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,2595516,22,23,21,6,32,27,18,7,0,25,20.8,18.1,18.1,1,4,0,0.2,0.2,0.8,0.3,0.7,OK,27
1641796,10800311,10800311,233790,138259,2026-03-23T19:00:00.000-04:00,,,Pelle Larsson,G,MIA,SAS,24.5,Pts+Rebs,pr,Demon,15.5,2,https://static.prizepicks.com/images/players/NBA/Pelle_Larsson_NBA_player_Jx5ZqeLyqZECGQziJT6zXdNr.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4601025,24,13,16,18,34,12,15,15,17,5,21,16.9,16.9,1,4,0,0.2,0.2,0.8,0.1,0.9,OK,33
1629639,10800318,10800318,10776,138259,2026-03-23T19:00:00.000-04:00,,,Tyler Herro,G,MIA,SAS,24.5,Pts+Asts,pa,Goblin,25.5,1,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4395725,29,26,25,15,28,42,30,24,21,32,24.6,27.2,27.2,4,1,0,0.8,0.8,0.2,0.7,0.3,OK,32.8
1629639,10800321,10800321,10776,138259,2026-03-23T19:00:00.000-04:00,,,Tyler Herro,G,MIA,SAS,24.5,Pts+Rebs,pr,Goblin,26.5,2,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4395725,31,29,28,16,31,42,29,25,20,29,27,28,28,4,1,0,0.8,0.8,0.2,0.8,0.2,OK,32.8
1629639,10800325,10800325,10776,138259,2026-03-23T19:00:00.000-04:00,,,Tyler Herro,G,MIA,SAS,24.5,Pts+Rebs+Asts,pra,Goblin,31.5,2,https://static.prizepicks.com/images/players/NBA/Tyler_Herro_NBA_player_Bz7r2msPv6LxaUBsQ7Zgi8st.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,4395725,35,34,33,21,34,51,34,27,23,36,31.4,32.8,32.8,4,1,0,0.8,0.8,0.2,0.8,0.2,OK,32.8
203952,10800379,10800379,227725,138259,2026-03-23T19:00:00.000-04:00,,,Andrew Wiggins,F,MIA,SAS,24.5,Pts+Asts,pa,Demon,14.5,2,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,,,,,OK,0,111.8,90.9,41.0,36.5,12.9,21.3,13.3,54.400000000000006,28.1,56.2,7,12,13,25,8,25,11,11,2,24,9.903225806451612,9,Above Avg,3059319,9,17,16,20,21,31,15,28,13,26,16.6,19.6,19.6,0,5,0,0,0,1,0.3,0.7,OK,29
1628368,10800466,10800466,226913,138259,2026-03-23T19:00:00.000-04:00,,,De'Aaron Fox,G,SAS,MIA,24.5,Pts+Rebs,pr,Demon,22.5,1,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4066259,17,30,20,21,23,30,28,22,21,34,22.2,24.6,24.6,1,4,0,0.2,0.2,0.8,0.4,0.6,OK,29
1628368,10800469,10800469,226913,138259,2026-03-23T19:00:00.000-04:00,,,De'Aaron Fox,G,SAS,MIA,24.5,Pts+Rebs+Asts,pra,Goblin,29.5,3,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4066259,24,33,26,27,27,39,37,32,30,37,27.4,31.2,31.2,4,1,0,0.8,0.8,0.2,0.9,0.1,OK,29
1630170,10800472,10800472,56347,138259,2026-03-23T19:00:00.000-04:00,,,Devin Vassell,G-F,SAS,MIA,24.5,Pts+Asts,pa,Demon,16.5,3,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4395630,14,24,12,21,16,8,14,11,23,21,17.4,16.4,16.4,0,5,0,0,0,1,0,1,OK,33.2
1630170,10800475,10800475,56347,138259,2026-03-23T19:00:00.000-04:00,,,Devin Vassell,G-F,SAS,MIA,24.5,Pts+Rebs,pr,Demon,17.5,2,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4395630,14,23,14,19,16,10,15,11,27,25,17.2,17.4,17.4,0,5,0,0,0,1,0.2,0.8,OK,33.2
1630577,10800483,10800483,125266,138259,2026-03-23T19:00:00.000-04:00,,,Julian Champagnie,F,SAS,MIA,24.5,Pts+Rebs,pr,Demon,16.5,2,https://static.prizepicks.com/images/players/NBA/Julian_Champagnie_NBA_player_wWXts7QJavucRoRUsMbfxn9.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4592479,17,16,18,15,13,15,5,16,29,23,15.8,16.7,16.7,0,5,0,0,0,1,0.1,0.9,OK,29.4
1642264,10800490,10800490,217804,138259,2026-03-23T19:00:00.000-04:00,,,Stephon Castle,G,SAS,MIA,24.5,Pts+Rebs,pr,Demon,21.5,1,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,,,,,OK,0,116.6,93.0,42.6,39.3,13.7,22.1,15.7,53.7,28.900000000000002,57.800000000000004,19,20,27,28,21,22,15,15,7,8,18.827956989247312,20,Avg,4845367,4,30,22,41,27,26,14,12,19,17,24.8,21.2,21.2,3,2,0,0.6,0.6,0.4,0.4,0.6,OK,31.2
