player_id,player_name_pp,team_pp,nba_player_id,nba_player_name,resolver
300091,Tyus Jones,DAL,1626145,Tyus Jones,name_strict
9967720,Aaron Nesmith,IND,1630174,Aaron Nesmith,name_strict
9920170,LaMelo Ball,CHA,1630163,LaMelo Ball,name_strict
9921029,Alperen Sengun,HOU,1630578,Alperen Sengun,name_strict
9921055,Kevin Durant,HOU,201142,Kevin Durant,name_strict
9920141,Brandon Miller,CHA,1641706,Brandon Miller,name_strict
9920159,Kon Knueppel,CHA,1642851,Kon Knueppel,name_strict
9967364,Amen Thompson,HOU,1641708,Amen Thompson,name_strict
9921045,Jabari Smith,HOU,1631095,Jabari Smith Jr.,name_loose_active_override_strict_inactive
9983353,Tari Eason,HOU,1631106,Tari Eason,name_strict
9920149,Grant Williams,CHA,1629684,Grant Williams,name_strict
9967993,Ryan Kalkbrenner,CHA,1641750,Ryan Kalkbrenner,name_strict
9968674,Reed Sheppard,HOU,1642263,Reed Sheppard,name_strict
9977951,Sion James,CHA,1642883,Sion James,name_strict
9924155,Clint Capela,HOU,203991,Clint Capela,name_strict
9924026,Josh Green,CHA,1630182,Josh Green,name_strict
9978582,Tidjane Salaün,CHA,1642275,Tidjane Salaün,name_strict
9926572,Dorian Finney-Smith,HOU,1627827,Dorian Finney-Smith,name_strict
9920792,Michael Porter,BKN,1629008,Michael Porter Jr.,name_loose
9967583,Donovan Mitchell,CLE,1628378,Donovan Mitchell,name_strict
9967586,James Harden,CLE,201935,James Harden,name_strict
9967585,Evan Mobley,CLE,1630596,Evan Mobley,name_strict
9967582,Day'Ron Sharpe,BKN,1630549,Day'Ron Sharpe,name_strict
9967587,Jarrett Allen,CLE,1628386,Jarrett Allen,name_strict
9922006,Jaylon Tyson,CLE,1642281,Jaylon Tyson,name_strict
9920805,Noah Clowney,BKN,1641730,Noah Clowney,name_strict
9983461,Danny Wolf,BKN,1642874,Danny Wolf,name_strict
9967584,Egor Dëmin,BKN,1642856,Egor Dëmin,name_strict
9967592,Nolan Traore,BKN,1642849,Nolan Traore,name_strict
9945640,Sam Merrill,CLE,1630241,Sam Merrill,name_strict
9977705,Dennis Schröder,CLE,203471,Dennis Schröder,name_strict
9983464,Terance Mann,BKN,1629611,Terance Mann,name_strict
9977962,Drake Powell,BKN,1642962,Drake Powell,name_strict
9968377,Andrew Nembhard,IND,1629614,Andrew Nembhard,name_strict
9969687,Pascal Siakam,IND,1627783,Pascal Siakam,name_strict
9970703,Jarace Walker,IND,1641716,Jarace Walker,name_strict
9985114,Jay Huff,IND,1630643,Jay Huff,name_strict
9968638,Kyshawn George,WAS,1642273,Kyshawn George,name_strict
9971791,Justin Champagnie,WAS,1630551,Justin Champagnie,name_strict
9969683,Bilal Coulibaly,WAS,1641731,Bilal Coulibaly,name_strict
9968637,Bub Carrington,WAS,1642267,Bub Carrington,name_strict
9972291,Tre Johnson,WAS,1642848,Tre Johnson,name_strict
9969688,T.J. McConnell,IND,204456,T.J. McConnell,name_strict
9977573,Will Riley,WAS,1642860,Will Riley,name_strict
9969682,Ben Sheppard,IND,1641767,Ben Sheppard,name_strict
9971221,Kam Jones,IND,1642880,Kam Jones,name_strict
9969199,Tyrese Maxey,PHI,1630178,Tyrese Maxey,name_strict
9969193,Jalen Johnson,ATL,1630552,Jalen Johnson,name_strict
9969200,VJ Edgecombe,PHI,1642845,VJ Edgecombe,name_strict
9969197,Onyeka Okongwu,ATL,1630168,Onyeka Okongwu,name_strict
9969195,Kelly Oubre,PHI,1626162,Kelly Oubre Jr.,name_loose
9969196,Nickeil Alexander-Walker,ATL,1629638,Nickeil Alexander-Walker,name_strict
9969192,Dyson Daniels,ATL,1630700,Dyson Daniels,name_strict
9969191,CJ McCollum,ATL,203468,CJ McCollum,name_strict
9978046,Quentin Grimes,PHI,1629656,Quentin Grimes,name_strict
9981521,Trendon Watford,PHI,1630570,Trendon Watford,name_strict
9985838,Dominick Barlow,PHI,1631230,Dominick Barlow,name_strict
9985836,Adem Bona,PHI,1641737,Adem Bona,name_strict
9985837,Corey Kispert,ATL,1630557,Corey Kispert,name_strict
9985841,Zaccharie Risacher,ATL,1642258,Zaccharie Risacher,name_strict
9978040,Jock Landale,ATL,1629111,Jock Landale,name_strict
9919266,Jalen Brunson,NYK,1628973,Jalen Brunson,name_strict
9919695,Cade Cunningham,DET,1630595,Cade Cunningham,name_strict
9919272,Karl-Anthony Towns,NYK,1626157,Karl-Anthony Towns,name_strict
9919269,Josh Hart,NYK,1628404,Josh Hart,name_strict
9919702,Paul Reed,DET,1630194,Paul Reed,name_strict
9919166,OG Anunoby,NYK,1628384,OG Anunoby,name_strict
9919276,Mikal Bridges,NYK,1628969,Mikal Bridges,name_strict
9919707,Tobias Harris,DET,202699,Tobias Harris,name_strict
9919686,Ausar Thompson,DET,1641709,Ausar Thompson,name_strict
9967349,Duncan Robinson,DET,1629130,Duncan Robinson,name_strict
9937609,Ronald Holland,DET,1641842,Ronald Holland II,name_loose
9938359,Mitchell Robinson,NYK,1629011,Mitchell Robinson,name_strict
9968589,Landry Shamet,NYK,1629013,Landry Shamet,name_strict
9923296,Daniss Jenkins,DET,1642450,Daniss Jenkins,name_strict
9923292,Caris LeVert,DET,1627747,Caris LeVert,name_strict
9919416,Josh Giddey,CHI,1630581,Josh Giddey,name_strict
9967537,Scottie Barnes,TOR,1630567,Scottie Barnes,name_strict
9919442,Brandon Ingram,TOR,1627742,Brandon Ingram,name_strict
9919402,Anfernee Simons,CHI,1629014,Anfernee Simons,name_strict
9919450,Immanuel Quickley,TOR,1630193,Immanuel Quickley,name_strict
9919459,RJ Barrett,TOR,1629628,RJ Barrett,name_strict
9919408,Jalen Smith,CHI,1630188,Jalen Smith,name_strict
9919421,Matas Buzelis,CHI,1641824,Matas Buzelis,name_strict
9968556,Jakob Poeltl,TOR,1627751,Jakob Poeltl,name_strict
9930062,Isaac Okoro,CHI,1630171,Isaac Okoro,name_strict
9963089,Jamal Shead,TOR,1642347,Jamal Shead,name_strict
9919591,Victor Wembanyama,SAS,1641705,Victor Wembanyama,name_strict
9969374,Devin Booker,PHX,1626164,Devin Booker,name_strict
9919540,De'Aaron Fox,SAS,1628368,De'Aaron Fox,name_strict
9919582,Stephon Castle,SAS,1642264,Stephon Castle,name_strict
9969372,Collin Gillespie,PHX,1631221,Collin Gillespie,name_strict
9919560,Devin Vassell,SAS,1630170,Devin Vassell,name_strict
9932935,Dylan Harper,SAS,1642844,Dylan Harper,name_strict
9937826,Keldon Johnson,SAS,1629640,Keldon Johnson,name_strict
9962506,Jordan Goodwin,PHX,1630692,Jordan Goodwin,name_strict
9969377,Grayson Allen,PHX,1628960,Grayson Allen,name_strict
9966232,Jalen Green,PHX,1630224,Jalen Green,name_strict
9969380,Royce O'Neale,PHX,1626220,Royce O'Neale,name_strict
9923453,Mark Williams,PHX,1631109,Mark Williams,name_strict
9972416,Julian Champagnie,SAS,1630577,Julian Champagnie,name_strict
9979008,Harrison Barnes,SAS,203084,Harrison Barnes,name_strict
9923456,Oso Ighodaro,PHX,1642345,Oso Ighodaro,name_strict
9919615,Jaylen Brown,BOS,1627759,Jaylen Brown,name_strict
9921777,Derrick White,BOS,1628401,Derrick White,name_strict
9923687,Payton Pritchard,BOS,1630202,Payton Pritchard,name_strict
9919789,Nikola Vučević,BOS,202696,Nikola Vučević,name_strict
9922166,De'Anthony Melton,GSW,1629001,De'Anthony Melton,name_strict
9936150,Draymond Green,GSW,203110,Draymond Green,name_strict
9972441,Pat Spencer,GSW,1630311,Pat Spencer,name_strict
9968693,Brandin Podziemski,GSW,1641764,Brandin Podziemski,name_strict
9968934,Neemias Queta,BOS,1629674,Neemias Queta,name_strict
9975174,Gui Santos,GSW,1630611,Gui Santos,name_strict
9976304,Moses Moody,GSW,1630541,Moses Moody,name_strict
9933868,Al Horford,GSW,201143,Al Horford,name_strict
9974367,Baylor Scheierman,BOS,1631248,Baylor Scheierman,name_strict
9919636,Sam Hauser,BOS,1630573,Sam Hauser,name_strict
9977125,Kristaps Porziņģis,GSW,204001,Kristaps Porziņģis,name_strict
9969237,Paolo Banchero,ORL,1631094,Paolo Banchero,name_strict
9969236,Jalen Suggs,ORL,1630591,Jalen Suggs,name_strict
9969235,Desmond Bane,ORL,1630217,Desmond Bane,name_strict
9969233,Anthony Black,ORL,1641710,Anthony Black,name_strict
9969238,Russell Westbrook,SAC,201566,Russell Westbrook,name_strict
9979283,Maxime Raynaud,SAC,1642875,Maxime Raynaud,name_strict
9974263,Devin Carter,SAC,1642269,Devin Carter,name_strict
9969234,DeMar DeRozan,SAC,201942,DeMar DeRozan,name_strict
9974330,Nique Clifford,SAC,1642363,Nique Clifford,name_strict
9935071,Wendell Carter,ORL,1628976,Wendell Carter Jr.,name_loose
9974993,Keegan Murray,SAC,1631099,Keegan Murray,name_strict
9974305,Malik Monk,SAC,1628370,Malik Monk,name_strict
9978373,Moritz Wagner,ORL,1629021,Moritz Wagner,name_strict
9979290,Precious Achiuwa,SAC,1630173,Precious Achiuwa,name_strict
9974702,Daeqwon Plowden,SAC,1631342,Daeqwon Plowden,name_strict
9920955,Nikola Jokić,DEN,203999,Nikola Jokić,name_strict
9920453,Kawhi Leonard,LAC,202695,Kawhi Leonard,name_strict
9920947,Jamal Murray,DEN,1627750,Jamal Murray,name_strict
9920291,John Collins,LAC,1628381,John Collins,name_strict
9920444,Bennedict Mathurin,LAC,1631097,Bennedict Mathurin,name_strict
9920898,Christian Braun,DEN,1631128,Christian Braun,name_strict
9920907,Tim Hardaway,DEN,203501,Tim Hardaway Jr.,name_loose_active_override_strict_inactive
9920935,Cameron Johnson,DEN,1629661,Cameron Johnson,name_strict
9927196,Kris Dunn,LAC,1627739,Kris Dunn,name_strict
9968789,Brook Lopez,LAC,201572,Brook Lopez,name_strict
9933755,Jonas Valančiūnas,DEN,202685,Jonas Valančiūnas,name_strict
9968792,Derrick Jones,LAC,1627884,Derrick Jones Jr.,name_loose
9920746,Julian Strawther,DEN,1631124,Julian Strawther,name_strict
9920894,Bruce Brown,DEN,1628971,Bruce Brown,name_strict
9971814,Spencer Jones,DEN,1642461,Spencer Jones,name_strict
9979629,Anthony Edwards,MIN,1630162,Anthony Edwards,name_strict
9979571,Cooper Flagg,DAL,1642843,Cooper Flagg,name_strict
9979652,Julius Randle,MIN,203944,Julius Randle,name_strict
9979586,Rudy Gobert,MIN,203497,Rudy Gobert,name_strict
9979646,Jaden McDaniels,MIN,1630183,Jaden McDaniels,name_strict
9979639,Donte DiVincenzo,MIN,1628978,Donte DiVincenzo,name_strict
9979700,Zion Williamson,NOP,1629627,Zion Williamson,name_strict
9979844,Trey Murphy,NOP,1630530,Trey Murphy III,name_loose
9979309,Kevin Porter,MIL,1629645,Kevin Porter Jr.,name_loose_active_override_strict_inactive
9979664,Derik Queen,NOP,1642852,Derik Queen,name_strict
9979683,Saddiq Bey,NOP,1630180,Saddiq Bey,name_strict
9979796,Ryan Rollins,MIL,1631157,Ryan Rollins,name_strict
9979297,Bobby Portis,MIL,1626171,Bobby Portis,name_strict
9979316,Kyle Kuzma,MIL,1628398,Kyle Kuzma,name_strict
9974435,Cam Thomas,MIL,1630560,Cam Thomas,name_strict
9979319,Myles Turner,MIL,1626167,Myles Turner,name_strict
9975077,Jeremiah Fears,NOP,1642847,Jeremiah Fears,name_strict
9974413,AJ Green,MIL,1631260,AJ Green,name_strict
9979669,Herbert Jones,NOP,1630529,Herbert Jones,name_strict
9979689,Yves Missi,NOP,1642274,Yves Missi,name_strict
aaron nesmith|IND,Aaron Nesmith,IND,1630174,Aaron Nesmith,name_strict
lamelo ball|CHA,LaMelo Ball,CHA,1630163,LaMelo Ball,name_strict
alperen sengun|HOU,Alperen Sengun,HOU,1630578,Alperen Sengun,name_strict
kevin durant|HOU,Kevin Durant,HOU,201142,Kevin Durant,name_strict
brandon miller|CHA,Brandon Miller,CHA,1641706,Brandon Miller,name_strict
kon knueppel|CHA,Kon Knueppel,CHA,1642851,Kon Knueppel,name_strict
amen thompson|HOU,Amen Thompson,HOU,1641708,Amen Thompson,name_strict
jabari smith|HOU,Jabari Smith,HOU,1631095,Jabari Smith Jr.,name_loose_active_override_strict_inactive
tari eason|HOU,Tari Eason,HOU,1631106,Tari Eason,name_strict
grant williams|CHA,Grant Williams,CHA,1629684,Grant Williams,name_strict
ryan kalkbrenner|CHA,Ryan Kalkbrenner,CHA,1641750,Ryan Kalkbrenner,name_strict
reed sheppard|HOU,Reed Sheppard,HOU,1642263,Reed Sheppard,name_strict
sion james|CHA,Sion James,CHA,1642883,Sion James,name_strict
clint capela|HOU,Clint Capela,HOU,203991,Clint Capela,name_strict
josh green|CHA,Josh Green,CHA,1630182,Josh Green,name_strict
tidjane salaun|CHA,Tidjane Salaün,CHA,1642275,Tidjane Salaün,name_strict
dorian finney smith|HOU,Dorian Finney-Smith,HOU,1627827,Dorian Finney-Smith,name_strict
michael porter|BKN,Michael Porter,BKN,1629008,Michael Porter Jr.,name_loose
donovan mitchell|CLE,Donovan Mitchell,CLE,1628378,Donovan Mitchell,name_strict
james harden|CLE,James Harden,CLE,201935,James Harden,name_strict
evan mobley|CLE,Evan Mobley,CLE,1630596,Evan Mobley,name_strict
day ron sharpe|BKN,Day'Ron Sharpe,BKN,1630549,Day'Ron Sharpe,name_strict
jarrett allen|CLE,Jarrett Allen,CLE,1628386,Jarrett Allen,name_strict
jaylon tyson|CLE,Jaylon Tyson,CLE,1642281,Jaylon Tyson,name_strict
noah clowney|BKN,Noah Clowney,BKN,1641730,Noah Clowney,name_strict
danny wolf|BKN,Danny Wolf,BKN,1642874,Danny Wolf,name_strict
egor demin|BKN,Egor Dëmin,BKN,1642856,Egor Dëmin,name_strict
nolan traore|BKN,Nolan Traore,BKN,1642849,Nolan Traore,name_strict
sam merrill|CLE,Sam Merrill,CLE,1630241,Sam Merrill,name_strict
dennis schroder|CLE,Dennis Schröder,CLE,203471,Dennis Schröder,name_strict
terance mann|BKN,Terance Mann,BKN,1629611,Terance Mann,name_strict
drake powell|BKN,Drake Powell,BKN,1642962,Drake Powell,name_strict
andrew nembhard|IND,Andrew Nembhard,IND,1629614,Andrew Nembhard,name_strict
pascal siakam|IND,Pascal Siakam,IND,1627783,Pascal Siakam,name_strict
jarace walker|IND,Jarace Walker,IND,1641716,Jarace Walker,name_strict
jay huff|IND,Jay Huff,IND,1630643,Jay Huff,name_strict
kyshawn george|WAS,Kyshawn George,WAS,1642273,Kyshawn George,name_strict
