nba_player_id,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player_1,player_2,team_1,team_2,id_status,is_combo_player
1630692,Jordan Goodwin,G,PHX,ORL,24.5,Pts+Rebs+Asts,pra,Demon,16.5,2,10029327,10029327,174556,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630224,Jalen Green,G,PHX,ORL,24.5,Pts+Rebs,pr,Demon,21.5,1,10029597,10029597,272587,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630217,Desmond Bane,G,ORL,PHX,23.5,Points,pts,Demon,18.5,2,10023025,10023025,271602,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630217,Desmond Bane,G,ORL,PHX,23.5,Pts+Rebs,pr,Standard,23.5,0,10023031,10023031,271602,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1626220,Royce O'Neale,F,PHX,ORL,23.5,Pts+Rebs+Asts,pra,Demon,17.5,3,10023318,10023318,187891,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1641710,Anthony Black,G,ORL,PHX,23.5,Pts+Rebs+Asts,pra,Goblin,25.5,1,10024021,10024021,173641,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1628976,Wendell Carter,C-F,ORL,PHX,23.5,Pts+Rebs+Asts,pra,Demon,19.5,2,10024041,10024041,37711,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630692,Jordan Goodwin,G,PHX,ORL,23.0,Fantasy Score,fantasy,Standard,23.0,0,10031824,10031824,174556,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1641710,Anthony Black,G,ORL,PHX,22.5,Pts+Rebs+Asts,pra,Goblin,25.5,2,10022950,10022950,173641,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1631221,Collin Gillespie,G,PHX,ORL,22.5,Pts+Rebs+Asts,pra,Standard,22.5,0,10022993,10022993,233411,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630217,Desmond Bane,G,ORL,PHX,22.5,Points,pts,Demon,18.5,1,10023024,10023024,271602,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1628415,Dillon Brooks,G-F,PHX,ORL,22.5,Points,pts,Standard,22.5,0,10023073,10023073,269531,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1631109,Mark Williams,C,PHX,ORL,22.5,Pts+Rebs+Asts,pra,Demon,20.5,1,10023201,10023201,271611,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1631094,Paolo Banchero,F,ORL,PHX,22.5,Points,pts,Standard,22.5,0,10023273,10023273,188001,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1628976,Wendell Carter,C-F,ORL,PHX,22.5,Pts+Rebs+Asts,pra,Demon,19.5,1,10023361,10023361,37711,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630217,Desmond Bane,G,ORL,PHX,22.5,Pts+Asts,pa,Standard,22.5,0,10024022,10024022,271602,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630591,Jalen Suggs,G,ORL,PHX,22.5,Pts+Rebs+Asts,pra,Goblin,24.5,1,10030544,10030544,53830,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1626220,Royce O'Neale,F,PHX,ORL,22.0,Fantasy Score,fantasy,Standard,22.0,0,10031828,10031828,187891,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1641710,Anthony Black,G,ORL,PHX,21.5,Points,pts,Demon,16.5,2,10022939,10022939,173641,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1641710,Anthony Black,G,ORL,PHX,21.5,Pts+Asts,pa,Standard,21.5,0,10022945,10022945,173641,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1628960,Grayson Allen,G,PHX,ORL,21.5,Pts+Rebs+Asts,pra,Standard,21.5,0,10023121,10023121,174039,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630591,Jalen Suggs,G,ORL,PHX,21.5,Pts+Rebs+Asts,pra,Goblin,24.5,2,10023164,10023164,53830,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1626220,Royce O'Neale,F,PHX,ORL,21.5,Pts+Rebs+Asts,pra,Demon,17.5,2,10023316,10023316,187891,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630224,Jalen Green,G,PHX,ORL,21.5,Pts+Rebs,pr,Standard,21.5,0,10027978,10027978,272587,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630224,Jalen Green,G,PHX,ORL,21.5,Pts+Asts,pa,Standard,21.5,0,10028027,10028027,272587,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1631221,Collin Gillespie,G,PHX,ORL,21.5,Pts+Rebs+Asts,pra,Goblin,22.5,1,10030534,10030534,233411,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630217,Desmond Bane,G,ORL,PHX,21.5,Pts+Asts,pa,Goblin,22.5,1,10030535,10030535,271602,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630217,Desmond Bane,G,ORL,PHX,21.5,Pts+Rebs,pr,Goblin,23.5,1,10030536,10030536,271602,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630224,Jalen Green,G,PHX,ORL,21.5,Points,pts,Demon,18.5,2,10031650,10031650,272587,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1630224,Jalen Green,G,PHX,ORL,21.5,Pts+Rebs+Asts,pra,Goblin,24.5,1,10031653,10031653,272587,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1641710,Anthony Black,G,ORL,PHX,20.5,Pts+Rebs,pr,Standard,20.5,0,10022946,10022946,173641,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1628415,Dillon Brooks,G-F,PHX,ORL,20.5,Points,pts,Goblin,22.5,1,10023072,10023072,269531,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1628960,Grayson Allen,G,PHX,ORL,20.5,Points,pts,Demon,15.0,3,10023112,10023112,174039,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1631109,Mark Williams,C,PHX,ORL,20.5,Pts+Rebs+Asts,pra,Standard,20.5,0,10023204,10023204,271611,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1631094,Paolo Banchero,F,ORL,PHX,20.5,Points,pts,Goblin,22.5,1,10023272,10023272,188001,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1631221,Collin Gillespie,G,PHX,ORL,20.5,Pts+Rebs+Asts,pra,Goblin,22.5,2,10030130,10030130,233411,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1641710,Anthony Black,G,ORL,PHX,19.5,Points,pts,Demon,16.5,1,10022938,10022938,173641,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
1631221,Collin Gillespie,G,PHX,ORL,19.5,Pts+Rebs+Asts,pra,Goblin,22.5,3,10022992,10022992,233411,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,0
