nba_player_id,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,stat_status,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5
1631094,Paolo Banchero,F,ORL,PHX,34.5,Pts+Rebs,pr,Demon,31.5,1,10026056,10026056,188001,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35.0,17.0,34.0,39.0,35.0,29.0,39.0,33.0,24.0,34.0,32.0,31.9,29.841,3.0,2.0,0.0,0.6,OK,OK,5.0,3.0,2.0,0.0,0.6,0.4,0.6,0.4
1628415,Dillon Brooks,G-F,PHX,ORL,34.5,Pts+Asts,pa,Demon,24.5,2,10026724,10026724,269531,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.1,29.9,59.8,14.0,2.0,1.0,7.0,14.0,25.0,25.0,25.0,25.0,10.0,14.677419354838708,15.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25.0,23.0,17.0,19.0,18.0,22.0,32.0,35.0,16.0,23.0,20.4,23.0,23.0,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1628415,Dillon Brooks,G-F,PHX,ORL,34.5,Pts+Rebs,pr,Demon,27.0,2,10026727,10026727,269531,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.1,29.9,59.8,14.0,2.0,1.0,7.0,14.0,25.0,25.0,25.0,25.0,10.0,14.677419354838708,15.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26.0,24.0,18.0,18.0,23.0,20.0,33.0,40.0,14.0,27.0,21.8,24.3,24.878,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1631094,Paolo Banchero,F,ORL,PHX,34.5,Pts+Asts,pa,Demon,27.5,2,10026883,10026883,188001,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25.0,12.0,25.0,37.0,31.0,29.0,32.0,30.0,19.0,32.0,26.0,27.2,26.318,1.0,4.0,0.0,0.2,OK,OK,5.0,1.0,4.0,0.0,0.2,0.8,0.2,0.8
1630217,Desmond Bane,G,ORL,PHX,34.5,Pts+Asts,pa,Demon,22.5,3,10028023,10028023,271602,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26.0,20.0,17.0,25.0,14.0,16.0,10.0,11.0,29.0,15.0,20.4,18.3,23.704,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1630224,Jalen Green,G,PHX,ORL,34.5,Pts+Rebs+Asts,pra,Demon,24.5,2,10029316,10029316,272587,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.1,29.9,59.8,14.0,2.0,1.0,7.0,14.0,25.0,25.0,25.0,25.0,10.0,14.677419354838708,15.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35.0,4.0,17.0,6.0,16.0,14.0,17.0,31.0,,,15.6,17.5,17.5,1.0,4.0,0.0,0.2,OK,OK,5.0,1.0,4.0,0.0,0.2,0.8,0.2,0.8
1631094,Paolo Banchero,F,ORL,PHX,33.5,Pts+Rebs+Asts,pra,Goblin,35.5,2,10024037,10024037,188001,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36.0,18.0,35.0,44.0,42.0,38.0,43.0,41.0,28.0,38.0,35.0,36.3,34.659,4.0,1.0,0.0,0.8,OK,OK,5.0,4.0,1.0,0.0,0.8,0.2,0.8,0.2
1630591,Jalen Suggs,G,ORL,PHX,33.0,Fantasy Score,fantasy,Standard,33.0,0,10031823,10031823,53830,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25.8,16.6,24.2,24.9,27.9,27.4,22.1,41.6,24.9,29.4,23.88,26.48,32.426,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1630217,Desmond Bane,G,ORL,PHX,32.5,Pts+Rebs+Asts,pra,Demon,27.5,3,10023034,10023034,271602,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30.0,27.0,22.0,28.0,19.0,20.0,10.0,14.0,35.0,20.0,25.2,22.5,27.889,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1628415,Dillon Brooks,G-F,PHX,ORL,32.5,Pts+Rebs+Asts,pra,Demon,29.5,2,10023076,10023076,269531,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.1,29.9,59.8,14.0,2.0,1.0,7.0,14.0,25.0,25.0,25.0,25.0,10.0,14.677419354838708,15.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29.0,26.0,20.0,21.0,23.0,24.0,33.0,41.0,18.0,28.0,23.8,26.3,26.673,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1630217,Desmond Bane,G,ORL,PHX,32.0,Fantasy Score,fantasy,Standard,32.0,0,10031819,10031819,271602,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34.3,27.9,23.5,29.1,20.0,20.3,18.5,15.6,47.7,23.0,26.96,25.99,32.976,1.0,4.0,0.0,0.2,OK,OK,5.0,1.0,4.0,0.0,0.2,0.8,0.2,0.8
1630217,Desmond Bane,G,ORL,PHX,31.5,Pts+Rebs+Asts,pra,Demon,27.5,2,10023032,10023032,271602,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30.0,27.0,22.0,28.0,19.0,20.0,10.0,14.0,35.0,20.0,25.2,22.5,27.889,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1631094,Paolo Banchero,F,ORL,PHX,31.5,Pts+Rebs,pr,Standard,31.5,0,10023275,10023275,188001,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35.0,17.0,34.0,39.0,35.0,29.0,39.0,33.0,24.0,34.0,32.0,31.9,29.841,4.0,1.0,0.0,0.8,OK,OK,5.0,4.0,1.0,0.0,0.8,0.2,0.8,0.2
1628415,Dillon Brooks,G-F,PHX,ORL,31.5,Fantasy Score,fantasy,Standard,31.5,0,10031820,10031820,269531,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.1,29.9,59.8,14.0,2.0,1.0,7.0,14.0,25.0,25.0,25.0,25.0,10.0,14.677419354838708,15.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38.3,29.6,35.6,27.9,24.0,29.4,34.2,48.7,26.4,32.5,31.08,32.66,30.163,2.0,3.0,0.0,0.4,OK,OK,5.0,2.0,3.0,0.0,0.4,0.6,0.4,0.6
1641710,Anthony Black,G,ORL,PHX,30.5,Pts+Rebs+Asts,pra,Demon,25.5,2,10022948,10022948,173641,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13.0,13.0,25.0,19.0,15.0,23.0,15.0,14.0,21.0,7.0,17.0,16.5,24.148,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1630217,Desmond Bane,G,ORL,PHX,30.5,Pts+Rebs+Asts,pra,Demon,27.5,1,10023033,10023033,271602,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30.0,27.0,22.0,28.0,19.0,20.0,10.0,14.0,35.0,20.0,25.2,22.5,27.889,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1628415,Dillon Brooks,G-F,PHX,ORL,30.5,Pts+Rebs+Asts,pra,Demon,29.5,1,10023078,10023078,269531,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.1,29.9,59.8,14.0,2.0,1.0,7.0,14.0,25.0,25.0,25.0,25.0,10.0,14.677419354838708,15.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29.0,26.0,20.0,21.0,23.0,24.0,33.0,41.0,18.0,28.0,23.8,26.3,26.673,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1641710,Anthony Black,G,ORL,PHX,30.5,Fantasy Score,fantasy,Standard,30.5,0,10031817,10031817,173641,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18.1,13.6,27.5,23.6,17.3,33.2,17.9,21.3,37.8,9.6,20.02,21.99,31.165,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1628415,Dillon Brooks,G-F,PHX,ORL,29.5,Points,pts,Demon,22.5,3,10023070,10023070,269531,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.1,29.9,59.8,14.0,2.0,1.0,7.0,14.0,25.0,25.0,25.0,25.0,10.0,14.677419354838708,15.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22.0,21.0,15.0,16.0,18.0,18.0,32.0,34.0,12.0,22.0,18.4,21.0,21.204,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1628415,Dillon Brooks,G-F,PHX,ORL,29.5,Pts+Rebs+Asts,pra,Standard,29.5,0,10023080,10023080,269531,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.1,29.9,59.8,14.0,2.0,1.0,7.0,14.0,25.0,25.0,25.0,25.0,10.0,14.677419354838708,15.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29.0,26.0,20.0,21.0,23.0,24.0,33.0,41.0,18.0,28.0,23.8,26.3,26.673,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1630591,Jalen Suggs,G,ORL,PHX,29.5,Pts+Rebs+Asts,pra,Demon,24.5,3,10023163,10023163,53830,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20.0,18.0,24.0,15.0,13.0,18.0,22.0,32.0,19.0,27.0,18.0,20.8,23.324,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
1641710,Anthony Black,G,ORL,PHX,29.5,Pts+Rebs,pr,Demon,20.5,2,10026038,10026038,173641,129171,2026-02-21T17:00:00.000-05:00,,,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10.0,11.0,24.0,17.0,14.0,21.0,10.0,11.0,17.0,7.0,15.2,14.2,20.167,0.0,5.0,0.0,0.0,OK,OK,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
