projection_id,pp_projection_id,player_id,pp_game_id,start_time,player,pos,team,opp_team,pp_home_team,pp_away_team,prop_type,line,pick_type
10053918,10053918,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Fantasy Score,41.0,Standard
10039222,10039222,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Pts+Rebs+Asts,39.5,Demon
10043222,10043222,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Pts+Rebs,39.5,Demon
10043384,10043384,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Pts+Asts,39.5,Demon
10047503,10047503,299373,129652,2026-02-22T13:00:00.000-05:00,James Harden,G,CLE,,,,Pts+Asts,39.5,Demon
10048472,10048472,93905,129652,2026-02-22T13:00:00.000-05:00,Chet Holmgren,C-F,OKC,,,,Pts+Rebs,39.5,Demon
10053922,10053922,299373,129652,2026-02-22T13:00:00.000-05:00,James Harden,G,CLE,,,,Fantasy Score,39.5,Standard
10048165,10048165,302225,129652,2026-02-22T13:00:00.000-05:00,Chet Holmgren + James Harden,C-F,OKC/CLE,,,,Points (Combo),38.0,Standard
10053916,10053916,93905,129652,2026-02-22T13:00:00.000-05:00,Chet Holmgren,C-F,OKC,,,,Fantasy Score,38.0,Standard
10039221,10039221,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Pts+Rebs+Asts,37.5,Demon
10039315,10039315,299373,129652,2026-02-22T13:00:00.000-05:00,James Harden,G,CLE,,,,Pts+Rebs+Asts,37.5,Demon
10039314,10039314,299373,129652,2026-02-22T13:00:00.000-05:00,James Harden,G,CLE,,,,Pts+Rebs+Asts,36.5,Demon
10038807,10038807,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Pts+Rebs+Asts,35.5,Standard
10039171,10039171,93905,129652,2026-02-22T13:00:00.000-05:00,Chet Holmgren,C-F,OKC,,,,Pts+Rebs+Asts,35.5,Demon
10039313,10039313,299373,129652,2026-02-22T13:00:00.000-05:00,James Harden,G,CLE,,,,Pts+Rebs+Asts,35.5,Demon
10043221,10043221,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Pts+Rebs,34.5,Demon
10043227,10043227,299373,129652,2026-02-22T13:00:00.000-05:00,James Harden,G,CLE,,,,Pts+Rebs,34.5,Demon
10043383,10043383,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Pts+Asts,34.5,Demon
10043389,10043389,299373,129652,2026-02-22T13:00:00.000-05:00,James Harden,G,CLE,,,,Pts+Asts,34.5,Demon
10043783,10043783,93905,129652,2026-02-22T13:00:00.000-05:00,Chet Holmgren,C-F,OKC,,,,Pts+Rebs,34.5,Demon
10053792,10053792,26792,129652,2026-02-22T13:00:00.000-05:00,Jarrett Allen,C,CLE,,,,Pts+Rebs,34.5,Demon
10039170,10039170,93905,129652,2026-02-22T13:00:00.000-05:00,Chet Holmgren,C-F,OKC,,,,Pts+Rebs+Asts,33.5,Demon
10048218,10048218,302227,129652,2026-02-22T13:00:00.000-05:00,Chet Holmgren + Jarrett Allen,C-F,OKC/CLE,,,,Points (Combo),33.0,Standard
10038882,10038882,299373,129652,2026-02-22T13:00:00.000-05:00,James Harden,G,CLE,,,,Pts+Rebs+Asts,32.5,Standard
10039562,10039562,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Pts+Rebs+Asts,32.5,Goblin
10048223,10048223,302228,129652,2026-02-22T13:00:00.000-05:00,Aaron Wiggins + James Harden,G,OKC/CLE,,,,Points (Combo),32.5,Standard
10048224,10048224,302229,129652,2026-02-22T13:00:00.000-05:00,Isaiah Joe + James Harden,G,OKC/CLE,,,,Points (Combo),32.5,Standard
10039172,10039172,93905,129652,2026-02-22T13:00:00.000-05:00,Chet Holmgren,C-F,OKC,,,,Pts+Rebs+Asts,31.5,Demon
10039220,10039220,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Pts+Rebs+Asts,31.5,Goblin
10048225,10048225,302231,129652,2026-02-22T13:00:00.000-05:00,Chet Holmgren + Evan Mobley,C-F,OKC/CLE,,,,Points (Combo),31.5,Standard
10053924,10053924,26792,129652,2026-02-22T13:00:00.000-05:00,Jarrett Allen,C,CLE,,,,Fantasy Score,31.5,Standard
10053919,10053919,53979,129652,2026-02-22T13:00:00.000-05:00,Evan Mobley,C,CLE,,,,Fantasy Score,31.0,Standard
10038805,10038805,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Pts+Asts,30.5,Standard
10039217,10039217,188006,129652,2026-02-22T13:00:00.000-05:00,Donovan Mitchell,G,CLE,,,,Points,30.5,Demon
10039317,10039317,299373,129652,2026-02-22T13:00:00.000-05:00,James Harden,G,CLE,,,,Pts+Rebs+Asts,30.5,Goblin
10039358,10039358,26792,129652,2026-02-22T13:00:00.000-05:00,Jarrett Allen,C,CLE,,,,Pts+Rebs+Asts,30.5,Demon
10053920,10053920,220343,129652,2026-02-22T13:00:00.000-05:00,Isaiah Hartenstein,C-F,OKC,,,,Fantasy Score,30.0,Standard
10038760,10038760,93905,129652,2026-02-22T13:00:00.000-05:00,Chet Holmgren,C-F,OKC,,,,Pts+Rebs+Asts,29.5,Standard
