projection_id,player_id,player_name,team,position,stat_type,line_score,standard_line,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,game_date,delta_pct
12521353,218704,Shayne Gostisbehere,CAR,D,Shots On Goal,2.5,1.5,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.666667
12521357,57765,Shea Theodore,VGK,D,Blocked Shots,2.5,2.0,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.25
12521367,57765,Shea Theodore,VGK,D,Shots On Goal,2.5,1.5,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.666667
12521377,226405,Taylor Hall,CAR,F,Shots On Goal,2.5,2.0,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.25
12521391,218580,Tomas Hertl,VGK,F,Shots On Goal,2.5,1.5,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.666667
12521404,218753,William Karlsson,VGK,F,Shots On Goal,2.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522131,218569,Jack Eichel,VGK,F,Assists,2.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522133,267801,Mitch Marner,VGK,F,Assists,2.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522162,218224,Sebastian Aho,CAR,F,Assists,2.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12534933,311689,Carter Hart,VGK,G,Goals Allowed,2.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521084,268899,Alexander Nikishin,CAR,D,Shots On Goal,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521090,218693,Andrei Svechnikov,CAR,F,Points,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521100,218693,Andrei Svechnikov,CAR,F,Shots On Goal,1.5,2.5,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.6
12521103,218581,Brayden McNabb,VGK,D,Blocked Shots,1.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521110,87700,Brett Howden,VGK,F,Points,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521120,237785,Eric Robinson,CAR,F,Shots On Goal,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521126,125904,Ivan Barbashev,VGK,F,Points,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521137,218273,Jaccob Slavin,CAR,D,Shots On Goal,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521142,218569,Jack Eichel,VGK,F,Assists,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521148,218569,Jack Eichel,VGK,F,Points,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521157,218569,Jack Eichel,VGK,F,Shots On Goal,1.5,2.5,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.6
12521164,232486,Jackson Blake,CAR,F,Points,1.5,0.5,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,3.0
12521166,232486,Jackson Blake,CAR,F,Shots On Goal,1.5,2.0,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.75
12521172,141441,Jalen Chatfield,CAR,D,Blocked Shots,1.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521178,141441,Jalen Chatfield,CAR,D,Shots On Goal,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521201,268026,K'Andre Miller,CAR,D,Blocked Shots,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521208,268026,K'Andre Miller,CAR,D,Shots On Goal,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521217,231268,Logan Stankoven,CAR,F,Points,1.5,0.5,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,3.0
12521223,231268,Logan Stankoven,CAR,F,Shots On Goal,1.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521229,57428,Mark Stone,VGK,F,Assists,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521231,57428,Mark Stone,VGK,F,Points,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521240,267801,Mitch Marner,VGK,F,Assists,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521244,267801,Mitch Marner,VGK,F,Points,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521249,267801,Mitch Marner,VGK,F,Shots On Goal,1.5,2.0,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.75
12521257,265264,Nikolaj Ehlers,CAR,F,Points,1.5,0.5,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,3.0
12521264,265264,Nikolaj Ehlers,CAR,F,Shots On Goal,1.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521269,218573,Noah Hanifin,VGK,D,Blocked Shots,1.5,2.0,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.75
12521276,218573,Noah Hanifin,VGK,D,Shots On Goal,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521285,172624,Pavel Dorofeyev,VGK,F,Points,1.5,0.5,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,3.0
12521293,172624,Pavel Dorofeyev,VGK,F,Shots On Goal,1.5,2.5,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.6
12521296,294869,Rasmus Andersson,VGK,D,Blocked Shots,1.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521302,294869,Rasmus Andersson,VGK,D,Shots On Goal,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521313,218224,Sebastian Aho,CAR,F,Assists,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521317,218224,Sebastian Aho,CAR,F,Points,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521322,218224,Sebastian Aho,CAR,F,Shots On Goal,1.5,2.0,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.75
12521327,61274,Seth Jarvis,CAR,F,Assists,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521330,61274,Seth Jarvis,CAR,F,Points,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521339,61274,Seth Jarvis,CAR,F,Shots On Goal,1.5,2.5,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.6
12521347,218704,Shayne Gostisbehere,CAR,D,Points,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521352,218704,Shayne Gostisbehere,CAR,D,Shots On Goal,1.5,1.5,standard,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12521355,57765,Shea Theodore,VGK,D,Assists,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521356,57765,Shea Theodore,VGK,D,Blocked Shots,1.5,2.0,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.75
12521360,57765,Shea Theodore,VGK,D,Points,1.5,0.5,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,3.0
12521366,57765,Shea Theodore,VGK,D,Shots On Goal,1.5,1.5,standard,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12521372,226405,Taylor Hall,CAR,F,Points,1.5,0.5,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,3.0
12521376,226405,Taylor Hall,CAR,F,Shots On Goal,1.5,2.0,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.75
12521385,218580,Tomas Hertl,VGK,F,Points,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521396,218753,William Karlsson,VGK,F,Points,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521403,218753,William Karlsson,VGK,F,Shots On Goal,1.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522129,218693,Andrei Svechnikov,CAR,F,Assists,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522130,125904,Ivan Barbashev,VGK,F,Assists,1.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522132,232486,Jackson Blake,CAR,F,Assists,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522134,265264,Nikolaj Ehlers,CAR,F,Assists,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522135,218704,Shayne Gostisbehere,CAR,D,Assists,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522450,226405,Taylor Hall,CAR,F,Assists,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522586,87700,Brett Howden,VGK,F,Shots On Goal,1.5,1.5,standard,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12522612,231718,Sean Walker,CAR,D,Shots On Goal,1.5,1.5,standard,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12522622,218580,Tomas Hertl,VGK,F,Shots On Goal,1.5,1.5,standard,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12522633,57428,Mark Stone,VGK,F,Shots On Goal,1.5,2.0,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.75
12525040,64225,Jordan Martinook,CAR,F,Shots On Goal,1.5,1.5,standard,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12555236,218298,Jordan Staal,CAR,F,Points,1.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521083,268899,Alexander Nikishin,CAR,D,Shots On Goal,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521088,218693,Andrei Svechnikov,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521089,218693,Andrei Svechnikov,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521105,87700,Brett Howden,VGK,F,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521106,87700,Brett Howden,VGK,F,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521109,87700,Brett Howden,VGK,F,Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521119,237785,Eric Robinson,CAR,F,Shots On Goal,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521124,125904,Ivan Barbashev,VGK,F,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521125,125904,Ivan Barbashev,VGK,F,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521136,218273,Jaccob Slavin,CAR,D,Shots On Goal,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521143,218569,Jack Eichel,VGK,F,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521147,218569,Jack Eichel,VGK,F,Points,0.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521160,232486,Jackson Blake,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521161,232486,Jackson Blake,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521163,232486,Jackson Blake,CAR,F,Points,0.5,0.5,standard,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12521177,141441,Jalen Chatfield,CAR,D,Shots On Goal,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521182,64225,Jordan Martinook,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521188,218298,Jordan Staal,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521189,218298,Jordan Staal,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521190,218298,Jordan Staal,CAR,F,Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521195,218298,Jordan Staal,CAR,F,Shots On Goal,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521199,268026,K'Andre Miller,CAR,D,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521200,268026,K'Andre Miller,CAR,D,Blocked Shots,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521205,268026,K'Andre Miller,CAR,D,Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521207,268026,K'Andre Miller,CAR,D,Shots On Goal,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521212,231268,Logan Stankoven,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521213,231268,Logan Stankoven,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521216,231268,Logan Stankoven,CAR,F,Points,0.5,0.5,standard,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12521227,268027,Mark Jankowski,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521228,57428,Mark Stone,VGK,F,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521230,57428,Mark Stone,VGK,F,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521239,267801,Mitch Marner,VGK,F,Assists,0.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521241,267801,Mitch Marner,VGK,F,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521243,267801,Mitch Marner,VGK,F,Points,0.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521253,265264,Nikolaj Ehlers,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521254,265264,Nikolaj Ehlers,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521256,265264,Nikolaj Ehlers,CAR,F,Points,0.5,0.5,standard,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12521268,218573,Noah Hanifin,VGK,D,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521273,218573,Noah Hanifin,VGK,D,Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521275,218573,Noah Hanifin,VGK,D,Shots On Goal,0.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521280,172624,Pavel Dorofeyev,VGK,F,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521281,172624,Pavel Dorofeyev,VGK,F,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521284,172624,Pavel Dorofeyev,VGK,F,Points,0.5,0.5,standard,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12521300,294869,Rasmus Andersson,VGK,D,Shots On Goal,0.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521304,231718,Sean Walker,CAR,D,Blocked Shots,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521307,231718,Sean Walker,CAR,D,Shots On Goal,0.5,1.5,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.333333
12521312,218224,Sebastian Aho,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521314,218224,Sebastian Aho,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521316,218224,Sebastian Aho,CAR,F,Points,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521326,61274,Seth Jarvis,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521328,61274,Seth Jarvis,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521342,218704,Shayne Gostisbehere,CAR,D,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521343,218704,Shayne Gostisbehere,CAR,D,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521346,218704,Shayne Gostisbehere,CAR,D,Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521354,57765,Shea Theodore,VGK,D,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521358,57765,Shea Theodore,VGK,D,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521369,226405,Taylor Hall,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521370,226405,Taylor Hall,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521371,226405,Taylor Hall,CAR,F,Points,0.5,0.5,standard,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12521381,218580,Tomas Hertl,VGK,F,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521382,218580,Tomas Hertl,VGK,F,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521384,218580,Tomas Hertl,VGK,F,Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521393,218753,William Karlsson,VGK,F,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521394,218753,William Karlsson,VGK,F,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521395,218753,William Karlsson,VGK,F,Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521437,57428,Mark Stone,VGK,F,Points,0.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521748,61274,Seth Jarvis,CAR,F,Points,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12521810,294869,Rasmus Andersson,VGK,D,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522138,268899,Alexander Nikishin,CAR,D,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522139,268899,Alexander Nikishin,CAR,D,Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522140,218693,Andrei Svechnikov,CAR,F,Points,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522141,218581,Brayden McNabb,VGK,D,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522142,218581,Brayden McNabb,VGK,D,Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522145,267799,Colton Sissons,VGK,F,Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522146,291688,Dylan Coghlan,VGK,D,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522148,237785,Eric Robinson,CAR,F,Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522149,125904,Ivan Barbashev,VGK,F,Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522150,218273,Jaccob Slavin,CAR,D,Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522151,218569,Jack Eichel,VGK,F,Assists,0.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522152,141441,Jalen Chatfield,CAR,D,Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522155,64225,Jordan Martinook,CAR,F,Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522157,268027,Mark Jankowski,CAR,F,Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522159,294869,Rasmus Andersson,VGK,D,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522160,294869,Rasmus Andersson,VGK,D,Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
