projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,goalie_name,goalie_sv_pct,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,minutes_L10_list,role_stability_score,high_variance_role,game_date,rest_days,back_to_back,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,l10_over,l10_under,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,recommended_side,edge,l10_over_pct,l10_games_played,line_hits_over_10,line_hits_under_10,l10_streak,player_avg_shots_L5,player_avg_shots_L10,open_line,line_movement,line_direction_shift,implied_team_total,game_total
10875478,218218,Rasmus Dahlin,BUF,D,Time On Ice,24.0,standard,False,DET,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,time_on_ice,SKATER,DET,1,8480839,False,,3.098,27.744,0.771,2.915,28.244,0.226,82.0,19.0,Avg,J. Gibson,0.909,33.183,19.933,27.467,19.483,23.067,22.283,21.067,23.8,29.017,21.2,24.627,24.05,24.05,,,,,,,,,OK,"[33.18333333333333, 19.933333333333334, 27.466666666666665, 19.483333333333334, 23.066666666666666, 22.283333333333335, 21.066666666666666, 23.8, 29.016666666666666, 21.2]",0.824,False,2026-03-27,2,0,0.4,2,3,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.34,UNDER,0.16,0.3,10.0,3.0,7.0,COLD,,,24.0,0.0,stable,,
10875475,180376,Patrick Kane,DET,F,Time On Ice,19.5,standard,False,BUF,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,time_on_ice,SKATER,BUF,0,8474141,False,,2.927,29.061,0.819,3.451,28.122,0.195,82.0,10.0,Elite,A. Lyon,0.903,18.15,17.433,20.783,15.15,16.8,19.15,23.1,17.45,17.683,20.667,17.663,18.637,18.637,,,,,,,,,OK,"[18.15, 17.433333333333334, 20.783333333333335, 15.15, 16.8, 19.15, 23.1, 17.45, 17.683333333333334, 20.666666666666668]",0.882,False,2026-03-27,3,0,0.2,1,4,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.26,UNDER,0.24,0.3,10.0,3.0,7.0,COLD,,,19.5,0.0,stable,,
10875477,218270,Tage Thompson,BUF,F,Time On Ice,19.25,standard,False,DET,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,time_on_ice,SKATER,DET,1,8479420,False,,3.098,27.744,0.771,2.915,28.244,0.226,82.0,19.0,Avg,J. Gibson,0.909,21.933,18.233,20.083,19.233,21.1,18.633,18.467,21.9,24.5,19.3,20.117,20.338,20.338,,,,,,,,,OK,"[21.933333333333334, 18.233333333333334, 20.083333333333332, 19.233333333333334, 21.1, 18.633333333333333, 18.466666666666665, 21.9, 24.5, 19.3]",0.907,False,2026-03-27,2,0,0.6,3,2,5,0.6,6,4,6,4,10,0.6,6,4,10,0.6,10,0.6,OVER,0.1,0.6,10.0,6.0,4.0,NEUTRAL,,,19.25,0.0,stable,,
10883328,218570,Dylan Larkin,DET,F,Faceoffs Won,12.5,standard,False,BUF,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,faceoffs_won,SKATER,BUF,0,8477946,False,,2.927,29.061,0.819,3.451,28.122,0.195,82.0,10.0,Elite,A. Lyon,0.903,10.0,10.0,15.0,11.0,13.0,11.0,10.0,5.0,5.0,10.0,11.8,10.0,10.0,,,,,,,,,OK,"[17.55, 20.133333333333333, 19.566666666666666, 23.333333333333332, 17.916666666666668, 20.75, 19.666666666666668, 14.166666666666666, 18.7, 23.233333333333334]",0.868,False,2026-03-27,3,0,0.4,2,3,5,0.2,2,8,2,8,10,0.2,2,8,10,0.2,10,0.28,UNDER,0.22,0.2,10.0,2.0,8.0,COLD,,,12.5,0.0,stable,,
10883329,215149,Ryan McLeod,BUF,F,Faceoffs Won,7.5,standard,False,DET,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,faceoffs_won,SKATER,DET,1,8480802,False,,3.098,27.744,0.771,2.915,28.244,0.226,82.0,19.0,Avg,J. Gibson,0.909,11.0,11.0,9.0,6.0,6.0,4.0,3.0,5.0,10.0,4.0,8.6,6.9,6.9,,,,,,,,,OK,"[20.65, 21.933333333333334, 13.383333333333333, 9.583333333333334, 13.85, 17.283333333333335, 14.55, 14.633333333333333, 21.3, 16.933333333333334]",0.77,False,2026-03-27,2,0,0.6,3,2,5,0.4,4,6,4,6,10,0.4,4,6,10,0.4,10,0.48,UNDER,0.02,0.4,10.0,4.0,6.0,NEUTRAL,,,7.5,0.0,stable,,
10883330,87159,Andrew Copp,DET,F,Faceoffs Won,7.5,standard,False,BUF,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,faceoffs_won,SKATER,BUF,0,8477429,False,,2.927,29.061,0.819,3.451,28.122,0.195,82.0,10.0,Elite,A. Lyon,0.903,9.0,7.0,10.0,7.0,9.0,8.0,7.0,3.0,12.0,12.0,8.4,8.4,8.4,,,,,,,,,OK,"[15.216666666666667, 16.683333333333334, 17.683333333333334, 18.083333333333332, 17.55, 19.366666666666667, 20.5, 16.983333333333334, 17.566666666666666, 21.116666666666667]",0.906,False,2026-03-27,3,0,0.6,3,2,5,0.6,6,4,6,4,10,0.6,6,4,10,0.6,10,0.6,OVER,0.1,0.6,10.0,6.0,4.0,NEUTRAL,,,7.5,0.0,stable,,
10883322,218294,Beck Malenstyn,BUF,F,Hits,3.5,standard,False,DET,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,hits,SKATER,DET,1,8479359,False,,3.098,27.744,0.771,2.915,28.244,0.226,82.0,19.0,Avg,J. Gibson,0.909,4.0,1.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,3.0,3.1,3.1,,,,,,,,,OK,"[10.7, 8.366666666666667, 9.35, 10.866666666666667, 12.25, 7.183333333333334, 10.6, 10.6, 12.416666666666666, 13.4]",0.83,False,2026-03-27,2,0,0.4,2,3,5,0.5,5,5,5,5,10,0.5,5,5,10,0.5,10,0.46,UNDER,0.04,0.5,10.0,5.0,5.0,NEUTRAL,,,3.5,0.0,stable,,
10883323,87157,David Perron,DET,F,Hits,1.5,standard,False,BUF,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,hits,SKATER,BUF,0,8474102,False,,2.927,29.061,0.819,3.451,28.122,0.195,82.0,10.0,Elite,A. Lyon,0.903,1.0,0.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,1.8,1.5,1.5,,,,,,,,,OK,"[17.016666666666666, 14.8, 15.616666666666667, 14.266666666666667, 13.866666666666667, 12.916666666666666, 13.766666666666667, 16.366666666666667, 12.283333333333333, 9.35]",0.851,False,2026-03-27,3,0,0.4,2,3,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.34,UNDER,0.16,0.3,10.0,3.0,7.0,COLD,,,1.5,0.0,stable,,
10888123,218707,Arvid Soderblom,CHI,G,Goalie Saves,24.5,standard,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,goalie_saves,GOALIE,NYR,0,8482821,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,23.0,25.0,4.0,32.0,44.0,45.0,27.0,16.0,22.0,,25.6,26.444,26.444,,,,,,,,,OK,"[57.46666666666667, 60.0, 4.95, 60.0, 60.0, 60.0, 59.93333333333333, 58.9, 60.0]",0.679,False,2026-03-27,1,1,0.6,3,2,5,0.5556,5,4,5,4,9,0.5556,5,4,9,0.5556,9,0.5734,OVER,0.0734,0.5555555555555556,9.0,5.0,4.0,NEUTRAL,,,24.5,0.0,stable,,
10886461,309284,Dylan Garand,NYR,G,Goalie Saves,22.5,standard,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,goalie_saves,GOALIE,CHI,1,8482193,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,29.0,27.0,35.0,,,,,,,,30.333,30.333,30.333,,,,,,,,,OK,"[60.0, 60.0, 65.0]",0.962,False,2026-03-27,2,0,1.0,3,0,3,1.0,3,0,3,0,3,1.0,3,0,3,1.0,3,1.0,OVER,0.5,1.0,3.0,3.0,0.0,NEUTRAL,,,22.5,0.0,stable,,
10876176,218572,Connor Bedard,CHI,F,Shots On Goal,5.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,shots_on_goal,SKATER,NYR,0,8484144,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,0.0,0.0,6.0,3.0,7.0,2.0,3.0,0.0,6.0,3.0,3.2,3.0,3.0,,,,,,,,,OK,"[17.85, 22.516666666666666, 23.016666666666666, 20.366666666666667, 21.216666666666665, 17.683333333333334, 20.233333333333334, 19.95, 20.666666666666668, 20.533333333333335]",0.921,False,2026-03-27,1,1,0.4,2,3,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.34,OVER,-0.16,0.3,10.0,3.0,7.0,COLD,3.2,3.0,5.5,0.0,stable,,
10876201,218655,Mika Zibanejad,NYR,F,Shots On Goal,5.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,shots_on_goal,SKATER,CHI,1,8476459,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,3.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,1.9,1.9,,,,,,,,,OK,"[21.7, 21.433333333333334, 21.366666666666667, 18.733333333333334, 19.9, 20.85, 23.0, 17.333333333333332, 19.916666666666668, 15.9]",0.898,False,2026-03-27,2,0,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,10,10,0.0,10,0.0,OVER,-0.5,0.0,10.0,0.0,10.0,COLD,2.0,1.9,5.5,0.0,stable,,
10876157,59488,Alexis Lafreniere,NYR,F,Shots On Goal,4.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,shots_on_goal,SKATER,CHI,1,8482109,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.4,1.8,1.8,,,,,,,,,OK,"[18.216666666666665, 22.166666666666668, 20.966666666666665, 15.116666666666667, 18.1, 17.0, 20.283333333333335, 17.866666666666667, 17.283333333333335, 16.566666666666666]",0.888,False,2026-03-27,2,0,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,10,10,0.0,10,0.0,OVER,-0.5,0.0,10.0,0.0,10.0,COLD,1.4,1.8,4.5,0.0,stable,,
10876166,309659,Anton Frondell,CHI,F,Shots On Goal,4.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,shots_on_goal,SKATER,NYR,0,8485391,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,1.0,5.0,6.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,4.2,3.0,3.0,,,,,,,,,OK,"[13.233333333333333, 19.1, 19.183333333333334, 20.516666666666666, 18.733333333333334, 16.833333333333332, 17.35, 16.816666666666666, 16.866666666666667, 20.833333333333332]",0.882,False,2026-03-27,1,1,0.6,3,2,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.42,OVER,-0.08,0.3,10.0,3.0,7.0,COLD,4.2,3.0,4.5,0.0,stable,,
10876175,218572,Connor Bedard,CHI,F,Shots On Goal,4.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,shots_on_goal,SKATER,NYR,0,8484144,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,0.0,0.0,6.0,3.0,7.0,2.0,3.0,0.0,6.0,3.0,3.2,3.0,3.0,,,,,,,,,OK,"[17.85, 22.516666666666666, 23.016666666666666, 20.366666666666667, 21.216666666666665, 17.683333333333334, 20.233333333333334, 19.95, 20.666666666666668, 20.533333333333335]",0.921,False,2026-03-27,1,1,0.4,2,3,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.34,OVER,-0.16,0.3,10.0,3.0,7.0,COLD,3.2,3.0,4.5,0.0,stable,,
10876191,234283,J.T. Miller,NYR,F,Shots On Goal,4.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,shots_on_goal,SKATER,CHI,1,8476468,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,5.0,2.0,2.0,2.0,,,,,,,,,OK,"[16.383333333333333, 20.216666666666665, 16.866666666666667, 20.85, 14.966666666666667, 17.083333333333332, 18.666666666666668, 19.166666666666668, 17.733333333333334, 17.0]",0.904,False,2026-03-27,2,0,0.0,0,5,5,0.1,1,9,1,9,10,0.1,1,9,10,0.1,10,0.06,OVER,-0.44,0.1,10.0,1.0,9.0,COLD,2.0,2.0,4.5,0.0,stable,,
10876200,218655,Mika Zibanejad,NYR,F,Shots On Goal,4.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,shots_on_goal,SKATER,CHI,1,8476459,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,3.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,1.9,1.9,,,,,,,,,OK,"[21.7, 21.433333333333334, 21.366666666666667, 18.733333333333334, 19.9, 20.85, 23.0, 17.333333333333332, 19.916666666666668, 15.9]",0.898,False,2026-03-27,2,0,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,10,10,0.0,10,0.0,OVER,-0.5,0.0,10.0,0.0,10.0,COLD,2.0,1.9,4.5,0.0,stable,,
10876216,218652,Vincent Trocheck,NYR,F,Shots On Goal,4.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,shots_on_goal,SKATER,CHI,1,8476389,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,4.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.8,1.2,1.2,,,,,,,,,OK,"[20.316666666666666, 19.75, 18.683333333333334, 18.8, 17.05, 17.733333333333334, 19.216666666666665, 22.116666666666667, 19.366666666666667, 18.55]",0.931,False,2026-03-27,2,0,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,10,10,0.0,10,0.0,OVER,-0.5,0.0,10.0,0.0,10.0,COLD,1.8,1.2,4.5,0.0,stable,,
10876148,218657,Adam Fox,NYR,D,Shots On Goal,3.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,shots_on_goal,SKATER,CHI,1,8479323,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,1.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,2.0,1.8,1.8,1.8,,,,,,,,,OK,"[21.533333333333335, 28.166666666666668, 25.583333333333332, 23.333333333333332, 19.516666666666666, 22.65, 23.166666666666668, 22.616666666666667, 23.866666666666667, 21.633333333333333]",0.903,False,2026-03-27,2,0,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,10,10,0.0,10,0.0,OVER,-0.5,0.0,10.0,0.0,10.0,COLD,1.8,1.8,3.5,0.0,stable,,
10876156,59488,Alexis Lafreniere,NYR,F,Shots On Goal,3.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,shots_on_goal,SKATER,CHI,1,8482109,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.4,1.8,1.8,,,,,,,,,OK,"[18.216666666666665, 22.166666666666668, 20.966666666666665, 15.116666666666667, 18.1, 17.0, 20.283333333333335, 17.866666666666667, 17.283333333333335, 16.566666666666666]",0.888,False,2026-03-27,2,0,0.0,0,5,5,0.1,1,9,1,9,10,0.1,1,9,10,0.1,10,0.06,OVER,-0.44,0.1,10.0,1.0,9.0,COLD,1.4,1.8,3.5,0.0,stable,,
10876165,309659,Anton Frondell,CHI,F,Shots On Goal,3.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,shots_on_goal,SKATER,NYR,0,8485391,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,1.0,5.0,6.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,4.2,3.0,3.0,,,,,,,,,OK,"[13.233333333333333, 19.1, 19.183333333333334, 20.516666666666666, 18.733333333333334, 16.833333333333332, 17.35, 16.816666666666666, 16.866666666666667, 20.833333333333332]",0.882,False,2026-03-27,1,1,0.8,4,1,5,0.4,4,6,4,6,10,0.4,4,6,10,0.4,10,0.56,OVER,0.06,0.4,10.0,4.0,6.0,NEUTRAL,4.2,3.0,3.5,0.0,stable,,
