projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,goalie_name,goalie_sv_pct,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,minutes_L10_list,role_stability_score,high_variance_role,game_date,rest_days,back_to_back,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,l10_over,l10_under,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,recommended_side,edge,l10_over_pct,l10_games_played,line_hits_over_10,line_hits_under_10,l10_streak,player_avg_shots_L5,player_avg_shots_L10,open_line,line_movement,line_direction_shift,implied_team_total,game_total
10881480,277945,Jaroslav Chmelar,NYR,F,Points,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,CHI,1,8482877,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2,0.4,0.4,,,,,,,,,OK,"[13.433333333333334, 10.55, 11.2, 11.25, 14.316666666666666, 12.0, 8.066666666666666, 10.516666666666667, 12.433333333333334, 9.783333333333333]",0.849,False,2026-03-27,2,0,0.2,1,4,5,0.4,4,6,4,6,10,0.4,4,6,10,0.4,10,0.32,OVER,-0.18,0.4,10.0,4.0,6.0,NEUTRAL,,,0.5,0.0,stable,,
10881481,187929,Jonny Brodzinski,NYR,F,Assists,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,CHI,1,8477380,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.3,0.3,,,,,,,,,OK,"[13.483333333333333, 9.583333333333334, 12.05, 14.116666666666667, 11.2, 13.45, 11.833333333333334, 11.35, 11.0, 9.083333333333334]",0.867,False,2026-03-27,2,0,0.4,2,3,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.34,OVER,-0.16,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10881482,187929,Jonny Brodzinski,NYR,F,Points,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,CHI,1,8477380,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.5,0.5,,,,,,,,,OK,"[13.483333333333333, 9.583333333333334, 12.05, 14.116666666666667, 11.2, 13.45, 11.833333333333334, 11.35, 11.0, 9.083333333333334]",0.867,False,2026-03-27,2,0,0.4,2,3,5,0.4,4,6,4,6,10,0.4,4,6,10,0.4,10,0.4,OVER,-0.1,0.4,10.0,4.0,6.0,NEUTRAL,,,0.5,0.0,stable,,
10881483,267618,Landon Slaggert,CHI,F,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8482172,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,,,,,,,,,OK,"[11.666666666666666, 11.05, 9.5, 9.916666666666666, 9.966666666666667, 9.583333333333334, 11.183333333333334, 12.683333333333334, 11.85, 8.1]",0.877,False,2026-03-27,1,1,0.2,1,4,5,0.1,1,9,1,9,10,0.1,1,9,10,0.1,10,0.14,OVER,-0.36,0.1,10.0,1.0,9.0,COLD,,,0.5,0.0,stable,,
10881484,267618,Landon Slaggert,CHI,F,Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8482172,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,,,,,,,,,OK,"[11.666666666666666, 11.05, 9.5, 9.916666666666666, 9.966666666666667, 9.583333333333334, 11.183333333333334, 12.683333333333334, 11.85, 8.1]",0.877,False,2026-03-27,1,1,0.2,1,4,5,0.1,1,9,1,9,10,0.1,1,9,10,0.1,10,0.14,OVER,-0.36,0.1,10.0,1.0,9.0,COLD,,,0.5,0.0,stable,,
10881485,223987,Louis Crevier,CHI,D,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8481806,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.4,0.5,0.5,,,,,,,,,OK,"[19.15, 18.683333333333334, 18.533333333333335, 17.2, 20.416666666666668, 20.15, 21.05, 20.616666666666667, 18.966666666666665, 18.083333333333332]",0.939,False,2026-03-27,1,1,0.2,1,4,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.26,OVER,-0.24,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10881486,223987,Louis Crevier,CHI,D,Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8481806,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.8,0.7,0.7,,,,,,,,,OK,"[19.15, 18.683333333333334, 18.533333333333335, 17.2, 20.416666666666668, 20.15, 21.05, 20.616666666666667, 18.966666666666665, 18.083333333333332]",0.939,False,2026-03-27,1,1,0.4,2,3,5,0.4,4,6,4,6,10,0.4,4,6,10,0.4,10,0.4,OVER,-0.1,0.4,10.0,4.0,6.0,NEUTRAL,,,0.5,0.0,stable,,
10881487,269125,Matthew Robertson,NYR,D,Assists,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,CHI,1,8481525,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,,,,,,,,OK,"[16.683333333333334, 17.083333333333332, 13.316666666666666, 15.866666666666667, 17.833333333333332, 18.3, 17.6, 18.533333333333335, 16.366666666666667, 15.883333333333333]",0.913,False,2026-03-27,2,0,0.0,0,5,5,0.1,1,9,1,9,10,0.1,1,9,10,0.1,10,0.06,OVER,-0.44,0.1,10.0,1.0,9.0,COLD,,,0.5,0.0,stable,,
10881488,269125,Matthew Robertson,NYR,D,Points,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,CHI,1,8481525,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,0.3,0.3,,,,,,,,,OK,"[16.683333333333334, 17.083333333333332, 13.316666666666666, 15.866666666666667, 17.833333333333332, 18.3, 17.6, 18.533333333333335, 16.366666666666667, 15.883333333333333]",0.913,False,2026-03-27,2,0,0.2,1,4,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.26,OVER,-0.24,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10881489,286546,Nick Lardis,CHI,F,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8484185,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,OK,"[13.983333333333333, 15.3, 13.45, 16.533333333333335, 13.05, 14.2, 13.583333333333334, 14.766666666666667, 15.616666666666667, 10.95]",0.896,False,2026-03-27,1,1,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,10,10,0.0,10,0.0,OVER,-0.5,0.0,10.0,0.0,10.0,COLD,,,0.5,0.0,stable,,
10881490,286546,Nick Lardis,CHI,F,Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8484185,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.3,0.3,,,,,,,,,OK,"[13.983333333333333, 15.3, 13.45, 16.533333333333335, 13.05, 14.2, 13.583333333333334, 14.766666666666667, 15.616666666666667, 10.95]",0.896,False,2026-03-27,1,1,0.2,1,4,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.26,OVER,-0.24,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10881491,172023,Ryan Donato,CHI,F,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8477987,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,,,,,,,,,OK,"[16.05, 13.816666666666666, 16.883333333333333, 15.883333333333333, 15.666666666666666, 15.2, 14.266666666666667, 13.1, 14.866666666666667, 12.983333333333333]",0.917,False,2026-03-27,1,1,0.2,1,4,5,0.2,2,8,2,8,10,0.2,2,8,10,0.2,10,0.2,OVER,-0.3,0.2,10.0,2.0,8.0,COLD,,,0.5,0.0,stable,,
10881492,172023,Ryan Donato,CHI,F,Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8477987,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.3,0.3,,,,,,,,,OK,"[16.05, 13.816666666666666, 16.883333333333333, 15.883333333333333, 15.666666666666666, 15.2, 14.266666666666667, 13.1, 14.866666666666667, 12.983333333333333]",0.917,False,2026-03-27,1,1,0.4,2,3,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.34,OVER,-0.16,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10881493,267628,Taylor Raddysh,NYR,F,Assists,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,CHI,1,8479390,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.3,0.3,,,,,,,,,OK,"[8.95, 10.083333333333334, 7.883333333333333, 11.766666666666667, 17.85, 13.9, 9.216666666666667, 9.35, 9.15, 16.483333333333334]",0.713,False,2026-03-27,2,0,0.2,1,4,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.26,OVER,-0.24,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10881494,267628,Taylor Raddysh,NYR,F,Points,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,CHI,1,8479390,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.3,0.3,,,,,,,,,OK,"[8.95, 10.083333333333334, 7.883333333333333, 11.766666666666667, 17.85, 13.9, 9.216666666666667, 9.35, 9.15, 16.483333333333334]",0.713,False,2026-03-27,2,0,0.2,1,4,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.26,OVER,-0.24,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10881495,303677,Tye Kartye,NYR,F,Assists,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,CHI,1,8481789,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4,0.3,0.3,,,,,,,,,OK,"[15.083333333333334, 12.583333333333334, 11.833333333333334, 16.116666666666667, 9.733333333333333, 13.566666666666666, 13.833333333333334, 14.033333333333333, 14.166666666666666, 16.766666666666666]",0.859,False,2026-03-27,2,0,0.4,2,3,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.34,OVER,-0.16,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10881496,303677,Tye Kartye,NYR,F,Points,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,CHI,1,8481789,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8,0.5,0.5,,,,,,,,,OK,"[15.083333333333334, 12.583333333333334, 11.833333333333334, 16.116666666666667, 9.733333333333333, 13.566666666666666, 13.833333333333334, 14.033333333333333, 14.166666666666666, 16.766666666666666]",0.859,False,2026-03-27,2,0,0.4,2,3,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.34,OVER,-0.16,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10881497,303610,Vincent Iorio,NYR,D,Assists,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,CHI,1,8482861,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,OK,"[12.616666666666667, 9.15, 16.233333333333334, 14.366666666666667, 11.883333333333333]",0.814,False,2026-03-27,2,0,0.0,0,5,5,0.0,0,5,0,5,5,0.0,0,5,5,0.0,5,0.0,OVER,-0.5,0.0,5.0,0.0,5.0,NEUTRAL,,,0.5,0.0,stable,,
10881498,303610,Vincent Iorio,NYR,D,Points,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,CHI,1,8482861,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,OK,"[12.616666666666667, 9.15, 16.233333333333334, 14.366666666666667, 11.883333333333333]",0.814,False,2026-03-27,2,0,0.0,0,5,5,0.0,0,5,0,5,5,0.0,0,5,5,0.0,5,0.0,OVER,-0.5,0.0,5.0,0.0,5.0,NEUTRAL,,,0.5,0.0,stable,,
10881499,226455,Will Borgen,NYR,D,Assists,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,CHI,1,8478840,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3,0.3,,,,,,,,,OK,"[16.283333333333335, 17.583333333333332, 15.3, 15.4, 17.4, 18.733333333333334, 16.783333333333335, 18.5, 17.683333333333334, 17.683333333333334]",0.935,False,2026-03-27,2,0,0.0,0,5,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.18,OVER,-0.32,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10881500,226455,Will Borgen,NYR,D,Points,0.5,demon,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,CHI,1,8478840,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3,0.3,,,,,,,,,OK,"[16.283333333333335, 17.583333333333332, 15.3, 15.4, 17.4, 18.733333333333334, 16.783333333333335, 18.5, 17.683333333333334, 17.683333333333334]",0.935,False,2026-03-27,2,0,0.0,0,5,5,0.3,3,7,3,7,10,0.3,3,7,10,0.3,10,0.18,OVER,-0.32,0.3,10.0,3.0,7.0,COLD,,,0.5,0.0,stable,,
10881501,218699,Wyatt Kaiser,CHI,D,Assists,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,assists,SKATER,NYR,0,8482176,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,,,,,,,,,OK,"[21.5, 20.283333333333335, 23.3, 17.933333333333334, 21.9, 20.683333333333334, 22.016666666666666, 23.116666666666667, 22.45, 17.733333333333334]",0.912,False,2026-03-27,1,1,0.2,1,4,5,0.2,2,8,2,8,10,0.2,2,8,10,0.2,10,0.2,OVER,-0.3,0.2,10.0,2.0,8.0,COLD,,,0.5,0.0,stable,,
10881502,218699,Wyatt Kaiser,CHI,D,Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8482176,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,,,,,,,,,OK,"[21.5, 20.283333333333335, 23.3, 17.933333333333334, 21.9, 20.683333333333334, 22.016666666666666, 23.116666666666667, 22.45, 17.733333333333334]",0.912,False,2026-03-27,1,1,0.2,1,4,5,0.2,2,8,2,8,10,0.2,2,8,10,0.2,10,0.2,OVER,-0.3,0.2,10.0,2.0,8.0,COLD,,,0.5,0.0,stable,,
10883318,63476,Sam Lafferty,CHI,F,Goals,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,goals,SKATER,NYR,0,8478043,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,OK,"[8.733333333333333, 9.55, 9.883333333333333, 8.183333333333334, 7.25, 9.1, 7.033333333333333, 5.916666666666667, 6.566666666666666, 8.083333333333334]",0.844,False,2026-03-27,1,1,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,10,10,0.0,10,0.0,OVER,-0.5,0.0,10.0,0.0,10.0,COLD,,,0.5,0.0,stable,,
10883319,63476,Sam Lafferty,CHI,F,Points,0.5,demon,False,NYR,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,points,SKATER,NYR,0,8478043,False,,3.037,28.829,0.799,2.866,25.195,0.247,82.0,15.0,Avg,D. Garand,0.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,OK,"[8.733333333333333, 9.55, 9.883333333333333, 8.183333333333334, 7.25, 9.1, 7.033333333333333, 5.916666666666667, 6.566666666666666, 8.083333333333334]",0.844,False,2026-03-27,1,1,0.0,0,5,5,0.0,0,10,0,10,10,0.0,0,10,10,0.0,10,0.0,OVER,-0.5,0.0,10.0,0.0,10.0,COLD,,,0.5,0.0,stable,,
10887626,92121,Braden Schneider,NYR,D,Blocked Shots,0.5,goblin,False,CHI,CHI,NYR,2026-03-27T19:00:00.000-04:00,139236,2026-03-27T18:56:27Z,blocked_shots,SKATER,CHI,1,8482073,False,,3.293,29.963,0.836,2.561,24.585,0.169,82.0,27.0,Weak,A. Soderblom,0.887,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.8,2.0,2.0,,,,,,,,,OK,"[19.683333333333334, 15.466666666666667, 19.966666666666665, 22.583333333333332, 20.166666666666668, 20.216666666666665, 20.266666666666666, 18.583333333333332, 18.816666666666666, 21.816666666666666]",0.907,False,2026-03-27,2,0,1.0,5,0,5,1.0,10,0,10,0,10,1.0,10,0,10,1.0,10,1.0,OVER,0.5,1.0,10.0,10.0,0.0,HOT,,,0.5,0.0,stable,,
10886817,268453,Alex Lyon,BUF,G,Goalie Saves,29.5,demon,False,DET,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,goalie_saves,GOALIE,DET,1,8479312,False,,3.098,27.744,0.771,2.915,28.244,0.226,82.0,19.0,Avg,J. Gibson,0.909,1.0,2.0,31.0,23.0,26.0,25.0,27.0,23.0,24.0,7.0,16.6,18.9,18.9,,,,,,,,,OK,"[10.233333333333333, 13.65, 58.65, 58.21666666666667, 59.666666666666664, 59.7, 69.23333333333333, 60.0, 59.916666666666664, 14.166666666666666]",0.52,False,2026-03-27,2,0,0.2,1,4,5,0.1,1,9,1,9,10,0.1,1,9,10,0.1,10,0.14,OVER,-0.36,0.1,10.0,1.0,9.0,COLD,,,29.5,0.0,stable,,
10886822,268447,John Gibson,DET,G,Goalie Saves,29.5,demon,False,BUF,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,goalie_saves,GOALIE,BUF,0,8476434,False,,2.927,29.061,0.819,3.451,28.122,0.195,82.0,10.0,Elite,A. Lyon,0.903,11.0,28.0,13.0,32.0,16.0,32.0,11.0,17.0,28.0,18.0,20.0,20.6,20.6,,,,,,,,,OK,"[31.9, 58.75, 30.666666666666668, 65.0, 55.55, 60.0, 20.0, 47.31666666666667, 60.0, 58.266666666666666]",0.696,False,2026-03-27,3,0,0.2,1,4,5,0.2,2,8,2,8,10,0.2,2,8,10,0.2,10,0.2,OVER,-0.3,0.2,10.0,2.0,8.0,COLD,,,29.5,0.0,stable,,
10886815,268453,Alex Lyon,BUF,G,Goalie Saves,28.5,demon,False,DET,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,goalie_saves,GOALIE,DET,1,8479312,False,,3.098,27.744,0.771,2.915,28.244,0.226,82.0,19.0,Avg,J. Gibson,0.909,1.0,2.0,31.0,23.0,26.0,25.0,27.0,23.0,24.0,7.0,16.6,18.9,18.9,,,,,,,,,OK,"[10.233333333333333, 13.65, 58.65, 58.21666666666667, 59.666666666666664, 59.7, 69.23333333333333, 60.0, 59.916666666666664, 14.166666666666666]",0.52,False,2026-03-27,2,0,0.2,1,4,5,0.1,1,9,1,9,10,0.1,1,9,10,0.1,10,0.14,OVER,-0.36,0.1,10.0,1.0,9.0,COLD,,,28.5,0.0,stable,,
10886820,268447,John Gibson,DET,G,Goalie Saves,28.5,demon,False,BUF,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,goalie_saves,GOALIE,BUF,0,8476434,False,,2.927,29.061,0.819,3.451,28.122,0.195,82.0,10.0,Elite,A. Lyon,0.903,11.0,28.0,13.0,32.0,16.0,32.0,11.0,17.0,28.0,18.0,20.0,20.6,20.6,,,,,,,,,OK,"[31.9, 58.75, 30.666666666666668, 65.0, 55.55, 60.0, 20.0, 47.31666666666667, 60.0, 58.266666666666666]",0.696,False,2026-03-27,3,0,0.2,1,4,5,0.2,2,8,2,8,10,0.2,2,8,10,0.2,10,0.2,OVER,-0.3,0.2,10.0,2.0,8.0,COLD,,,28.5,0.0,stable,,
10886816,268453,Alex Lyon,BUF,G,Goalie Saves,27.5,demon,False,DET,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,goalie_saves,GOALIE,DET,1,8479312,False,,3.098,27.744,0.771,2.915,28.244,0.226,82.0,19.0,Avg,J. Gibson,0.909,1.0,2.0,31.0,23.0,26.0,25.0,27.0,23.0,24.0,7.0,16.6,18.9,18.9,,,,,,,,,OK,"[10.233333333333333, 13.65, 58.65, 58.21666666666667, 59.666666666666664, 59.7, 69.23333333333333, 60.0, 59.916666666666664, 14.166666666666666]",0.52,False,2026-03-27,2,0,0.2,1,4,5,0.1,1,9,1,9,10,0.1,1,9,10,0.1,10,0.14,OVER,-0.36,0.1,10.0,1.0,9.0,COLD,,,27.5,0.0,stable,,
10886821,268447,John Gibson,DET,G,Goalie Saves,27.5,demon,False,BUF,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,goalie_saves,GOALIE,BUF,0,8476434,False,,2.927,29.061,0.819,3.451,28.122,0.195,82.0,10.0,Elite,A. Lyon,0.903,11.0,28.0,13.0,32.0,16.0,32.0,11.0,17.0,28.0,18.0,20.0,20.6,20.6,,,,,,,,,OK,"[31.9, 58.75, 30.666666666666668, 65.0, 55.55, 60.0, 20.0, 47.31666666666667, 60.0, 58.266666666666666]",0.696,False,2026-03-27,3,0,0.4,2,3,5,0.4,4,6,4,6,10,0.4,4,6,10,0.4,10,0.4,OVER,-0.1,0.4,10.0,4.0,6.0,NEUTRAL,,,27.5,0.0,stable,,
10886154,268453,Alex Lyon,BUF,G,Goalie Saves,24.5,standard,False,DET,DET,BUF,2026-03-27T19:00:00.000-04:00,139235,2026-03-27T18:56:27Z,goalie_saves,GOALIE,DET,1,8479312,False,,3.098,27.744,0.771,2.915,28.244,0.226,82.0,19.0,Avg,J. Gibson,0.909,1.0,2.0,31.0,23.0,26.0,25.0,27.0,23.0,24.0,7.0,16.6,18.9,18.9,,,,,,,,,OK,"[10.233333333333333, 13.65, 58.65, 58.21666666666667, 59.666666666666664, 59.7, 69.23333333333333, 60.0, 59.916666666666664, 14.166666666666666]",0.52,False,2026-03-27,2,0,0.4,2,3,5,0.4,4,6,4,6,10,0.4,4,6,10,0.4,10,0.4,UNDER,0.1,0.4,10.0,4.0,6.0,NEUTRAL,,,24.5,0.0,stable,,
