projection_id,player_id,player_name,team,position,stat_type,line_score,standard_line,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,delta_pct,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,recommended_side,edge,position_code,position_group,scoring_tier,pp_tier,pts_per_game,goals_per_game,pp_pts_per_game,toi_per_game_api
11851005,268026,K'Andre Miller,CAR,D,Shots On Goal,1.5,1.5,standard,False,PHI,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T11:43:31Z,1.0,shots_on_goal,SKATER,PHI,1,8480817,False,,2.963,0.0,0.0,3.049,0.0,0.0,82.0,9.0,Above Avg,0,0,0,0,,,,,,,0,0,0,,,,,,,,,OK,0.4,2,3,5,0.6,6,4,10,0.45,9,11,20,0.4333,30,0.4808,UNDER,0.0192,D,D,DEPTH,NO_PP,0.514,0.111,0.042,22.4
11851665,218569,Jack Eichel,VGK,F,Faceoffs Won,7.5,7.5,standard,False,ANA,ANA,VGK,2026-05-04T21:30:00.000-04:00,156721,2026-05-04T11:43:31Z,1.0,faceoffs_won,SKATER,ANA,1,8478403,False,,3.512,0.0,0.0,3.329,0.0,0.0,82.0,29.0,Weak,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,ELITE,PP_REGULAR,1.216,0.365,0.378,21.2
11862646,126919,Tyson Foerster,PHI,F,Assists,0.5,,demon,False,CAR,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T13:04:07Z,,assists,SKATER,CAR,0,8482159,False,,2.927,0.0,0.0,3.61,0.0,0.0,82.0,4.0,Elite,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.1111,27,0.0111,OVER,-0.4889,R,F,SECONDARY,PP_OCC,0.586,0.448,0.138,17.3
11851879,61274,Seth Jarvis,CAR,F,Hits,1.5,1.5,standard,False,PHI,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T14:39:25Z,1.0,hits,SKATER,PHI,1,8482093,False,,2.963,0.0,0.0,3.049,0.0,0.0,82.0,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,ELITE,PP_REGULAR,0.93,0.451,0.296,18.88
11851611,218272,Travis Sanheim,PHI,D,Time On Ice,24.75,24.75,standard,False,CAR,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T15:00:20Z,1.0,time_on_ice,SKATER,CAR,0,8477948,False,,2.927,0.0,0.0,3.61,0.0,0.0,82.0,4.0,Elite,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.4,2,3,5,0.5,5,5,10,0.4,8,12,20,0.3667,30,0.4317,UNDER,0.0683,D,D,DEPTH,NO_PP,0.457,0.136,0.037,24.22
11851614,218273,Jaccob Slavin,CAR,D,Time On Ice,22.25,22.25,standard,False,PHI,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T15:00:20Z,1.0,time_on_ice,SKATER,PHI,1,8476958,False,,2.963,0.0,0.0,3.049,0.0,0.0,82.0,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.2,1,4,5,0.2,2,8,10,0.45,9,11,20,0.5,30,0.2675,UNDER,0.2325,D,D,SHUTDOWN,NO_PP,0.205,0.026,0.0,21.32
11851612,218224,Sebastian Aho,CAR,F,Time On Ice,20.0,20.0,standard,False,PHI,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T15:00:20Z,1.0,time_on_ice,SKATER,PHI,1,8478427,False,,2.963,0.0,0.0,3.049,0.0,0.0,82.0,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.1,1,9,10,0.3,6,14,20,0.3,30,0.11,UNDER,0.39,C,F,ELITE,PP_REGULAR,1.013,0.342,0.342,19.62
11851610,268081,Trevor Zegras,PHI,F,Time On Ice,18.25,18.25,standard,False,CAR,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T15:00:20Z,1.0,time_on_ice,SKATER,CAR,0,8481533,False,,2.927,0.0,0.0,3.61,0.0,0.0,82.0,4.0,Elite,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.6,3,2,5,0.5,5,5,10,0.6,12,8,20,0.6667,30,0.5717,OVER,0.0717,C,F,SECONDARY,PP_REGULAR,0.827,0.321,0.284,18.72
11851609,311148,Porter Martone,PHI,F,Time On Ice,16.5,16.5,standard,False,CAR,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T15:00:20Z,1.0,time_on_ice,SKATER,CAR,0,8485406,False,,2.927,0.0,0.0,3.61,0.0,0.0,82.0,4.0,Elite,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.4,2,3,5,0.5714,4,3,7,0.5714,4,3,7,0.5714,7,0.5028,OVER,0.0028,R,F,ELITE,PP1_STAR,1.111,0.444,0.444,17.03
11851613,231268,Logan Stankoven,CAR,F,Time On Ice,15.25,15.25,standard,False,PHI,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T15:00:20Z,1.0,time_on_ice,SKATER,PHI,1,8482702,False,,2.963,0.0,0.0,3.049,0.0,0.0,82.0,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.6,3,2,5,0.6,6,4,10,0.6,12,8,20,0.5667,30,0.5967,OVER,0.0967,C,F,DEPTH,PP_OCC,0.543,0.259,0.111,15.45
11851672,218298,Jordan Staal,CAR,F,Faceoffs Won,11.5,11.5,standard,False,PHI,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T15:00:20Z,1.0,faceoffs_won,SKATER,PHI,1,8473533,False,,2.963,0.0,0.0,3.049,0.0,0.0,82.0,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,DEPTH,PP_OCC,0.48,0.267,0.053,16.18
11851673,268079,Christian Dvorak,PHI,F,Faceoffs Won,9.0,9.0,standard,False,CAR,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T15:00:20Z,1.0,faceoffs_won,SKATER,CAR,0,8477989,False,,2.927,0.0,0.0,3.61,0.0,0.0,82.0,4.0,Elite,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,SECONDARY,PP_OCC,0.637,0.225,0.062,18.47
11851674,218224,Sebastian Aho,CAR,F,Faceoffs Won,6.5,,goblin,False,PHI,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T15:00:20Z,,faceoffs_won,SKATER,PHI,1,8478427,False,,2.963,0.0,0.0,3.049,0.0,0.0,82.0,9.0,Above Avg,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,C,F,ELITE,PP_REGULAR,1.013,0.342,0.342,19.62
11851675,63587,Noah Cates,PHI,F,Faceoffs Won,6.5,,demon,False,CAR,PHI,CAR,2026-05-04T19:00:00.000-04:00,156720,2026-05-04T15:00:20Z,,faceoffs_won,SKATER,CAR,0,8480220,False,,2.927,0.0,0.0,3.61,0.0,0.0,82.0,4.0,Elite,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,L,F,SECONDARY,PP_OCC,0.573,0.22,0.11,16.25
