SEASON,EVENT_ID,GAME_DATE,TEAM,ESPN_ATHLETE_ID,PLAYER,PLAYER_NORM,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG3M,FG3A,FTM,FTA
2025-26,401810588,2026-02-06,WSH,4997537,Tristan Vukcevic,tristan vukcevic,11,14,3,3,1,2,3,5.0,7.0,3.0,4.0,1.0,1.0
2025-26,401810588,2026-02-06,WSH,4432173,Sharife Cooper,sharife cooper,34,18,3,5,0,0,5,8.0,12.0,2.0,5.0,0.0,0.0
2025-26,401810588,2026-02-06,WSH,4606840,Jamir Watkins,jamir watkins,26,6,3,2,1,1,1,2.0,5.0,1.0,3.0,1.0,2.0
2025-26,401810588,2026-02-06,WSH,5144126,Will Riley,will riley,29,20,6,5,2,0,0,9.0,14.0,2.0,5.0,0.0,3.0
2025-26,401810588,2026-02-06,DET,3157465,Duncan Robinson,duncan robinson,30,21,1,2,0,0,0,6.0,15.0,6.0,15.0,3.0,3.0
2025-26,401810588,2026-02-06,DET,4432810,Isaiah Stewart,isaiah stewart,29,4,2,0,0,0,2,1.0,3.0,0.0,1.0,2.0,2.0
2025-26,401810588,2026-02-06,DET,4433621,Jalen Duren,jalen duren,13,4,3,0,0,0,2,2.0,6.0,0.0,0.0,0.0,0.0
2025-26,401810588,2026-02-06,DET,4432166,Cade Cunningham,cade cunningham,38,30,8,8,0,1,4,10.0,21.0,0.0,3.0,10.0,13.0
2025-26,401810588,2026-02-06,DET,4684742,Ausar Thompson,ausar thompson,33,13,9,3,4,2,2,5.0,8.0,0.0,0.0,3.0,4.0
2025-26,401810588,2026-02-06,DET,4278562,Paul Reed,paul reed,13,7,5,0,0,0,1,3.0,4.0,0.0,0.0,1.0,2.0
2025-26,401810588,2026-02-06,DET,4592187,Wendell Moore Jr.,wendell moore,6,4,1,0,0,0,0,1.0,1.0,0.0,0.0,2.0,2.0
2025-26,401810588,2026-02-06,DET,4683771,Ronald Holland II,ronald holland,25,11,10,2,1,1,0,4.0,9.0,0.0,2.0,3.0,4.0
2025-26,401810588,2026-02-06,DET,2596112,Javonte Green,javonte green,18,8,3,0,3,0,3,3.0,6.0,1.0,4.0,1.0,2.0
2025-26,401810588,2026-02-06,DET,2991043,Caris LeVert,caris levert,16,7,2,3,1,1,0,3.0,7.0,0.0,2.0,1.0,1.0
2025-26,401810588,2026-02-06,DET,4066372,Kevin Huerter,kevin huerter,6,0,1,1,1,0,0,0.0,2.0,0.0,2.0,0.0,0.0
2025-26,401810588,2026-02-06,DET,4432107,Marcus Sasser,marcus sasser,14,8,2,3,1,0,1,3.0,6.0,2.0,4.0,0.0,0.0
2025-26,401810589,2026-02-06,BKN,4278104,Michael Porter Jr.,michael porter,32,9,2,2,1,0,2,2.0,13.0,2.0,7.0,3.0,3.0
2025-26,401810589,2026-02-06,BKN,4712896,Noah Clowney,noah clowney,22,0,4,0,1,0,2,0.0,6.0,0.0,4.0,0.0,0.0
2025-26,401810589,2026-02-06,BKN,4278067,Nic Claxton,nic claxton,29,14,6,3,0,0,1,6.0,8.0,0.0,1.0,2.0,5.0
2025-26,401810589,2026-02-06,BKN,5175643,Egor Demin,egor demin,32,26,4,2,0,0,2,8.0,12.0,6.0,10.0,4.0,5.0
2025-26,401810589,2026-02-06,BKN,5279130,Nolan Traore,nolan traore,38,21,3,7,1,0,4,7.0,13.0,3.0,7.0,4.0,5.0
2025-26,401810589,2026-02-06,BKN,4433137,Ziaire Williams,ziaire williams,17,1,2,0,3,1,2,0.0,2.0,0.0,1.0,1.0,3.0
2025-26,401810589,2026-02-06,BKN,5107173,Danny Wolf,danny wolf,22,13,6,2,0,1,1,5.0,11.0,1.0,4.0,2.0,4.0
2025-26,401810589,2026-02-06,BKN,4432194,Day'Ron Sharpe,day ron sharpe,13,4,5,0,1,0,1,2.0,4.0,0.0,0.0,0.0,0.0
2025-26,401810589,2026-02-06,BKN,5037873,Drake Powell,drake powell,19,6,3,2,0,0,1,3.0,9.0,0.0,4.0,0.0,1.0
2025-26,401810589,2026-02-06,BKN,5242502,Ben Saraf,ben saraf,16,4,1,4,0,0,3,1.0,4.0,0.0,1.0,2.0,3.0
2025-26,401810589,2026-02-06,ORL,4432573,Paolo Banchero,paolo banchero,31,22,5,4,0,2,1,8.0,13.0,0.0,2.0,6.0,8.0
2025-26,401810589,2026-02-06,ORL,4277847,Wendell Carter Jr.,wendell carter,22,7,8,1,2,1,1,3.0,6.0,1.0,2.0,0.0,0.0
2025-26,401810589,2026-02-06,ORL,4066320,Desmond Bane,desmond bane,32,23,3,4,4,0,2,7.0,14.0,1.0,7.0,8.0,9.0
2025-26,401810589,2026-02-06,ORL,4432165,Jalen Suggs,jalen suggs,29,15,11,11,3,4,3,6.0,9.0,3.0,5.0,0.0,0.0
2025-26,401810589,2026-02-06,ORL,4712849,Anthony Black,anthony black,28,18,2,5,1,1,0,6.0,12.0,2.0,5.0,4.0,5.0
2025-26,401810589,2026-02-06,ORL,3150844,Moritz Wagner,moritz wagner,12,14,5,0,0,0,2,6.0,10.0,0.0,2.0,2.0,3.0
2025-26,401810589,2026-02-06,ORL,4065654,Jonathan Isaac,jonathan isaac,8,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810589,2026-02-06,ORL,4278572,Jamal Cain,jamal cain,6,3,1,1,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0
2025-26,401810589,2026-02-06,ORL,4702382,Tristan da Silva,tristan da silva,18,2,2,0,1,2,0,1.0,4.0,0.0,1.0,0.0,0.0
2025-26,401810589,2026-02-06,ORL,5214637,Noah Penda,noah penda,14,0,2,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810589,2026-02-06,ORL,4348700,Goga Bitadze,goga bitadze,6,6,1,0,0,1,0,3.0,3.0,0.0,0.0,0.0,0.0
2025-26,401810589,2026-02-06,ORL,5105806,Jett Howard,jett howard,12,7,0,2,1,0,0,3.0,6.0,1.0,4.0,0.0,0.0
2025-26,401810589,2026-02-06,ORL,5239561,Jase Richardson,jase richardson,23,1,1,2,2,0,0,0.0,4.0,0.0,3.0,1.0,2.0
2025-26,401810590,2026-02-06,UTAH,4066336,Lauri Markkanen,lauri markkanen,23,18,5,1,1,0,1,6.0,12.0,3.0,5.0,3.0,3.0
2025-26,401810590,2026-02-06,UTAH,4684793,Kyle Filipowski,kyle filipowski,28,15,17,1,0,0,3,5.0,9.0,2.0,3.0,3.0,5.0
2025-26,401810590,2026-02-06,UTAH,4895758,Cody Williams,cody williams,38,5,4,2,1,3,0,2.0,9.0,0.0,3.0,1.0,2.0
2025-26,401810590,2026-02-06,UTAH,4683766,Isaiah Collier,isaiah collier,48,25,7,11,3,0,2,11.0,22.0,0.0,2.0,3.0,4.0
2025-26,401810590,2026-02-06,UTAH,4873138,Ace Bailey,ace bailey,40,20,6,1,2,1,0,9.0,26.0,2.0,8.0,0.0,0.0
2025-26,401810590,2026-02-06,UTAH,5105839,Brice Sensabaugh,brice sensabaugh,30,18,4,2,0,0,1,6.0,11.0,3.0,5.0,3.0,6.0
2025-26,401810590,2026-02-06,UTAH,4432827,Oscar Tshiebwe,oscar tshiebwe,10,4,2,1,0,0,1,2.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810590,2026-02-06,UTAH,3133602,Svi Mykhailiuk,svi mykhailiuk,23,14,4,0,0,0,0,6.0,10.0,2.0,4.0,0.0,0.0
2025-26,401810590,2026-02-06,ATL,4701230,Jalen Johnson,jalen johnson,39,22,16,15,0,2,4,9.0,19.0,0.0,5.0,4.0,5.0
2025-26,401810590,2026-02-06,ATL,5211175,Zaccharie Risacher,zaccharie risacher,19,0,6,0,1,0,2,0.0,8.0,0.0,4.0,0.0,0.0
2025-26,401810590,2026-02-06,ATL,3146557,Jock Landale,jock landale,32,26,11,5,0,4,2,10.0,14.0,5.0,8.0,1.0,2.0
2025-26,401810590,2026-02-06,ATL,4278039,Nickeil Alexander-Walker,nickeil alexander walker,34,23,2,5,2,0,0,9.0,15.0,0.0,3.0,5.0,5.0
2025-26,401810590,2026-02-06,ATL,4869342,Dyson Daniels,dyson daniels,35,11,6,6,0,0,1,5.0,12.0,1.0,2.0,0.0,2.0
2025-26,401810590,2026-02-06,ATL,4280151,Corey Kispert,corey kispert,25,20,2,0,0,0,0,7.0,9.0,2.0,4.0,4.0,4.0
2025-26,401810590,2026-02-06,ATL,4712863,Mouhamed Gueye,mouhamed gueye,9,2,4,0,0,0,0,1.0,2.0,0.0,1.0,0.0,0.0
2025-26,401810590,2026-02-06,ATL,4873201,Asa Newell,asa newell,16,9,3,0,0,1,0,4.0,7.0,0.0,2.0,1.0,3.0
2025-26,401810590,2026-02-06,ATL,2490149,CJ McCollum,cj mccollum,32,8,0,3,0,3,1,3.0,12.0,0.0,6.0,2.0,2.0
2025-26,401810591,2026-02-06,CHI,4397189,Jalen Smith,jalen smith,24,13,9,1,1,0,0,6.0,11.0,0.0,3.0,1.0,2.0
2025-26,401810591,2026-02-06,CHI,4432822,Isaac Okoro,isaac okoro,30,10,2,1,1,0,1,3.0,8.0,0.0,4.0,4.0,4.0
2025-26,401810591,2026-02-06,CHI,4711294,Matas Buzelis,matas buzelis,33,18,6,3,1,1,3,7.0,11.0,2.0,6.0,2.0,2.0
2025-26,401810591,2026-02-06,CHI,4351851,Anfernee Simons,anfernee simons,32,22,2,3,0,1,3,8.0,15.0,6.0,13.0,0.0,0.0
2025-26,401810591,2026-02-06,CHI,4433218,Jaden Ivey,jaden ivey,33,13,4,6,3,0,2,5.0,12.0,3.0,5.0,0.0,0.0
2025-26,401810591,2026-02-06,CHI,4017844,Guerschon Yabusele,guerschon yabusele,33,15,11,3,2,0,1,6.0,11.0,3.0,6.0,0.0,0.0
2025-26,401810591,2026-02-06,CHI,4431687,Patrick Williams,patrick williams,25,9,1,2,0,1,1,3.0,12.0,3.0,8.0,0.0,0.0
2025-26,401810591,2026-02-06,CHI,5091709,Lachlan Olbrich,lachlan olbrich,4,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810591,2026-02-06,CHI,4397071,Mac McClung,mac mcclung,13,4,1,1,0,1,1,2.0,7.0,0.0,2.0,0.0,0.0
2025-26,401810591,2026-02-06,CHI,5159895,Yuki Kawamura,yuki kawamura,12,3,2,7,1,0,3,1.0,4.0,1.0,2.0,0.0,0.0
2025-26,401810591,2026-02-06,TOR,3913176,Brandon Ingram,brandon ingram,35,33,6,6,0,1,2,12.0,20.0,5.0,9.0,4.0,4.0
2025-26,401810591,2026-02-06,TOR,4433134,Scottie Barnes,scottie barnes,32,13,6,7,0,0,4,6.0,11.0,1.0,3.0,0.0,0.0
2025-26,401810591,2026-02-06,TOR,5093267,Collin Murray-Boyles,collin murray boyles,37,17,5,4,1,3,1,8.0,9.0,0.0,0.0,1.0,2.0
2025-26,401810591,2026-02-06,TOR,4395724,Immanuel Quickley,immanuel quickley,31,24,2,5,1,0,0,9.0,20.0,3.0,11.0,3.0,3.0
2025-26,401810591,2026-02-06,TOR,4684272,Ja'Kobe Walter,ja kobe walter,31,12,5,2,2,0,1,6.0,9.0,0.0,1.0,0.0,0.0
2025-26,401810591,2026-02-06,TOR,4278580,Sandro Mamukelashvili,sandro mamukelashvili,23,17,5,1,3,1,0,5.0,9.0,4.0,6.0,3.0,4.0
2025-26,401810591,2026-02-06,TOR,4431893,Jamison Battle,jamison battle,14,2,1,1,0,0,0,1.0,3.0,0.0,1.0,0.0,0.0
2025-26,401810591,2026-02-06,TOR,4432241,Jamal Shead,jamal shead,22,3,4,8,2,2,3,1.0,3.0,1.0,2.0,0.0,0.0
2025-26,401810591,2026-02-06,TOR,4702656,Alijah Martin,alijah martin,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810591,2026-02-06,TOR,5106258,Gradey Dick,gradey dick,12,2,1,1,0,0,0,1.0,3.0,0.0,1.0,0.0,0.0
2025-26,401810592,2026-02-06,CHA,4066383,Miles Bridges,miles bridges,32,18,6,4,1,0,0,7.0,17.0,3.0,8.0,1.0,1.0
2025-26,401810592,2026-02-06,CHA,4433249,Moussa Diabate,moussa diabate,29,7,12,4,0,1,1,3.0,5.0,0.0,0.0,1.0,2.0
2025-26,401810592,2026-02-06,CHA,4433287,Brandon Miller,brandon miller,21,11,3,1,3,1,6,4.0,9.0,1.0,4.0,2.0,2.0
2025-26,401810592,2026-02-06,CHA,4432816,LaMelo Ball,lamelo ball,29,20,6,4,0,0,3,7.0,19.0,5.0,12.0,1.0,2.0
2025-26,401810592,2026-02-06,CHA,5061575,Kon Knueppel,kon knueppel,32,24,4,2,0,0,6,8.0,13.0,2.0,5.0,6.0,6.0
2025-26,401810592,2026-02-06,CHA,4066218,Grant Williams,grant williams,16,2,3,0,0,0,1,0.0,3.0,0.0,3.0,2.0,2.0
2025-26,401810592,2026-02-06,CHA,4576060,Ryan Kalkbrenner,ryan kalkbrenner,19,2,4,1,4,2,0,0.0,2.0,0.0,0.0,2.0,2.0
2025-26,401810592,2026-02-06,CHA,4432811,Josh Green,josh green,23,14,1,2,4,1,1,4.0,4.0,3.0,3.0,3.0,3.0
2025-26,401810592,2026-02-06,CHA,4432819,Tre Mann,tre mann,17,5,5,3,0,0,2,1.0,10.0,1.0,5.0,2.0,2.0
2025-26,401810592,2026-02-06,CHA,4602025,Sion James,sion james,22,6,2,0,2,0,0,2.0,5.0,2.0,3.0,0.0,0.0
2025-26,401810592,2026-02-06,HOU,3202,Kevin Durant,kevin durant,31,31,3,1,5,0,6,11.0,21.0,3.0,4.0,6.0,8.0
2025-26,401810592,2026-02-06,HOU,4432639,Jabari Smith Jr.,jabari smith,33,17,7,2,1,2,1,7.0,10.0,1.0,3.0,2.0,3.0
2025-26,401810592,2026-02-06,HOU,4871144,Alperen Sengun,alperen sengun,28,7,9,5,0,1,1,3.0,11.0,0.0,1.0,1.0,2.0
2025-26,401810592,2026-02-06,HOU,4065663,Josh Okogie,josh okogie,21,6,1,0,1,0,1,2.0,2.0,1.0,1.0,1.0,2.0
2025-26,401810592,2026-02-06,HOU,4684740,Amen Thompson,amen thompson,33,8,5,7,1,1,5,3.0,7.0,0.0,0.0,2.0,2.0
2025-26,401810592,2026-02-06,HOU,3209,Jeff Green,jeff green,8,6,2,1,1,0,0,2.0,4.0,1.0,3.0,1.0,1.0
2025-26,401810592,2026-02-06,HOU,2578185,Dorian Finney-Smith,dorian finney smith,16,2,3,2,1,0,1,1.0,4.0,0.0,2.0,0.0,0.0
2025-26,401810592,2026-02-06,HOU,4592857,Isaiah Crawford,isaiah crawford,16,5,1,2,2,0,0,2.0,3.0,1.0,2.0,0.0,0.0
2025-26,401810592,2026-02-06,HOU,3102529,Clint Capela,clint capela,17,6,5,0,2,0,0,3.0,5.0,0.0,0.0,0.0,0.0
2025-26,401810592,2026-02-06,HOU,3922230,Aaron Holiday,aaron holiday,8,0,1,1,1,0,0,0.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810592,2026-02-06,HOU,4576085,JD Davison,jd davison,8,4,1,3,0,0,1,2.0,4.0,0.0,1.0,0.0,0.0
2025-26,401810592,2026-02-06,HOU,4711272,Reed Sheppard,reed sheppard,22,7,2,0,2,1,2,2.0,10.0,1.0,6.0,2.0,2.0
2025-26,401810593,2026-02-06,SA,6578,Harrison Barnes,harrison barnes,34,19,1,3,0,1,3,5.0,7.0,5.0,7.0,4.0,4.0
2025-26,401810593,2026-02-06,SA,4592479,Julian Champagnie,julian champagnie,27,14,7,1,1,0,1,4.0,12.0,2.0,8.0,4.0,4.0
2025-26,401810593,2026-02-06,SA,5104157,Victor Wembanyama,victor wembanyama,34,29,11,6,2,3,3,9.0,14.0,5.0,9.0,6.0,8.0
2025-26,401810593,2026-02-06,SA,4066259,De'Aaron Fox,de aaron fox,32,17,3,7,0,0,2,7.0,16.0,3.0,7.0,0.0,0.0
2025-26,401810593,2026-02-06,SA,4395630,Devin Vassell,devin vassell,30,12,7,3,0,0,0,5.0,12.0,0.0,4.0,2.0,2.0
2025-26,401810593,2026-02-06,SA,4395723,Keldon Johnson,keldon johnson,19,12,6,4,1,1,1,5.0,9.0,0.0,0.0,2.0,2.0
2025-26,401810593,2026-02-06,SA,5061568,Carter Bryant,carter bryant,18,2,2,2,0,0,0,1.0,3.0,0.0,0.0,0.0,0.0
2025-26,401810593,2026-02-06,SA,3134916,Jordan McLaughlin,jordan mclaughlin,4,3,1,0,0,0,0,1.0,2.0,1.0,2.0,0.0,0.0
2025-26,401810593,2026-02-06,SA,4845367,Stephon Castle,stephon castle,22,18,7,6,3,0,3,8.0,13.0,1.0,3.0,1.0,1.0
2025-26,401810593,2026-02-06,SA,5037871,Dylan Harper,dylan harper,19,9,5,2,0,2,0,3.0,7.0,0.0,1.0,3.0,4.0
2025-26,401810593,2026-02-06,DAL,3138160,Caleb Martin,caleb martin,32,8,4,1,2,0,3,3.0,4.0,1.0,1.0,1.0,2.0
2025-26,401810593,2026-02-06,DAL,4278049,Daniel Gafford,daniel gafford,33,16,10,2,3,4,0,5.0,8.0,0.0,0.0,6.0,8.0
2025-26,401810593,2026-02-06,DAL,4278594,Naji Marshall,naji marshall,39,32,6,3,0,0,1,12.0,21.0,4.0,7.0,4.0,4.0
2025-26,401810593,2026-02-06,DAL,5041939,Cooper Flagg,cooper flagg,39,32,6,4,2,3,3,14.0,27.0,2.0,5.0,2.0,2.0
2025-26,401810593,2026-02-06,DAL,4432582,Max Christie,max christie,38,20,3,4,1,0,1,7.0,15.0,2.0,8.0,4.0,4.0
2025-26,401810593,2026-02-06,DAL,2531367,Dwight Powell,dwight powell,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810593,2026-02-06,DAL,4701208,Moussa Cisse,moussa cisse,12,0,5,0,0,1,0,0.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810593,2026-02-06,DAL,6475,Klay Thompson,klay thompson,20,5,2,1,0,0,0,2.0,8.0,1.0,6.0,0.0,0.0
2025-26,401810593,2026-02-06,DAL,4433629,Ryan Nembhard,ryan nembhard,17,5,3,7,1,0,1,2.0,9.0,1.0,2.0,0.0,0.0
2025-26,401810593,2026-02-06,DAL,4696317,Miles Kelly,miles kelly,9,5,2,1,0,0,0,2.0,3.0,1.0,2.0,0.0,0.0
2025-26,401810594,2026-02-06,GS,6589,Draymond Green,draymond green,24,5,5,1,0,0,1,1.0,3.0,1.0,3.0,2.0,2.0
2025-26,401810594,2026-02-06,GS,4997536,Gui Santos,gui santos,36,18,4,7,1,1,4,6.0,9.0,3.0,6.0,3.0,5.0
2025-26,401810594,2026-02-06,GS,4066436,De'Anthony Melton,de anthony melton,25,17,2,1,3,0,2,6.0,14.0,2.0,9.0,3.0,4.0
2025-26,401810594,2026-02-06,GS,4432171,Moses Moody,moses moody,31,6,8,1,0,1,1,2.0,7.0,2.0,7.0,0.0,0.0
2025-26,401810594,2026-02-06,GS,4592714,Pat Spencer,pat spencer,32,20,6,4,2,0,4,6.0,11.0,6.0,10.0,2.0,2.0
2025-26,401810594,2026-02-06,GS,3213,Al Horford,al horford,28,13,4,4,0,1,2,4.0,10.0,2.0,5.0,3.0,5.0
2025-26,401810594,2026-02-06,GS,4593016,Quinten Post,quinten post,6,0,2,1,0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
2025-26,401810594,2026-02-06,GS,3134903,Gary Payton II,gary payton,19,15,8,1,1,1,0,6.0,11.0,3.0,6.0,0.0,0.0
2025-26,401810594,2026-02-06,GS,4709138,Brandin Podziemski,brandin podziemski,12,0,3,1,0,0,1,0.0,3.0,0.0,3.0,0.0,0.0
2025-26,401810594,2026-02-06,GS,4897262,Will Richard,will richard,27,7,3,2,1,0,0,2.0,6.0,1.0,4.0,2.0,2.0
2025-26,401810594,2026-02-06,PHX,2583632,Royce O'Neale,royce o neale,27,9,1,5,0,0,1,3.0,7.0,3.0,6.0,0.0,0.0
2025-26,401810594,2026-02-06,PHX,3155526,Dillon Brooks,dillon brooks,35,24,6,1,1,0,2,10.0,24.0,2.0,6.0,2.0,3.0
2025-26,401810594,2026-02-06,PHX,4701232,Mark Williams,mark williams,23,11,10,0,0,1,1,5.0,6.0,0.0,0.0,1.0,1.0
2025-26,401810594,2026-02-06,PHX,3135045,Grayson Allen,grayson allen,33,21,5,4,1,0,3,7.0,17.0,5.0,13.0,2.0,2.0
2025-26,401810594,2026-02-06,PHX,4278585,Collin Gillespie,collin gillespie,33,11,3,4,1,0,1,4.0,12.0,3.0,10.0,0.0,0.0
2025-26,401810594,2026-02-06,PHX,4277957,Isaiah Livers,isaiah livers,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810594,2026-02-06,PHX,4601023,Oso Ighodaro,oso ighodaro,25,6,5,1,2,0,2,3.0,4.0,0.0,0.0,0.0,0.0
2025-26,401810594,2026-02-06,PHX,4888725,Ryan Dunn,ryan dunn,12,5,2,1,1,0,1,2.0,3.0,1.0,2.0,0.0,0.0
2025-26,401810594,2026-02-06,PHX,4278402,Jordan Goodwin,jordan goodwin,29,6,2,2,2,0,0,2.0,6.0,2.0,6.0,0.0,0.0
2025-26,401810594,2026-02-06,PHX,4280245,Jamaree Bouyea,jamaree bouyea,20,4,3,4,2,0,1,2.0,3.0,0.0,0.0,0.0,0.0
2025-26,401810595,2026-02-06,PHI,4870562,Dominick Barlow,dominick barlow,26,13,3,0,2,1,1,6.0,10.0,0.0,1.0,1.0,3.0
2025-26,401810595,2026-02-06,PHI,3059318,Joel Embiid,joel embiid,39,35,7,7,1,2,3,13.0,19.0,1.0,2.0,8.0,8.0
2025-26,401810595,2026-02-06,PHI,3133603,Kelly Oubre Jr.,kelly oubre,40,8,4,3,3,0,0,2.0,8.0,0.0,3.0,4.0,4.0
2025-26,401810595,2026-02-06,PHI,4431678,Tyrese Maxey,tyrese maxey,37,26,0,13,4,0,4,11.0,22.0,1.0,9.0,3.0,4.0
2025-26,401810595,2026-02-06,PHI,5124612,VJ Edgecombe,vj edgecombe,39,19,10,2,4,0,3,7.0,16.0,3.0,7.0,2.0,2.0
2025-26,401810595,2026-02-06,PHI,4431675,Trendon Watford,trendon watford,16,6,2,2,0,0,1,3.0,3.0,0.0,0.0,0.0,0.0
2025-26,401810595,2026-02-06,PHI,4711297,Justin Edwards,justin edwards,5,2,1,0,0,0,0,1.0,2.0,0.0,1.0,0.0,0.0
2025-26,401810595,2026-02-06,PHI,5105637,Adem Bona,adem bona,11,2,1,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810595,2026-02-06,PHI,4397014,Quentin Grimes,quentin grimes,27,4,0,2,1,0,2,1.0,2.0,0.0,1.0,2.0,2.0
2025-26,401810595,2026-02-06,LAL,1966,LeBron James,lebron james,37,17,4,10,0,1,8,7.0,17.0,0.0,3.0,3.0,3.0
2025-26,401810595,2026-02-06,LAL,4592691,Jake LaRavia,jake laravia,23,14,0,2,3,0,1,5.0,7.0,0.0,2.0,4.0,5.0
2025-26,401810595,2026-02-06,LAL,4278129,Deandre Ayton,deandre ayton,20,10,6,0,0,2,0,4.0,5.0,0.0,0.0,2.0,2.0
2025-26,401810595,2026-02-06,LAL,2990992,Marcus Smart,marcus smart,31,7,4,5,0,0,0,2.0,5.0,2.0,3.0,1.0,4.0
2025-26,401810595,2026-02-06,LAL,3945274,Luka Doncic,luka doncic,16,10,4,2,0,0,5,3.0,10.0,0.0,4.0,4.0,4.0
2025-26,401810595,2026-02-06,LAL,2960236,Maxi Kleber,maxi kleber,26,4,4,4,3,0,1,2.0,3.0,0.0,0.0,0.0,0.0
2025-26,401810595,2026-02-06,LAL,4066648,Rui Hachimura,rui hachimura,35,14,7,1,0,0,0,5.0,7.0,2.0,2.0,2.0,2.0
2025-26,401810595,2026-02-06,LAL,4278077,Jarred Vanderbilt,jarred vanderbilt,23,6,6,1,2,1,1,3.0,7.0,0.0,3.0,0.0,0.0
2025-26,401810595,2026-02-06,LAL,4897943,Dalton Knecht,dalton knecht,3,2,1,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0
2025-26,401810595,2026-02-06,LAL,4066457,Austin Reaves,austin reaves,25,35,6,2,0,0,5,12.0,17.0,5.0,8.0,6.0,7.0
2025-26,401810596,2026-02-07,MIA,3059319,Andrew Wiggins,andrew wiggins,38,26,6,0,2,0,1,10.0,16.0,5.0,7.0,1.0,2.0
2025-26,401810596,2026-02-07,MIA,4066261,Bam Adebayo,bam adebayo,35,16,7,1,1,0,0,5.0,13.0,2.0,6.0,4.0,6.0
2025-26,401810596,2026-02-07,MIA,2595516,Norman Powell,norman powell,35,24,3,4,4,0,3,9.0,15.0,3.0,7.0,3.0,3.0
2025-26,401810596,2026-02-07,MIA,4278053,Davion Mitchell,davion mitchell,30,13,2,6,0,1,2,5.0,11.0,2.0,6.0,1.0,2.0
2025-26,401810596,2026-02-07,MIA,4601025,Pelle Larsson,pelle larsson,12,0,5,3,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810596,2026-02-07,MIA,3899664,Simone Fontecchio,simone fontecchio,19,2,2,0,1,1,0,0.0,5.0,0.0,3.0,2.0,2.0
2025-26,401810596,2026-02-07,MIA,4431772,Myron Gardner,myron gardner,6,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
2025-26,401810596,2026-02-07,MIA,4432848,Jaime Jaquez Jr.,jaime jaquez,31,11,7,7,0,0,2,4.0,9.0,1.0,3.0,2.0,3.0
2025-26,401810596,2026-02-07,MIA,4997528,Nikola Jovic,nikola jovic,6,0,0,1,0,1,0,0.0,5.0,0.0,4.0,0.0,0.0
2025-26,401810596,2026-02-07,MIA,5105623,Kel'el Ware,kel el ware,10,2,5,0,1,0,1,1.0,5.0,0.0,2.0,0.0,0.0
2025-26,401810596,2026-02-07,MIA,4066993,Dru Smith,dru smith,19,2,4,1,0,0,1,1.0,4.0,0.0,1.0,0.0,0.0
2025-26,401810596,2026-02-07,BOS,4065804,Sam Hauser,sam hauser,35,2,3,2,1,1,0,1.0,7.0,0.0,6.0,0.0,0.0
2025-26,401810596,2026-02-07,BOS,4277951,Luka Garza,luka garza,10,2,3,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0
2025-26,401810596,2026-02-07,BOS,4397424,Neemias Queta,neemias queta,22,2,11,1,0,0,2,1.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810596,2026-02-07,BOS,3078576,Derrick White,derrick white,41,21,3,5,1,4,0,6.0,20.0,4.0,12.0,5.0,5.0
2025-26,401810596,2026-02-07,BOS,3917376,Jaylen Brown,jaylen brown,33,29,7,2,0,1,7,11.0,25.0,1.0,7.0,6.0,10.0
2025-26,401810596,2026-02-07,BOS,6478,Nikola Vucevic,nikola vucevic,28,11,12,4,2,0,2,4.0,8.0,0.0,1.0,3.0,4.0
2025-26,401810596,2026-02-07,BOS,4066354,Payton Pritchard,payton pritchard,36,24,1,1,1,0,2,8.0,15.0,4.0,6.0,4.0,4.0
2025-26,401810596,2026-02-07,BOS,4593841,Baylor Scheierman,baylor scheierman,19,5,7,2,1,1,0,2.0,4.0,1.0,3.0,0.0,0.0
2025-26,401810596,2026-02-07,BOS,5175647,Hugo Gonzalez,hugo gonzalez,16,2,3,0,1,0,1,1.0,2.0,0.0,1.0,0.0,0.0
2025-26,401810597,2026-02-07,NY,5289900,Mohamed Diawara,mohamed diawara,21,4,2,0,0,1,1,2.0,5.0,0.0,3.0,0.0,0.0
2025-26,401810597,2026-02-07,NY,4351852,Mitchell Robinson,mitchell robinson,20,4,3,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0
