SEASON,EVENT_ID,GAME_DATE,TEAM,ESPN_ATHLETE_ID,PLAYER,PLAYER_NORM,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG3M,FG3A,FTM,FTA
2025-26,401810502,2026-01-25,CHI,4871145,Josh Giddey,josh giddey,24,4,8,10,0,0,5,1.0,6.0,0.0,2.0,2.0,2.0
2025-26,401810503,2026-01-25,LAL,1966,LeBron James,lebron james,37,17,8,5,1,1,1,8.0,16.0,1.0,3.0,0.0,0.0
2025-26,401810503,2026-01-25,LAL,4592691,Jake LaRavia,jake laravia,30,13,6,1,0,1,4,4.0,8.0,2.0,6.0,3.0,4.0
2025-26,401810503,2026-01-25,LAL,4278129,Deandre Ayton,deandre ayton,24,9,11,0,0,1,1,4.0,16.0,0.0,0.0,1.0,2.0
2025-26,401810503,2026-01-25,LAL,2990992,Marcus Smart,marcus smart,32,13,7,3,0,2,3,4.0,10.0,2.0,4.0,3.0,5.0
2025-26,401810503,2026-01-25,LAL,3945274,Luka Doncic,luka doncic,39,33,8,11,1,1,5,8.0,15.0,3.0,8.0,14.0,15.0
2025-26,401810503,2026-01-25,LAL,4066648,Rui Hachimura,rui hachimura,27,17,8,1,0,1,0,6.0,13.0,4.0,7.0,1.0,1.0
2025-26,401810503,2026-01-25,LAL,4278077,Jarred Vanderbilt,jarred vanderbilt,12,8,4,2,1,0,0,3.0,6.0,2.0,3.0,0.0,2.0
2025-26,401810503,2026-01-25,LAL,4431695,Drew Timme,drew timme,8,0,3,1,2,0,0,0.0,1.0,0.0,1.0,0.0,0.0
2025-26,401810503,2026-01-25,LAL,4397077,Jaxson Hayes,jaxson hayes,15,6,1,1,0,1,0,3.0,3.0,0.0,0.0,0.0,0.0
2025-26,401810503,2026-01-25,LAL,3137259,Gabe Vincent,gabe vincent,15,0,1,1,2,0,0,0.0,2.0,0.0,2.0,0.0,0.0
2025-26,401810503,2026-01-25,DAL,2531367,Dwight Powell,dwight powell,24,0,7,2,2,1,0,0.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810503,2026-01-25,DAL,3138160,Caleb Martin,caleb martin,24,17,3,1,1,2,0,6.0,10.0,3.0,4.0,2.0,2.0
2025-26,401810503,2026-01-25,DAL,4278594,Naji Marshall,naji marshall,37,21,11,2,1,0,3,7.0,15.0,0.0,3.0,7.0,10.0
2025-26,401810503,2026-01-25,DAL,5041939,Cooper Flagg,cooper flagg,34,16,7,6,2,0,0,7.0,20.0,1.0,5.0,1.0,2.0
2025-26,401810503,2026-01-25,DAL,4432582,Max Christie,max christie,35,24,2,3,1,0,0,8.0,18.0,4.0,10.0,4.0,4.0
2025-26,401810503,2026-01-25,DAL,4278049,Daniel Gafford,daniel gafford,16,2,2,1,0,2,0,0.0,1.0,0.0,0.0,2.0,2.0
2025-26,401810503,2026-01-25,DAL,4278078,P.J. Washington,p j washington,26,2,3,0,1,1,1,1.0,5.0,0.0,1.0,0.0,0.0
2025-26,401810503,2026-01-25,DAL,4432813,Jeremiah Robinson-Earl,jeremiah robinson earl,3,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810503,2026-01-25,DAL,6475,Klay Thompson,klay thompson,14,6,3,1,2,0,3,2.0,5.0,2.0,5.0,0.0,2.0
2025-26,401810503,2026-01-25,DAL,4397040,Brandon Williams,brandon williams,23,20,4,4,0,0,2,8.0,17.0,0.0,1.0,4.0,5.0
2025-26,401810503,2026-01-25,DAL,4433629,Ryan Nembhard,ryan nembhard,4,2,0,2,0,0,1,0.0,1.0,0.0,0.0,2.0,2.0
2025-26,401810504,2026-01-25,MIA,3059319,Andrew Wiggins,andrew wiggins,27,17,6,6,1,0,1,6.0,12.0,2.0,5.0,3.0,3.0
2025-26,401810504,2026-01-25,MIA,4066261,Bam Adebayo,bam adebayo,31,26,15,2,0,1,3,8.0,19.0,4.0,10.0,6.0,6.0
2025-26,401810504,2026-01-25,MIA,2595516,Norman Powell,norman powell,25,13,4,6,0,0,0,3.0,11.0,0.0,4.0,7.0,10.0
2025-26,401810504,2026-01-25,MIA,4601025,Pelle Larsson,pelle larsson,25,20,2,3,0,1,2,7.0,11.0,3.0,6.0,3.0,3.0
2025-26,401810504,2026-01-25,MIA,5214640,Kasparas Jakucionis,kasparas jakucionis,17,12,5,1,0,0,0,4.0,6.0,2.0,3.0,2.0,2.0
2025-26,401810504,2026-01-25,MIA,3899664,Simone Fontecchio,simone fontecchio,24,14,6,2,2,0,0,5.0,12.0,4.0,9.0,0.0,0.0
2025-26,401810504,2026-01-25,MIA,4431772,Myron Gardner,myron gardner,10,2,6,4,0,2,0,1.0,4.0,0.0,1.0,0.0,2.0
2025-26,401810504,2026-01-25,MIA,4431786,Keshad Johnson,keshad johnson,3,5,0,0,0,0,1,1.0,1.0,1.0,1.0,2.0,2.0
2025-26,401810504,2026-01-25,MIA,4432848,Jaime Jaquez Jr.,jaime jaquez,28,9,7,5,1,0,3,4.0,10.0,0.0,0.0,1.0,1.0
2025-26,401810504,2026-01-25,MIA,4997528,Nikola Jovic,nikola jovic,25,23,3,1,1,1,3,6.0,12.0,3.0,6.0,8.0,11.0
2025-26,401810504,2026-01-25,MIA,4066993,Dru Smith,dru smith,26,6,10,5,5,1,0,2.0,10.0,0.0,2.0,2.0,2.0
2025-26,401810504,2026-01-25,UTAH,4895758,Cody Williams,cody williams,30,5,1,1,1,3,1,2.0,5.0,0.0,1.0,1.0,2.0
2025-26,401810504,2026-01-25,UTAH,3102530,Jusuf Nurkic,jusuf nurkic,31,17,10,12,1,1,3,8.0,13.0,1.0,1.0,0.0,2.0
2025-26,401810504,2026-01-25,UTAH,3133602,Svi Mykhailiuk,svi mykhailiuk,17,8,3,1,1,0,2,3.0,4.0,0.0,0.0,2.0,2.0
2025-26,401810504,2026-01-25,UTAH,4433627,Keyonte George,keyonte george,36,19,2,5,2,0,2,6.0,19.0,0.0,8.0,7.0,8.0
2025-26,401810504,2026-01-25,UTAH,4873138,Ace Bailey,ace bailey,28,12,2,2,1,2,0,6.0,15.0,0.0,5.0,0.0,0.0
2025-26,401810504,2026-01-25,UTAH,2993874,Kyle Anderson,kyle anderson,15,2,1,0,1,1,1,1.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810504,2026-01-25,UTAH,4684793,Kyle Filipowski,kyle filipowski,16,9,4,3,1,0,0,4.0,6.0,1.0,1.0,0.0,0.0
2025-26,401810504,2026-01-25,UTAH,5105839,Brice Sensabaugh,brice sensabaugh,23,23,4,1,0,0,2,7.0,15.0,4.0,7.0,5.0,6.0
2025-26,401810504,2026-01-25,UTAH,4683766,Isaiah Collier,isaiah collier,28,16,6,9,0,1,2,6.0,10.0,0.0,0.0,4.0,6.0
2025-26,401810504,2026-01-25,UTAH,4896372,Walter Clayton Jr.,walter clayton,15,5,1,2,1,2,1,1.0,3.0,1.0,2.0,2.0,2.0
2025-26,401810505,2026-01-25,SAC,4431679,Precious Achiuwa,precious achiuwa,17,4,4,1,0,0,1,2.0,4.0,0.0,1.0,0.0,0.0
2025-26,401810505,2026-01-25,SAC,3155942,Domantas Sabonis,domantas sabonis,25,12,7,8,2,0,2,6.0,7.0,0.0,0.0,0.0,1.0
2025-26,401810505,2026-01-25,SAC,3468,Russell Westbrook,russell westbrook,22,13,2,4,2,0,4,4.0,9.0,2.0,3.0,3.0,3.0
2025-26,401810505,2026-01-25,SAC,3978,DeMar DeRozan,demar derozan,19,16,0,4,0,0,2,6.0,12.0,0.0,1.0,4.0,6.0
2025-26,401810505,2026-01-25,SAC,4702384,Nique Clifford,nique clifford,33,15,3,1,0,1,0,6.0,13.0,2.0,4.0,1.0,4.0
2025-26,401810505,2026-01-25,SAC,4433174,Dylan Cardwell,dylan cardwell,27,4,9,5,1,2,0,2.0,2.0,0.0,0.0,0.0,2.0
2025-26,401810505,2026-01-25,SAC,4898371,Maxime Raynaud,maxime raynaud,22,2,4,0,0,1,2,1.0,6.0,0.0,3.0,0.0,0.0
2025-26,401810505,2026-01-25,SAC,3032979,Dennis Schroder,dennis schroder,25,15,1,7,1,0,7,5.0,10.0,1.0,2.0,4.0,6.0
2025-26,401810505,2026-01-25,SAC,4066262,Malik Monk,malik monk,22,19,1,2,1,3,0,7.0,11.0,3.0,5.0,2.0,2.0
2025-26,401810505,2026-01-25,SAC,4433188,Devin Carter,devin carter,7,2,2,0,0,0,0,0.0,1.0,0.0,0.0,2.0,2.0
2025-26,401810505,2026-01-25,SAC,4702177,Keon Ellis,keon ellis,21,14,0,0,0,0,1,5.0,9.0,3.0,6.0,1.0,2.0
2025-26,401810505,2026-01-25,DET,6440,Tobias Harris,tobias harris,24,16,2,3,2,0,1,6.0,12.0,4.0,6.0,0.0,0.0
2025-26,401810505,2026-01-25,DET,3157465,Duncan Robinson,duncan robinson,24,13,0,1,0,0,1,5.0,9.0,3.0,6.0,0.0,0.0
2025-26,401810505,2026-01-25,DET,4433621,Jalen Duren,jalen duren,24,18,6,1,2,1,0,7.0,8.0,0.0,0.0,4.0,5.0
2025-26,401810505,2026-01-25,DET,4432166,Cade Cunningham,cade cunningham,30,29,5,11,3,1,5,13.0,22.0,3.0,5.0,0.0,1.0
2025-26,401810505,2026-01-25,DET,4684742,Ausar Thompson,ausar thompson,20,5,5,6,2,0,2,2.0,5.0,0.0,0.0,1.0,2.0
2025-26,401810505,2026-01-25,DET,4278562,Paul Reed,paul reed,5,2,4,1,0,0,1,1.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810505,2026-01-25,DET,4432810,Isaiah Stewart,isaiah stewart,24,8,8,0,0,2,0,2.0,6.0,0.0,1.0,4.0,5.0
2025-26,401810505,2026-01-25,DET,4683771,Ronald Holland II,ronald holland,21,11,4,2,1,0,2,3.0,7.0,1.0,2.0,4.0,4.0
2025-26,401810505,2026-01-25,DET,4906923,Bobi Klintman,bobi klintman,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810505,2026-01-25,DET,2596112,Javonte Green,javonte green,15,11,4,0,4,0,1,1.0,4.0,0.0,3.0,9.0,9.0
2025-26,401810505,2026-01-25,DET,4432107,Marcus Sasser,marcus sasser,4,2,0,0,0,0,0,1.0,2.0,0.0,1.0,0.0,0.0
2025-26,401810505,2026-01-25,DET,4433218,Jaden Ivey,jaden ivey,17,11,2,0,0,0,4,4.0,6.0,3.0,4.0,0.0,0.0
2025-26,401810505,2026-01-25,DET,4700852,Chaz Lanier,chaz lanier,5,2,2,0,0,0,1,1.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810505,2026-01-25,DET,5107199,Daniss Jenkins,daniss jenkins,23,11,1,6,1,1,0,4.0,6.0,2.0,3.0,1.0,2.0
2025-26,401857824,2026-01-25,GS,6589,Draymond Green,draymond green,23,2,5,5,2,0,1,1.0,5.0,0.0,3.0,0.0,0.0
2025-26,401857824,2026-01-25,GS,3213,Al Horford,al horford,23,10,5,2,1,1,0,4.0,7.0,2.0,5.0,0.0,0.0
2025-26,401857824,2026-01-25,GS,3975,Stephen Curry,stephen curry,28,26,2,7,4,0,2,7.0,18.0,3.0,10.0,9.0,9.0
2025-26,401857824,2026-01-25,GS,4432171,Moses Moody,moses moody,28,19,8,2,0,2,1,7.0,15.0,5.0,9.0,0.0,0.0
2025-26,401857824,2026-01-25,GS,4709138,Brandin Podziemski,brandin podziemski,22,12,5,6,4,0,2,6.0,10.0,0.0,2.0,0.0,0.0
2025-26,401857824,2026-01-25,GS,4431684,Trayce Jackson-Davis,trayce jackson davis,3,1,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,2.0
2025-26,401857824,2026-01-25,GS,4997536,Gui Santos,gui santos,21,7,6,2,2,0,0,3.0,6.0,1.0,3.0,0.0,0.0
2025-26,401857824,2026-01-25,GS,4593016,Quinten Post,quinten post,16,5,4,0,1,0,1,1.0,5.0,1.0,4.0,2.0,2.0
2025-26,401857824,2026-01-25,GS,2990984,Buddy Hield,buddy hield,17,4,2,0,0,1,1,2.0,5.0,0.0,3.0,0.0,0.0
2025-26,401857824,2026-01-25,GS,3134903,Gary Payton II,gary payton,9,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401857824,2026-01-25,GS,4066436,De'Anthony Melton,de anthony melton,21,12,3,4,1,0,3,4.0,13.0,1.0,5.0,3.0,3.0
2025-26,401857824,2026-01-25,GS,4433149,L.J. Cryer,l j cryer,3,3,1,0,0,0,0,1.0,2.0,1.0,2.0,0.0,0.0
2025-26,401857824,2026-01-25,GS,4592714,Pat Spencer,pat spencer,3,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401857824,2026-01-25,GS,4897262,Will Richard,will richard,24,10,2,1,3,0,1,4.0,9.0,2.0,5.0,0.0,0.0
2025-26,401857824,2026-01-25,MIN,3064514,Julius Randle,julius randle,35,11,5,6,3,1,1,3.0,11.0,0.0,4.0,5.0,6.0
2025-26,401857824,2026-01-25,MIN,4431671,Jaden McDaniels,jaden mcdaniels,28,3,3,1,1,0,4,1.0,8.0,1.0,1.0,0.0,0.0
2025-26,401857824,2026-01-25,MIN,3032976,Rudy Gobert,rudy gobert,24,4,5,0,0,0,0,2.0,3.0,0.0,0.0,0.0,0.0
2025-26,401857824,2026-01-25,MIN,3934673,Donte DiVincenzo,donte divincenzo,32,22,7,0,1,0,5,7.0,19.0,6.0,15.0,2.0,2.0
2025-26,401857824,2026-01-25,MIN,4594268,Anthony Edwards,anthony edwards,34,32,11,2,0,1,8,13.0,20.0,4.0,7.0,2.0,3.0
2025-26,401857824,2026-01-25,MIN,2968436,Joe Ingles,joe ingles,5,3,0,1,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0
2025-26,401857824,2026-01-25,MIN,5044385,Leonard Miller,leonard miller,5,0,2,0,0,0,2,0.0,1.0,0.0,1.0,0.0,0.0
2025-26,401857824,2026-01-25,MIN,5279133,Joan Beringer,joan beringer,5,0,2,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.0
2025-26,401857824,2026-01-25,MIN,4396971,Naz Reid,naz reid,25,0,10,1,0,1,2,0.0,4.0,0.0,2.0,0.0,2.0
2025-26,401857824,2026-01-25,MIN,3195,Mike Conley,mike conley,16,2,3,1,1,0,1,0.0,0.0,0.0,0.0,2.0,2.0
2025-26,401857824,2026-01-25,MIN,4432247,Jaylen Clark,jaylen clark,9,0,0,1,0,0,1,0.0,3.0,0.0,2.0,0.0,0.0
2025-26,401857824,2026-01-25,MIN,4592492,Bones Hyland,bones hyland,16,5,1,3,0,0,0,2.0,5.0,0.0,3.0,1.0,3.0
2025-26,401857824,2026-01-25,MIN,4684275,Rob Dillingham,rob dillingham,5,3,1,0,0,0,0,1.0,4.0,1.0,2.0,0.0,0.0
2025-26,401810508,2026-01-26,TOR,3913176,Brandon Ingram,brandon ingram,36,13,5,4,0,2,1,5.0,18.0,0.0,3.0,3.0,4.0
2025-26,401810508,2026-01-26,TOR,4278580,Sandro Mamukelashvili,sandro mamukelashvili,32,10,5,3,1,1,1,3.0,8.0,0.0,2.0,4.0,8.0
2025-26,401810508,2026-01-26,TOR,4395625,RJ Barrett,rj barrett,21,14,6,2,2,0,2,6.0,12.0,2.0,3.0,0.0,0.0
2025-26,401810508,2026-01-26,TOR,4433134,Scottie Barnes,scottie barnes,32,10,11,8,1,3,2,3.0,8.0,0.0,2.0,4.0,4.0
2025-26,401810508,2026-01-26,TOR,4395724,Immanuel Quickley,immanuel quickley,32,23,11,2,2,0,1,7.0,14.0,6.0,10.0,3.0,4.0
2025-26,401810508,2026-01-26,TOR,4397018,Ochai Agbaji,ochai agbaji,15,5,3,1,0,0,1,2.0,2.0,0.0,0.0,1.0,2.0
2025-26,401810508,2026-01-26,TOR,4432241,Jamal Shead,jamal shead,24,9,4,5,1,0,1,4.0,9.0,1.0,5.0,0.0,2.0
2025-26,401810508,2026-01-26,TOR,4684272,Ja'Kobe Walter,ja kobe walter,28,9,3,2,3,0,1,3.0,8.0,1.0,6.0,2.0,2.0
2025-26,401810508,2026-01-26,TOR,5106258,Gradey Dick,gradey dick,21,10,3,1,0,0,1,4.0,7.0,2.0,3.0,0.0,0.0
2025-26,401810508,2026-01-26,OKC,4432823,Jaylin Williams,jaylin williams,21,5,3,1,1,1,0,2.0,7.0,1.0,3.0,0.0,0.0
2025-26,401810508,2026-01-26,OKC,4433255,Chet Holmgren,chet holmgren,29,11,10,0,0,0,2,5.0,10.0,0.0,3.0,1.0,2.0
2025-26,401810508,2026-01-26,OKC,4278073,Shai Gilgeous-Alexander,shai gilgeous alexander,35,24,3,6,1,2,2,8.0,11.0,0.0,1.0,8.0,10.0
2025-26,401810508,2026-01-26,OKC,4397020,Luguentz Dort,luguentz dort,36,19,8,2,2,0,1,6.0,10.0,4.0,8.0,3.0,5.0
2025-26,401810508,2026-01-26,OKC,4683692,Cason Wallace,cason wallace,16,3,1,1,0,0,1,1.0,3.0,0.0,2.0,1.0,2.0
2025-26,401810508,2026-01-26,OKC,4684208,Brooks Barnhizer,brooks barnhizer,3,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
2025-26,401810508,2026-01-26,OKC,4997526,Ousmane Dieng,ousmane dieng,20,3,2,4,0,0,0,1.0,3.0,1.0,3.0,0.0,0.0
2025-26,401810508,2026-01-26,OKC,3133626,Kenrich Williams,kenrich williams,28,15,5,1,0,0,1,4.0,11.0,1.0,7.0,6.0,6.0
2025-26,401810508,2026-01-26,OKC,4395702,Isaiah Joe,isaiah joe,22,10,1,2,1,0,0,3.0,9.0,2.0,7.0,2.0,2.0
2025-26,401810508,2026-01-26,OKC,4397183,Aaron Wiggins,aaron wiggins,29,11,3,4,0,2,3,3.0,10.0,2.0,9.0,3.0,4.0
2025-26,401810509,2026-01-26,NO,4277813,Herbert Jones,herbert jones,28,9,3,2,0,2,0,4.0,10.0,1.0,4.0,0.0,0.0
2025-26,401810509,2026-01-26,NO,4395628,Zion Williamson,zion williamson,33,24,10,4,0,1,1,10.0,18.0,0.0,0.0,4.0,5.0
2025-26,401810509,2026-01-26,NO,4397688,Trey Murphy III,trey murphy,38,17,6,9,0,0,1,7.0,22.0,3.0,11.0,0.0,1.0
2025-26,401810509,2026-01-26,NO,4869780,Derik Queen,derik queen,17,4,4,1,0,0,4,2.0,7.0,0.0,1.0,0.0,0.0
2025-26,401810509,2026-01-26,NO,4397136,Saddiq Bey,saddiq bey,33,24,10,4,1,0,0,7.0,15.0,3.0,7.0,7.0,9.0
2025-26,401810509,2026-01-26,NO,4997538,Karlo Matkovic,karlo matkovic,12,2,1,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0
2025-26,401810509,2026-01-26,NO,5061589,Yves Missi,yves missi,30,10,14,2,1,2,1,4.0,11.0,0.0,0.0,2.0,2.0
2025-26,401810509,2026-01-26,NO,4277869,Jose Alvarado,jose alvarado,13,6,5,1,0,0,0,2.0,5.0,2.0,5.0,0.0,0.0
2025-26,401810509,2026-01-26,NO,4432185,Micah Peavy,micah peavy,18,0,2,0,1,0,0,0.0,4.0,0.0,3.0,0.0,0.0
2025-26,401810509,2026-01-26,NO,5144091,Jeremiah Fears,jeremiah fears,16,8,3,0,0,0,2,4.0,9.0,0.0,3.0,0.0,0.0
2025-26,401810509,2026-01-26,SA,6578,Harrison Barnes,harrison barnes,19,5,1,3,0,0,0,1.0,2.0,1.0,2.0,2.0,2.0
2025-26,401810509,2026-01-26,SA,4592479,Julian Champagnie,julian champagnie,29,13,4,1,0,0,0,3.0,9.0,1.0,7.0,6.0,6.0
2025-26,401810509,2026-01-26,SA,5104157,Victor Wembanyama,victor wembanyama,31,16,16,0,0,4,3,6.0,16.0,2.0,10.0,2.0,6.0
2025-26,401810509,2026-01-26,SA,4066259,De'Aaron Fox,de aaron fox,35,12,2,7,0,0,4,4.0,8.0,3.0,5.0,1.0,4.0
2025-26,401810509,2026-01-26,SA,4845367,Stephon Castle,stephon castle,29,5,4,5,1,0,2,1.0,6.0,0.0,2.0,3.0,4.0
2025-26,401810509,2026-01-26,SA,4395723,Keldon Johnson,keldon johnson,28,15,2,1,0,0,0,6.0,12.0,1.0,5.0,2.0,4.0
2025-26,401810509,2026-01-26,SA,5061568,Carter Bryant,carter bryant,7,6,2,0,0,0,0,2.0,5.0,2.0,5.0,0.0,0.0
2025-26,401810509,2026-01-26,SA,3064560,Luke Kornet,luke kornet,20,5,8,1,0,1,0,2.0,5.0,0.0,0.0,1.0,2.0
2025-26,401810509,2026-01-26,SA,4395630,Devin Vassell,devin vassell,25,13,1,1,1,0,1,5.0,12.0,2.0,8.0,1.0,3.0
2025-26,401810509,2026-01-26,SA,5037871,Dylan Harper,dylan harper,17,5,6,3,0,0,1,2.0,6.0,0.0,0.0,1.0,1.0
2025-26,401810510,2026-01-26,MIA,3059319,Andrew Wiggins,andrew wiggins,24,10,10,3,0,0,0,5.0,12.0,0.0,4.0,0.0,0.0
2025-26,401810510,2026-01-26,MIA,4066261,Bam Adebayo,bam adebayo,32,22,7,1,2,1,1,6.0,16.0,2.0,6.0,8.0,8.0
2025-26,401810510,2026-01-26,MIA,2595516,Norman Powell,norman powell,31,16,10,1,1,0,2,5.0,21.0,2.0,10.0,4.0,4.0
2025-26,401810510,2026-01-26,MIA,4601025,Pelle Larsson,pelle larsson,35,10,7,2,0,0,3,4.0,9.0,0.0,0.0,2.0,3.0
2025-26,401810510,2026-01-26,MIA,5214640,Kasparas Jakucionis,kasparas jakucionis,23,7,6,3,2,1,0,2.0,5.0,1.0,3.0,2.0,2.0
2025-26,401810510,2026-01-26,MIA,3899664,Simone Fontecchio,simone fontecchio,15,1,5,3,0,0,1,0.0,1.0,0.0,1.0,1.0,2.0
2025-26,401810510,2026-01-26,MIA,4431772,Myron Gardner,myron gardner,3,2,1,1,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
2025-26,401810510,2026-01-26,MIA,4432848,Jaime Jaquez Jr.,jaime jaquez,36,20,5,6,0,1,2,8.0,11.0,1.0,3.0,3.0,4.0
2025-26,401810510,2026-01-26,MIA,4997528,Nikola Jovic,nikola jovic,18,12,6,1,0,0,0,4.0,10.0,2.0,5.0,2.0,4.0
2025-26,401810510,2026-01-26,MIA,4066993,Dru Smith,dru smith,23,11,2,0,1,0,1,5.0,8.0,1.0,3.0,0.0,0.0
2025-26,401810510,2026-01-26,PHX,2583632,Royce O'Neale,royce o neale,31,8,5,5,2,0,2,2.0,10.0,0.0,7.0,4.0,4.0
2025-26,401810510,2026-01-26,PHX,3155526,Dillon Brooks,dillon brooks,36,26,5,2,1,2,0,11.0,23.0,2.0,5.0,2.0,2.0
2025-26,401810510,2026-01-26,PHX,4701232,Mark Williams,mark williams,24,11,8,1,0,1,1,4.0,6.0,0.0,0.0,3.0,4.0
2025-26,401810510,2026-01-26,PHX,3135045,Grayson Allen,grayson allen,35,18,6,3,0,0,1,4.0,18.0,1.0,11.0,9.0,10.0
2025-26,401810510,2026-01-26,PHX,4278585,Collin Gillespie,collin gillespie,31,11,4,0,0,0,2,4.0,12.0,3.0,6.0,0.0,0.0
2025-26,401810510,2026-01-26,PHX,3059409,Nigel Hayes-Davis,nigel hayes davis,3,0,1,0,1,0,0,0.0,2.0,0.0,1.0,0.0,0.0
2025-26,401810510,2026-01-26,PHX,4277957,Isaiah Livers,isaiah livers,15,9,5,0,2,1,0,4.0,4.0,1.0,1.0,0.0,0.0
2025-26,401810510,2026-01-26,PHX,4601023,Oso Ighodaro,oso ighodaro,17,6,7,1,0,2,0,3.0,5.0,0.0,0.0,0.0,2.0
2025-26,401810510,2026-01-26,PHX,4888725,Ryan Dunn,ryan dunn,8,4,5,0,0,0,0,2.0,6.0,0.0,0.0,0.0,0.0
2025-26,401810510,2026-01-26,PHX,5105977,Rasheer Fleming,rasheer fleming,3,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
2025-26,401810510,2026-01-26,PHX,5203685,Khaman Maluach,khaman maluach,3,2,1,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
2025-26,401810510,2026-01-26,PHX,4278402,Jordan Goodwin,jordan goodwin,22,2,5,2,0,1,2,1.0,7.0,0.0,2.0,0.0,0.0
2025-26,401810510,2026-01-26,PHX,4280245,Jamaree Bouyea,jamaree bouyea,13,5,2,0,0,0,2,2.0,6.0,0.0,2.0,1.0,2.0
2025-26,401810511,2026-01-26,BKN,4278104,Michael Porter Jr.,michael porter,22,9,2,4,0,0,1,3.0,11.0,0.0,4.0,3.0,3.0
2025-26,401810511,2026-01-26,BKN,4278067,Nic Claxton,nic claxton,24,6,6,1,2,1,1,3.0,6.0,0.0,0.0,0.0,0.0
2025-26,401810511,2026-01-26,BKN,3907823,Terance Mann,terance mann,20,8,3,2,2,0,2,3.0,6.0,2.0,3.0,0.0,0.0
2025-26,401810511,2026-01-26,BKN,5037873,Drake Powell,drake powell,25,5,3,2,1,0,4,1.0,6.0,1.0,5.0,2.0,2.0
2025-26,401810511,2026-01-26,BKN,5175643,Egor Demin,egor demin,29,12,2,5,1,0,1,3.0,11.0,3.0,10.0,3.0,3.0
2025-26,401810511,2026-01-26,BKN,4431714,Jalen Wilson,jalen wilson,20,9,3,1,1,0,0,3.0,8.0,1.0,5.0,2.0,3.0
2025-26,401810511,2026-01-26,BKN,4432821,E.J. Liddell,e j liddell,4,3,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0
2025-26,401810511,2026-01-26,BKN,4433137,Ziaire Williams,ziaire williams,21,7,3,0,0,1,1,2.0,6.0,0.0,3.0,3.0,3.0
2025-26,401810511,2026-01-26,BKN,5107173,Danny Wolf,danny wolf,26,14,7,4,1,1,0,3.0,13.0,1.0,7.0,7.0,8.0
2025-26,401810511,2026-01-26,BKN,4432194,Day'Ron Sharpe,day ron sharpe,20,8,6,2,4,1,2,3.0,5.0,0.0,0.0,2.0,3.0
2025-26,401810511,2026-01-26,BKN,4397179,Tyrese Martin,tyrese martin,14,2,1,2,0,0,0,1.0,7.0,0.0,4.0,0.0,0.0
2025-26,401810511,2026-01-26,BKN,5242502,Ben Saraf,ben saraf,17,6,0,0,1,0,4,3.0,5.0,0.0,1.0,0.0,0.0
2025-26,401810511,2026-01-26,LAC,6450,Kawhi Leonard,kawhi leonard,25,28,5,2,1,1,1,9.0,17.0,2.0,7.0,8.0,9.0
2025-26,401810511,2026-01-26,LAC,3908845,John Collins,john collins,26,18,5,1,3,0,1,7.0,14.0,2.0,5.0,2.0,2.0
2025-26,401810511,2026-01-26,LAC,4017837,Ivica Zubac,ivica zubac,23,11,10,1,1,0,1,4.0,5.0,0.0,0.0,3.0,4.0
2025-26,401810511,2026-01-26,LAC,3992,James Harden,james harden,31,19,6,8,1,1,5,3.0,8.0,3.0,5.0,10.0,10.0
2025-26,401810511,2026-01-26,LAC,2991139,Kris Dunn,kris dunn,13,2,3,0,1,0,1,1.0,3.0,0.0,0.0,0.0,0.0
2025-26,401810511,2026-01-26,LAC,3416,Nicolas Batum,nicolas batum,15,3,3,1,1,1,0,1.0,1.0,1.0,1.0,0.0,0.0
2025-26,401810511,2026-01-26,LAC,3448,Brook Lopez,brook lopez,18,3,3,2,0,2,1,1.0,3.0,1.0,3.0,0.0,0.0
2025-26,401810511,2026-01-26,LAC,5108024,Yanic Konan Niederhauser,yanic konan niederhauser,7,4,2,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810511,2026-01-26,LAC,4396818,Jordan Miller,jordan miller,23,16,7,0,2,0,2,7.0,10.0,0.0,1.0,2.0,2.0
2025-26,401810511,2026-01-26,LAC,4431752,Kobe Brown,kobe brown,7,2,1,1,1,0,0,1.0,3.0,0.0,0.0,0.0,0.0
