PLAYER_NAME,PLAYER_NORM,team_pp,def_league,season_avg,games,category,prop_norm,team_slate,TEAM,rank_on_team,leader_side,PLAYER_NAME_split,league,def_bucket,n_games,n,n_elite,n_weak,over_rate,avg_delta_all,avg_delta_vs_elite,avg_delta_vs_weak,avg_delta_vs_mid,def_rank_corr,weak_over_rate,elite_over_rate,def_boost,def_boost_hist,overperform_vs_weak,fades_vs_elite,player
Budu Zivzivadze,budu zivzivadze,1. FC HEIDENHEIM 1846,Bundesliga,0.0,8,assists,assists,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,1,bottom,Budu Zivzivadze,Bundesliga,mid,5,5,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Budu Zivzivadze
Christian Conteh,christian conteh,1. FC HEIDENHEIM 1846,Bundesliga,0.0,7,assists,assists,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,2,bottom,Christian Conteh,Bundesliga,mid,4,4,0,2,0.0,0.0,,0.0,0.0,,0.0,,,,False,False,Christian Conteh
Eren Dinkci,eren dinkci,1. FC HEIDENHEIM 1846,Bundesliga,0.0,8,assists,assists,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,3,bottom,Eren Dinkci,Bundesliga,elite,5,5,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Eren Dinkci
Marnon Busch,marnon busch,1. FC HEIDENHEIM 1846,Bundesliga,0.42857142857142855,7,assists,assists,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,1,top,Marnon Busch,Bundesliga,mid,4,4,1,1,0.25,0.1791666666666667,1.8,-0.25,-0.41666666666666663,,0.0,1.0,-2.05,-2.05,False,False,Marnon Busch
Arijon Ibrahimovic,arijon ibrahimovic,1. FC HEIDENHEIM 1846,Bundesliga,0.2857142857142857,7,assists,assists,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,2,top,Arijon Ibrahimovic,Bundesliga,weak,4,4,1,2,0.5,0.3666666666666667,1.0,0.4,-0.3333333333333333,,0.5,1.0,-0.6,-0.6,False,False,Arijon Ibrahimovic
Hennes Behrens,hennes behrens,1. FC HEIDENHEIM 1846,Bundesliga,0.2222222222222222,9,assists,assists,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,3,top,Hennes Behrens,Bundesliga,elite,6,6,2,2,0.0,-0.4059523809523809,-0.5,-0.34285714285714286,-0.375,0.34931053337973406,0.0,0.0,0.15714285714285714,0.15714285714285714,False,True,Hennes Behrens
Adrian Beck,adrian beck,1. FC HEIDENHEIM 1846,Bundesliga,0.0,8,goals,goals,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,1,bottom,Adrian Beck,Bundesliga,mid,5,5,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Adrian Beck
Christian Conteh,christian conteh,1. FC HEIDENHEIM 1846,Bundesliga,0.0,7,goals,goals,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,2,bottom,Christian Conteh,Bundesliga,mid,4,4,0,2,0.0,0.0,,0.0,0.0,,0.0,,,,False,False,Christian Conteh
Diant Ramaj,diant ramaj,1. FC HEIDENHEIM 1846,Bundesliga,0.0,8,goals,goals,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,3,bottom,Diant Ramaj,Bundesliga,mid,5,5,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Diant Ramaj
Budu Zivzivadze,budu zivzivadze,1. FC HEIDENHEIM 1846,Bundesliga,0.5,8,goals,goals,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,1,top,Budu Zivzivadze,Bundesliga,mid,5,5,1,2,0.6,0.42238095238095247,1.6,0.041666666666666685,0.2142857142857143,-0.5647735498966937,0.5,1.0,-1.5583333333333333,-1.5583333333333333,False,False,Budu Zivzivadze
Eren Dinkci,eren dinkci,1. FC HEIDENHEIM 1846,Bundesliga,0.25,8,goals,goals,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,2,top,Eren Dinkci,Bundesliga,elite,5,5,2,2,0.4,0.23619047619047623,0.4,0.33333333333333337,-0.2857142857142857,-0.18604542775758917,0.5,0.5,-0.06666666666666665,-0.06666666666666665,False,False,Eren Dinkci
Marvin Pieringer,marvin pieringer,1. FC HEIDENHEIM 1846,Bundesliga,0.25,8,goals,goals,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,3,top,Marvin Pieringer,Bundesliga,mid,5,5,1,2,0.0,-0.4371428571428571,-0.4,-0.41666666666666663,-0.47619047619047616,-0.11895722982892078,0.0,0.0,-0.016666666666666607,-0.016666666666666607,False,False,Marvin Pieringer
Frank Feller,frank feller,1. FC HEIDENHEIM 1846,Bundesliga,1.6666666666666667,9,saves,saves,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,1,bottom,Frank Feller,Bundesliga,elite,6,6,2,2,0.3333333333333333,0.8964285714285717,-1.0,2.3142857142857145,1.375,0.5201563198818757,0.5,0.0,3.3142857142857145,3.3142857142857145,False,True,Frank Feller
Diant Ramaj,diant ramaj,1. FC HEIDENHEIM 1846,Bundesliga,1.875,8,saves,saves,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,2,bottom,Diant Ramaj,Bundesliga,mid,5,5,1,2,0.2,-1.0419047619047617,0.6000000000000001,-1.5,-1.4047619047619047,-0.6344536113595012,0.0,1.0,-2.1,-2.1,False,False,Diant Ramaj
Diant Ramaj,diant ramaj,1. FC HEIDENHEIM 1846,Bundesliga,1.875,8,saves,saves,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,1,top,Diant Ramaj,Bundesliga,mid,5,5,1,2,0.2,-1.0419047619047617,0.6000000000000001,-1.5,-1.4047619047619047,-0.6344536113595012,0.0,1.0,-2.1,-2.1,False,False,Diant Ramaj
Frank Feller,frank feller,1. FC HEIDENHEIM 1846,Bundesliga,1.6666666666666667,9,saves,saves,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,2,top,Frank Feller,Bundesliga,elite,6,6,2,2,0.3333333333333333,0.8964285714285717,-1.0,2.3142857142857145,1.375,0.5201563198818757,0.5,0.0,3.3142857142857145,3.3142857142857145,False,True,Frank Feller
Christian Conteh,christian conteh,1. FC HEIDENHEIM 1846,Bundesliga,0.0,7,shots,shots,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,1,bottom,Christian Conteh,Bundesliga,mid,4,4,0,2,0.0,0.0,,0.0,0.0,,0.0,,,,False,False,Christian Conteh
Diant Ramaj,diant ramaj,1. FC HEIDENHEIM 1846,Bundesliga,0.0,8,shots,shots,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,2,bottom,Diant Ramaj,Bundesliga,mid,5,5,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Diant Ramaj
Frank Feller,frank feller,1. FC HEIDENHEIM 1846,Bundesliga,0.0,9,shots,shots,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,3,bottom,Frank Feller,Bundesliga,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Frank Feller
Budu Zivzivadze,budu zivzivadze,1. FC HEIDENHEIM 1846,Bundesliga,2.0,8,shots,shots,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,1,top,Budu Zivzivadze,Bundesliga,mid,5,5,1,2,0.6,0.4871428571428571,1.4,-0.7916666666666666,1.3095238095238093,-0.8071763879124232,0.0,1.0,-2.1916666666666664,-2.1916666666666664,False,False,Budu Zivzivadze
Eren Dinkci,eren dinkci,1. FC HEIDENHEIM 1846,Bundesliga,1.5,8,shots,shots,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,2,top,Eren Dinkci,Bundesliga,elite,5,5,2,2,0.6,1.3995238095238096,1.4333333333333333,1.2083333333333335,1.7142857142857142,-0.24396126278603594,0.5,0.5,-0.22499999999999987,-0.22499999999999987,False,False,Eren Dinkci
Marvin Pieringer,marvin pieringer,1. FC HEIDENHEIM 1846,Bundesliga,1.375,8,shots,shots,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,3,top,Marvin Pieringer,Bundesliga,mid,5,5,1,2,0.6,0.7176190476190476,-1.4,2.5416666666666665,-0.047619047619047616,0.8462093649142188,1.0,0.0,3.9416666666666664,3.9416666666666664,True,False,Marvin Pieringer
Adrian Beck,adrian beck,1. FC HEIDENHEIM 1846,Bundesliga,0.0,8,shots_on_target,shots_on_target,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,1,bottom,Adrian Beck,Bundesliga,mid,5,5,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Adrian Beck
Christian Conteh,christian conteh,1. FC HEIDENHEIM 1846,Bundesliga,0.0,7,shots_on_target,shots_on_target,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,2,bottom,Christian Conteh,Bundesliga,mid,4,4,0,2,0.0,0.0,,0.0,0.0,,0.0,,,,False,False,Christian Conteh
Diant Ramaj,diant ramaj,1. FC HEIDENHEIM 1846,Bundesliga,0.0,8,shots_on_target,shots_on_target,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,3,bottom,Diant Ramaj,Bundesliga,mid,5,5,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Diant Ramaj
Budu Zivzivadze,budu zivzivadze,1. FC HEIDENHEIM 1846,Bundesliga,0.875,8,shots_on_target,shots_on_target,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,1,top,Budu Zivzivadze,Bundesliga,mid,5,5,1,2,0.8,0.6038095238095237,1.4,-0.16666666666666669,0.9761904761904762,-0.8920054248445064,0.5,1.0,-1.5666666666666667,-1.5666666666666667,False,False,Budu Zivzivadze
Eren Dinkci,eren dinkci,1. FC HEIDENHEIM 1846,Bundesliga,0.625,8,shots_on_target,shots_on_target,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,2,top,Eren Dinkci,Bundesliga,elite,5,5,2,2,0.6,0.6723809523809525,0.8,0.6666666666666667,0.4285714285714286,-0.2409481373607785,0.5,0.5,-0.1333333333333333,-0.1333333333333333,False,False,Eren Dinkci
Marvin Pieringer,marvin pieringer,1. FC HEIDENHEIM 1846,Bundesliga,0.375,8,shots_on_target,shots_on_target,1. FC HEIDENHEIM 1846,1. FC HEIDENHEIM 1846,3,top,Marvin Pieringer,Bundesliga,mid,5,5,1,2,0.2,-0.2657142857142857,-0.4,0.08333333333333337,-0.5476190476190476,0.5448858147621519,0.5,0.0,0.4833333333333334,0.4833333333333334,False,False,Marvin Pieringer
Alex Scott,alex scott,AFC BOURNEMOUTH,EPL,0.0,9,assists,assists,AFC BOURNEMOUTH,AFC BOURNEMOUTH,1,bottom,Alex Scott,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Alex Scott
Alex Tóth,alex toth,AFC BOURNEMOUTH,EPL,0.0,9,assists,assists,AFC BOURNEMOUTH,AFC BOURNEMOUTH,2,bottom,Alex Tóth,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Alex Tóth
Amine Adli,amine adli,AFC BOURNEMOUTH,EPL,0.0,9,assists,assists,AFC BOURNEMOUTH,AFC BOURNEMOUTH,3,bottom,Amine Adli,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Amine Adli
Adrien Truffert,adrien truffert,AFC BOURNEMOUTH,EPL,0.2222222222222222,9,assists,assists,AFC BOURNEMOUTH,AFC BOURNEMOUTH,1,top,Adrien Truffert,EPL,elite,6,6,2,2,0.3333333333333333,0.18591269841269842,0.9375,-0.225,-0.15476190476190477,-0.7564866667944029,0.0,1.0,-1.1625,-1.1625,False,False,Adrien Truffert
Tyler Adams,tyler adams,AFC BOURNEMOUTH,EPL,0.14285714285714285,7,assists,assists,AFC BOURNEMOUTH,AFC BOURNEMOUTH,2,top,Tyler Adams,EPL,mid,4,4,1,1,0.25,0.09583333333333335,-0.16666666666666666,1.0,-0.225,,1.0,0.0,1.1666666666666667,1.1666666666666667,False,False,Tyler Adams
Adam Smith,adam smith,AFC BOURNEMOUTH,EPL,0.1111111111111111,9,assists,assists,AFC BOURNEMOUTH,AFC BOURNEMOUTH,3,top,Adam Smith,EPL,elite,6,6,2,2,0.16666666666666666,0.14583333333333334,-0.0625,0.0,0.5,-0.023881207084385007,0.0,0.0,0.0625,0.0625,False,False,Adam Smith
Adam Smith,adam smith,AFC BOURNEMOUTH,EPL,0.0,9,goals,goals,AFC BOURNEMOUTH,AFC BOURNEMOUTH,1,bottom,Adam Smith,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Adam Smith
Alex Scott,alex scott,AFC BOURNEMOUTH,EPL,0.0,9,goals,goals,AFC BOURNEMOUTH,AFC BOURNEMOUTH,2,bottom,Alex Scott,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Alex Scott
Alex Tóth,alex toth,AFC BOURNEMOUTH,EPL,0.0,9,goals,goals,AFC BOURNEMOUTH,AFC BOURNEMOUTH,3,bottom,Alex Tóth,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Alex Tóth
Junior Kroupi,junior kroupi,AFC BOURNEMOUTH,EPL,0.4444444444444444,9,goals,goals,AFC BOURNEMOUTH,AFC BOURNEMOUTH,1,top,Junior Kroupi,EPL,elite,6,6,2,2,0.6666666666666666,0.40218253968253964,0.8125,0.275,0.1190476190476191,-0.24587689472121638,0.5,1.0,-0.5375,-0.5375,False,False,Junior Kroupi
Rayan,rayan,AFC BOURNEMOUTH,EPL,0.3333333333333333,9,goals,goals,AFC BOURNEMOUTH,AFC BOURNEMOUTH,2,top,Rayan,EPL,elite,6,6,2,2,0.5,0.36210317460317465,-0.1875,0.5,0.7738095238095238,0.5135176362835745,0.5,0.0,0.6875,0.6875,False,False,Rayan
Ryan Christie,ryan christie,AFC BOURNEMOUTH,EPL,0.125,8,goals,goals,AFC BOURNEMOUTH,AFC BOURNEMOUTH,3,top,Ryan Christie,EPL,mid,5,5,1,2,0.2,0.048095238095238114,1.0,-0.225,-0.15476190476190477,-0.6137744122003306,0.0,1.0,-1.225,-1.225,False,False,Ryan Christie
Christos Mandas,christos mandas,AFC BOURNEMOUTH,EPL,0.0,9,saves,saves,AFC BOURNEMOUTH,AFC BOURNEMOUTH,1,bottom,Christos Mandas,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Christos Mandas
Djordje Petrovic,djordje petrovic,AFC BOURNEMOUTH,EPL,2.3333333333333335,9,saves,saves,AFC BOURNEMOUTH,AFC BOURNEMOUTH,2,bottom,Djordje Petrovic,EPL,elite,6,6,2,2,0.3333333333333333,-0.11984126984126986,1.2083333333333333,-0.675,-0.8928571428571428,-0.5551583107368507,0.0,1.0,-1.8833333333333333,-1.8833333333333333,False,False,Djordje Petrovic
Djordje Petrovic,djordje petrovic,AFC BOURNEMOUTH,EPL,2.3333333333333335,9,saves,saves,AFC BOURNEMOUTH,AFC BOURNEMOUTH,1,top,Djordje Petrovic,EPL,elite,6,6,2,2,0.3333333333333333,-0.11984126984126986,1.2083333333333333,-0.675,-0.8928571428571428,-0.5551583107368507,0.0,1.0,-1.8833333333333333,-1.8833333333333333,False,False,Djordje Petrovic
Christos Mandas,christos mandas,AFC BOURNEMOUTH,EPL,0.0,9,saves,saves,AFC BOURNEMOUTH,AFC BOURNEMOUTH,2,top,Christos Mandas,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Christos Mandas
Adam Smith,adam smith,AFC BOURNEMOUTH,EPL,0.0,9,shots,shots,AFC BOURNEMOUTH,AFC BOURNEMOUTH,1,bottom,Adam Smith,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Adam Smith
Alex Tóth,alex toth,AFC BOURNEMOUTH,EPL,0.0,9,shots,shots,AFC BOURNEMOUTH,AFC BOURNEMOUTH,2,bottom,Alex Tóth,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Alex Tóth
Bafodé Diakité,bafode diakite,AFC BOURNEMOUTH,EPL,0.0,9,shots,shots,AFC BOURNEMOUTH,AFC BOURNEMOUTH,3,bottom,Bafodé Diakité,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Bafodé Diakité
Marcus Tavernier,marcus tavernier,AFC BOURNEMOUTH,EPL,2.5555555555555554,9,shots,shots,AFC BOURNEMOUTH,AFC BOURNEMOUTH,1,top,Marcus Tavernier,EPL,elite,6,6,2,2,0.16666666666666666,-1.7636904761904761,-2.6041666666666665,-1.675,-1.0119047619047619,0.25639411423752595,0.0,0.0,0.9291666666666665,0.9291666666666665,False,True,Marcus Tavernier
Evanilson,evanilson,AFC BOURNEMOUTH,EPL,2.0,9,shots,shots,AFC BOURNEMOUTH,AFC BOURNEMOUTH,2,top,Evanilson,EPL,elite,6,6,2,2,0.16666666666666666,-0.20138888888888892,-0.10416666666666674,0.0,-0.5,-0.11396431098491212,0.0,0.5,0.10416666666666674,0.10416666666666674,False,False,Evanilson
Junior Kroupi,junior kroupi,AFC BOURNEMOUTH,EPL,2.0,9,shots,shots,AFC BOURNEMOUTH,AFC BOURNEMOUTH,3,top,Junior Kroupi,EPL,elite,6,6,2,2,0.16666666666666666,0.003968253968254028,0.0,-0.5,0.5119047619047621,-0.25211425650195635,0.0,0.0,-0.5,-0.5,False,False,Junior Kroupi
Adam Smith,adam smith,AFC BOURNEMOUTH,EPL,0.0,9,shots_on_target,shots_on_target,AFC BOURNEMOUTH,AFC BOURNEMOUTH,1,bottom,Adam Smith,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Adam Smith
Alex Tóth,alex toth,AFC BOURNEMOUTH,EPL,0.0,9,shots_on_target,shots_on_target,AFC BOURNEMOUTH,AFC BOURNEMOUTH,2,bottom,Alex Tóth,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Alex Tóth
Bafodé Diakité,bafode diakite,AFC BOURNEMOUTH,EPL,0.0,9,shots_on_target,shots_on_target,AFC BOURNEMOUTH,AFC BOURNEMOUTH,3,bottom,Bafodé Diakité,EPL,elite,6,6,2,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Bafodé Diakité
Marcus Tavernier,marcus tavernier,AFC BOURNEMOUTH,EPL,1.1111111111111112,9,shots_on_target,shots_on_target,AFC BOURNEMOUTH,AFC BOURNEMOUTH,1,top,Marcus Tavernier,EPL,elite,6,6,2,2,0.16666666666666666,-0.5210317460317461,-0.9583333333333334,-0.95,0.34523809523809523,-0.10075127779639188,0.0,0.0,0.008333333333333415,0.008333333333333415,False,True,Marcus Tavernier
Adrien Truffert,adrien truffert,AFC BOURNEMOUTH,EPL,0.5555555555555556,9,shots_on_target,shots_on_target,AFC BOURNEMOUTH,AFC BOURNEMOUTH,2,top,Adrien Truffert,EPL,elite,6,6,2,2,0.6666666666666666,0.46607142857142864,0.1875,0.675,0.5357142857142857,0.36735836876129213,1.0,0.5,0.48750000000000004,0.48750000000000004,False,False,Adrien Truffert
Junior Kroupi,junior kroupi,AFC BOURNEMOUTH,EPL,0.5555555555555556,9,shots_on_target,shots_on_target,AFC BOURNEMOUTH,AFC BOURNEMOUTH,3,top,Junior Kroupi,EPL,elite,6,6,2,2,0.6666666666666666,0.5242063492063492,0.75,0.275,0.5476190476190477,-0.18091663220151677,0.5,1.0,-0.475,-0.475,False,False,Junior Kroupi
Assane Dioussé,assane diousse,AJ AUXERRE,Ligue 1,0.0,9,assists,assists,AJ AUXERRE,AJ AUXERRE,1,bottom,Assane Dioussé,Ligue 1,weak,6,6,2,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Assane Dioussé
Bryan Okoh,bryan okoh,AJ AUXERRE,Ligue 1,0.0,8,assists,assists,AJ AUXERRE,AJ AUXERRE,2,bottom,Bryan Okoh,Ligue 1,weak,5,5,1,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Bryan Okoh
Clément Akpa,clement akpa,AJ AUXERRE,Ligue 1,0.0,7,assists,assists,AJ AUXERRE,AJ AUXERRE,3,bottom,Clément Akpa,Ligue 1,weak,4,4,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Clément Akpa
Gideon Mensah,gideon mensah,AJ AUXERRE,Ligue 1,0.2222222222222222,9,assists,assists,AJ AUXERRE,AJ AUXERRE,1,top,Gideon Mensah,Ligue 1,weak,6,6,2,3,0.3333333333333333,0.18591269841269842,0.3375,0.2023809523809524,-0.16666666666666666,-0.11653940831848685,0.3333333333333333,0.5,-0.1351190476190476,-0.1351190476190476,False,False,Gideon Mensah
Sinaly Diomande,sinaly diomande,AJ AUXERRE,Ligue 1,0.2222222222222222,9,assists,assists,AJ AUXERRE,AJ AUXERRE,2,top,Sinaly Diomande,Ligue 1,weak,6,6,2,3,0.16666666666666666,-0.10873015873015872,0.275,-0.28968253968253965,-0.3333333333333333,-0.5620592111484138,0.0,0.5,-0.5646825396825397,-0.5646825396825397,False,False,Sinaly Diomande
Lassine Sinayoko,lassine sinayoko,AJ AUXERRE,Ligue 1,0.125,8,assists,assists,AJ AUXERRE,AJ AUXERRE,3,top,Lassine Sinayoko,Ligue 1,elite,5,5,2,2,0.2,0.1380952380952381,-0.07142857142857142,-0.08333333333333333,1.0,-0.002322725978394439,0.0,0.0,-0.011904761904761904,-0.011904761904761904,False,False,Lassine Sinayoko
Assane Dioussé,assane diousse,AJ AUXERRE,Ligue 1,0.0,9,goals,goals,AJ AUXERRE,AJ AUXERRE,1,bottom,Assane Dioussé,Ligue 1,weak,6,6,2,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Assane Dioussé
Clément Akpa,clement akpa,AJ AUXERRE,Ligue 1,0.0,7,goals,goals,AJ AUXERRE,AJ AUXERRE,2,bottom,Clément Akpa,Ligue 1,weak,4,4,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Clément Akpa
Donovan Léon,donovan leon,AJ AUXERRE,Ligue 1,0.0,7,goals,goals,AJ AUXERRE,AJ AUXERRE,3,bottom,Donovan Léon,Ligue 1,weak,4,4,1,3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,Donovan Léon
Lassine Sinayoko,lassine sinayoko,AJ AUXERRE,Ligue 1,0.625,8,goals,goals,AJ AUXERRE,AJ AUXERRE,1,top,Lassine Sinayoko,Ligue 1,elite,5,5,2,2,0.8,0.7576190476190476,0.6607142857142857,0.8333333333333334,0.8,0.055502077949990236,1.0,0.5,0.17261904761904767,0.17261904761904767,False,False,Lassine Sinayoko
Bryan Okoh,bryan okoh,AJ AUXERRE,Ligue 1,0.375,8,goals,goals,AJ AUXERRE,AJ AUXERRE,2,top,Bryan Okoh,Ligue 1,weak,5,5,1,3,0.4,0.2342857142857143,0.6,0.35714285714285715,-0.5,0.0037463294037346382,0.3333333333333333,1.0,-0.24285714285714283,-0.24285714285714283,False,False,Bryan Okoh
Sékou Mara,sekou mara,AJ AUXERRE,Ligue 1,0.375,8,goals,goals,AJ AUXERRE,AJ AUXERRE,3,top,Sékou Mara,Ligue 1,elite,5,5,2,2,0.4,0.4476190476190477,-0.21428571428571427,0.33333333333333337,2.0,0.3381371990184014,0.5,0.0,0.5476190476190477,0.5476190476190477,False,False,Sékou Mara
Théo De Percin,theo de percin,AJ AUXERRE,Ligue 1,0.5555555555555556,9,saves,saves,AJ AUXERRE,AJ AUXERRE,1,bottom,Théo De Percin,Ligue 1,weak,6,6,2,3,0.3333333333333333,0.5267857142857143,1.1875,-0.2380952380952381,1.5,-0.4752403024152975,0.0,0.5,-1.4255952380952381,-1.4255952380952381,False,False,Théo De Percin
Donovan Léon,donovan leon,AJ AUXERRE,Ligue 1,2.7142857142857144,7,saves,saves,AJ AUXERRE,AJ AUXERRE,2,bottom,Donovan Léon,Ligue 1,weak,4,4,1,3,0.5,-0.575,0.3333333333333335,-0.8777777777777778,,,0.3333333333333333,1.0,-1.2111111111111112,-1.2111111111111112,False,False,Donovan Léon
Donovan Léon,donovan leon,AJ AUXERRE,Ligue 1,2.7142857142857144,7,saves,saves,AJ AUXERRE,AJ AUXERRE,1,top,Donovan Léon,Ligue 1,weak,4,4,1,3,0.5,-0.575,0.3333333333333335,-0.8777777777777778,,,0.3333333333333333,1.0,-1.2111111111111112,-1.2111111111111112,False,False,Donovan Léon
Théo De Percin,theo de percin,AJ AUXERRE,Ligue 1,0.5555555555555556,9,saves,saves,AJ AUXERRE,AJ AUXERRE,2,top,Théo De Percin,Ligue 1,weak,6,6,2,3,0.3333333333333333,0.5267857142857143,1.1875,-0.2380952380952381,1.5,-0.4752403024152975,0.0,0.5,-1.4255952380952381,-1.4255952380952381,False,False,Théo De Percin
Assane Dioussé,assane diousse,AJ AUXERRE,Ligue 1,0.0,9,shots,shots,AJ AUXERRE,AJ AUXERRE,1,bottom,Assane Dioussé,Ligue 1,weak,6,6,2,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Assane Dioussé
Clément Akpa,clement akpa,AJ AUXERRE,Ligue 1,0.0,7,shots,shots,AJ AUXERRE,AJ AUXERRE,2,bottom,Clément Akpa,Ligue 1,weak,4,4,1,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,Clément Akpa
Donovan Léon,donovan leon,AJ AUXERRE,Ligue 1,0.0,7,shots,shots,AJ AUXERRE,AJ AUXERRE,3,bottom,Donovan Léon,Ligue 1,weak,4,4,1,3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,Donovan Léon
Lassine Sinayoko,lassine sinayoko,AJ AUXERRE,Ligue 1,3.375,8,shots,shots,AJ AUXERRE,AJ AUXERRE,1,top,Lassine Sinayoko,Ligue 1,elite,5,5,2,2,0.6,0.38761904761904764,-1.9642857142857142,1.3333333333333333,3.2,0.6035511998526536,1.0,0.0,3.2976190476190474,3.2976190476190474,True,True,Lassine Sinayoko
Danny Namaso,danny namaso,AJ AUXERRE,Ligue 1,1.4444444444444444,9,shots,shots,AJ AUXERRE,AJ AUXERRE,2,top,Danny Namaso,Ligue 1,weak,6,6,2,3,0.3333333333333333,-0.5077380952380953,-1.1125,-0.44047619047619047,0.5,0.4194921766881963,0.3333333333333333,0.0,0.6720238095238096,0.6720238095238096,False,True,Danny Namaso
Sékou Mara,sekou mara,AJ AUXERRE,Ligue 1,1.375,8,shots,shots,AJ AUXERRE,AJ AUXERRE,3,top,Sékou Mara,Ligue 1,elite,5,5,2,2,0.4,0.6109523809523809,-0.5892857142857143,0.41666666666666663,3.4,0.3288779239181188,0.5,0.0,1.005952380952381,1.005952380952381,False,True,Sékou Mara
